stream_id,frame_id,scheduled_arrival_s,actual_arrival_enqueue_s,front_end_start_s,ready_s,inference_start_s,completion_s,scheduler_lag_ms,arrival_queue_wait_ms,scheduled_to_front_end_ms,front_end_observed_ms,ready_queue_wait_ms,inference_ms,local_e2e_ms
0,0,5391.208582736001,5391.208684813,5391.208877573,5391.428993742,5391.555435614,5391.566742128,0.10207699961028993,0.1927599996633944,0.29483699927368434,220.11616899999353,126.44187200021406,11.306514000352763,358.15939199983404
0,1,5391.241916069334,5391.241991983,5391.429022714,5391.449692423,5391.620135756,5391.625298808,0.0759136655688053,187.03073100004985,187.10664466561866,20.66970899977605,170.4433330005486,5.16305199926137,383.38273866520467
0,2,5391.275249402667,5391.275315414,5391.449712747,5391.460609149,5391.660525901,5391.665333415,0.06601133281947114,174.39733300034277,174.46334433316224,10.896402000071248,199.91675199980818,4.807513999367075,390.08401233240875
0,3,5391.308582736001,5391.308674649,5391.460625464,5391.475378767,5391.717492427,5391.722358248,0.09191299886879278,151.95081500041852,152.0427279992873,14.75330299945199,242.11366000054113,4.865820999839343,413.7755119991198
0,4,5391.341916069334,5391.341994209,5391.475398044,5391.507939548,5391.767862203,5391.772223438,0.07813966658432037,133.40383499962627,133.4819746662106,32.541503999709676,259.92265500008216,4.361235000033048,430.3073686660355
0,5,5391.375249402668,5391.375353926,5391.50795989,5391.520132075,5391.805293211,5391.815184229,0.1045233320837724,132.60596400050417,132.71048733258795,12.172185000054014,285.1611360001698,9.891017999507312,439.93482633231906
0,6,5391.408582736,5391.409572944,5391.520151899,5391.533199622,5391.846748284,5391.85314921,0.9902079991661594,110.57895500016457,111.56916299933073,13.047723000454425,313.5486619994481,6.400926000424079,444.5664739996573
0,7,5391.441916069334,5391.44402373,5391.533219428,5391.552876198,5391.89849137,5391.902961597,2.1076606653878116,89.19569800036697,91.30335866575479,19.656770000437973,345.6151719992704,4.4702270006382605,461.0455276661014
0,8,5391.475249402667,5391.475431063,5391.552903207,5391.562314708,5391.936485843,5391.94078306,0.18166033260058612,77.4721440002395,77.65380433284008,9.411500999704003,374.1711350003243,4.29721700038499,465.53365733325336
0,9,5391.508582736001,5391.509523784,5391.562342097,5391.580525456,5391.951586823,5391.956666495,0.9410479988218867,52.81831299998885,53.759360998810735,18.183359000431665,371.06136700003844,5.079671999737911,448.08375899901876
0,10,5391.541916069334,5391.542932262,5391.580541021,5391.594733201,5391.975011513,5391.982646544,1.0161926666114596,37.60875899934035,38.62495166595181,14.19218000046385,380.2783119999731,7.635031000063464,440.7304746664522
0,11,5391.575249402667,5391.576025517,5391.594754766,5391.603440792,5391.992065147,5391.996721604,0.7761143324387376,18.729248999989068,19.505363332427805,8.686025999850244,388.62435500050196,4.656457000237424,421.47220133301744
0,12,5391.608582736,5391.608671057,5391.608904836,5391.624514371,5392.031869188,5392.036307748,0.0883209995663492,0.2337790001547546,0.3220999997211038,15.609535000294272,407.35481699994125,4.438559999471181,427.7250119994278
0,13,5391.641916069334,5391.64200644,5391.642579461,5391.658714711,5392.071606259,5392.078937772,0.09037066593009513,0.5730210004912806,0.6633916664213757,16.135249999933876,412.8915479996067,7.33151300028112,437.0217026662431
0,14,5391.675249402667,5391.675342853,5391.675607575,5391.687484554,5392.086692053,5392.092562478,0.0934503332246095,0.2647219998834771,0.3581723331080866,11.876978999680432,399.2074990001129,5.870425000466639,417.31307533336803
