K,scope,row_type,run_id,run_count,period_count,periods_with_waiting_carryover,waiting_carryover_period_pct,periods_with_inservice_carryover,inservice_carryover_period_pct,periods_with_inference_unfinished_carryover,inference_unfinished_carryover_period_pct,mean_waiting_carryover_depth,p95_waiting_carryover_depth,max_waiting_carryover_depth,mean_inservice_carryover_depth,max_inservice_carryover_depth,mean_inference_unfinished_depth,p95_inference_unfinished_depth,max_inference_unfinished_depth,maximum_consecutive_inference_unfinished_carryover_periods,pre_ready_carryover_period_pct,mean_pre_ready_carryover_depth,max_pre_ready_carryover_depth
7,all_60s,run,run01,1,1800,1796,99.77777777777777,1784,99.11111111111111,1796,99.77777777777777,815.5261111111112,1483.0,1559,0.9911111111111112,1,816.5172222222222,1484.0,1560,1796,0.5,0.08777777777777777,28
7,all_60s,run,run02,1,1800,1794,99.66666666666667,1778,98.77777777777777,1794,99.66666666666667,784.4588888888889,1399.0,1463,0.9877777777777778,1,785.4466666666667,1400.0,1464,1794,0.6666666666666667,0.17888888888888888,46
7,all_60s,run,run03,1,1800,1794,99.66666666666667,1787,99.27777777777777,1794,99.66666666666667,840.8038888888889,1530.0,1611,0.9927777777777778,1,841.7966666666666,1531.0,1612,1794,0.7222222222222222,0.1761111111111111,44
7,all_60s,run,run04,1,1800,1797,99.83333333333333,1791,99.5,1798,99.8888888888889,824.8,1509.0,1573,0.995,1,825.795,1510.0,1574,1798,0.3888888888888889,0.06111111111111111,23
7,all_60s,run,run05,1,1800,1796,99.77777777777777,1782,99.0,1796,99.77777777777777,786.8977777777778,1437.0,1503,0.99,1,787.8877777777777,1438.0,1504,1796,0.5,0.07333333333333333,28
7,all_60s,mean,ALL,5,1800.0,1795.4,99.74444444444444,1784.4,99.13333333333333,1795.6,99.75555555555556,810.4973333333335,1471.6,1541.8,0.9913333333333334,1.0,811.4886666666667,1472.6,1542.8,1795.6,0.5555555555555556,0.11544444444444443,33.8
7,all_60s,sample_sd,ALL,5,0.0,1.3416407864998738,0.07453559924998769,4.929503017546495,0.27386127875258426,1.6733200530681511,0.09296222517045379,24.409433631611545,53.402247143729824,58.6787866268552,0.002738612787525834,0.0,24.41167819285182,53.402247143729824,58.6787866268552,1.6733200530681511,0.13608276348795434,0.05743810409883961,10.449880382090505
7,all_60s,min,ALL,5,1800.0,1794.0,99.66666666666667,1778.0,98.77777777777777,1794.0,99.66666666666667,784.4588888888889,1399.0,1463.0,0.9877777777777778,1.0,785.4466666666667,1400.0,1464.0,1794.0,0.3888888888888889,0.06111111111111111,23.0
7,all_60s,max,ALL,5,1800.0,1797.0,99.83333333333333,1791.0,99.5,1798.0,99.8888888888889,840.8038888888889,1530.0,1611.0,0.995,1.0,841.7966666666666,1531.0,1612.0,1798.0,0.7222222222222222,0.17888888888888888,46.0
7,first_1s_excluded,run,run01,1,1770,1770,100.0,1758,99.32203389830508,1770,100.0,828.6333333333333,1483.0,1559,0.9932203389830508,1,829.6265536723164,1484.0,1560,1770,0.0,0.0,0
7,first_1s_excluded,run,run02,1,1770,1770,100.0,1754,99.09604519774011,1770,100.0,796.7677966101695,1400.1,1463,0.9909604519774011,1,797.7587570621469,1401.1,1464,1770,0.0,0.0,0
7,first_1s_excluded,run,run03,1,1770,1770,100.0,1764,99.66101694915255,1770,100.0,854.154802259887,1531.1,1611,0.9966101694915255,1,855.1514124293785,1532.1,1612,1770,0.0,0.0,0
7,first_1s_excluded,run,run04,1,1770,1770,100.0,1763,99.60451977401131,1770,100.0,838.0853107344633,1509.0,1573,0.996045197740113,1,839.0813559322033,1510.0,1574,1770,0.0,0.0,0
7,first_1s_excluded,run,run05,1,1770,1770,100.0,1756,99.2090395480226,1770,100.0,799.2937853107345,1437.55,1503,0.992090395480226,1,800.2858757062147,1438.55,1504,1770,0.0,0.0,0
7,first_1s_excluded,mean,ALL,5,1770.0,1770.0,100.0,1759.0,99.37853107344633,1770.0,100.0,823.3870056497175,1472.15,1541.8,0.9937853107344633,1.0,824.380790960452,1473.15,1542.8,1770.0,0.0,0.0,0.0
7,first_1s_excluded,sample_sd,ALL,5,0.0,0.0,0.0,4.358898943540674,0.24626547703620197,0.0,0.0,24.896219547186437,53.2426285977693,58.6787866268552,0.0024626547703619764,0.0,24.898561266131505,53.2426285977693,58.6787866268552,0.0,0.0,0.0,0.0
7,first_1s_excluded,min,ALL,5,1770.0,1770.0,100.0,1754.0,99.09604519774011,1770.0,100.0,796.7677966101695,1400.1,1463.0,0.9909604519774011,1.0,797.7587570621469,1401.1,1464.0,1770.0,0.0,0.0,0.0
7,first_1s_excluded,max,ALL,5,1770.0,1770.0,100.0,1764.0,99.66101694915255,1770.0,100.0,854.154802259887,1531.1,1611.0,0.9966101694915255,1.0,855.1514124293785,1532.1,1612.0,1770.0,0.0,0.0,0.0
