group,dummy_mean_ms,imagenet_mean_ms,difference_percent
G1,0.08304396829009056,0.11314752000570297,36.25013632592098
G2,1.10407452750206,1.1223823988437653,1.6582097390767991
G3,2.2158251876831057,2.17876712401708,-1.6724272235922322
G4,0.9638719351291657,1.0134557867447536,5.1442364704750165
G5,1.1168169927597047,1.228241984208425,9.977014333689894
G6,2.7544558696746826,3.065020288944244,11.274982572374315
G7,4.877743584632873,4.863626045544942,-0.28942765938758663
G8,0.073842688344419,0.08904377608497938,20.585772378246947
G9,0.041418016036972406,0.07167496548096339,73.05262863624773
