group,n,mean_ms,median_ms,p95_ms,p99_ms,std_ms,min_ms,max_ms,input_shape,output_shape,dtype,input_bytes,output_bytes,input_mib,output_mib,bit_conversion_ratio,processing_time_density_ms_per_mbit
G1,1500,0.11314752000570297,0.11228799819946289,0.12156800180673599,0.12627231299877167,0.0032894072867048468,0.10809600353240967,0.13180799782276154,"[1, 3, 384, 384]","[1, 24, 192, 192]",torch.float32,1769472,3538944,1.6875,3.375,2.0,0.007993028429222317
G2,1500,1.1223823988437653,1.1208000183105469,1.13398557305336,1.1456652569770813,0.005474448112869381,1.111807942390442,1.1598399877548218,"[1, 24, 192, 192]","[1, 24, 192, 192]",torch.float32,3538944,3538944,3.375,3.375,1.0,0.039643972850508705
G3,1500,2.17876712401708,2.172208070755005,2.2113008737564086,2.2236171650886534,0.014227843469827526,2.1622400283813477,2.2355198860168457,"[1, 24, 192, 192]","[1, 48, 96, 96]",torch.float32,3538944,1769472,3.375,1.6875,0.5,0.07695682398538518
G4,1500,1.0134557867447536,1.0092480182647705,1.0382256090641022,1.0533446514606475,0.011056204503175087,0.9818239808082581,1.086143970489502,"[1, 48, 96, 96]","[1, 64, 48, 48]",torch.float32,1769472,589824,1.6875,0.5625,0.3333333333333333,0.07159309293568601
G5,1500,1.228241984208425,1.2173280119895935,1.2879776358604431,1.309286117553711,0.027155054888690085,1.1954560279846191,1.3303359746932983,"[1, 64, 48, 48]","[1, 128, 24, 24]",torch.float32,589824,294912,0.5625,0.28125,0.5,0.26029840770476126
G6,1500,3.065020288944244,3.046880006790161,3.119916844367981,3.131648063659668,0.03425775026291319,3.0274879932403564,3.3690240383148193,"[1, 128, 24, 24]","[1, 160, 24, 24]",torch.float32,294912,368640,0.28125,0.3515625,1.25,1.2991249461467507
G7,1500,4.863626045544942,4.8865439891815186,4.915494179725647,4.926742858886719,0.04695764286633291,4.791200160980225,5.002495765686035,"[1, 160, 24, 24]","[1, 256, 12, 12]",torch.float32,368640,147456,0.3515625,0.140625,0.4,1.6491787535078064
G8,1500,0.08904377608497938,0.08806400001049042,0.0978896003216505,0.10867424048483372,0.004229742825074016,0.06857600063085556,0.11311999708414078,"[1, 256, 12, 12]","[1, 1280]",torch.float32,147456,5120,0.140625,0.0048828125,0.034722222222222224,0.07548334425606569
G9,1500,0.07167496548096339,0.07116799801588058,0.0766432024538517,0.08537664189934731,0.0031169192398051225,0.06409599632024765,0.10806400328874588,"[1, 1280]","[1, 1000]",torch.float32,5120,4000,0.0048828125,0.003814697265625,0.78125,1.7498770869375826
