acquisition_id,round,trace,policy,window,phase,arrival_start_s,arrival_end_s,n,miss_count,DMR_percent,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,local_mean_ms,local_p95_ms,local_p99_ms
primary_02,1,A,FIXED_C2,K6_arrival_cohort,,,,5400,1896,35.111111111111114,1.4232977290740743,2.1054520500000002,15.043651810000005,12.269815180185185,15.023418200000002,17.56847274,11.394194998888889,17.385571650000003,131.51083221000022,8.694850692222223,10.182278949999999,11.888527730000003,33.78215860037037,41.74309575,171.06724678000003
primary_02,1,A,FIXED_C2,K7_arrival_cohort,,,,6300,2766,43.904761904761905,0.727723052063492,2.5821866999999967,4.480728190000007,12.845300367936508,16.573723599999997,18.548916870000014,9.983711593174602,22.688617699999988,25.019543660000004,8.552237766984128,10.619488949999997,12.491549750000003,32.10897278015873,45.513733699999996,50.18459283000001
primary_03,1,A,K_LOOKUP_C2_C4,startup,0,0,1,180,180,100.0,60.32677271666667,218.71311154999995,249.58955835000003,22.827233661111112,24.748793799999692,282.15515746000005,164.28755594999998,225.42302719999998,232.49019138000003,10.483290594444444,14.881681499999987,34.335680230000136,257.9248529222222,350.64097089999996,359.46740042
primary_03,1,A,K_LOOKUP_C2_C4,phase_remainder,0,1,15,2520,945,37.5,0.5754089,1.9803913499999994,3.48964557,12.100711199603174,15.011528799999997,17.816444839999992,13.52983344484127,65.85180409999981,145.40025862999997,8.690792393650794,10.09979865,11.71104872,34.89674593809524,89.50335969999996,169.75747177999978
primary_03,1,A,K_LOOKUP_C2_C4,transition,1,15,16,210,98,46.666666666666664,0.9160964238095238,3.1141796499999965,3.93595684,13.362196904761905,17.338713599999995,20.08929361,5.522559352380953,14.903528949999997,17.17982186,15.038847276190477,19.43090189999999,24.383096049999995,34.83969995714286,45.269771850000005,48.889793139999995
primary_03,1,A,K_LOOKUP_C2_C4,phase_remainder,1,16,30,2940,1328,45.17006802721088,0.9796737602040817,3.324492599999998,4.988845320000003,13.25679502585034,16.9971598,18.780330480000003,5.4981170040816325,15.263179899999995,17.00534991,15.00017667414966,18.985247049999998,21.34969188,34.734762464285716,45.3469239,47.610760430000006
primary_03,1,A,K_LOOKUP_C2_C4,transition,2,30,31,180,59,32.77777777777778,0.5521478722222223,1.7728896999999986,3.6987034800000007,12.0099803,14.358532499999997,15.33129709,7.426810966666666,15.992787599999998,16.60354333,8.615360416666666,9.820941149999998,11.59931221,28.604299555555556,38.35121715,39.38688666000001
primary_03,1,A,K_LOOKUP_C2_C4,phase_remainder,2,31,45,2520,825,32.73809523809524,0.622488782936508,1.9530210999999935,3.7372379199999983,11.972044118253969,14.503916949999997,16.588140739999996,7.500755570634921,16.003839349999996,16.96181449,8.696504863492065,9.979968449999998,11.252393839999998,28.791793335317458,38.784467049999996,40.268687990000004
primary_03,1,A,K_LOOKUP_C2_C4,transition,3,45,46,210,91,43.333333333333336,0.8230681285714286,2.777004299999995,4.418323009999998,13.070350633333334,16.13503355,17.97237668,5.642774271428571,15.21842275,16.04734135,14.86882929047619,18.357951549999996,19.498626,34.405022323809526,45.30890889999999,46.90659238
primary_03,1,A,K_LOOKUP_C2_C4,phase_remainder,3,46,60,2940,1338,45.51020408163265,1.0175394166666667,3.1942238499999998,5.617385360000012,13.137765678231293,16.881639449999994,18.628847890000007,5.664723621428571,15.463462199999999,17.05190893000001,15.076567298979592,18.926860799999996,21.386265000000005,34.89659601530612,45.4510283,47.90892082
primary_03,1,A,K_LOOKUP_C2_C4,K6_arrival_cohort,,,,5400,2009,37.2037037037037,2.5883162716666663,2.4377559000000004,96.54973101000077,12.395192947037037,15.0226034,18.133046420000007,15.538087104444443,74.67139435000001,202.45142177000002,8.750693753703704,10.21018205,12.338359510000004,39.27229007685185,116.38184205000003,280.1895786900002
primary_03,1,A,K_LOOKUP_C2_C4,K7_arrival_cohort,,,,6300,2855,45.317460317460316,0.9900049676190477,3.230207899999996,5.309712290000003,13.198546579841269,16.93788365,18.70517135000001,5.581503412698412,15.343099149999999,17.010381490000007,15.032736406349207,18.955078649999997,21.400813540000016,34.80279136650794,45.402209199999994,47.734137970000006
primary_04,1,B,FIXED_C2,startup,0,0,1,210,210,100.0,37.94370790952381,160.81399954999998,189.56205655,22.15648684761905,29.749961399999982,218.78397970999987,217.15163415714284,275.230014,278.08856033,10.2020316,13.789365349999995,42.83041587999997,287.45386051428574,324.49465304999995,331.67079046
primary_04,1,B,FIXED_C2,phase_remainder,0,1,15,2940,2356,80.1360544217687,0.7336711680272109,2.5552625499999957,5.314555690000012,13.368475812585034,17.3951297,19.835099870000008,95.13178945816325,246.42338205,261.53933824000006,8.963945095918367,11.675362249999996,14.458941440000006,118.19788153469388,270.6438701999998,287.72943379000003
primary_04,1,B,FIXED_C2,transition,1,15,16,180,58,32.22222222222222,0.5333042722222222,1.8036253499999992,3.4043223000000005,11.938077244444445,14.2478147,15.227965910000002,7.47360865,16.0622141,17.142855330000007,8.574111383333333,10.110943299999997,10.75254637,28.519101550000002,38.21374865,39.1330131
primary_04,1,B,FIXED_C2,phase_remainder,1,16,30,2520,818,32.46031746031746,0.5697866626984127,1.8761553499999957,3.297363159999999,12.044578519444444,14.668768049999999,16.24878542,7.389544929365079,15.95176395,16.939292819999995,8.654829757936508,10.011141299999998,10.92154995,28.658739869444446,38.5482695,39.70095499
primary_04,1,B,FIXED_C2,transition,2,30,31,210,88,41.904761904761905,0.7156711380952381,2.6404012999999997,4.9678838099999965,12.8609087,16.178418699999998,16.92423562,9.5017781,22.40929645,23.58202725,8.487186666666666,10.356088549999999,12.040277239999998,31.565544604761907,44.22366495,45.70945167
primary_04,1,B,FIXED_C2,phase_remainder,2,31,45,2940,1299,44.183673469387756,0.7338413051020407,2.71579105,4.5513520199999995,13.01009587517007,16.534267649999993,18.54137215,9.936223438095238,22.773761999999998,24.496794290000015,8.526436045578231,10.52927895,12.143097810000004,32.206596663945575,45.53045749999998,49.239916160000014
primary_04,1,B,FIXED_C2,transition,3,45,46,180,60,33.333333333333336,0.5479037111111111,1.2008207499999983,3.362618110000003,12.033776072222222,14.4690234,16.19930293,7.5389960333333335,16.046930499999995,17.14568685,8.674199133333333,9.808994999999998,10.2263712,28.79487495,38.67916955,39.032620380000004
primary_04,1,B,FIXED_C2,phase_remainder,3,46,60,2520,816,32.38095238095238,0.576573675,1.8862319499999998,3.1803088499999994,11.867086702380952,14.284321299999998,16.289623749999997,7.397528250793651,15.972237199999999,16.73933206,8.64423657420635,9.8659386,10.704990169999999,28.485425202380952,38.209868,39.27353935
primary_04,1,B,FIXED_C2,K6_arrival_cohort,,,,5400,1752,32.44444444444444,0.5710084237037036,1.8763995000000004,3.2703979300000006,11.957838880740741,14.49377405,16.263326290000002,7.401054306851852,15.980128650000001,16.883890800000003,8.647841305555556,9.947178100000002,10.834734,28.577742916851854,38.417492700000004,39.522029350000004
primary_04,1,B,FIXED_C2,K7_arrival_cohort,,,,6300,3953,62.74603174603175,1.9734851223809524,3.09529035,46.60458303000018,13.47724663920635,17.286807049999993,20.000168020000014,56.58685309349206,242.97382004999994,265.7910234600001,8.785151808253968,11.274881399999996,13.835231780000003,80.82273666333333,271.32630879999994,298.11790583000004
primary_05,1,B,K_LOOKUP_C2_C4,startup,0,0,1,210,210,100.0,33.71523946666667,150.01728474999996,158.33734078999998,22.319937138095238,27.503865749999992,190.14614157999998,141.43633162857142,189.5943471,198.43618073,18.01073165714286,25.06223909999999,48.73240165999997,215.4822398904762,270.4935952499999,283.94291955
primary_05,1,B,K_LOOKUP_C2_C4,phase_remainder,0,1,15,2940,1504,51.156462585034014,0.9791160421768708,3.4631897499999957,5.189828480000001,13.570364505782313,17.922091899999998,21.109984219999998,11.91744328707483,68.75218444999973,119.81808545000004,15.17586629489796,19.329632999999998,21.989096430000004,41.642790129931974,102.95182554999934,152.82308284000004
