acquisition_id,round,trace,policy,phase,logical_boundary_ns,notification_ns,apply_ns,old_C,new_C,active_counter_at_apply,A_service_at_apply,ready_at_apply,generated_backlog_at_apply,due_not_generated_at_apply,first_A_service_le_C_ns,first_A_service_lt_C_ns,first_counter_le_C_ns,first_counter_lt_C_ns,first_new_admission_ns,cohort_at_apply,n,miss_count,DMR_percent,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,local_mean_ms,local_p95_ms,local_p99_ms
primary_07,2,B,FIXED_C2,2,85911655229147,85911655324947,85911655348067,2,2,2,2,0,2,7,85911655348067,85911659740830,85911655348067,85911659757672,85911668398472,already_service,2,2,100.0,2.7701545,3.62850205,3.70479961,10.3234,10.7917411,10.83337142,14.922028,15.2437213,15.27231626,10.173617,10.4150681,10.43653042,38.1891995,38.49896375,38.526498350000004
primary_07,2,B,FIXED_C2,2,85911655229147,85911655324947,85911655348067,2,2,2,2,0,2,7,85911655348067,85911659740830,85911655348067,85911659757672,85911668398472,already_ready,0,,,,,,,,,,,,,,,,,
primary_07,2,B,FIXED_C2,2,85911655229147,85911655324947,85911655348067,2,2,2,2,0,2,7,85911655348067,85911659740830,85911655348067,85911659757672,85911668398472,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_07,2,B,FIXED_C2,2,85911655229147,85911655324947,85911655348067,2,2,2,2,0,2,7,85911655348067,85911659740830,85911655348067,85911659757672,85911668398472,generated_after_apply,5850,2280,38.97435897435897,0.6551320598290599,2.30017195,4.0606846700000006,12.483828544786325,15.93408015,18.110803870000005,8.863060102393161,21.44832125,24.165682820000004,8.608101028888889,10.4230006,11.95924446,30.610121735897437,44.17103435,49.248339040000005
primary_07,2,B,FIXED_C2,3,85926655229147,85926655323018,85926655348213,2,2,2,2,1,3,6,85926655348213,85926660613304,85926655348213,85926660633851,85926660667980,already_service,2,2,100.0,0.800425,1.3093534,1.35459148,13.6542095,14.262451550000002,14.31651751,15.628506,15.6791571,15.68365942,8.6866795,8.78243815,8.79095003,38.76982,38.8169161,38.82110242
primary_07,2,B,FIXED_C2,3,85926655229147,85926655323018,85926655348213,2,2,2,2,1,3,6,85926655348213,85926660613304,85926655348213,85926660633851,85926660667980,already_ready,1,1,100.0,2.878792,2.878792,2.878792,11.971591,11.971591,11.971591,23.939738,23.939738,23.939738,4.953284,4.953284,4.953284,43.743405,43.743405,43.743405
primary_07,2,B,FIXED_C2,3,85926655229147,85926655323018,85926655348213,2,2,2,2,1,3,6,85926655348213,85926660613304,85926655348213,85926660633851,85926660667980,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_07,2,B,FIXED_C2,3,85926655229147,85926655323018,85926655348213,2,2,2,2,1,3,6,85926655348213,85926660613304,85926655348213,85926660633851,85926660667980,generated_after_apply,2700,876,32.44444444444444,0.5732589618518519,1.9075297999999998,3.53221946,11.932885772962964,14.373573699999996,16.655284139999992,7.369096367777778,15.9477877,16.93890922,8.65702759185185,10.008770949999999,11.235147109999982,28.532268694444443,38.36914845,39.91466967999999
primary_08,2,B,K_LOOKUP_C2_C4,1,85960583811350,85960583931808,85960583980595,4,2,3,3,0,3,6,85960590751679,85960592415533,85960590765262,85960592443247,85960595325062,already_service,3,3,100.0,0.4617003333333333,0.5834826999999999,0.5963709399999999,14.659678,15.5920244,15.70221688,13.086099333333333,13.2102667,13.21893334,13.237372333333333,13.9375702,14.036421240000001,41.44485,42.1047847,42.119652939999995
primary_08,2,B,K_LOOKUP_C2_C4,1,85960583811350,85960583931808,85960583980595,4,2,3,3,0,3,6,85960590751679,85960592415533,85960590765262,85960592443247,85960595325062,already_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,1,85960583811350,85960583931808,85960583980595,4,2,3,3,0,3,6,85960590751679,85960592415533,85960590765262,85960592443247,85960595325062,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,1,85960583811350,85960583931808,85960583980595,4,2,3,3,0,3,6,85960590751679,85960592415533,85960590765262,85960592443247,85960595325062,generated_after_apply,8550,3226,37.73099415204678,0.7252533874853802,2.5633385999999967,4.27536813,12.542473118245615,15.952273749999996,18.030389230000004,6.70914364877193,15.71400285,17.044518570000005,11.025004400818712,17.832882799999993,20.161865990000003,31.00187455532164,43.80947374999999,47.40460854
primary_08,2,B,K_LOOKUP_C2_C4,2,85975583811350,85975583924555,85975583955176,2,4,2,2,0,2,7,85975583955176,85975583955176,85975583955176,85975583955176,85975597452417,already_service,2,2,100.0,1.410556,2.427034,2.5173876,12.522563,13.412623400000001,13.49173988,15.1027,15.1822798,15.18935356,12.5933365,13.097106550000001,13.14188611,41.6291555,42.17976335,42.22870627
primary_08,2,B,K_LOOKUP_C2_C4,2,85975583811350,85975583924555,85975583955176,2,4,2,2,0,2,7,85975583955176,85975583955176,85975583955176,85975583955176,85975597452417,already_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,2,85975583811350,85975583924555,85975583955176,2,4,2,2,0,2,7,85975583955176,85975583955176,85975583955176,85975583955176,85975597452417,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,2,85975583811350,85975583924555,85975583955176,2,4,2,2,0,2,7,85975583955176,85975583955176,85975583955176,85975583955176,85975597452417,generated_after_apply,5850,2343,40.05128205128205,0.7989839524786324,2.7988984000000015,4.61176494000001,12.730737359487179,16.370534000000003,18.42086485,6.417662065299145,15.67575635,17.20196218,12.112664678461538,18.399719949999998,20.964420490000002,32.0600480557265,44.56190395,48.03699223
primary_08,2,B,K_LOOKUP_C2_C4,3,85990583811350,85990583895527,85990583909823,4,2,3,3,0,3,6,85990588349742,85990591332143,85990588365604,85990591347652,85990595713182,already_service,3,3,100.0,1.7214966666666667,3.8954523999999995,4.198094479999999,13.45129,14.7325205,14.8110225,12.026326666666666,12.3878419,12.38965158,12.975366666666666,13.4575869,13.47751738,40.17448,41.703241,41.778717799999995
primary_08,2,B,K_LOOKUP_C2_C4,3,85990583811350,85990583895527,85990583909823,4,2,3,3,0,3,6,85990588349742,85990591332143,85990588365604,85990591347652,85990595713182,already_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,3,85990583811350,85990583895527,85990583909823,4,2,3,3,0,3,6,85990588349742,85990591332143,85990588365604,85990591347652,85990595713182,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_08,2,B,K_LOOKUP_C2_C4,3,85990583811350,85990583895527,85990583909823,4,2,3,3,0,3,6,85990588349742,85990591332143,85990588365604,85990591347652,85990595713182,generated_after_apply,2700,865,32.03703703703704,0.5702149303703704,1.9415691499999965,3.270146239999994,12.034654805555556,14.73747395,16.432555349999987,7.311173972962964,15.763966749999996,16.723638589999997,8.632333335185185,10.009228,11.066040229999999,28.548377044074073,38.449078449999995,39.582628969999995
primary_09,2,A,FIXED_C4,1,86024418098535,86024418197718,86024418240014,4,4,2,2,0,2,7,86024418240014,86024418240014,86024418240014,86024418240014,86024432330221,already_service,2,2,100.0,0.3203045,0.36284165,0.36662273,13.66282,14.1735016,14.21889552,14.842319,14.9103239,14.916368779999999,11.17164,12.357306300000001,12.46269886,39.9970835,40.64660045,40.704335289999996
primary_09,2,A,FIXED_C4,1,86024418098535,86024418197718,86024418240014,4,4,2,2,0,2,7,86024418240014,86024418240014,86024418240014,86024418240014,86024432330221,already_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,1,86024418098535,86024418197718,86024418240014,4,4,2,2,0,2,7,86024418240014,86024418240014,86024418240014,86024418240014,86024432330221,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,1,86024418098535,86024418197718,86024418240014,4,4,2,2,0,2,7,86024418240014,86024418240014,86024418240014,86024418240014,86024432330221,generated_after_apply,9000,3728,41.422222222222224,0.8700086038888889,3.097156249999997,5.048452490000007,12.935485522555556,16.550861899999997,18.564564450000002,5.094943888777777,15.02583125,16.77599272,14.676473319444444,18.766727849999995,20.69879849,33.57691133466667,44.53417524999999,47.16316225
primary_09,2,A,FIXED_C4,2,86039418098535,86039418245258,86039418272536,4,4,4,4,0,4,6,86039418272536,86039421407010,86039418272536,86039421442030,86039428856386,already_service,4,4,100.0,2.52752025,3.32560655,3.4333573099999994,14.99856375,17.714220599999997,18.04723932,11.07828175,16.24940105,16.59204581,15.5982035,19.262275049999996,19.958394209999998,44.20256925,46.94780085,46.96507857
primary_09,2,A,FIXED_C4,2,86039418098535,86039418245258,86039418272536,4,4,4,4,0,4,6,86039418272536,86039421407010,86039418272536,86039421442030,86039428856386,already_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,2,86039418098535,86039418245258,86039418272536,4,4,4,4,0,4,6,86039418272536,86039421407010,86039418272536,86039421442030,86039428856386,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,2,86039418098535,86039418245258,86039418272536,4,4,4,4,0,4,6,86039418272536,86039421407010,86039418272536,86039421442030,86039428856386,generated_after_apply,5850,2302,39.35042735042735,0.8046763847863249,2.8509166500000016,4.671321230000002,12.714611225299146,16.19943335,18.080909850000012,4.919373347008547,15.083315,16.833822870000006,14.549156292478632,18.74134645,20.453334790000014,32.98781724957265,43.828753899999995,46.56132513
primary_09,2,A,FIXED_C4,3,86054418098535,86054418208554,86054418233054,4,4,1,1,0,1,7,86054418233054,86054418233054,86054418233054,86054418233054,86054426891689,already_service,1,1,100.0,0.363619,0.363619,0.363619,14.816888,14.816888,14.816888,13.175868,13.175868,13.175868,8.769781,8.769781,8.769781,37.126156,37.126156,37.126156
primary_09,2,A,FIXED_C4,3,86054418098535,86054418208554,86054418233054,4,4,1,1,0,1,7,86054418233054,86054418233054,86054418233054,86054418233054,86054426891689,already_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,3,86054418098535,86054418208554,86054418233054,4,4,1,1,0,1,7,86054418233054,86054418233054,86054418233054,86054418233054,86054426891689,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_09,2,A,FIXED_C4,3,86054418098535,86054418208554,86054418233054,4,4,1,1,0,1,7,86054418233054,86054418233054,86054418233054,86054418233054,86054426891689,generated_after_apply,3150,1415,44.92063492063492,0.9650980793650794,3.2694404999999964,5.286232039999991,13.176824267619047,16.7988703,18.761609469999996,5.450745630476191,15.169261699999998,17.036039859999985,14.867225532063491,18.83181985,21.102896469999997,34.45989350952381,44.7746437,47.25378783
primary_10,2,B,FIXED_C4,1,86088353303326,86088353413067,86088353462938,4,4,3,3,0,3,6,86088353462938,86088353462938,86088353462938,86088353462938,86088364293021,already_service,3,3,100.0,0.331247,0.4059464,0.41230128,14.384604,15.517978900000001,15.62464058,16.292689,16.993456600000002,17.08610172,14.727057,15.3131861,15.322359619999999,45.735597,46.827495899999995,46.942887979999995
primary_10,2,B,FIXED_C4,1,86088353303326,86088353413067,86088353462938,4,4,3,3,0,3,6,86088353462938,86088353462938,86088353462938,86088353462938,86088364293021,already_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,1,86088353303326,86088353413067,86088353462938,4,4,3,3,0,3,6,86088353462938,86088353462938,86088353462938,86088353462938,86088364293021,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,1,86088353303326,86088353413067,86088353462938,4,4,3,3,0,3,6,86088353462938,86088353462938,86088353462938,86088353462938,86088364293021,generated_after_apply,8550,3188,37.28654970760234,0.7045927189473684,2.4973175,4.259391760000005,12.564737452982456,15.855642399999999,17.911836830000002,4.649188378596492,14.995633549999997,16.74335822,14.387052235087719,18.5789932,20.25032513,32.30557078561404,43.299363799999995,46.283701390000004
primary_10,2,B,FIXED_C4,2,86103353303326,86103353401411,86103353422384,4,4,2,2,0,2,7,86103353422384,86103353422384,86103353422384,86103353422384,86103365190442,already_service,2,2,100.0,0.4606505,0.5514519499999999,0.55952319,13.3100945,13.34762405,13.35096001,11.8746765,12.59936685,12.66378377,9.546728,9.995168300000001,10.03502966,35.1921495,36.49361115,36.60929663
primary_10,2,B,FIXED_C4,2,86103353303326,86103353401411,86103353422384,4,4,2,2,0,2,7,86103353422384,86103353422384,86103353422384,86103353422384,86103365190442,already_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,2,86103353303326,86103353401411,86103353422384,4,4,2,2,0,2,7,86103353422384,86103353422384,86103353422384,86103353422384,86103365190442,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,2,86103353303326,86103353401411,86103353422384,4,4,2,2,0,2,7,86103353422384,86103353422384,86103353422384,86103353422384,86103365190442,generated_after_apply,5850,2298,39.282051282051285,0.7578677921367521,2.67258015,4.5968337800000025,12.758330664957265,16.2861398,18.453279920000004,4.827511192307692,14.980961950000001,16.74335822,14.495333358119657,18.5789932,20.362835470000004,32.83904300752137,44.220856399999995,47.01445783000001
primary_10,2,B,FIXED_C4,3,86118353303326,86118353390598,86118353405348,4,4,3,3,0,3,6,86118353405348,86118353405348,86118353405348,86118353405348,86118365544548,already_service,3,3,100.0,0.832091,1.2881634,1.3489190800000002,15.731373666666666,16.2405548,16.256075759999998,9.132726666666667,11.042814299999998,11.304528459999998,15.489740666666666,17.9679462,18.29279404,41.185932,42.692788,42.759220799999994
primary_10,2,B,FIXED_C4,3,86118353303326,86118353390598,86118353405348,4,4,3,3,0,3,6,86118353405348,86118353405348,86118353405348,86118353405348,86118365544548,already_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,3,86118353303326,86118353390598,86118353405348,4,4,3,3,0,3,6,86118353405348,86118353405348,86118353405348,86118353405348,86118365544548,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_10,2,B,FIXED_C4,3,86118353303326,86118353390598,86118353405348,4,4,3,3,0,3,6,86118353405348,86118353405348,86118353405348,86118353405348,86118365544548,generated_after_apply,2700,871,32.25925925925926,0.57013579,1.8796763499999996,3.309862349999993,12.133441080370371,14.6962979,16.336705359999986,4.205891781851852,14.788180299999999,16.345725039999998,14.061490063703705,18.343185799999997,19.64033311,30.970958715925924,38.7414953,40.11749632
primary_11,2,A,FIXED_C2,1,86152238928731,86152239024020,86152239049808,2,2,2,2,0,2,7,86152239049808,86152243300323,86152239049808,86152243316037,86152252500466,already_service,2,2,100.0,0.389375,0.46300939999999996,0.46955468,12.948498,13.2797907,13.30923894,14.2323225,14.30001105,14.30602781,10.452277,10.928038599999999,10.970328519999999,38.0224725,38.30826435,38.33366807
primary_11,2,A,FIXED_C2,1,86152238928731,86152239024020,86152239049808,2,2,2,2,0,2,7,86152239049808,86152243300323,86152239049808,86152243316037,86152252500466,already_ready,0,,,,,,,,,,,,,,,,,
primary_11,2,A,FIXED_C2,1,86152238928731,86152239024020,86152239049808,2,2,2,2,0,2,7,86152239049808,86152243300323,86152239049808,86152243316037,86152252500466,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_11,2,A,FIXED_C2,1,86152238928731,86152239024020,86152239049808,2,2,2,2,0,2,7,86152239049808,86152243300323,86152239049808,86152243316037,86152252500466,generated_after_apply,9000,3613,40.144444444444446,0.6766420222222221,2.4180266499999994,4.0033245000000015,12.64466136088889,16.277227999999997,18.43487741,8.980190597777778,21.550363249999997,23.720655920000002,8.54428524111111,10.358760099999998,11.86569596,30.845779222,44.2481196,47.9501928
primary_11,2,A,FIXED_C2,2,86167238928731,86167239024982,86167239049529,2,2,2,2,1,3,6,86167239049529,86167243721271,86167239049529,86167243739337,86167243782680,already_service,2,2,100.0,3.082631,4.8597809,5.01774978,13.7236555,15.58409365,15.74946593,13.158925,13.3633159,13.38148398,8.3967405,8.896889849999999,8.94134757,38.361952,38.5744222,38.593308439999994
primary_11,2,A,FIXED_C2,2,86167238928731,86167239024982,86167239049529,2,2,2,2,1,3,6,86167239049529,86167243721271,86167239049529,86167243739337,86167243782680,already_ready,1,1,100.0,1.022334,1.022334,1.022334,16.267316,16.267316,16.267316,20.92118,20.92118,20.92118,7.301271,7.301271,7.301271,45.512101,45.512101,45.512101
primary_11,2,A,FIXED_C2,2,86167238928731,86167239024982,86167239049529,2,2,2,2,1,3,6,86167239049529,86167243721271,86167239049529,86167243739337,86167243782680,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_11,2,A,FIXED_C2,2,86167238928731,86167239024982,86167239049529,2,2,2,2,1,3,6,86167239049529,86167243721271,86167239049529,86167243739337,86167243782680,generated_after_apply,5850,2248,38.427350427350426,0.6660833598290598,2.39372285,3.966267130000006,12.520707447692308,16.11743155,18.32483634000001,8.571454528034188,20.549623450000002,23.311432090000004,8.564126695897436,10.323540300000001,11.814489510000003,30.322372031452993,43.72792735,47.80579756000001
primary_11,2,A,FIXED_C2,3,86182238928731,86182239015244,86182239034225,2,2,2,2,0,2,7,86182239034225,86182244311271,86182239034225,86182244330188,86182249599115,already_service,2,2,100.0,1.6606095,2.07600675,2.11293095,11.947025,12.4930199,12.54155278,14.9980185,15.09454485,15.103124970000001,10.147333,10.1480035,10.1480631,38.752986,38.786386799999995,38.78935576
primary_11,2,A,FIXED_C2,3,86182238928731,86182239015244,86182239034225,2,2,2,2,0,2,7,86182239034225,86182244311271,86182239034225,86182244330188,86182249599115,already_ready,0,,,,,,,,,,,,,,,,,
primary_11,2,A,FIXED_C2,3,86182238928731,86182239015244,86182239034225,2,2,2,2,0,2,7,86182239034225,86182244311271,86182239034225,86182244330188,86182249599115,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_11,2,A,FIXED_C2,3,86182238928731,86182239015244,86182239034225,2,2,2,2,0,2,7,86182239034225,86182244311271,86182239034225,86182244330188,86182249599115,generated_after_apply,3150,1370,43.492063492063494,0.7068398666666666,2.510650599999999,4.297041199999998,13.002014791746031,16.933355249999995,18.921510959999992,9.614431188888888,22.11845365,23.751264699999993,8.503554570793652,10.55230845,12.272983919999984,31.826840418095237,44.86058675,48.554726249999995
primary_12,2,A,K_LOOKUP_C2_C4,1,86216194458231,86216194555789,86216194583419,2,4,2,2,0,2,7,86216194583419,86216194583419,86216194583419,86216194583419,86216208112735,already_service,2,2,100.0,0.2886955,0.31582105,0.31823221,14.862112,16.517251599999998,16.66437512,13.21589,13.696409,13.739121800000001,9.8961035,10.75525295,10.83162179,38.262801,38.5511466,38.57677732
primary_12,2,A,K_LOOKUP_C2_C4,1,86216194458231,86216194555789,86216194583419,2,4,2,2,0,2,7,86216194583419,86216194583419,86216194583419,86216194583419,86216208112735,already_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,1,86216194458231,86216194555789,86216194583419,2,4,2,2,0,2,7,86216194583419,86216194583419,86216194583419,86216194583419,86216208112735,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,1,86216194458231,86216194555789,86216194583419,2,4,2,2,0,2,7,86216194583419,86216194583419,86216194583419,86216194583419,86216208112735,generated_after_apply,9000,3711,41.233333333333334,0.8422429072222222,2.9783236,4.839989000000003,12.65925663688889,16.13191865,18.10494578000001,6.173406318666666,15.76037145,17.01407474,13.141685448111112,18.57489875,20.5866219,32.81659131088889,44.600073,47.36317358000001
primary_12,2,A,K_LOOKUP_C2_C4,2,86231194458231,86231194550690,86231194570597,4,2,3,3,0,3,6,86231198846813,86231200600290,86231198862498,86231200615689,86231205334225,already_service,3,3,100.0,0.4414153333333333,0.4876778,0.49262676,14.841356666666666,15.526967,15.553823,11.985323,12.7970641,12.83952242,12.506006,13.2608254,13.304917080000001,39.774101,41.8600339,42.072001979999996
primary_12,2,A,K_LOOKUP_C2_C4,2,86231194458231,86231194550690,86231194570597,4,2,3,3,0,3,6,86231198846813,86231200600290,86231198862498,86231200615689,86231205334225,already_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,2,86231194458231,86231194550690,86231194570597,4,2,3,3,0,3,6,86231198846813,86231200600290,86231198862498,86231200615689,86231205334225,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,2,86231194458231,86231194550690,86231194570597,4,2,3,3,0,3,6,86231198846813,86231200600290,86231198862498,86231200615689,86231205334225,generated_after_apply,5850,2294,39.21367521367522,0.7638470482051282,2.7223141000000006,4.37683058,12.442814967179487,15.750364300000001,17.806530640000005,6.494867263247864,15.864351699999999,16.966549990000004,12.138630969059829,18.232543000000003,20.19931252,31.84016024769231,44.09607205,47.15869862
primary_12,2,A,K_LOOKUP_C2_C4,3,86246194458231,86246194552826,86246194576234,2,4,2,2,0,2,7,86246194576234,86246194576234,86246194576234,86246194576234,86246204696981,already_service,2,2,100.0,0.7344175,1.11540595,1.1492715900000001,14.63696,16.6974002,16.88055044,12.857598,14.3613684,14.49503688,9.671625,9.8082144,9.82035568,37.9006005,37.93969245,37.94316729
primary_12,2,A,K_LOOKUP_C2_C4,3,86246194458231,86246194552826,86246194576234,2,4,2,2,0,2,7,86246194576234,86246194576234,86246194576234,86246194576234,86246204696981,already_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,3,86246194458231,86246194552826,86246194576234,2,4,2,2,0,2,7,86246194576234,86246194576234,86246194576234,86246194576234,86246204696981,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_12,2,A,K_LOOKUP_C2_C4,3,86246194458231,86246194552826,86246194576234,2,4,2,2,0,2,7,86246194576234,86246194576234,86246194576234,86246194576234,86246204696981,generated_after_apply,3150,1416,44.95238095238095,0.9246985053968254,3.1942207999999996,4.9103888399999995,12.933474192698414,16.3589671,18.17112806999999,5.658483488571429,15.496330749999998,16.944320859999994,15.099272326031747,19.01432955,20.826745169999974,34.61592851269841,45.31387709999999,47.56025688999998
primary_13,3,A,K_LOOKUP_C2_C4,1,86280134034313,86280134151468,86280134197803,2,4,2,2,0,2,7,86280134197803,86280134197803,86280134197803,86280134197803,86280148296255,already_service,2,2,100.0,0.721331,1.0819195999999998,1.11397192,12.7903655,13.53017135,13.59593187,14.943103,15.2687149,15.297658179999999,14.003224,15.551089,15.688677,42.4580235,44.05949385,44.20184677
primary_13,3,A,K_LOOKUP_C2_C4,1,86280134034313,86280134151468,86280134197803,2,4,2,2,0,2,7,86280134197803,86280134197803,86280134197803,86280134197803,86280148296255,already_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,1,86280134034313,86280134151468,86280134197803,2,4,2,2,0,2,7,86280134197803,86280134197803,86280134197803,86280134197803,86280148296255,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,1,86280134034313,86280134151468,86280134197803,2,4,2,2,0,2,7,86280134197803,86280134197803,86280134197803,86280134197803,86280148296255,generated_after_apply,9000,3736,41.51111111111111,0.8178150068888889,2.8923640499999954,4.703714970000002,12.941618610777779,16.5494617,18.323174010000006,6.029981853555555,15.47700385,16.8449993,13.03912561211111,18.4817285,20.688731360000002,32.828541083333334,44.57304539999999,47.34612910000001
primary_13,3,A,K_LOOKUP_C2_C4,2,86295134034313,86295134145767,86295134175498,4,2,3,3,0,3,6,86295135948401,86295140655499,86295135967327,86295140672481,86295145755630,already_service,3,3,100.0,0.5084753333333333,0.614982,0.617442,15.617908666666667,16.6403532,16.67696184,9.938113666666666,13.537432599999999,13.54344892,12.346092,17.0609334,17.72468268,38.41058966666667,40.022296299999994,40.02832086
primary_13,3,A,K_LOOKUP_C2_C4,2,86295134034313,86295134145767,86295134175498,4,2,3,3,0,3,6,86295135948401,86295140655499,86295135967327,86295140672481,86295145755630,already_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,2,86295134034313,86295134145767,86295134175498,4,2,3,3,0,3,6,86295135948401,86295140655499,86295135967327,86295140672481,86295145755630,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,2,86295134034313,86295134145767,86295134175498,4,2,3,3,0,3,6,86295135948401,86295140655499,86295135967327,86295140672481,86295145755630,generated_after_apply,5850,2301,39.333333333333336,0.7740137842735043,2.7181776500000008,4.65154034,12.710827613675214,16.11228315,17.899830300000005,6.35491109008547,15.577842700000001,16.824218600000005,12.061218418119658,18.18080935,20.355596500000004,31.900970906153848,44.2475596,47.01866562000001
primary_13,3,A,K_LOOKUP_C2_C4,3,86310134034313,86310134121526,86310134142174,2,4,2,2,0,2,7,86310134142174,86310134142174,86310134142174,86310134142174,86310144635447,already_service,2,2,100.0,0.4564625,0.54711815,0.55517643,13.991962,14.120926599999999,14.132390119999998,14.562246,14.6073171,14.61132342,9.5535065,9.93517355,9.96909951,38.564177,38.862464,38.8889784
primary_13,3,A,K_LOOKUP_C2_C4,3,86310134034313,86310134121526,86310134142174,2,4,2,2,0,2,7,86310134142174,86310134142174,86310134142174,86310134142174,86310144635447,already_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,3,86310134034313,86310134121526,86310134142174,2,4,2,2,0,2,7,86310134142174,86310134142174,86310134142174,86310134142174,86310144635447,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_13,3,A,K_LOOKUP_C2_C4,3,86310134034313,86310134121526,86310134142174,2,4,2,2,0,2,7,86310134142174,86310134142174,86310134142174,86310134142174,86310144635447,generated_after_apply,3150,1428,45.333333333333336,0.933896452063492,3.3571118499999995,5.246971859999991,13.236750548571429,16.7667157,18.521586729999992,5.506718534603174,15.18137,16.937324589999978,14.993320778412699,19.006786849999997,21.144643299999995,34.6706863136508,45.258877700000006,47.447342799999994
primary_14,3,B,FIXED_C2,1,86344070465255,86344070564808,86344070594152,2,2,2,2,48,50,6,86344070594152,86344070867812,86344070594152,86344070886192,86344070914832,already_service,2,2,100.0,0.7374355,1.11256585,1.14591077,14.307891,14.681861699999999,14.71510354,226.8438295,241.77790255000002,243.10537571,8.801984,9.1264754,9.15531908,250.69114,265.9508641,267.30728402
primary_14,3,B,FIXED_C2,1,86344070465255,86344070564808,86344070594152,2,2,2,2,48,50,6,86344070594152,86344070867812,86344070594152,86344070886192,86344070914832,already_ready,48,48,100.0,0.6434999375,2.793237499999997,4.0154663600000005,13.871308104166665,17.570152699999998,19.66823198,221.5435494375,235.4748053,236.35956887,8.8741584375,9.870461,10.724869530000001,244.93251591666666,261.88316695,263.34360556
primary_14,3,B,FIXED_C2,1,86344070465255,86344070564808,86344070594152,2,2,2,2,48,50,6,86344070594152,86344070867812,86344070594152,86344070886192,86344070914832,generated_pre_ready,0,,,,,,,,,,,,,,,,,
primary_14,3,B,FIXED_C2,1,86344070465255,86344070564808,86344070594152,2,2,2,2,48,50,6,86344070594152,86344070867812,86344070594152,86344070886192,86344070914832,generated_after_apply,8550,3283,38.39766081871345,0.6438236038596492,2.1178074499999964,3.88149352,12.384452947836257,15.642168299999996,17.73959151,11.183534218245613,22.165153099999998,139.3429006400004,8.613842486666666,10.241999449999998,11.885434430000005,32.82565325660819,44.2932695,164.19505281000002
primary_14,3,B,FIXED_C2,2,86359070465255,86359070559133,86359070579726,2,2,2,2,0,2,7,86359070579726,86359076037145,86359070579726,86359076053368,86359082225370,already_service,2,2,100.0,0.689364,1.0860606,1.12132252,12.136779,12.8387961,12.90119762,15.505515,15.734559599999999,15.754919119999999,11.479147,12.217894,12.2835604,39.810805,40.6258279,40.69827438
