stream_id,frame_id,scheduled_arrival_s,actual_arrival_enqueue_s,front_end_start_s,ready_s,inference_start_s,completion_s,scheduler_lag_ms,arrival_queue_wait_ms,scheduled_to_front_end_ms,front_end_observed_ms,ready_queue_wait_ms,inference_ms,local_e2e_ms
0,0,6802.919977357001,6802.920047362,6802.920191094,6803.057666387,6803.127745715,6803.135153415,0.07000499954301631,0.14373199974215822,0.21373699928517453,137.4752929996248,70.07932800024719,7.407699999930628,215.1760579990878
0,1,6802.953310690335,6802.953394716,6803.057682461,6803.070342152,6803.149394719,6803.155918386,0.08402566527365707,104.28774499996507,104.37177066523873,12.659691000408202,79.05256699996244,6.523666999783018,202.60769566539238
0,2,6802.986644023667,6802.986735239,6803.070370495,6803.083148816,6803.177854133,6803.183424959,0.09121533275902038,83.63525599997956,83.72647133273858,12.778321000041615,94.70531700026186,5.570825999711815,196.78093533275387
0,3,6803.019977357001,6803.0200459,6803.083169975,6803.142282363,6803.248688863,6803.253184497,0.06854299863334745,63.12407499990513,63.19261799853848,59.112388000357896,106.40650000004825,4.4956339997952455,233.20713999873988
0,4,6803.053310690334,6803.05739007,6803.14231979,6803.155471966,6803.278902596,6803.283428286,4.079379666109162,84.92972000021837,89.00909966632753,13.15217599949392,123.43063000025722,4.525690000264149,230.11759566634282
0,5,6803.086644023668,6803.087823156,6803.155494253,6803.169825594,6803.315377374,6803.319819534,1.1791323322540848,67.67109700012952,68.8502293323836,14.331340999888198,145.5517799995505,4.442160000508011,233.1755103323303
0,6,6803.119977357001,6803.123284914,6803.169849344,6803.181462843,6803.345855988,6803.350301759,3.3075569990614895,46.56443000021682,49.871986999278306,11.613499000304728,164.39314499984903,4.445771000064269,230.32440199949633
0,7,6803.153310690334,6803.153415043,6803.181487409,6803.19484703,6803.357273152,6803.362761681,0.10435266540298471,28.072365999832982,28.176718665235967,13.359621000745392,162.4261219994878,5.488529000103881,209.45099066557304
0,8,6803.186644023667,6803.186747409,6803.194861975,6803.204243013,6803.395003882,6803.399923399,0.10338533320464194,8.114565999676415,8.217951332881057,9.381038000356057,190.76086899985967,4.919516999507323,213.2793753326041
0,9,6803.219977357001,6803.220056726,6803.220182246,6803.231531761,6803.399944371,6803.404825553,0.07936899874039227,0.12552000043797307,0.20488899917836534,11.349514999892563,168.41260999990482,4.881181999735418,184.84819599871116
0,10,6803.253310690334,6803.253407101,6803.253494897,6803.265310667,6803.438170966,6803.443410392,0.09641066662879894,0.08779599920671899,0.18420666583551792,11.815770000794146,172.86029899969435,5.239426000116509,190.09970166644052
0,11,6803.286644023668,6803.286741031,6803.286978496,6803.299289167,6803.469913478,6803.474743039,0.09700733244244475,0.23746500028209994,0.3344723327245447,12.310670999795548,170.62431100021058,4.829560999496607,188.09901533222728
