request_id,phase,round,iteration,sample_id,split_point,network_used,activation_shape,payload_bytes,request_payload_sha256,output_shape,response_payload_bytes,response_payload_sha256,device_inference_wall_ms,device_inference_cuda_ms,remote_roundtrip_ms,e2e_inference_ms,success,error
2386,measurement,1,203,203,5,True,"[1, 128, 24, 24]",294912,ba78db36762f31be2e3bd5b83454c8e09266cfa153205ab94862cb172790e738,"[1, 1000]",4000,0b722b55cb97ea6788361c3322fbffa24b81f2911350760c111cc7f9a7190db3,9.462539,9.312864303588867,20.503847,29.966386,True,
2387,measurement,1,203,203,6,True,"[1, 160, 24, 24]",368640,f6004a3e50ec35e791e746a13ed7422c0f184a19bd1b92d48a5a5c38c3b553fe,"[1, 1000]",4000,0b722b55cb97ea6788361c3322fbffa24b81f2911350760c111cc7f9a7190db3,14.603566,14.259296417236328,20.746839,35.350405,True,
2388,measurement,1,203,203,7,True,"[1, 256, 12, 12]",147456,91e84df3dfe737460ff3f18684042224fa7af41c4dba67843ef2adcb1726bba0,"[1, 1000]",4000,0b722b55cb97ea6788361c3322fbffa24b81f2911350760c111cc7f9a7190db3,22.694424,22.317951202392578,8.40433,31.098754,True,
2389,measurement,1,203,203,8,True,"[1, 1280]",5120,e48f1dc56c1097e6e3801c9e3f7c7d20c076102e740faa41768b0299a4a3548f,"[1, 1000]",4000,0b722b55cb97ea6788361c3322fbffa24b81f2911350760c111cc7f9a7190db3,23.058859,23.001216888427734,7.598114,30.656973,True,
2390,measurement,1,203,203,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,23.065269,23.01241683959961,NA,23.142002,True,
2391,measurement,1,204,204,0,True,"[1, 3, 384, 384]",1769472,9a4d28702ada06a93c42187f4f9fa811503d000b71ba3585085987b5188ec0a8,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,0.0,0.0,43.218298,43.218298,True,
2392,measurement,1,204,204,1,True,"[1, 24, 192, 192]",3538944,7bc9753ade69a1c4d695993731953aaa38276adf41eecf611ca5ba6e3e76a66b,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,0.534299,0.13952000439167023,88.316059,88.850358,True,
2393,measurement,1,204,204,2,True,"[1, 24, 192, 192]",3538944,9840a70a36e331569e1ac3dff0c5d908118bc0439e5566a814b8e2b1bed15ef3,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,2.995904,2.5771520137786865,77.509503,80.505407,True,
2394,measurement,1,204,204,3,True,"[1, 48, 96, 96]",1769472,83d4bb3345c2e6e2656d3f5653611c88945e74d8f2e3d2f7f19d81920caed85e,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,8.013949,7.593599796295166,45.685885,53.699834,True,
2395,measurement,1,204,204,4,True,"[1, 64, 48, 48]",589824,dbb1e2d8cc439b74e882620205113f40b22229d0194813c0be03d6e061fe00ed,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,10.635046,10.200672149658203,24.724222,35.359268,True,
2396,measurement,1,204,204,5,True,"[1, 128, 24, 24]",294912,485f2d6d0586483394508bf5934897f5a0890bd5ca20753fb1f20add6c87dd6b,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,13.557441,13.103615760803223,24.655369,38.21281,True,
2397,measurement,1,204,204,6,True,"[1, 160, 24, 24]",368640,8943f07e104f84055b9246985ecc5ae68158748619d3314e7d899abc48928610,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,21.064675,20.60425567626953,22.736896,43.801571,True,
2398,measurement,1,204,204,7,True,"[1, 256, 12, 12]",147456,aee79b12221c28027a596d109e5a68b3129f2981b2c37e850f6104239172331a,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,15.962546,15.82147216796875,15.349127,31.311673,True,
2399,measurement,1,204,204,8,True,"[1, 1280]",5120,6fc43aa69f94eb353814e96b98b012e9f2409ec57eb19c4ce7bf7115ee174238,"[1, 1000]",4000,d00111d46d05d36f81e20c0482b1e02f71b1333abc5782f0d149482c78e4e283,15.999333,15.929247856140137,8.959649,24.958982,True,
2400,measurement,1,204,204,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,15.831417,15.774784088134766,NA,15.913555,True,
2401,measurement,1,205,205,0,True,"[1, 3, 384, 384]",1769472,71e0b2029dab02618b860f6caae6307d5e39d115029768249b078e717a14dbb9,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,0.0,0.0,45.879071,45.879071,True,
2402,measurement,1,205,205,1,True,"[1, 24, 192, 192]",3538944,edf1c5e6110b95d77586a8fa0fc3a36b9ddd878ded40779d5ce0ec8cbd14e905,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,0.36878,0.11958400160074234,81.190995,81.559775,True,
2403,measurement,1,205,205,2,True,"[1, 24, 192, 192]",3538944,3475063a4ef5da33fa193acaf564d8832e244c9a9758b24951453bcb219ec8ec,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,1.704074,1.4444799423217773,70.564544,72.268618,True,
2404,measurement,1,205,205,3,True,"[1, 48, 96, 96]",1769472,ba5cd87a167a79a836662618fa6bfd3f7f7db30941629868e746f2e48d92ead1,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,4.239661,3.9765119552612305,39.962477,44.202138,True,
2405,measurement,1,205,205,4,True,"[1, 64, 48, 48]",589824,0c8c3875b7066345498019db742e2bc4582ca97f897f1b94a649b6af7a2eb936,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,5.211138,4.9620161056518555,26.420453,31.631591,True,
2406,measurement,1,205,205,5,True,"[1, 128, 24, 24]",294912,8051b5badcdcb12bbd91235464b9326c4f9edc20e827ba13bf5c22359aaedadf,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,6.558479,6.303711891174316,19.214739,25.773218,True,
2407,measurement,1,205,205,6,True,"[1, 160, 24, 24]",368640,aa94c0c08cef5d3fec508c237af8e10cc0cc674832f195d6726cd998e8b631c8,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,10.048609,9.791839599609375,19.855094,29.903703,True,
2408,measurement,1,205,205,7,True,"[1, 256, 12, 12]",147456,4f84661b4d5678d9c2653cac45fbb84e89d03de8941a896d2349d4053e1f04cf,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,15.680323,15.560256004333496,7.678892,23.359215,True,
2409,measurement,1,205,205,8,True,"[1, 1280]",5120,ad7c574f187b24674dd544017a61d3cd13bbde6515ef6c8c8b02f692a4562087,"[1, 1000]",4000,9636722a581cae8f5d4a52904ab77b29c2e9d4d8083e1dc8f49def4b8194e670,16.002583,15.956831932067871,8.825685,24.828268,True,
2410,measurement,1,205,205,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.10113,16.05833625793457,NA,16.160945,True,
2411,measurement,1,206,206,0,True,"[1, 3, 384, 384]",1769472,201aad894bde232fb7af59b0f1532159c810ee356a756280d0669bf0d8d04580,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,0.0,0.0,48.199815,48.199815,True,
2412,measurement,1,206,206,1,True,"[1, 24, 192, 192]",3538944,167e19a108af615ba235d06ccf828a052cf6fd58ec10ab4f538b926d66bca05e,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,0.366669,0.09011200070381165,83.898955,84.265624,True,
2413,measurement,1,206,206,2,True,"[1, 24, 192, 192]",3538944,674b988c5663ada08ab76849966ee50e76bd3097d7fcdd95c62c574be2d35db4,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,1.93013,1.6419199705123901,72.75864,74.68877,True,
2414,measurement,1,206,206,3,True,"[1, 48, 96, 96]",1769472,f64976411c602fe7b3db9f7a62f67c7bd256dca2a4643f0d098af8062a990f45,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,5.058266,4.762080192565918,50.438365,55.496631,True,
2415,measurement,1,206,206,4,True,"[1, 64, 48, 48]",589824,831e3d300cb506bba3a02774849e53e920d6e44267a1e7091e581e9b4b02d942,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,6.444219,6.309023857116699,26.838297,33.282516,True,
2416,measurement,1,206,206,5,True,"[1, 128, 24, 24]",294912,fe40b4c91e56cd71bb73f4ea791e7c99dccc05a54d67265eb277d5d9a50cde17,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,8.20494,7.885119915008545,21.60402,29.80896,True,
2417,measurement,1,206,206,6,True,"[1, 160, 24, 24]",368640,1472e3a17243c6762ad05c66e73577f60558c04dc881ffdd56a6c17975c21035,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,12.474193,12.329695701599121,21.686853,34.161046,True,
2418,measurement,1,206,206,7,True,"[1, 256, 12, 12]",147456,92ad51a656bcf7c93607c0a850989a77c043a6bda62ec89774a47dbe5fe05e04,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,19.456943,19.135103225708008,9.92795,29.384893,True,
2419,measurement,1,206,206,8,True,"[1, 1280]",5120,e457d36d80dbdd95ecd9e1becfbf2783f96cc58a01f343c3b768f6ad56f0175d,"[1, 1000]",4000,c90ae09c1f23c31a3ae11c7b946d75259f864b5ee4f3164c67d10c0ab40fb815,19.865232,19.817663192749023,6.77736,26.642592,True,
2420,measurement,1,206,206,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,19.992733,19.946176528930664,NA,20.053437,True,
2421,measurement,1,207,207,0,True,"[1, 3, 384, 384]",1769472,b6f7462fe783bbb02e109e7cbdf2a28ff80fdfd1d37b79f5a28516b0707fbfc1,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,0.0,0.0,46.402975,46.402975,True,
2422,measurement,1,207,207,1,True,"[1, 24, 192, 192]",3538944,f8cbfa1cf49cc67a43a35561828a82bd7241d564a29fe58d61588c3872483385,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,0.360372,0.11523199826478958,97.537343,97.897715,True,
2423,measurement,1,207,207,2,True,"[1, 24, 192, 192]",3538944,4e48e93c593ed4621845cc1d8e4d5ee0930d39a0cae2f02dc728653eaf1f5f39,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,1.778342,1.505728006362915,77.287051,79.065393,True,
2424,measurement,1,207,207,3,True,"[1, 48, 96, 96]",1769472,26323965b2f3ddf34cd58b49ccd03aedfa042af2e67e9c1f5b29e19824edf0ba,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,4.19955,3.9324800968170166,47.412069,51.611619,True,
2425,measurement,1,207,207,4,True,"[1, 64, 48, 48]",589824,085cce306a8f19a68d111c2569d93b3b3efe5bff7cd82dca08fbb66d27e5568e,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,5.324528,5.056992053985596,24.814054,30.138582,True,
2426,measurement,1,207,207,5,True,"[1, 128, 24, 24]",294912,13e629c7ff3944a84caef9c8fece81f8eba8d0e1ca0e8ecff462d0c67b2eeecb,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,6.688432,6.424255847930908,21.496695,28.185127,True,
2427,measurement,1,207,207,6,True,"[1, 160, 24, 24]",368640,eaf25e47f3da5ab81b8355d25304638caf57d29dc6f17b86f39d13c7a1931f31,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,10.062126,9.803872108459473,20.290736,30.352862,True,
2428,measurement,1,207,207,7,True,"[1, 256, 12, 12]",147456,f006ebd85f7872a9040df07376507e856c7baf0e16a06bd6c06501d2ffc43d56,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,15.728526,15.588831901550293,8.770852,24.499378,True,
2429,measurement,1,207,207,8,True,"[1, 1280]",5120,4f231fb2e7cfda8fa1a226bc28d344743764cace216884b268a22e4dbf5f6f4f,"[1, 1000]",4000,9de44afba7bcaccaab4cda9f637f7c36cb0e2ee3b6e84988952a0559cc327a09,15.966601,15.919520378112793,14.737021,30.703622,True,
2430,measurement,1,207,207,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,15.979962,15.935199737548828,NA,16.044333,True,
2431,measurement,1,208,208,0,True,"[1, 3, 384, 384]",1769472,88d9cad8b0dc27cb6fc4b30d7b7fed50aa3c82533c50c71e74b63b72a0b6bdd5,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,0.0,0.0,42.006581,42.006581,True,
2432,measurement,1,208,208,1,True,"[1, 24, 192, 192]",3538944,20c92c23a37d90867e8951175d439e3f517429572169ca81d93cc9f82ac4e8d0,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,0.394873,0.1096000000834465,89.235132,89.630005,True,
2433,measurement,1,208,208,2,True,"[1, 24, 192, 192]",3538944,61930d19ed40a24bb27a43b5fb1f661348859e998f677d5af4c9b49523d5dcd7,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,1.987899,1.687391996383667,79.650829,81.638728,True,
2434,measurement,1,208,208,3,True,"[1, 48, 96, 96]",1769472,7eed637020f637b339325e3ed413550b5b3e616780a1d6338a93e3bf86689849,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,5.12773,4.819519996643066,43.161918,48.289648,True,
2435,measurement,1,208,208,4,True,"[1, 64, 48, 48]",589824,056f8581a0d58f81431bdb5ef66cd288c50b332036f319ecd57223ec6c9affc0,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,6.533238,6.224832057952881,29.375606,35.908844,True,
2436,measurement,1,208,208,5,True,"[1, 128, 24, 24]",294912,2b3fa1bf9a94f3dcf949aa0189953b713224e948048469ba2fa62210dfc285fd,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,8.14243,7.999936103820801,20.524746,28.667176,True,
2437,measurement,1,208,208,6,True,"[1, 160, 24, 24]",368640,34479c3ed8de6a65cee1b2e9ac80d4d38b0f21e78f25a4dac259cbbfde7b0bde,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,12.398074,12.095168113708496,26.105498,38.503572,True,
2438,measurement,1,208,208,7,True,"[1, 256, 12, 12]",147456,f6dfb1b52c2e66a01c3ef55bf43e48403fa25e2aec3d1cb0d6f443977e8a817f,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,19.425731,19.11961555480957,8.029357,27.455088,True,
2439,measurement,1,208,208,8,True,"[1, 1280]",5120,0842bdfaea5b511f8611e5db50e6525bb408327056c7496ee64f881ac33457ee,"[1, 1000]",4000,cf8e3d5b70662c6c05a7734adf0c2940ca9bcfa2e97ab5170646d1ec638159bb,19.840613,19.793439865112305,8.682342,28.522955,True,
2440,measurement,1,208,208,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,19.896216,19.853408813476562,NA,19.956678,True,
2441,measurement,1,209,209,0,True,"[1, 3, 384, 384]",1769472,f4b950c627e73aeeebad20003110bef28c1236a00165b1c13db63905462bc534,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,0.0,0.0,42.996038,42.996038,True,
2442,measurement,1,209,209,1,True,"[1, 24, 192, 192]",3538944,d447990ddceb70c7dc99b704ee7159c6371106cea561db7b6ab470de3a4d3028,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,0.459484,0.11785600334405899,97.120882,97.580366,True,
2443,measurement,1,209,209,2,True,"[1, 24, 192, 192]",3538944,c551a81f5a62886941996d220ac70107ba1bd51217926393bd1be30bd98409e3,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,2.602114,2.425055980682373,81.071394,83.673508,True,
2444,measurement,1,209,209,3,True,"[1, 48, 96, 96]",1769472,e0b6082a29091601f1a2b9c8399f029e1e89d0e4ee5696acee2ac95072da8045,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,6.564877,6.19155216217041,44.013175,50.578052,True,
2445,measurement,1,209,209,4,True,"[1, 64, 48, 48]",589824,9b4f82833e02c0261b72cbededfa0593dde7ba3630aa4f29d9e9340f421300ed,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,8.552758,8.38479995727539,28.845298,37.398056,True,
2446,measurement,1,209,209,5,True,"[1, 128, 24, 24]",294912,0848cc53513000e7fb39b6b012c0c60086400aea723fe4e05698783e4030830e,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,10.875084,10.709823608398438,19.148443,30.023527,True,
2447,measurement,1,209,209,6,True,"[1, 160, 24, 24]",368640,b01210fc94ca6189259ec56bd0e08dc613109f4b96d5dac470f1cff05bb8012e,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,16.843559,16.465919494628906,18.85496,35.698519,True,
2448,measurement,1,209,209,7,True,"[1, 256, 12, 12]",147456,b7d525c0f25f94f0eac53d4fa32cebe706e32acc8c96ed921a9d24c83a7ba360,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,26.317471,25.913856506347656,13.888646,40.206117,True,
2449,measurement,1,209,209,8,True,"[1, 1280]",5120,fec59a1a534f0f3bf796a4c77de89da7e5ba17284d80193e472046d474edff5f,"[1, 1000]",4000,9dffd75d6e4dff9ae3057659d8a656c748742144fbcc7fc1b897d9a35857a4f4,26.954177,26.897504806518555,10.480259,37.434436,True,
2450,measurement,1,209,209,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,25.562864,25.51750373840332,NA,25.618726,True,
2451,measurement,1,210,210,0,True,"[1, 3, 384, 384]",1769472,ddc93bd9f5c33a59ba9fc3df31e047711a260a2d884fd8ce472ae544c23a58c2,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,0.0,0.0,47.003847,47.003847,True,
2452,measurement,1,210,210,1,True,"[1, 24, 192, 192]",3538944,62a889e0d6156e881b5625bee23262d1125958af1abcc65e7904bbadfbcc0238,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,0.495503,0.12915199995040894,83.039416,83.534919,True,
2453,measurement,1,210,210,2,True,"[1, 24, 192, 192]",3538944,4dd95223c9c5d99030f0cf2e5a92cb51f63330230af7aaf6f71d855c9b6c0bcb,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,2.638329,2.256063938140869,84.724971,87.3633,True,
2454,measurement,1,210,210,3,True,"[1, 48, 96, 96]",1769472,ff06f7b9de5171d5dc0e3e1f218b1964f023d5ae1acad607f6b605a8cae82e7d,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,7.026861,6.649695873260498,47.234792,54.261653,True,
2455,measurement,1,210,210,4,True,"[1, 64, 48, 48]",589824,994235cbbf306e53d3fe58652ebc032596524d82fbb8443c7957201cb8d53ecf,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,9.233076,9.065216064453125,24.317219,33.550295,True,
2456,measurement,1,210,210,5,True,"[1, 128, 24, 24]",294912,4e73939462f943697a1362128b9c3956ba700691490abde65693dbf94c4f102c,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,11.802191,11.401087760925293,19.864973,31.667164,True,
2457,measurement,1,210,210,6,True,"[1, 160, 24, 24]",368640,afa8224d5b10ba328c3701e79c44f78c2ed126c1c86dae3644b0024789024e3b,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,18.265567,17.851104736328125,23.219619,41.485186,True,
2458,measurement,1,210,210,7,True,"[1, 256, 12, 12]",147456,1f0101169a4c8bf87ee3191608b23bb7dbc9977fe2ad339a511a937a57562250,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,28.48762,28.073375701904297,12.960631,41.448251,True,
2459,measurement,1,210,210,8,True,"[1, 1280]",5120,e6f8937f701fbfe05e16b944d2ba1031bf79f37a49b52c9e8ba7e9e1982a2e2e,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,28.32285,28.27440071105957,7.91768,36.24053,True,
2460,measurement,1,210,210,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,23.963615,23.916608810424805,NA,24.023059,True,
2461,measurement,1,211,211,0,True,"[1, 3, 384, 384]",1769472,2069201d00a97eb7af6a852def0b472edf9c22a02ac51fbeba5eebec7e091b72,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,0.0,0.0,38.442284,38.442284,True,
2462,measurement,1,211,211,1,True,"[1, 24, 192, 192]",3538944,57ff620ed0f1705c3a549123eb417bd26996e70e96e97d811c4adccceccdd8d4,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,0.362049,0.1170239970088005,94.441798,94.803847,True,
2463,measurement,1,211,211,2,True,"[1, 24, 192, 192]",3538944,dfef52d4b12482b47c671d9f0d5d90e391dd3c63a57fe54e4c94d4c0d28a1f2e,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,1.653778,1.5271999835968018,80.322918,81.976696,True,
2464,measurement,1,211,211,3,True,"[1, 48, 96, 96]",1769472,0d8c05e820dc4ae3748ae298e8d1329a7312d249b0be8ee2c5abb6a961d4d374,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,4.140837,4.012767791748047,43.142344,47.283181,True,
2465,measurement,1,211,211,4,True,"[1, 64, 48, 48]",589824,390e2786b4b59bdb518a2eab3e2ebd244af4b4887a81a635997e6c23313d2397,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,5.260471,5.000448226928711,26.235702,31.496173,True,
2466,measurement,1,211,211,5,True,"[1, 128, 24, 24]",294912,4498d1fec0f26516ba99c8e02b0d7008f4d967a0ce9772b3e91f103c176d8f72,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,6.638562,6.3785600662231445,24.117023,30.755585,True,
2467,measurement,1,211,211,6,True,"[1, 160, 24, 24]",368640,e65abc84e560c9c515f78d23f17f3b74025ed440097c980986e28890bb638f6a,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,9.921801,9.66483211517334,19.949289,29.87109,True,
2468,measurement,1,211,211,7,True,"[1, 256, 12, 12]",147456,eab1bc6761d69ad72e8ce3e79de84a9635d909d621e4a81ea204858e249699a2,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,15.650219,15.372544288635254,9.916543,25.566762,True,
2469,measurement,1,211,211,8,True,"[1, 1280]",5120,7285a00599627e0f3bcd913155db98da80f242b1f1c0b30001b2c5fcf03bfce7,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,15.847138,15.79964828491211,6.149171,21.996309,True,
2470,measurement,1,211,211,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.007018,15.962592124938965,NA,16.066749,True,
2471,measurement,1,212,212,0,True,"[1, 3, 384, 384]",1769472,80842cfc15502b13565480b182a0af847aee64dcb9d0717ed815ebc8a6a9679b,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,0.0,0.0,46.827865,46.827865,True,
2472,measurement,1,212,212,1,True,"[1, 24, 192, 192]",3538944,38a16b799b636bb5c04b2ae57992eb680b9c57d79316b339f81f76cd390218ad,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,0.3834,0.10313600301742554,83.56451,83.94791,True,
2473,measurement,1,212,212,2,True,"[1, 24, 192, 192]",3538944,c3427b10e38f66bce97f5a959613194b6b2c4582afd1ddb1480107e27516ce07,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,1.940501,1.6437439918518066,81.062995,83.003496,True,
2474,measurement,1,212,212,3,True,"[1, 48, 96, 96]",1769472,60f216a5aa8f34e3589dacfa37859a3a7b079bb9bc2567095c481c4c36b5f765,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,4.968822,4.676479816436768,46.41587,51.384692,True,
2475,measurement,1,212,212,4,True,"[1, 64, 48, 48]",589824,348590585163183adfae2629ad53c876e0ad60cc340c0bd0b339d707756567ef,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,6.350413,6.061855792999268,24.166931,30.517344,True,
2476,measurement,1,212,212,5,True,"[1, 128, 24, 24]",294912,c357a41cfea43a3c4e1b9c5636764c49379c43371f3a8bc24dc4604148381a0b,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,7.976847,7.677663803100586,19.507147,27.483994,True,
2477,measurement,1,212,212,6,True,"[1, 160, 24, 24]",368640,59c3cdf87a39d96b09f06ec06a97d52cc2aec6a4da0a9c3751f0b268374034d4,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,12.219053,12.083328247070312,19.526805,31.745858,True,
