request_id,phase,round,iteration,sample_id,split_point,network_used,activation_shape,payload_bytes,request_payload_sha256,output_shape,response_payload_bytes,response_payload_sha256,device_inference_wall_ms,device_inference_cuda_ms,remote_roundtrip_ms,e2e_inference_ms,success,error
14830,measurement,5,247,247,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,15.431144,15.37820816040039,NA,15.496403,True,
14831,measurement,5,248,248,0,True,"[1, 3, 384, 384]",1769472,0f7c74589d5f710de1ea951ddca7f781452954a0bb10a5f3cc1a7a723dac93ea,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,0.0,0.0,54.856927,54.856927,True,
14832,measurement,5,248,248,1,True,"[1, 24, 192, 192]",3538944,c457b7f29c1e33780c9019dcbd850abb77f9a590a1f88598023e8f6348b5066f,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,0.461252,0.19036799669265747,84.829347,85.290599,True,
14833,measurement,5,248,248,2,True,"[1, 24, 192, 192]",3538944,56b34ef80e9a78dae495ed093596c1db07fa4fad6d98e995eb1d5e2d4421c6f2,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,1.816973,1.538432002067566,69.629371,71.446344,True,
14834,measurement,5,248,248,3,True,"[1, 48, 96, 96]",1769472,3bcf5610ba9a2f5550419b8ef6b8b97e5479e3e732e9e01367451ead79083c29,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,4.196568,3.938175916671753,46.613107,50.809675,True,
14835,measurement,5,248,248,4,True,"[1, 64, 48, 48]",589824,af2fb8d7a171ce7fc9e42525837c08e6683e13ab8fcdd81e5812bc6bf2a50db9,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,5.390251,5.1268157958984375,29.474084,34.864335,True,
14836,measurement,5,248,248,5,True,"[1, 128, 24, 24]",294912,c5b71a95145901e7d408377102495df8c7c9f31fe2347ca1745ce22a21b4ccfd,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,6.792284,6.514400005340576,25.480712,32.272996,True,
14837,measurement,5,248,248,6,True,"[1, 160, 24, 24]",368640,df67a6050fd4cf20ac499fed55e42c633cc894492626b34b3c4ef8f95849e58e,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,10.379007,10.095968246459961,15.79346,26.172467,True,
14838,measurement,5,248,248,7,True,"[1, 256, 12, 12]",147456,68842a3b1f14e7f5a2c9f370abf0cd9c794af429f8bdf7e135c0aeb6dfe38a5e,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,16.227232,15.949824333190918,8.557756,24.784988,True,
14839,measurement,5,248,248,8,True,"[1, 1280]",5120,6a29e697cbeb952a40f4e59e22b406c772cede38405bd69cb6e442743bee2ce2,"[1, 1000]",4000,674b86c45d37cfdeb6e2c02c82d92147709f79cffca65e677116b5132f8ce278,16.460629,16.406879425048828,10.397507,26.858136,True,
14840,measurement,5,248,248,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.386694,16.338911056518555,NA,16.46139,True,
14841,measurement,5,249,249,0,True,"[1, 3, 384, 384]",1769472,0245e3cd249051ec4590ff52ff486762f9aa83badcba87802a21a9e55f403bbf,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,0.0,0.0,42.528938,42.528938,True,
14842,measurement,5,249,249,1,True,"[1, 24, 192, 192]",3538944,46c19ed329f133e68769495c0b4fa1a12fac2f67e203267709cca22ebd3d456a,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,0.387446,0.0963200032711029,93.879246,94.266692,True,
14843,measurement,5,249,249,2,True,"[1, 24, 192, 192]",3538944,17b1c0a7a8aade3b6dfed68c40c44d9b2c877880a8a26d7afcd84057619e28a9,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,2.128946,1.9810240268707275,70.641509,72.770455,True,
14844,measurement,5,249,249,3,True,"[1, 48, 96, 96]",1769472,b8441b8813028f652f277340212fb66de3039876893de62933ddef9bb4724ea5,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,5.319185,5.007967948913574,46.097764,51.416949,True,
14845,measurement,5,249,249,4,True,"[1, 64, 48, 48]",589824,3cf1c12476d1fc8eb88c42c06cb23b9ee08c06fa0750dd2320f1e2f4b138ec86,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,6.868202,6.550655841827393,26.834656,33.702858,True,
14846,measurement,5,249,249,5,True,"[1, 128, 24, 24]",294912,fb07414089f629518cb392a67dd2e6c3e3222aa8456874b7c868b5f124033899,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,8.712637,8.395615577697754,18.255575,26.968212,True,
14847,measurement,5,249,249,6,True,"[1, 160, 24, 24]",368640,fcc545610bffac6de6d19309444894b1e835b3f494c20d85af1ee65e43cee17f,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,13.215771,13.075072288513184,15.318967,28.534738,True,
14848,measurement,5,249,249,7,True,"[1, 256, 12, 12]",147456,70bde4298f4cf8df80393cfeea4993234ffbb0dfbd56180d9a6624efc058f904,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,20.697356,20.371007919311523,8.093772,28.791128,True,
14849,measurement,5,249,249,8,True,"[1, 1280]",5120,564653d0ca5baa8dc15e5b4ffe721992f8e6e237717e0bf67fb8695ba1676e6d,"[1, 1000]",4000,912695825bf94c4355fa199c2a07aa15e9cc698904ecd7c8a94d2ef0f6d6a900,20.986819,20.933088302612305,7.17737,28.164189,True,
14850,measurement,5,249,249,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,21.243561,21.196800231933594,NA,21.301923,True,
14851,measurement,5,250,250,0,True,"[1, 3, 384, 384]",1769472,2f764a540cccf444ff9c2a3c36d87ad4cb8c1494d1e5c40dcc63b8ba25c0f345,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,0.0,0.0,47.375332,47.375332,True,
14852,measurement,5,250,250,1,True,"[1, 24, 192, 192]",3538944,8e759a611fa67ff88b3b0abd18f91f21104b99be99a7e551572cb855a11b8f9f,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,0.444891,0.1120000034570694,87.031944,87.476835,True,
14853,measurement,5,250,250,2,True,"[1, 24, 192, 192]",3538944,e2eb9ed72974d3928ee8fff8467ab408a1820ea3b8147a1d21a666a5b1a255ee,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,2.34167,2.1829121112823486,75.462071,77.803741,True,
14854,measurement,5,250,250,3,True,"[1, 48, 96, 96]",1769472,6b6da528b05e3bab04721806e0ec8ee3779f390b91ad760125df260c659e9dfa,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,6.165643,5.804031848907471,44.902165,51.067808,True,
14855,measurement,5,250,250,4,True,"[1, 64, 48, 48]",589824,af20b1cc7f529caac95de8fc65bc8d4cf46c4c85814e0d33a53c99a4c9de64c5,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,7.897077,7.539455890655518,29.412234,37.309311,True,
14856,measurement,5,250,250,5,True,"[1, 128, 24, 24]",294912,dd59eba43f351af832b521fe6968bb90e7384d898912fb4e6023ad0b888dccbd,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,9.980227,9.622847557067871,20.163408,30.143635,True,
14857,measurement,5,250,250,6,True,"[1, 160, 24, 24]",368640,923fc58161d7f79d900f786f0441928392241cea34f7845d76fd7cec0ab7a53b,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,15.37506,15.019424438476562,16.481519,31.856579,True,
14858,measurement,5,250,250,7,True,"[1, 256, 12, 12]",147456,04d4b1198fe5a462ce3b9c8cf585c8fa9c3ed175ed9632ac6fb33c958e968ac3,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,23.91777,23.562240600585938,7.453816,31.371586,True,
14859,measurement,5,250,250,8,True,"[1, 1280]",5120,a9bb3460a6311eb7bf8ca6ab29d791856edd7cc0f02aaaad000afd82482f35e0,"[1, 1000]",4000,837eda59f4435ea78fb502cc74a2b8956398cd2402d1c87b87f100ae3a91d3f2,24.468421,24.422592163085938,6.21304,30.681461,True,
14860,measurement,5,250,250,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,17.201939,17.155263900756836,NA,17.261717,True,
14861,measurement,5,251,251,0,True,"[1, 3, 384, 384]",1769472,3d74f301d24db7e4506d8ca24b76610100422bf15debcc70d787ca95b606eedd,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,0.0,0.0,46.556692,46.556692,True,
14862,measurement,5,251,251,1,True,"[1, 24, 192, 192]",3538944,878cc0ede3427280f042a8c2e0bd2b340f561c9235fac98bbfff9402236373e4,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,0.383141,0.25593599677085876,108.246692,108.629833,True,
14863,measurement,5,251,251,2,True,"[1, 24, 192, 192]",3538944,26f7ed941e16f455dd813da1f6108793d94f36307fb232768de7f27ae6c0f8af,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,1.635869,1.3804800510406494,80.932552,82.568421,True,
14864,measurement,5,251,251,3,True,"[1, 48, 96, 96]",1769472,eff92db8691af854b752fa16d6d910522a0a5c1415aaaf04908cde86e72eddcf,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,4.220707,3.9525439739227295,42.902088,47.122795,True,
14865,measurement,5,251,251,4,True,"[1, 64, 48, 48]",589824,b73b12960de763027826467ff8011fb88a944c867b6868a848c315ad714c7cc3,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,5.287981,5.021088123321533,30.281755,35.569736,True,
14866,measurement,5,251,251,5,True,"[1, 128, 24, 24]",294912,84f7cf87fd34cfb1f82570c5661f2c106e9ae3fd75e3acdb26b8cbcf8f68484e,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,6.666692,6.400544166564941,23.729703,30.396395,True,
14867,measurement,5,251,251,6,True,"[1, 160, 24, 24]",368640,ae63bcc09fcda6efc77d61ef6d651826af6ae4b89c63e84973df44dffbc3d0f6,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,10.193033,9.92518424987793,19.773999,29.967032,True,
14868,measurement,5,251,251,7,True,"[1, 256, 12, 12]",147456,aef0289bd26bed91789e072dab6d681688b0311b5bea5fe579804007899da90b,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,15.866174,15.741439819335938,8.072855,23.939029,True,
14869,measurement,5,251,251,8,True,"[1, 1280]",5120,18cce23618c50b2a4387e6221d3233457aa5d22b6128ea934fb4fcc45ddd4ef0,"[1, 1000]",4000,eae04ff30dad5096e4b1ed4ea9a34ef4fc3bdaf7fc391cfe4b77c653864f1263,16.10473,16.059072494506836,7.778863,23.883593,True,
14870,measurement,5,251,251,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.246221,16.20243263244629,NA,16.30674,True,
14871,measurement,5,252,252,0,True,"[1, 3, 384, 384]",1769472,c4523720dc3d4fcb13dbb45724b1f60235978cb7f53a316ff36ab23a9c4ae27f,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,0.0,0.0,51.845988,51.845988,True,
14872,measurement,5,252,252,1,True,"[1, 24, 192, 192]",3538944,a8e63be608a69a1c712cb1e23ff58af86b4fd8911f0b35908743347fb9aa54fd,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,0.440716,0.1438080072402954,86.855785,87.296501,True,
14873,measurement,5,252,252,2,True,"[1, 24, 192, 192]",3538944,c154502a1c0d9b50125a7bd94b0f35164a5e97be63ea7976462efbc90ed6208f,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,1.967714,1.6751999855041504,79.601172,81.568886,True,
14874,measurement,5,252,252,3,True,"[1, 48, 96, 96]",1769472,b55a7828634a944b5c0cdc89b365044f30af932361b33d1ab1e1b117f2a8d5e7,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,5.114378,4.818784236907959,40.181684,45.296062,True,
14875,measurement,5,252,252,4,True,"[1, 64, 48, 48]",589824,f0a8828fd9d594aa9bce5fddcb24338c7517253fd099337eb653c4acbac92238,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,6.569588,6.268415927886963,25.701436,32.271024,True,
14876,measurement,5,252,252,5,True,"[1, 128, 24, 24]",294912,710d0f05c6db8a5d35b521861a345278439d4b2c7cf46dce8567471ca895fe0c,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,8.197015,8.063743591308594,27.041239,35.238254,True,
14877,measurement,5,252,252,6,True,"[1, 160, 24, 24]",368640,9bb59920e0aecbd138b166031f6271ee3021e0a04e2e49fca0bad8a617c86677,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,12.770574,12.472831726074219,19.419359,32.189933,True,
14878,measurement,5,252,252,7,True,"[1, 256, 12, 12]",147456,d3337a2ee4f8f53e7cadfc7a79964ddc328f64d2a72263395590f02e20cb365f,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,19.849629,19.54412841796875,8.914999,28.764628,True,
14879,measurement,5,252,252,8,True,"[1, 1280]",5120,0c8b7538f3208164882588094599cf55cb7b0df3a2d17db6365f2d79f273455c,"[1, 1000]",4000,65aef5ed85df81ddb2ebc7eed79d5f3715cb2d867e795ada7978be1daca1b7dc,20.243197,20.19718360900879,17.311162,37.554359,True,
14880,measurement,5,252,252,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,20.510058,20.4652156829834,NA,20.569467,True,
14881,measurement,5,253,253,0,True,"[1, 3, 384, 384]",1769472,8df014730cb2bcfe66df0b28b393e8e276cd68b59a28c12eeae40ecb21a69789,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,0.0,0.0,46.925201,46.925201,True,
14882,measurement,5,253,253,1,True,"[1, 24, 192, 192]",3538944,03ab0fe00099e5c0615a0a8030a4df16f9e428250b0d954f430607880d6c417b,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,0.477984,0.12828800082206726,100.818317,101.296301,True,
14883,measurement,5,253,253,2,True,"[1, 24, 192, 192]",3538944,95f925792f63b6d23f83e6a9f34cc6e9a067e451632a03333634db65be4ac99b,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,2.523411,2.1559040546417236,79.279141,81.802552,True,
14884,measurement,5,253,253,3,True,"[1, 48, 96, 96]",1769472,5f15b322e77dd3e9cff93918785f7b7274e92c584494a81cd5806b517cb8cb95,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,6.565043,6.1836161613464355,45.047699,51.612742,True,
14885,measurement,5,253,253,4,True,"[1, 64, 48, 48]",589824,1750506ceb529709ee4075c86a948b96c80d8d35aa1009f1b5365e7b6b1829ba,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,8.539497,8.307071685791016,24.724282,33.263779,True,
14886,measurement,5,253,253,5,True,"[1, 128, 24, 24]",294912,146bb491bba4c7414308f3d86497987c5c134b95930f5847fc0ae60e43161a0e,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,10.804712,10.428288459777832,23.125164,33.929876,True,
14887,measurement,5,253,253,6,True,"[1, 160, 24, 24]",368640,b5e7de6a26af618e1bf23d04ee7edbca52805f6a1869367cb24b4a9f582ab79e,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,16.643243,16.260608673095703,15.73532,32.378563,True,
14888,measurement,5,253,253,7,True,"[1, 256, 12, 12]",147456,1ebe2dadf1b5982293a33c2fdd0fdb02459619f1553096cd7babe5ccb76734c0,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,25.841428,25.4550724029541,13.120251,38.961679,True,
14889,measurement,5,253,253,8,True,"[1, 1280]",5120,367158dc52aee1c384168c0ce4cc119b2a26842674ebb2bcddf633543571f2d6,"[1, 1000]",4000,39b7dcf46fc3d32af0f32841716e076baf3b557cae9ab23938d9088525e8adba,15.421236,15.364383697509766,9.865643,25.286879,True,
14890,measurement,5,253,253,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,15.397106,15.34335994720459,NA,15.461078,True,
14891,measurement,5,254,254,0,True,"[1, 3, 384, 384]",1769472,11acddc28d0c9d86dbed5f2e1439430bd7e397a3b4e55ad069892bf7056fd558,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,0.0,0.0,48.044736,48.044736,True,
14892,measurement,5,254,254,1,True,"[1, 24, 192, 192]",3538944,f313a8a39d0c210ee9557cb1e089adb272825a061dd6ffe153b4df8f6f15e6c5,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,0.429428,0.16672000288963318,91.693922,92.12335,True,
14893,measurement,5,254,254,2,True,"[1, 24, 192, 192]",3538944,10e140678abc57bdc5fac59d0e5fb3a10caeb37c26a2a5984732f6fc8c15b5a2,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,1.885685,1.6037440299987793,76.201816,78.087501,True,
14894,measurement,5,254,254,3,True,"[1, 48, 96, 96]",1769472,e08eb970cd19875e9dec887729faa0710df096540f23fbb4abf7c6d92d2f3b39,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,4.377866,4.096191883087158,42.922673,47.300539,True,
14895,measurement,5,254,254,4,True,"[1, 64, 48, 48]",589824,1bed4d86e901c767921f66d145d232f48dbd0f3938e189e569768af4944afb97,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,5.386509,5.120160102844238,32.05808,37.444589,True,
14896,measurement,5,254,254,5,True,"[1, 128, 24, 24]",294912,863d84fa68e3d93703fdbf9c9b3f99fd825acaae10d9f0f3eb8d6aa8d0a37f4b,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,6.80547,6.5385918617248535,18.869938,25.675408,True,
14897,measurement,5,254,254,6,True,"[1, 160, 24, 24]",368640,fd5772ecbf6e35ce021296af6cd88feaa7f70673eb8793ba3eb942abeb7bd29f,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,10.393572,10.127391815185547,19.249506,29.643078,True,
14898,measurement,5,254,254,7,True,"[1, 256, 12, 12]",147456,b574b95888fad0d3819c48419b84193fadd3ceb1d6ea338f547a6b395bbfcb4f,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,16.330713,15.976415634155273,8.218755,24.549468,True,
14899,measurement,5,254,254,8,True,"[1, 1280]",5120,6891f649f76cbe5c239229175582942eae3e4ec06e8f8c2f5cce1b81c355743b,"[1, 1000]",4000,7d63c6f1c9e683d3617a4276cac4d366307330e8dd14962404d42f57e208dae2,16.487334,16.439584732055664,12.281461,28.768795,True,
14900,measurement,5,254,254,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.569391,16.524864196777344,NA,16.629965,True,
14901,measurement,5,255,255,0,True,"[1, 3, 384, 384]",1769472,08f00659edc6c2faca1279e0edad821a1a9f53d2b5e2202144ef5a84bc78e8d7,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,0.0,0.0,39.922924,39.922924,True,
14902,measurement,5,255,255,1,True,"[1, 24, 192, 192]",3538944,7716a879c59ca3dc7831e8ac900a20f3f938c31fd4d76e0cdeb080bab98a89a0,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,0.429789,0.14431999623775482,89.75427,90.184059,True,
14903,measurement,5,255,255,2,True,"[1, 24, 192, 192]",3538944,9c80b0bd4ac9f7450616f28e303f965836a0e6167ea444071aa6efce4c02a6b5,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,2.101187,1.7891199588775635,84.397066,86.498253,True,
14904,measurement,5,255,255,3,True,"[1, 48, 96, 96]",1769472,1f65bc496bbe2dfc3031fc6a7c207e543aaabcc1727729a17461c8c0883695f0,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,5.073942,4.771903991699219,50.905469,55.979411,True,
14905,measurement,5,255,255,4,True,"[1, 64, 48, 48]",589824,7c7719adc9e9708b6092203ea5833de0d0cad8a30d613ed2bacc6a9e1fcd6790,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,6.508348,6.2084479331970215,27.59274,34.101088,True,
14906,measurement,5,255,255,5,True,"[1, 128, 24, 24]",294912,8782d5efbe469a7b20f0ca68fb35ce3f4ba2ec7d614747f5cf374f4d47472dab,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,8.263643,8.118399620056152,22.404631,30.668274,True,
14907,measurement,5,255,255,6,True,"[1, 160, 24, 24]",368640,68ca848b819ff745d0a39beefa03d4063ec1b899f65b787c5ca618ab1a3f579b,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,12.604295,12.296416282653809,21.757692,34.361987,True,
14908,measurement,5,255,255,7,True,"[1, 256, 12, 12]",147456,17dde7a8adfe8f57f3017320ceff115b0dd2efed785e142d0d47a90605c8761d,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,19.767312,19.46291160583496,8.645507,28.412819,True,
14909,measurement,5,255,255,8,True,"[1, 1280]",5120,ffc3f4d2db193ad3290fb56f9754b3b09db6d14a0011fcd6d00d3795ad96daf6,"[1, 1000]",4000,d2132d0f17e27c874683b4aeda94512459a9c6fccd9b5d8c465eb82db15b655b,20.165371,20.121152877807617,6.687617,26.852988,True,
14910,measurement,5,255,255,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,20.313297,20.10220718383789,NA,20.373019,True,
14911,measurement,5,256,256,0,True,"[1, 3, 384, 384]",1769472,80a1ea403ebcb24e99c47151240e887a5b995424f6f3d84a5421741b34c1c6de,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,0.0,0.0,45.263518,45.263518,True,
14912,measurement,5,256,256,1,True,"[1, 24, 192, 192]",3538944,dee7b92478e89130c474b3f4fcbb7307a23230bc49eb077711f55da0729b3467,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,0.415808,0.15827199816703796,78.521605,78.937413,True,
14913,measurement,5,256,256,2,True,"[1, 24, 192, 192]",3538944,b8a2661a4f1b8df4112353f471df88fde4b2c40cf41ff1e210af90bbed895fee,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,1.80713,1.5293760299682617,65.798762,67.605892,True,
14914,measurement,5,256,256,3,True,"[1, 48, 96, 96]",1769472,b751067698c59485a095b226e219c5d1f43fccaa9371f81d1d479dfe508c6a1b,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,4.323559,4.052576065063477,47.436539,51.760098,True,
14915,measurement,5,256,256,4,True,"[1, 64, 48, 48]",589824,22c2778fc8921c578aa6f92600a86cc7965cd1198737b25bb3748c92c9fd9fa9,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,5.321693,5.058656215667725,24.269717,29.59141,True,
14916,measurement,5,256,256,5,True,"[1, 128, 24, 24]",294912,e5e2824de72bdfa9360830763828657a0d2bc19ab8a99abed8cb6930f2488608,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,6.637729,6.381120204925537,16.892706,23.530435,True,
14917,measurement,5,256,256,6,True,"[1, 160, 24, 24]",368640,530096483be51aea099802d654dbea9c0ed555345064e1d3b48cd36685eb1695,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,10.175969,10.059871673583984,16.645252,26.821221,True,
14918,measurement,5,256,256,7,True,"[1, 256, 12, 12]",147456,64069b23d2cf14ed2faf2bca2c094e0444d82d8001c70e82609e39c3ff166bcb,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,16.012757,15.75334358215332,9.838598,25.851355,True,
14919,measurement,5,256,256,8,True,"[1, 1280]",5120,0306640d2208572cc1c4e878bc9c26070f85fd0261c8185abfdcb4d68e016a0e,"[1, 1000]",4000,e5b3469e3581fe5320ad8a7e855ccefee0c0b48339dea7c4c58bf8279e2163a5,16.200749,16.16111946105957,8.310903,24.511652,True,
14920,measurement,5,256,256,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.384594,16.345407485961914,NA,16.437742,True,
14921,measurement,5,257,257,0,True,"[1, 3, 384, 384]",1769472,cd0feb4bc70528e87c197dfbc0f05f80147518b9a196b445543de89b09d0001c,"[1, 1000]",4000,3a5ef403c212d7a050fc468fbdaa54aec992c3e3ee8e02dc2f7e8622d20e2a27,0.0,0.0,39.395777,39.395777,True,
