split_point,aggregation,round,metric,term,count,mean,sample_standard_deviation,p50,p95,p99,min,max,provenance,interpretation
1,round,1,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15833045351008573,0.06486008550253809,0.13220799714326859,0.29882399588823316,0.3542211344838142,0.07366400212049484,0.37939199805259705,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,1,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,90.58691134666667,11.06860811985146,89.905216,108.86446065,126.26313919999997,71.472018,157.661113,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,2,device_inference_ms,device-side inference,300,0.43641253,0.059308687074470165,0.429762,0.54638995,0.5755317999999999,0.304373,0.630716,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,2,e2e_inference_ms,E2E inference latency,300,84.05459377666666,8.99281402063861,83.1166465,97.17141525,113.74458879999995,68.034923,158.682528,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,2,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.16173375993967057,0.06744513431644922,0.13115200400352478,0.291932787001133,0.3738351926207542,0.0721919983625412,0.3861440122127533,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,2,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,83.61818124666667,8.988712457195719,82.667824,96.76746545,113.33609447999996,67.667532,158.302462,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,3,device_inference_ms,device-side inference,300,0.4396658133333333,0.052241922018167845,0.43028,0.5396708,0.5751957,0.310475,0.595577,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,3,e2e_inference_ms,E2E inference latency,300,86.32522064666666,6.997850652293289,86.02767700000001,97.91931609999999,102.87561004,70.650195,106.226583,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,3,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.1712471468001604,0.07685511667297598,0.13548799604177475,0.33363359123468406,0.3844294518232343,0.07360000163316727,0.44892799854278564,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,3,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,85.88555483333333,6.997781723252941,85.6250505,97.4691443,102.34974156,70.202572,105.832266,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
