K,run_id,second,waiting_time_mean,active_time_mean,logical_frame_deadline_miss_pct,boundary_prior_waiting_mean,boundary_prior_active_mean
6,run01,5,1.302985213,1.516525719,28.88888888888889,0,1.7333333333333334
6,run01,6,1.285508063,1.510927927,27.77777777777778,0,1.6666666666666667
6,run01,7,1.270875587,1.512823372,27.77777777777778,0,1.6666666666666667
6,run01,8,1.273122277,1.538967946,30.000000000000004,0,1.8
6,run01,9,1.292316864,1.48887265,30.000000000000004,0,1.8
6,run01,10,1.278520802,1.536494273,30.555555555555557,0,1.8333333333333333
6,run01,11,1.244361282,1.503823484,29.444444444444446,0,1.7666666666666666
6,run01,12,1.27362773,1.525698883,28.88888888888889,0,1.7333333333333334
6,run01,13,1.264791862,1.500191574,28.333333333333336,0,1.7
6,run01,14,1.337161522,1.537233259,32.22222222222222,0,1.9333333333333333
6,run01,15,1.322540077,1.525179501,30.000000000000004,0,1.8
6,run01,16,1.278610763,1.535513447,30.555555555555557,0,1.8333333333333333
6,run01,17,1.2725755,1.536801388,31.111111111111114,0,1.8666666666666667
6,run01,18,1.307043883,1.521837617,31.111111111111114,0,1.8666666666666667
6,run01,19,1.266920596,1.496572178,26.666666666666668,0,1.6
6,run01,20,1.256338285,1.521607701,31.111111111111114,0,1.8666666666666667
6,run01,21,1.273461614,1.528787855,32.22222222222222,0,1.9333333333333333
6,run01,22,1.25136373,1.511868188,27.77777777777778,0,1.6666666666666667
6,run01,23,1.274959725,1.524763554,28.333333333333336,0,1.7
6,run01,24,1.291890032,1.51749135,28.333333333333336,0,1.7
6,run01,25,1.284308316,1.506732559,30.000000000000004,0,1.8
6,run01,26,1.273958675,1.501894079,28.88888888888889,0,1.7333333333333334
6,run01,27,1.252308945,1.487072712,26.666666666666668,0,1.6
6,run01,28,1.291126373,1.530599144,29.444444444444446,0,1.7666666666666666
6,run01,29,1.275177508,1.521969297,30.555555555555557,0,1.8333333333333333
6,run01,30,1.283257435,1.520010543,30.000000000000004,0,1.8
6,run01,31,1.259697716,1.506059884,28.88888888888889,0,1.7333333333333334
6,run01,32,1.26458342,1.514850681,29.444444444444446,0,1.7666666666666666
6,run01,33,1.264764563,1.514629568,29.444444444444446,0,1.7666666666666666
6,run01,34,1.304472727,1.538107001,31.111111111111114,0,1.8666666666666667
6,run01,35,1.285571387,1.526069097,30.555555555555557,0,1.8333333333333333
6,run01,36,1.306587054,1.527638248,31.666666666666668,0,1.9
6,run01,37,1.307549776,1.520299291,30.555555555555557,0,1.8333333333333333
6,run01,38,1.288285145,1.531465276,31.666666666666668,0,1.9
6,run01,39,1.268439304,1.528719027,31.666666666666668,0,1.9
6,run01,40,1.254877764,1.525069978,31.111111111111114,0,1.8666666666666667
6,run01,41,1.294086861,1.521332311,28.88888888888889,0,1.7333333333333334
6,run01,42,1.280514667,1.520156627,30.000000000000004,0,1.8
6,run01,43,1.281316116,1.501861131,30.000000000000004,0,1.8
6,run01,44,1.290002342,1.500633175,26.666666666666668,0,1.6
6,run01,45,1.276345176,1.497781729,29.444444444444446,0,1.7666666666666666
6,run01,46,1.280630137,1.509572562,28.88888888888889,0,1.7333333333333334
6,run01,47,1.284622595,1.517255729,28.88888888888889,0,1.7333333333333334
6,run01,48,1.284579158,1.537776129,31.666666666666668,0,1.9
6,run01,49,1.269297719,1.512096337,29.444444444444446,0,1.7666666666666666
6,run01,50,1.313680721,1.540818668,31.666666666666668,0,1.9
6,run01,51,1.307410132,1.553813104,30.000000000000004,0,1.8
6,run01,52,1.254833196,1.490060662,28.333333333333336,0,1.7
6,run01,53,1.291969741,1.528946033,31.111111111111114,0,1.8666666666666667
6,run01,54,1.286658605,1.511631329,28.333333333333336,0,1.7
6,run01,55,1.299065408,1.536920797,30.555555555555557,0,1.8333333333333333
6,run01,56,1.279119848,1.514418815,30.000000000000004,0,1.8
6,run01,57,1.280471372,1.517940272,31.111111111111114,0,1.8666666666666667
6,run01,58,1.309754708,1.518678316,30.000000000000004,0,1.8
6,run01,59,1.295561794,1.500770853,28.333333333333336,0.03333333333333333,1.6666666666666667
6,run02,0,17.772668886,1.619767839,100.0,17.4,1.6333333333333333
6,run02,1,3.325240118,1.681341115,51.111111111111114,2.1,1.9
6,run02,2,1.26664796,1.573458706,32.22222222222222,0,1.9333333333333333
6,run02,3,1.188635515,1.559284382,31.666666666666668,0,1.9
6,run02,4,1.203723201,1.543770129,31.111111111111114,0,1.8666666666666667
6,run02,5,1.214870248,1.578989335,31.666666666666668,0,1.9
6,run02,6,1.241874365,1.594715363,32.77777777777778,0,1.9666666666666666
6,run02,7,1.232411135,1.597506894,32.77777777777778,0,1.9666666666666666
6,run02,8,1.172009241,1.577652263,32.22222222222222,0,1.9333333333333333
6,run02,9,1.229829772,1.569486994,32.77777777777778,0,1.9666666666666666
6,run02,10,1.199479061,1.585017656,31.111111111111114,0,1.8666666666666667
6,run02,11,1.271080487,1.540004789,32.22222222222222,0,1.9333333333333333
6,run02,12,1.318134742,1.556058513,32.77777777777778,0,1.9666666666666666
6,run02,13,1.258176356,1.565611568,32.22222222222222,0,1.9333333333333333
6,run02,14,1.291731033,1.564772684,33.333333333333336,0,2
6,run02,15,1.291055482,1.547638867,32.77777777777778,0,1.9666666666666666
6,run02,16,1.293894429,1.541992757,32.22222222222222,0,1.9333333333333333
6,run02,17,1.274969584,1.53673959,30.555555555555557,0,1.8333333333333333
6,run02,18,1.309821909,1.528550666,32.77777777777778,0,1.9666666666666666
6,run02,19,1.314517909,1.540447126,31.111111111111114,0,1.8666666666666667
6,run02,20,1.307826815,1.561411597,30.555555555555557,0,1.8333333333333333
6,run02,21,1.316964268,1.522124985,30.555555555555557,0,1.8333333333333333
6,run02,22,1.282466667,1.51175852,29.444444444444446,0,1.7666666666666666
6,run02,23,1.317668663,1.55383993,32.77777777777778,0,1.9666666666666666
6,run02,24,1.316302433,1.526534871,32.77777777777778,0,1.9666666666666666
6,run02,25,1.313544199,1.559094455,32.22222222222222,0,1.9333333333333333
