scope,K,C,model,stage,n_runs,n_frames,observed_rate,observed_run_SD,predicted_rate,predicted_run_SD,signed_error,absolute_error,mean_run_absolute_error,run_absolute_error_SD
K6/C1,6.0,1.0,P-joint,Queue,5,53734,0.5401404479306461,0.33926520141325134,0.5117481199718548,0.3272600297098037,-0.02839232795879132,0.02839232795879132,0.028392327958791413,0.021156034043996075
K6/C1,6.0,1.0,P-joint,Service,5,53734,0.08992014630658372,0.06647530813760218,0.09866465922282464,0.06271020004148505,0.008744512916240912,0.008744512916240912,0.008744512916240921,0.0053944751075760446
K6/C1,6.0,1.0,P-joint,On_time,5,53734,0.3699394057627702,0.27280429437543563,0.38958722080532066,0.26456008846477713,0.019647815042550476,0.019647815042550476,0.01964781504255047,0.016474365768740847
K6/C2,6.0,2.0,B1,Queue,5,53729,0.018165777673316376,0.0015876080044929883,0.15683277559293163,0.011006150247502473,0.13866699791961526,0.13866699791961526,0.13866699791961526,0.010698354594098694
K6/C2,6.0,2.0,B1,Service,5,53729,0.30138361385612733,0.0022327157277594015,0.22940404322444144,0.01367981766937943,-0.07197957063168589,0.07197957063168589,0.07197957063168589,0.015094691335847248
K6/C2,6.0,2.0,B1,On_time,5,53729,0.6804506084705564,0.003266794808900998,0.613763181182627,0.02136916584784511,-0.06668742728792942,0.06668742728792942,0.06668742728792935,0.022290996850694602
K6/C2,6.0,2.0,P-old,Queue,5,53729,0.018165777673316376,0.0015876080044929883,0.0027370905248550958,0.00039349364916798713,-0.01542868714846128,0.01542868714846128,0.015428687148461278,0.0015713534058981913
K6/C2,6.0,2.0,P-old,Service,5,53729,0.30138361385612733,0.0022327157277594015,0.31699803612782873,0.0043964697764004084,0.0156144222717014,0.0156144222717014,0.015614422271701433,0.006293777973072092
K6/C2,6.0,2.0,P-old,On_time,5,53729,0.6804506084705564,0.003266794808900998,0.6802648733473161,0.004776258997301618,-0.00018573512324027153,0.00018573512324027153,0.005151203622493594,0.0037430402177454796
K6/C2,6.0,2.0,P-joint,Queue,5,53729,0.018165777673316376,0.0015876080044929883,0.0027370905248550997,0.00039349364916798187,-0.015428687148461276,0.015428687148461276,0.015428687148461273,0.0015713534058981898
K6/C2,6.0,2.0,P-joint,Service,5,53729,0.30138361385612733,0.0022327157277594015,0.3095716212674164,0.004994652933379121,0.008188007411289056,0.008188007411289056,0.008231799332940836,0.006842756677484778
K6/C2,6.0,2.0,P-joint,On_time,5,53729,0.6804506084705564,0.003266794808900998,0.6876912882077285,0.005378444418054182,0.007240679737172129,0.007240679737172129,0.008834595690503978,0.004870139760154061
K6/C3,6.0,3.0,B1,Queue,5,53703,0.010708209591477153,0.0019096069448581987,0.0452541602006837,0.005137180354704566,0.034545950609206545,0.034545950609206545,0.03454595060920655,0.0064504624160673756
K6/C3,6.0,3.0,B1,Service,5,53703,0.3637742289193511,0.012130709048540172,0.3386042014584726,0.009559009786819261,-0.025170027460878486,0.025170027460878486,0.028026313326546693,0.014505527743607955
K6/C3,6.0,3.0,B1,On_time,5,53703,0.6255175614891717,0.010618850175664777,0.6161416383408437,0.011295918013054728,-0.009375923148328025,0.009375923148328025,0.014294105394432233,0.014489166576451353
K6/C3,6.0,3.0,P-old,Queue,5,53703,0.010708209591477153,0.0019096069448581987,0.0009334859398405961,0.00018713233709034032,-0.009774723651636558,0.009774723651636558,0.009774723651636558,0.0017411569384102564
K6/C3,6.0,3.0,P-old,Service,5,53703,0.3637742289193511,0.012130709048540172,0.41636955245611373,0.009961087126221289,0.05259532353676266,0.05259532353676266,0.05259532353676263,0.021492350132069897
K6/C3,6.0,3.0,P-old,On_time,5,53703,0.6255175614891717,0.010618850175664777,0.5826969616040458,0.01011784366077044,-0.042820599885125876,0.042820599885125876,0.04282059988512606,0.020330698101914114
K6/C3,6.0,3.0,P-joint,Queue,5,53703,0.010708209591477153,0.0019096069448581987,0.0009334859398405961,0.00018713233709034046,-0.009774723651636558,0.009774723651636558,0.009774723651636558,0.0017411569384102564
K6/C3,6.0,3.0,P-joint,Service,5,53703,0.3637742289193511,0.012130709048540172,0.3778080918832206,0.0093698451343818,0.014033862963869548,0.014033862963869548,0.01651400773855428,0.018654632715010725
K6/C3,6.0,3.0,P-joint,On_time,5,53703,0.6255175614891717,0.010618850175664777,0.6212584221769387,0.009532047292150746,-0.004259139312232985,0.004259139312232985,0.01365891202185283,0.013515459505558944
K6/C4,6.0,4.0,B1,Queue,5,53551,0.006593607444212934,0.005354183108551476,0.027904636348579714,0.01781649972615124,0.02131102890436678,0.02131102890436678,0.02131102890436678,0.016316644554793636
K6/C4,6.0,4.0,B1,Service,5,53551,0.3288328001627292,0.009315188504070733,0.3506579237069075,0.07807882412874466,0.021825123544178315,0.021825123544178315,0.03643700245259105,0.06062779470865631
K6/C4,6.0,4.0,B1,On_time,5,53551,0.6645735923930578,0.012583180848722621,0.6214374399445127,0.09582685774376469,-0.04313615244854507,0.04313615244854507,0.04731441316986975,0.08182575316532861
K6/C4,6.0,4.0,P-old,Queue,5,53551,0.006593607444212934,0.005354183108551476,0.005953754419135009,0.009196722236932887,-0.0006398530250779251,0.0006398530250779251,0.005793138832801703,0.004846588507670373
K6/C4,6.0,4.0,P-old,Service,5,53551,0.3288328001627292,0.009315188504070733,0.31668054168798204,0.013599466604070777,-0.012152258474747157,0.012152258474747157,0.012152258474747168,0.004539703221900993
K6/C4,6.0,4.0,P-old,On_time,5,53551,0.6645735923930578,0.012583180848722621,0.677365703892883,0.02277395147201089,0.012792111499825176,0.012792111499825176,0.015588901079219642,0.005816552930811262
K6/C4,6.0,4.0,P-joint,Queue,5,53551,0.006593607444212934,0.005354183108551476,0.00595375441913501,0.009196722236932887,-0.0006398530250779242,0.0006398530250779242,0.005793138832801704,0.004846588507670372
K6/C4,6.0,4.0,P-joint,Service,5,53551,0.3288328001627292,0.009315188504070733,0.3346060201262877,0.014875138968239556,0.005773219963558507,0.005773219963558507,0.005773219963558474,0.005890435379508514
K6/C4,6.0,4.0,P-joint,On_time,5,53551,0.6645735923930578,0.012583180848722621,0.6594402254545774,0.024046246336166456,-0.005133366938480433,0.005133366938480433,0.007708717031592172,0.010890903294131915
K6/C5,6.0,5.0,B1,Queue,5,52287,0.010997704321303795,0.0008987250067564079,0.02804300344582809,0.0021926969056010877,0.017045299124524294,0.017045299124524294,0.017045299124524294,0.0027156013753467474
K6/C5,6.0,5.0,B1,Service,5,52287,0.4096602442346341,0.012757817561743944,0.48774116317616933,0.008775921750174649,0.07808091894153524,0.07808091894153524,0.07808091894153527,0.013314798955718745
K6/C5,6.0,5.0,B1,On_time,5,52287,0.5793420514440621,0.013375659440917021,0.48421583337800256,0.008838254977222822,-0.09512621806605959,0.09512621806605959,0.09512621806605959,0.015386054969109175
K6/C5,6.0,5.0,P-old,Queue,5,52287,0.010997704321303795,0.0008987250067564079,0.01691352751563345,0.0010215660731051662,0.005915823194329655,0.005915823194329655,0.0059158231943296545,0.0015731856240669092
K6/C5,6.0,5.0,P-old,Service,5,52287,0.4096602442346341,0.012757817561743944,0.38494929739501804,0.00915786072839572,-0.024710946839616055,0.024710946839616055,0.02471094683961601,0.010010601537913033
K6/C5,6.0,5.0,P-old,On_time,5,52287,0.5793420514440621,0.013375659440917021,0.5981371750893484,0.010046067900390815,0.018795123645286238,0.018795123645286238,0.018795123645286283,0.011269516944807422
K6/C5,6.0,5.0,P-joint,Queue,5,52287,0.010997704321303795,0.0008987250067564079,0.01691352751563345,0.0010215660731051662,0.005915823194329655,0.005915823194329655,0.0059158231943296545,0.0015731856240669092
K6/C5,6.0,5.0,P-joint,Service,5,52287,0.4096602442346341,0.012757817561743944,0.4388086654034013,0.010855463355660278,0.029148421168767202,0.029148421168767202,0.029148421168767237,0.009784063972749682
K6/C5,6.0,5.0,P-joint,On_time,5,52287,0.5793420514440621,0.013375659440917021,0.5442778070809653,0.011738851630872951,-0.03506424436309685,0.03506424436309685,0.03506424436309685,0.011173102978493202
K6/C6,6.0,6.0,B1,Queue,5,52106,3.8343580831738136e-05,5.250413612367037e-05,0.020957755832156717,0.0026169185347091235,0.02091941225132498,0.02091941225132498,0.020919412251324977,0.0026414583483744896
K6/C6,6.0,6.0,B1,Service,5,52106,0.8635089612587812,0.019938761438445047,0.7582457871542957,0.005834324938649172,-0.10526317410448549,0.10526317410448549,0.10526317410448569,0.0215428742962388
K6/C6,6.0,6.0,B1,On_time,5,52106,0.13645269516038697,0.019940245104153553,0.22079645701354772,0.00804898504186551,0.08434376185316075,0.08434376185316075,0.08434376185316073,0.023787177466723552
K6/C6,6.0,6.0,P-old,Queue,5,52106,3.8343580831738136e-05,5.250413612367037e-05,6.1879435418788026e-06,5.501706184913464e-06,-3.215563728985933e-05,3.215563728985933e-05,3.9819814911938656e-05,4.611331698635097e-05
K6/C6,6.0,6.0,P-old,Service,5,52106,0.8635089612587812,0.019938761438445047,0.8717053001647587,0.003523885882993841,0.008196338905977485,0.008196338905977485,0.016783992872118604,0.014997976652976808
K6/C6,6.0,6.0,P-old,On_time,5,52106,0.13645269516038697,0.019940245104153553,0.12828851189169949,0.003522993057392596,-0.00816418326868748,0.00816418326868748,0.016782392778040504,0.014989525892570844
K6/C6,6.0,6.0,P-joint,Queue,5,52106,3.8343580831738136e-05,5.250413612367037e-05,6.187943541878806e-06,5.5017061849134655e-06,-3.215563728985933e-05,3.215563728985933e-05,3.9819814911938656e-05,4.611331698635097e-05
K6/C6,6.0,6.0,P-joint,Service,5,52106,0.8635089612587812,0.019938761438445047,0.8708005873670768,0.003281926034566157,0.00729162610829559,0.00729162610829559,0.01672527064949858,0.014054601395793148
K6/C6,6.0,6.0,P-joint,On_time,5,52106,0.13645269516038697,0.019940245104153553,0.12919322468938121,0.0032809517034185663,-0.007259470471005752,0.007259470471005752,0.01672367055542046,0.014047972863715345
K6/C7,6.0,7.0,B1,Queue,5,52026,7.68713749071448e-05,8.040504631505887e-05,0.009176676537753298,0.0010708957499595694,0.009099805162846154,0.009099805162846154,0.009099805162846152,0.0010481380672646744
K6/C7,6.0,7.0,B1,Service,5,52026,0.8914614842398331,0.00967728955438318,0.7982828309925484,0.008226652103861674,-0.09317865324728469,0.09317865324728469,0.09317865324728478,0.011182487666157948
K6/C7,6.0,7.0,B1,On_time,5,52026,0.10846164438525978,0.00970583139788103,0.19254049246969845,0.008227796383856375,0.08407884808443868,0.08407884808443868,0.0840788480844387,0.011783471321219706
K6/C7,6.0,7.0,P-old,Queue,5,52026,7.68713749071448e-05,8.040504631505887e-05,2.9102329022842408e-06,2.286980455138992e-06,-7.396114200486057e-05,7.396114200486057e-05,7.72109625632958e-05,7.707305219551019e-05
K6/C7,6.0,7.0,P-old,Service,5,52026,0.8914614842398331,0.00967728955438318,0.9007586607221245,0.002994879087606207,0.009297176482291447,0.009297176482291447,0.01209032829955381,0.006009741523733245
K6/C7,6.0,7.0,P-old,On_time,5,52026,0.10846164438525978,0.00970583139788103,0.09923842904497317,0.0029940584976502352,-0.009223215340286611,0.009223215340286611,0.012054232395994388,0.006025715642378749
K6/C7,6.0,7.0,P-joint,Queue,5,52026,7.68713749071448e-05,8.040504631505887e-05,2.9102329022842437e-06,2.2869804551389903e-06,-7.396114200486055e-05,7.396114200486055e-05,7.721096256329581e-05,7.707305219551017e-05
