fold,run,K,C,model,n,Brier,logloss,true_class_exact_zero,Queue_observed,Queue_predicted,Queue_absolute_error,Service_observed,Service_predicted,Service_absolute_error,On_time_observed,On_time_predicted,On_time_absolute_error
2,136,4,4,P-joint,7178,0.0036109675177814437,0.011312548819358706,0,0.0013931457230426303,2.60264928915287e-06,0.0013905430737534774,0.0005572582892170521,0.0007354970464566198,0.00017823875723956765,0.9980495959877403,0.9992619003042543,0.001212304316513979
2,141,4,5,P-joint,7119,0.008126436041769278,0.01915624669329281,0,0.0,0.0,0.0,0.00028093833403567916,0.016089026010865606,0.015808087676829927,0.9997190616659644,0.9839109739891345,0.01580808767682984
2,146,4,6,P-joint,7111,0.00039786920848332004,0.0011449740669259103,0,0.0,0.0,0.0,0.00042188159189987344,0.0007443916764650674,0.00032251008456519396,0.9995781184081002,0.9992556083235349,0.0003225100845652973
2,151,4,7,P-joint,7105,0.0007375875361662266,0.0017684489489464277,0,0.0,0.0,0.0,0.00028149190710767064,0.0009019225936453357,0.000620430686537665,0.9997185080928923,0.9990980774063547,0.0006204306865376097
2,156,4,8,P-joint,7113,0.0012267787981174488,0.0063765653722291,1,0.0,0.0,0.0,0.000562350625615071,0.001297392812034371,0.0007350421864193,0.999437649374385,0.9987026071879657,0.000735042186419288
2,161,5,1,P-joint,8956,0.14840415913903626,0.23261764892516515,1,0.013957123715944618,0.0012909572257606729,0.012666166490183945,0.09702992407324698,0.15128804258263456,0.05425811850938758,0.8890129522108084,0.8474210001916048,0.041591952019203626
2,166,5,2,P-joint,8960,0.23883259528175813,0.416748791218859,0,0.007589285714285714,0.0013052404722524674,0.006284045242033247,0.03950892857142857,0.15489717559201138,0.11538824702058281,0.9529017857142857,0.8437975839357361,0.10910420177854963
2,171,5,3,P-joint,8962,0.3630042283547163,0.6820436844130294,1,0.004240124972104441,0.00045876566848276277,0.003781359303621678,0.09573755858067395,0.2831318116527983,0.18739425307212437,0.9000223164472216,0.716409422678719,0.18361289376850265
2,176,5,4,P-joint,8955,0.07391331978690623,0.11826220110312878,0,0.0036850921273031824,0.0009078889694717017,0.0027772031578314807,0.042099385817978785,0.04522132193387606,0.0031219361158972767,0.954215522054718,0.9538707890966522,0.0003447329580658076
2,181,5,5,P-joint,8859,0.2047990101205456,0.33996266213689424,0,0.0,0.0,0.0,0.11491138954735297,0.1560472308264652,0.04113584127911224,0.885088610452647,0.8439527691735348,0.041135841279112184
2,186,5,6,P-joint,8829,0.28456428204832096,0.4514538213414359,1,0.00011326311020500623,9.947464136768545e-08,0.00011316363556363854,0.16853550798504927,0.20813282647668635,0.039597318491637085,0.8313512289047458,0.7918670740486723,0.03948415485607348
2,191,5,7,P-joint,8820,0.22898430836129344,0.38164816066743396,0,0.0,0.0,0.0,0.11564625850340136,0.1963564868348676,0.08071022833146622,0.8843537414965986,0.8036435131651324,0.08071022833146624
2,196,5,8,P-joint,8806,0.5559619431322139,0.8777886556318789,2,0.0,1.1712741912433698e-08,1.1712741912433698e-08,0.23790597320009085,0.5097279496128049,0.271821976412714,0.7620940267999091,0.4902720386744532,0.27182198812545594
