fold,service_lookup_id,K,C,A_start,level,key,training_samples,training_runs
2,198,6,6,3,KCA_start,"(6, 6, 3)",6957,4
2,199,6,6,4,KCA_start,"(6, 6, 4)",6956,4
2,200,6,6,5,KCA_start,"(6, 6, 5)",6950,4
2,201,6,7,0,KCA_start,"(6, 7, 0)",6921,4
2,202,6,7,1,KCA_start,"(6, 7, 1)",6934,4
2,203,6,7,2,KCA_start,"(6, 7, 2)",6936,4
2,204,6,7,3,KCA_start,"(6, 7, 3)",6943,4
2,205,6,7,4,KCA_start,"(6, 7, 4)",6938,4
2,206,6,7,5,KCA_start,"(6, 7, 5)",6933,4
2,207,6,7,6,CA_start,"(7, 6)",8737,9
2,208,6,8,0,KCA_start,"(6, 8, 0)",6915,4
2,209,6,8,1,KCA_start,"(6, 8, 1)",6934,4
2,210,6,8,2,KCA_start,"(6, 8, 2)",6940,4
2,211,6,8,3,KCA_start,"(6, 8, 3)",6943,4
2,212,6,8,4,KCA_start,"(6, 8, 4)",6945,4
2,213,6,8,5,KCA_start,"(6, 8, 5)",6930,4
2,214,6,8,6,CA_start,"(8, 6)",7445,10
2,215,6,8,7,CA_start,"(8, 7)",1294,5
2,216,7,1,0,KCA_start,"(7, 1, 0)",50138,4
2,217,7,2,0,KCA_start,"(7, 2, 0)",1502,3
2,218,7,2,1,KCA_start,"(7, 2, 1)",48618,4
2,219,7,3,0,KCA_start,"(7, 3, 0)",4521,4
2,220,7,3,1,KCA_start,"(7, 3, 1)",6604,4
2,221,7,3,2,KCA_start,"(7, 3, 2)",39004,4
2,222,7,4,0,KCA_start,"(7, 4, 0)",5648,4
2,223,7,4,1,KCA_start,"(7, 4, 1)",6457,4
2,224,7,4,2,KCA_start,"(7, 4, 2)",7018,4
2,225,7,4,3,KCA_start,"(7, 4, 3)",30616,4
2,226,7,5,0,KCA_start,"(7, 5, 0)",4640,4
2,227,7,5,1,KCA_start,"(7, 5, 1)",6214,4
2,228,7,5,2,KCA_start,"(7, 5, 2)",7141,4
2,229,7,5,3,KCA_start,"(7, 5, 3)",7056,4
2,230,7,5,4,KCA_start,"(7, 5, 4)",21774,4
2,231,7,6,0,KCA_start,"(7, 6, 0)",3937,4
2,232,7,6,1,KCA_start,"(7, 6, 1)",7287,4
2,233,7,6,2,KCA_start,"(7, 6, 2)",7007,4
2,234,7,6,3,KCA_start,"(7, 6, 3)",6847,4
2,235,7,6,4,KCA_start,"(7, 6, 4)",6797,4
2,236,7,6,5,KCA_start,"(7, 6, 5)",13741,4
2,237,7,7,0,KCA_start,"(7, 7, 0)",2661,4
2,238,7,7,1,KCA_start,"(7, 7, 1)",4913,4
2,239,7,7,2,KCA_start,"(7, 7, 2)",6501,4
2,240,7,7,3,KCA_start,"(7, 7, 3)",7244,4
2,241,7,7,4,KCA_start,"(7, 7, 4)",7685,4
2,242,7,7,5,KCA_start,"(7, 7, 5)",7766,4
2,243,7,7,6,KCA_start,"(7, 7, 6)",8713,4
2,244,7,8,0,KCA_start,"(7, 8, 0)",2648,4
2,245,7,8,1,KCA_start,"(7, 8, 1)",5046,4
2,246,7,8,2,KCA_start,"(7, 8, 2)",6507,4
2,247,7,8,3,KCA_start,"(7, 8, 3)",7235,4
2,248,7,8,4,KCA_start,"(7, 8, 4)",7626,4
2,249,7,8,5,KCA_start,"(7, 8, 5)",7597,4
2,250,7,8,6,KCA_start,"(7, 8, 6)",7435,4
2,251,7,8,7,KCA_start,"(7, 8, 7)",1293,4
3,0,1,1,0,KCA_start,"(1, 1, 0)",7194,4
3,1,1,2,0,KCA_start,"(1, 2, 0)",7185,4
3,2,1,2,1,CA_start,"(2, 1)",156322,28
3,3,1,3,0,KCA_start,"(1, 3, 0)",7186,4
3,4,1,3,1,CA_start,"(3, 1)",42822,26
3,5,1,3,2,CA_start,"(3, 2)",109986,26
3,6,1,4,0,KCA_start,"(1, 4, 0)",7187,4
3,7,1,4,1,CA_start,"(4, 1)",42264,28
3,8,1,4,2,CA_start,"(4, 2)",35607,22
3,9,1,4,3,CA_start,"(4, 3)",73685,22
3,10,1,5,0,KCA_start,"(1, 5, 0)",7183,4
3,11,1,5,1,CA_start,"(5, 1)",41663,26
3,12,1,5,2,CA_start,"(5, 2)",35514,23
3,13,1,5,3,CA_start,"(5, 3)",28199,19
3,14,1,5,4,CA_start,"(5, 4)",42802,17
3,15,1,6,0,KCA_start,"(1, 6, 0)",7176,4
3,16,1,6,1,CA_start,"(6, 1)",42669,24
3,17,1,6,2,CA_start,"(6, 2)",35301,21
3,18,1,6,3,CA_start,"(6, 3)",27965,21
3,19,1,6,4,CA_start,"(6, 4)",20815,15
3,20,1,6,5,CA_start,"(6, 5)",20756,13
3,21,1,7,0,KCA_start,"(1, 7, 0)",7176,4
3,22,1,7,1,CA_start,"(7, 1)",40373,24
3,23,1,7,2,CA_start,"(7, 2)",34769,20
3,24,1,7,3,CA_start,"(7, 3)",28443,22
3,25,1,7,4,CA_start,"(7, 4)",21743,15
3,26,1,7,5,CA_start,"(7, 5)",14687,13
3,27,1,7,6,CA_start,"(7, 6)",8696,10
3,28,1,8,0,KCA_start,"(1, 8, 0)",7176,4
3,29,1,8,1,CA_start,"(8, 1)",40567,24
3,30,1,8,2,CA_start,"(8, 2)",34847,22
3,31,1,8,3,CA_start,"(8, 3)",28333,21
3,32,1,8,4,CA_start,"(8, 4)",21642,15
3,33,1,8,5,CA_start,"(8, 5)",14507,12
3,34,1,8,6,CA_start,"(8, 6)",7378,11
3,35,1,8,7,CA_start,"(8, 7)",1102,7
3,36,2,1,0,KCA_start,"(2, 1, 0)",14367,4
3,37,2,2,0,KCA_start,"(2, 2, 0)",7176,4
3,38,2,2,1,KCA_start,"(2, 2, 1)",7187,4
3,39,2,3,0,KCA_start,"(2, 3, 0)",7177,4
3,40,2,3,1,KCA_start,"(2, 3, 1)",7180,4
3,41,2,3,2,CA_start,"(3, 2)",109986,26
3,42,2,4,0,KCA_start,"(2, 4, 0)",7184,4
3,43,2,4,1,KCA_start,"(2, 4, 1)",7178,4
3,44,2,4,2,CA_start,"(4, 2)",35607,22
3,45,2,4,3,CA_start,"(4, 3)",73685,22
3,46,2,5,0,KCA_start,"(2, 5, 0)",7173,4
3,47,2,5,1,KCA_start,"(2, 5, 1)",7175,4
3,48,2,5,2,CA_start,"(5, 2)",35514,23
3,49,2,5,3,CA_start,"(5, 3)",28199,19
3,50,2,5,4,CA_start,"(5, 4)",42802,17
3,51,2,6,0,KCA_start,"(2, 6, 0)",7159,4
3,52,2,6,1,KCA_start,"(2, 6, 1)",7160,4
3,53,2,6,2,CA_start,"(6, 2)",35301,21
3,54,2,6,3,CA_start,"(6, 3)",27965,21
3,55,2,6,4,CA_start,"(6, 4)",20815,15
3,56,2,6,5,CA_start,"(6, 5)",20756,13
3,57,2,7,0,KCA_start,"(2, 7, 0)",7157,4
3,58,2,7,1,KCA_start,"(2, 7, 1)",7157,4
3,59,2,7,2,CA_start,"(7, 2)",34769,20
3,60,2,7,3,CA_start,"(7, 3)",28443,22
3,61,2,7,4,CA_start,"(7, 4)",21743,15
3,62,2,7,5,CA_start,"(7, 5)",14687,13
3,63,2,7,6,CA_start,"(7, 6)",8696,10
3,64,2,8,0,KCA_start,"(2, 8, 0)",7158,4
3,65,2,8,1,KCA_start,"(2, 8, 1)",7160,4
3,66,2,8,2,CA_start,"(8, 2)",34847,22
3,67,2,8,3,CA_start,"(8, 3)",28333,21
3,68,2,8,4,CA_start,"(8, 4)",21642,15
3,69,2,8,5,CA_start,"(8, 5)",14507,12
3,70,2,8,6,CA_start,"(8, 6)",7378,11
3,71,2,8,7,CA_start,"(8, 7)",1102,7
3,72,3,1,0,KCA_start,"(3, 1, 0)",21521,4
3,73,3,2,0,KCA_start,"(3, 2, 0)",7163,4
3,74,3,2,1,KCA_start,"(3, 2, 1)",14369,4
3,75,3,3,0,KCA_start,"(3, 3, 0)",7160,4
3,76,3,3,1,KCA_start,"(3, 3, 1)",7162,4
3,77,3,3,2,KCA_start,"(3, 3, 2)",7192,4
3,78,3,4,0,KCA_start,"(3, 4, 0)",7164,4
3,79,3,4,1,KCA_start,"(3, 4, 1)",7162,4
3,80,3,4,2,KCA_start,"(3, 4, 2)",7161,4
3,81,3,4,3,CA_start,"(4, 3)",73685,22
3,82,3,5,0,KCA_start,"(3, 5, 0)",7161,4
3,83,3,5,1,KCA_start,"(3, 5, 1)",7161,4
3,84,3,5,2,KCA_start,"(3, 5, 2)",7161,4
3,85,3,5,3,CA_start,"(5, 3)",28199,19
3,86,3,5,4,CA_start,"(5, 4)",42802,17
3,87,3,6,0,KCA_start,"(3, 6, 0)",7138,4
3,88,3,6,1,KCA_start,"(3, 6, 1)",7139,4
3,89,3,6,2,KCA_start,"(3, 6, 2)",7138,4
3,90,3,6,3,CA_start,"(6, 3)",27965,21
3,91,3,6,4,CA_start,"(6, 4)",20815,15
3,92,3,6,5,CA_start,"(6, 5)",20756,13
3,93,3,7,0,KCA_start,"(3, 7, 0)",7133,4
3,94,3,7,1,KCA_start,"(3, 7, 1)",7137,4
3,95,3,7,2,KCA_start,"(3, 7, 2)",7135,4
3,96,3,7,3,CA_start,"(7, 3)",28443,22
3,97,3,7,4,CA_start,"(7, 4)",21743,15
3,98,3,7,5,CA_start,"(7, 5)",14687,13
3,99,3,7,6,CA_start,"(7, 6)",8696,10
3,100,3,8,0,KCA_start,"(3, 8, 0)",7130,4
3,101,3,8,1,KCA_start,"(3, 8, 1)",7137,4
3,102,3,8,2,KCA_start,"(3, 8, 2)",7134,4
3,103,3,8,3,CA_start,"(8, 3)",28333,21
3,104,3,8,4,CA_start,"(8, 4)",21642,15
3,105,3,8,5,CA_start,"(8, 5)",14507,12
3,106,3,8,6,CA_start,"(8, 6)",7378,11
3,107,3,8,7,CA_start,"(8, 7)",1102,7
3,108,4,1,0,KCA_start,"(4, 1, 0)",28705,4
3,109,4,2,0,KCA_start,"(4, 2, 0)",7150,4
3,110,4,2,1,KCA_start,"(4, 2, 1)",21553,4
3,111,4,3,0,KCA_start,"(4, 3, 0)",7152,4
3,112,4,3,1,KCA_start,"(4, 3, 1)",7155,4
3,113,4,3,2,KCA_start,"(4, 3, 2)",14394,4
3,114,4,4,0,KCA_start,"(4, 4, 0)",7160,4
3,115,4,4,1,KCA_start,"(4, 4, 1)",7162,4
3,116,4,4,2,KCA_start,"(4, 4, 2)",7160,4
3,117,4,4,3,KCA_start,"(4, 4, 3)",7222,4
3,118,4,5,0,KCA_start,"(4, 5, 0)",7116,4
3,119,4,5,1,KCA_start,"(4, 5, 1)",7125,4
3,120,4,5,2,KCA_start,"(4, 5, 2)",7150,4
3,121,4,5,3,KCA_start,"(4, 5, 3)",7083,4
3,122,4,5,4,CA_start,"(5, 4)",42802,17
3,123,4,6,0,KCA_start,"(4, 6, 0)",7106,4
3,124,4,6,1,KCA_start,"(4, 6, 1)",7110,4
3,125,4,6,2,KCA_start,"(4, 6, 2)",7129,4
3,126,4,6,3,KCA_start,"(4, 6, 3)",7093,4
3,127,4,6,4,CA_start,"(6, 4)",20815,15
3,128,4,6,5,CA_start,"(6, 5)",20756,13
3,129,4,7,0,KCA_start,"(4, 7, 0)",7103,4
3,130,4,7,1,KCA_start,"(4, 7, 1)",7112,4
3,131,4,7,2,KCA_start,"(4, 7, 2)",7117,4
3,132,4,7,3,KCA_start,"(4, 7, 3)",7102,4
3,133,4,7,4,CA_start,"(7, 4)",21743,15
3,134,4,7,5,CA_start,"(7, 5)",14687,13
3,135,4,7,6,CA_start,"(7, 6)",8696,10
3,136,4,8,0,KCA_start,"(4, 8, 0)",7103,4
3,137,4,8,1,KCA_start,"(4, 8, 1)",7108,4
3,138,4,8,2,KCA_start,"(4, 8, 2)",7111,4
3,139,4,8,3,KCA_start,"(4, 8, 3)",7103,4
3,140,4,8,4,CA_start,"(8, 4)",21642,15
3,141,4,8,5,CA_start,"(8, 5)",14507,12
3,142,4,8,6,CA_start,"(8, 6)",7378,11
3,143,4,8,7,CA_start,"(8, 7)",1102,7
3,144,5,1,0,KCA_start,"(5, 1, 0)",35848,4
3,145,5,2,0,KCA_start,"(5, 2, 0)",7113,4
3,146,5,2,1,KCA_start,"(5, 2, 1)",28730,4
3,147,5,3,0,KCA_start,"(5, 3, 0)",7130,4
3,148,5,3,1,KCA_start,"(5, 3, 1)",7134,4
3,149,5,3,2,KCA_start,"(5, 3, 2)",21579,4
3,150,5,4,0,KCA_start,"(5, 4, 0)",7130,4
3,151,5,4,1,KCA_start,"(5, 4, 1)",7139,4
3,152,5,4,2,KCA_start,"(5, 4, 2)",7145,4
3,153,5,4,3,KCA_start,"(5, 4, 3)",14407,4
3,154,5,5,0,KCA_start,"(5, 5, 0)",7070,4
3,155,5,5,1,KCA_start,"(5, 5, 1)",7077,4
3,156,5,5,2,KCA_start,"(5, 5, 2)",7086,4
3,157,5,5,3,KCA_start,"(5, 5, 3)",7086,4
3,158,5,5,4,KCA_start,"(5, 5, 4)",7082,4
3,159,5,6,0,KCA_start,"(5, 6, 0)",7051,4
3,160,5,6,1,KCA_start,"(5, 6, 1)",7059,4
3,161,5,6,2,KCA_start,"(5, 6, 2)",7065,4
3,162,5,6,3,KCA_start,"(5, 6, 3)",7060,4
3,163,5,6,4,KCA_start,"(5, 6, 4)",7056,4
3,164,5,6,5,CA_start,"(6, 5)",20756,13
3,165,5,7,0,KCA_start,"(5, 7, 0)",7051,4
3,166,5,7,1,KCA_start,"(5, 7, 1)",7055,4
3,167,5,7,2,KCA_start,"(5, 7, 2)",7059,4
3,168,5,7,3,KCA_start,"(5, 7, 3)",7062,4
3,169,5,7,4,KCA_start,"(5, 7, 4)",7054,4
3,170,5,7,5,CA_start,"(7, 5)",14687,13
3,171,5,7,6,CA_start,"(7, 6)",8696,10
3,172,5,8,0,KCA_start,"(5, 8, 0)",7044,4
3,173,5,8,1,KCA_start,"(5, 8, 1)",7050,4
3,174,5,8,2,KCA_start,"(5, 8, 2)",7051,4
3,175,5,8,3,KCA_start,"(5, 8, 3)",7069,4
3,176,5,8,4,KCA_start,"(5, 8, 4)",7032,4
3,177,5,8,5,CA_start,"(8, 5)",14507,12
3,178,5,8,6,CA_start,"(8, 6)",7378,11
3,179,5,8,7,CA_start,"(8, 7)",1102,7
3,180,6,1,0,KCA_start,"(6, 1, 0)",42988,4
3,181,6,2,0,KCA_start,"(6, 2, 0)",7024,4
3,182,6,2,1,KCA_start,"(6, 2, 1)",35959,4
3,183,6,3,0,KCA_start,"(6, 3, 0)",7073,4
3,184,6,3,1,KCA_start,"(6, 3, 1)",7078,4
3,185,6,3,2,KCA_start,"(6, 3, 2)",28807,4
3,186,6,4,0,KCA_start,"(6, 4, 0)",7071,4
3,187,6,4,1,KCA_start,"(6, 4, 1)",7089,4
3,188,6,4,2,KCA_start,"(6, 4, 2)",7097,4
3,189,6,4,3,KCA_start,"(6, 4, 3)",21623,4
3,190,6,5,0,KCA_start,"(6, 5, 0)",6913,4
3,191,6,5,1,KCA_start,"(6, 5, 1)",6977,4
3,192,6,5,2,KCA_start,"(6, 5, 2)",6979,4
3,193,6,5,3,KCA_start,"(6, 5, 3)",6989,4
3,194,6,5,4,KCA_start,"(6, 5, 4)",13968,4
3,195,6,6,0,KCA_start,"(6, 6, 0)",6927,4
3,196,6,6,1,KCA_start,"(6, 6, 1)",6944,4
3,197,6,6,2,KCA_start,"(6, 6, 2)",6951,4
3,198,6,6,3,KCA_start,"(6, 6, 3)",6959,4
3,199,6,6,4,KCA_start,"(6, 6, 4)",6957,4
3,200,6,6,5,KCA_start,"(6, 6, 5)",6960,4
3,201,6,7,0,KCA_start,"(6, 7, 0)",6923,4
3,202,6,7,1,KCA_start,"(6, 7, 1)",6937,4
3,203,6,7,2,KCA_start,"(6, 7, 2)",6937,4
3,204,6,7,3,KCA_start,"(6, 7, 3)",6946,4
3,205,6,7,4,KCA_start,"(6, 7, 4)",6940,4
3,206,6,7,5,KCA_start,"(6, 7, 5)",6936,4
3,207,6,7,6,CA_start,"(7, 6)",8696,10
3,208,6,8,0,KCA_start,"(6, 8, 0)",6915,4
3,209,6,8,1,KCA_start,"(6, 8, 1)",6935,4
3,210,6,8,2,KCA_start,"(6, 8, 2)",6942,4
3,211,6,8,3,KCA_start,"(6, 8, 3)",6939,4
3,212,6,8,4,KCA_start,"(6, 8, 4)",6940,4
3,213,6,8,5,KCA_start,"(6, 8, 5)",6931,4
3,214,6,8,6,CA_start,"(8, 6)",7378,11
3,215,6,8,7,CA_start,"(8, 7)",1102,7
3,216,7,1,0,KCA_start,"(7, 1, 0)",50112,4
3,217,7,2,0,KCA_start,"(7, 2, 0)",1600,3
3,218,7,2,1,KCA_start,"(7, 2, 1)",48518,4
3,219,7,3,0,KCA_start,"(7, 3, 0)",5003,4
3,220,7,3,1,KCA_start,"(7, 3, 1)",7111,4
3,221,7,3,2,KCA_start,"(7, 3, 2)",38006,4
3,222,7,4,0,KCA_start,"(7, 4, 0)",5705,4
3,223,7,4,1,KCA_start,"(7, 4, 1)",6529,4
3,224,7,4,2,KCA_start,"(7, 4, 2)",7042,4
3,225,7,4,3,KCA_start,"(7, 4, 3)",30411,4
3,226,7,5,0,KCA_start,"(7, 5, 0)",4517,4
3,227,7,5,1,KCA_start,"(7, 5, 1)",6145,4
3,228,7,5,2,KCA_start,"(7, 5, 2)",7135,4
3,229,7,5,3,KCA_start,"(7, 5, 3)",7037,4
3,230,7,5,4,KCA_start,"(7, 5, 4)",21742,4
3,231,7,6,0,KCA_start,"(7, 6, 0)",3906,4
3,232,7,6,1,KCA_start,"(7, 6, 1)",7257,4
3,233,7,6,2,KCA_start,"(7, 6, 2)",7017,4
3,234,7,6,3,KCA_start,"(7, 6, 3)",6847,4
3,235,7,6,4,KCA_start,"(7, 6, 4)",6798,4
3,236,7,6,5,KCA_start,"(7, 6, 5)",13788,4
3,237,7,7,0,KCA_start,"(7, 7, 0)",2695,4
3,238,7,7,1,KCA_start,"(7, 7, 1)",4975,4
3,239,7,7,2,KCA_start,"(7, 7, 2)",6521,4
3,240,7,7,3,KCA_start,"(7, 7, 3)",7327,4
3,241,7,7,4,KCA_start,"(7, 7, 4)",7746,4
3,242,7,7,5,KCA_start,"(7, 7, 5)",7744,4
3,243,7,7,6,KCA_start,"(7, 7, 6)",8670,4
3,244,7,8,0,KCA_start,"(7, 8, 0)",2758,4
3,245,7,8,1,KCA_start,"(7, 8, 1)",5177,4
3,246,7,8,2,KCA_start,"(7, 8, 2)",6607,4
3,247,7,8,3,KCA_start,"(7, 8, 3)",7216,4
3,248,7,8,4,KCA_start,"(7, 8, 4)",7667,4
3,249,7,8,5,KCA_start,"(7, 8, 5)",7568,4
3,250,7,8,6,KCA_start,"(7, 8, 6)",7367,4
3,251,7,8,7,KCA_start,"(7, 8, 7)",1096,4
4,0,1,1,0,KCA_start,"(1, 1, 0)",7194,4
4,1,1,2,0,KCA_start,"(1, 2, 0)",7186,4
4,2,1,2,1,CA_start,"(2, 1)",156184,28
4,3,1,3,0,KCA_start,"(1, 3, 0)",7186,4
4,4,1,3,1,CA_start,"(3, 1)",42258,26
4,5,1,3,2,CA_start,"(3, 2)",110695,25
4,6,1,4,0,KCA_start,"(1, 4, 0)",7187,4
4,7,1,4,1,CA_start,"(4, 1)",42209,27
4,8,1,4,2,CA_start,"(4, 2)",35577,23
4,9,1,4,3,CA_start,"(4, 3)",73624,22
4,10,1,5,0,KCA_start,"(1, 5, 0)",7182,4
4,11,1,5,1,CA_start,"(5, 1)",41663,26
4,12,1,5,2,CA_start,"(5, 2)",35543,24
4,13,1,5,3,CA_start,"(5, 3)",28220,19
4,14,1,5,4,CA_start,"(5, 4)",42935,16
4,15,1,6,0,KCA_start,"(1, 6, 0)",7176,4
4,16,1,6,1,CA_start,"(6, 1)",42709,24
4,17,1,6,2,CA_start,"(6, 2)",35281,22
4,18,1,6,3,CA_start,"(6, 3)",27962,22
4,19,1,6,4,CA_start,"(6, 4)",20782,16
4,20,1,6,5,CA_start,"(6, 5)",20762,13
4,21,1,7,0,KCA_start,"(1, 7, 0)",7176,4
4,22,1,7,1,CA_start,"(7, 1)",40324,24
4,23,1,7,2,CA_start,"(7, 2)",34714,21
4,24,1,7,3,CA_start,"(7, 3)",28339,22
4,25,1,7,4,CA_start,"(7, 4)",21679,15
4,26,1,7,5,CA_start,"(7, 5)",14742,13
4,27,1,7,6,CA_start,"(7, 6)",8749,9
4,28,1,8,0,KCA_start,"(1, 8, 0)",7177,4
4,29,1,8,1,CA_start,"(8, 1)",40514,24
4,30,1,8,2,CA_start,"(8, 2)",34815,22
4,31,1,8,3,CA_start,"(8, 3)",28310,22
4,32,1,8,4,CA_start,"(8, 4)",21604,16
4,33,1,8,5,CA_start,"(8, 5)",14529,11
4,34,1,8,6,CA_start,"(8, 6)",7392,10
4,35,1,8,7,CA_start,"(8, 7)",1147,7
4,36,2,1,0,KCA_start,"(2, 1, 0)",14366,4
4,37,2,2,0,KCA_start,"(2, 2, 0)",7178,4
4,38,2,2,1,KCA_start,"(2, 2, 1)",7188,4
4,39,2,3,0,KCA_start,"(2, 3, 0)",7179,4
4,40,2,3,1,KCA_start,"(2, 3, 1)",7179,4
4,41,2,3,2,CA_start,"(3, 2)",110695,25
4,42,2,4,0,KCA_start,"(2, 4, 0)",7182,4
4,43,2,4,1,KCA_start,"(2, 4, 1)",7177,4
4,44,2,4,2,CA_start,"(4, 2)",35577,23
4,45,2,4,3,CA_start,"(4, 3)",73624,22
4,46,2,5,0,KCA_start,"(2, 5, 0)",7173,4
4,47,2,5,1,KCA_start,"(2, 5, 1)",7175,4
4,48,2,5,2,CA_start,"(5, 2)",35543,24
4,49,2,5,3,CA_start,"(5, 3)",28220,19
4,50,2,5,4,CA_start,"(5, 4)",42935,16
4,51,2,6,0,KCA_start,"(2, 6, 0)",7160,4
4,52,2,6,1,KCA_start,"(2, 6, 1)",7161,4
4,53,2,6,2,CA_start,"(6, 2)",35281,22
4,54,2,6,3,CA_start,"(6, 3)",27962,22
4,55,2,6,4,CA_start,"(6, 4)",20782,16
4,56,2,6,5,CA_start,"(6, 5)",20762,13
4,57,2,7,0,KCA_start,"(2, 7, 0)",7157,4
4,58,2,7,1,KCA_start,"(2, 7, 1)",7158,4
4,59,2,7,2,CA_start,"(7, 2)",34714,21
4,60,2,7,3,CA_start,"(7, 3)",28339,22
4,61,2,7,4,CA_start,"(7, 4)",21679,15
4,62,2,7,5,CA_start,"(7, 5)",14742,13
4,63,2,7,6,CA_start,"(7, 6)",8749,9
4,64,2,8,0,KCA_start,"(2, 8, 0)",7159,4
4,65,2,8,1,KCA_start,"(2, 8, 1)",7161,4
4,66,2,8,2,CA_start,"(8, 2)",34815,22
4,67,2,8,3,CA_start,"(8, 3)",28310,22
4,68,2,8,4,CA_start,"(8, 4)",21604,16
4,69,2,8,5,CA_start,"(8, 5)",14529,11
4,70,2,8,6,CA_start,"(8, 6)",7392,10
4,71,2,8,7,CA_start,"(8, 7)",1147,7
4,72,3,1,0,KCA_start,"(3, 1, 0)",21517,4
4,73,3,2,0,KCA_start,"(3, 2, 0)",7164,4
4,74,3,2,1,KCA_start,"(3, 2, 1)",14366,4
4,75,3,3,0,KCA_start,"(3, 3, 0)",7162,4
4,76,3,3,1,KCA_start,"(3, 3, 1)",7162,4
4,77,3,3,2,KCA_start,"(3, 3, 2)",7194,4
4,78,3,4,0,KCA_start,"(3, 4, 0)",7164,4
4,79,3,4,1,KCA_start,"(3, 4, 1)",7162,4
4,80,3,4,2,KCA_start,"(3, 4, 2)",7161,4
4,81,3,4,3,CA_start,"(4, 3)",73624,22
4,82,3,5,0,KCA_start,"(3, 5, 0)",7158,4
4,83,3,5,1,KCA_start,"(3, 5, 1)",7158,4
4,84,3,5,2,KCA_start,"(3, 5, 2)",7160,4
4,85,3,5,3,CA_start,"(5, 3)",28220,19
4,86,3,5,4,CA_start,"(5, 4)",42935,16
4,87,3,6,0,KCA_start,"(3, 6, 0)",7137,4
4,88,3,6,1,KCA_start,"(3, 6, 1)",7138,4
4,89,3,6,2,KCA_start,"(3, 6, 2)",7134,4
4,90,3,6,3,CA_start,"(6, 3)",27962,22
4,91,3,6,4,CA_start,"(6, 4)",20782,16
4,92,3,6,5,CA_start,"(6, 5)",20762,13
4,93,3,7,0,KCA_start,"(3, 7, 0)",7134,4
4,94,3,7,1,KCA_start,"(3, 7, 1)",7137,4
4,95,3,7,2,KCA_start,"(3, 7, 2)",7132,4
4,96,3,7,3,CA_start,"(7, 3)",28339,22
4,97,3,7,4,CA_start,"(7, 4)",21679,15
4,98,3,7,5,CA_start,"(7, 5)",14742,13
4,99,3,7,6,CA_start,"(7, 6)",8749,9
4,100,3,8,0,KCA_start,"(3, 8, 0)",7131,4
4,101,3,8,1,KCA_start,"(3, 8, 1)",7135,4
4,102,3,8,2,KCA_start,"(3, 8, 2)",7132,4
4,103,3,8,3,CA_start,"(8, 3)",28310,22
4,104,3,8,4,CA_start,"(8, 4)",21604,16
4,105,3,8,5,CA_start,"(8, 5)",14529,11
4,106,3,8,6,CA_start,"(8, 6)",7392,10
4,107,3,8,7,CA_start,"(8, 7)",1147,7
4,108,4,1,0,KCA_start,"(4, 1, 0)",28690,4
4,109,4,2,0,KCA_start,"(4, 2, 0)",7148,4
4,110,4,2,1,KCA_start,"(4, 2, 1)",21548,4
4,111,4,3,0,KCA_start,"(4, 3, 0)",7151,4
4,112,4,3,1,KCA_start,"(4, 3, 1)",7152,4
4,113,4,3,2,KCA_start,"(4, 3, 2)",14394,4
4,114,4,4,0,KCA_start,"(4, 4, 0)",7161,4
4,115,4,4,1,KCA_start,"(4, 4, 1)",7163,4
4,116,4,4,2,KCA_start,"(4, 4, 2)",7161,4
4,117,4,4,3,KCA_start,"(4, 4, 3)",7220,4
4,118,4,5,0,KCA_start,"(4, 5, 0)",7116,4
4,119,4,5,1,KCA_start,"(4, 5, 1)",7124,4
4,120,4,5,2,KCA_start,"(4, 5, 2)",7150,4
4,121,4,5,3,KCA_start,"(4, 5, 3)",7080,4
4,122,4,5,4,CA_start,"(5, 4)",42935,16
4,123,4,6,0,KCA_start,"(4, 6, 0)",7104,4
4,124,4,6,1,KCA_start,"(4, 6, 1)",7108,4
4,125,4,6,2,KCA_start,"(4, 6, 2)",7128,4
4,126,4,6,3,KCA_start,"(4, 6, 3)",7091,4
4,127,4,6,4,CA_start,"(6, 4)",20782,16
4,128,4,6,5,CA_start,"(6, 5)",20762,13
4,129,4,7,0,KCA_start,"(4, 7, 0)",7102,4
4,130,4,7,1,KCA_start,"(4, 7, 1)",7112,4
4,131,4,7,2,KCA_start,"(4, 7, 2)",7123,4
4,132,4,7,3,KCA_start,"(4, 7, 3)",7094,4
4,133,4,7,4,CA_start,"(7, 4)",21679,15
4,134,4,7,5,CA_start,"(7, 5)",14742,13
4,135,4,7,6,CA_start,"(7, 6)",8749,9
4,136,4,8,0,KCA_start,"(4, 8, 0)",7101,4
4,137,4,8,1,KCA_start,"(4, 8, 1)",7106,4
4,138,4,8,2,KCA_start,"(4, 8, 2)",7107,4
4,139,4,8,3,KCA_start,"(4, 8, 3)",7097,4
4,140,4,8,4,CA_start,"(8, 4)",21604,16
4,141,4,8,5,CA_start,"(8, 5)",14529,11
4,142,4,8,6,CA_start,"(8, 6)",7392,10
4,143,4,8,7,CA_start,"(8, 7)",1147,7
4,144,5,1,0,KCA_start,"(5, 1, 0)",35845,4
4,145,5,2,0,KCA_start,"(5, 2, 0)",7118,4
4,146,5,2,1,KCA_start,"(5, 2, 1)",28728,4
4,147,5,3,0,KCA_start,"(5, 3, 0)",7130,4
4,148,5,3,1,KCA_start,"(5, 3, 1)",7133,4
4,149,5,3,2,KCA_start,"(5, 3, 2)",21586,4
