fold,service_lookup_id,K,C,A_start,level,key,training_samples,training_runs
4,150,5,4,0,KCA_start,"(5, 4, 0)",7131,4
4,151,5,4,1,KCA_start,"(5, 4, 1)",7138,4
4,152,5,4,2,KCA_start,"(5, 4, 2)",7139,4
4,153,5,4,3,KCA_start,"(5, 4, 3)",14421,4
4,154,5,5,0,KCA_start,"(5, 5, 0)",7067,4
4,155,5,5,1,KCA_start,"(5, 5, 1)",7069,4
4,156,5,5,2,KCA_start,"(5, 5, 2)",7077,4
4,157,5,5,3,KCA_start,"(5, 5, 3)",7080,4
4,158,5,5,4,KCA_start,"(5, 5, 4)",7079,4
4,159,5,6,0,KCA_start,"(5, 6, 0)",7053,4
4,160,5,6,1,KCA_start,"(5, 6, 1)",7059,4
4,161,5,6,2,KCA_start,"(5, 6, 2)",7066,4
4,162,5,6,3,KCA_start,"(5, 6, 3)",7061,4
4,163,5,6,4,KCA_start,"(5, 6, 4)",7052,4
4,164,5,6,5,CA_start,"(6, 5)",20762,13
4,165,5,7,0,KCA_start,"(5, 7, 0)",7051,4
4,166,5,7,1,KCA_start,"(5, 7, 1)",7056,4
4,167,5,7,2,KCA_start,"(5, 7, 2)",7061,4
4,168,5,7,3,KCA_start,"(5, 7, 3)",7062,4
4,169,5,7,4,KCA_start,"(5, 7, 4)",7056,4
4,170,5,7,5,CA_start,"(7, 5)",14742,13
4,171,5,7,6,CA_start,"(7, 6)",8749,9
4,172,5,8,0,KCA_start,"(5, 8, 0)",7042,4
4,173,5,8,1,KCA_start,"(5, 8, 1)",7048,4
4,174,5,8,2,KCA_start,"(5, 8, 2)",7050,4
4,175,5,8,3,KCA_start,"(5, 8, 3)",7072,4
4,176,5,8,4,KCA_start,"(5, 8, 4)",7033,4
4,177,5,8,5,CA_start,"(8, 5)",14529,11
4,178,5,8,6,CA_start,"(8, 6)",7392,10
4,179,5,8,7,CA_start,"(8, 7)",1147,7
4,180,6,1,0,KCA_start,"(6, 1, 0)",42995,4
4,181,6,2,0,KCA_start,"(6, 2, 0)",7024,4
4,182,6,2,1,KCA_start,"(6, 2, 1)",35965,4
4,183,6,3,0,KCA_start,"(6, 3, 0)",7066,4
4,184,6,3,1,KCA_start,"(6, 3, 1)",7074,4
4,185,6,3,2,KCA_start,"(6, 3, 2)",28816,4
4,186,6,4,0,KCA_start,"(6, 4, 0)",7076,4
4,187,6,4,1,KCA_start,"(6, 4, 1)",7094,4
4,188,6,4,2,KCA_start,"(6, 4, 2)",7105,4
4,189,6,4,3,KCA_start,"(6, 4, 3)",21536,4
4,190,6,5,0,KCA_start,"(6, 5, 0)",6916,4
4,191,6,5,1,KCA_start,"(6, 5, 1)",6976,4
4,192,6,5,2,KCA_start,"(6, 5, 2)",6979,4
4,193,6,5,3,KCA_start,"(6, 5, 3)",6988,4
4,194,6,5,4,KCA_start,"(6, 5, 4)",13955,4
4,195,6,6,0,KCA_start,"(6, 6, 0)",6921,4
4,196,6,6,1,KCA_start,"(6, 6, 1)",6936,4
4,197,6,6,2,KCA_start,"(6, 6, 2)",6945,4
4,198,6,6,3,KCA_start,"(6, 6, 3)",6949,4
4,199,6,6,4,KCA_start,"(6, 6, 4)",6952,4
4,200,6,6,5,KCA_start,"(6, 6, 5)",6958,4
4,201,6,7,0,KCA_start,"(6, 7, 0)",6921,4
4,202,6,7,1,KCA_start,"(6, 7, 1)",6934,4
4,203,6,7,2,KCA_start,"(6, 7, 2)",6934,4
4,204,6,7,3,KCA_start,"(6, 7, 3)",6942,4
4,205,6,7,4,KCA_start,"(6, 7, 4)",6936,4
4,206,6,7,5,KCA_start,"(6, 7, 5)",6935,4
4,207,6,7,6,CA_start,"(7, 6)",8749,9
4,208,6,8,0,KCA_start,"(6, 8, 0)",6924,4
4,209,6,8,1,KCA_start,"(6, 8, 1)",6941,4
4,210,6,8,2,KCA_start,"(6, 8, 2)",6949,4
4,211,6,8,3,KCA_start,"(6, 8, 3)",6942,4
4,212,6,8,4,KCA_start,"(6, 8, 4)",6948,4
4,213,6,8,5,KCA_start,"(6, 8, 5)",6942,4
4,214,6,8,6,CA_start,"(8, 6)",7392,10
4,215,6,8,7,CA_start,"(8, 7)",1147,7
4,216,7,1,0,KCA_start,"(7, 1, 0)",50133,4
4,217,7,2,0,KCA_start,"(7, 2, 0)",1746,3
4,218,7,2,1,KCA_start,"(7, 2, 1)",48384,4
4,219,7,3,0,KCA_start,"(7, 3, 0)",4863,4
4,220,7,3,1,KCA_start,"(7, 3, 1)",6555,4
4,221,7,3,2,KCA_start,"(7, 3, 2)",38698,4
4,222,7,4,0,KCA_start,"(7, 4, 0)",5622,4
4,223,7,4,1,KCA_start,"(7, 4, 1)",6471,4
4,224,7,4,2,KCA_start,"(7, 4, 2)",7008,4
4,225,7,4,3,KCA_start,"(7, 4, 3)",30420,4
4,226,7,5,0,KCA_start,"(7, 5, 0)",4554,4
4,227,7,5,1,KCA_start,"(7, 5, 1)",6159,4
4,228,7,5,2,KCA_start,"(7, 5, 2)",7173,4
4,229,7,5,3,KCA_start,"(7, 5, 3)",7068,4
4,230,7,5,4,KCA_start,"(7, 5, 4)",21892,4
4,231,7,6,0,KCA_start,"(7, 6, 0)",3840,4
4,232,7,6,1,KCA_start,"(7, 6, 1)",7307,4
4,233,7,6,2,KCA_start,"(7, 6, 2)",7005,4
4,234,7,6,3,KCA_start,"(7, 6, 3)",6854,4
4,235,7,6,4,KCA_start,"(7, 6, 4)",6773,4
4,236,7,6,5,KCA_start,"(7, 6, 5)",13789,4
4,237,7,7,0,KCA_start,"(7, 7, 0)",2678,4
4,238,7,7,1,KCA_start,"(7, 7, 1)",4927,4
4,239,7,7,2,KCA_start,"(7, 7, 2)",6463,4
4,240,7,7,3,KCA_start,"(7, 7, 3)",7234,4
4,241,7,7,4,KCA_start,"(7, 7, 4)",7684,4
4,242,7,7,5,KCA_start,"(7, 7, 5)",7801,4
4,243,7,7,6,KCA_start,"(7, 7, 6)",8729,4
4,244,7,8,0,KCA_start,"(7, 8, 0)",2720,4
4,245,7,8,1,KCA_start,"(7, 8, 1)",5123,4
4,246,7,8,2,KCA_start,"(7, 8, 2)",6575,4
4,247,7,8,3,KCA_start,"(7, 8, 3)",7191,4
4,248,7,8,4,KCA_start,"(7, 8, 4)",7618,4
4,249,7,8,5,KCA_start,"(7, 8, 5)",7580,4
4,250,7,8,6,KCA_start,"(7, 8, 6)",7382,4
4,251,7,8,7,KCA_start,"(7, 8, 7)",1141,4
5,0,1,1,0,KCA_start,"(1, 1, 0)",7194,4
5,1,1,2,0,KCA_start,"(1, 2, 0)",7185,4
5,2,1,2,1,CA_start,"(2, 1)",156904,28
5,3,1,3,0,KCA_start,"(1, 3, 0)",7187,4
5,4,1,3,1,CA_start,"(3, 1)",42375,27
5,5,1,3,2,CA_start,"(3, 2)",110983,26
5,6,1,4,0,KCA_start,"(1, 4, 0)",7188,4
5,7,1,4,1,CA_start,"(4, 1)",42235,27
5,8,1,4,2,CA_start,"(4, 2)",35581,22
5,9,1,4,3,CA_start,"(4, 3)",73648,21
5,10,1,5,0,KCA_start,"(1, 5, 0)",7185,4
5,11,1,5,1,CA_start,"(5, 1)",41643,27
5,12,1,5,2,CA_start,"(5, 2)",35585,23
5,13,1,5,3,CA_start,"(5, 3)",28266,18
5,14,1,5,4,CA_start,"(5, 4)",43044,16
5,15,1,6,0,KCA_start,"(1, 6, 0)",7176,4
5,16,1,6,1,CA_start,"(6, 1)",42720,24
5,17,1,6,2,CA_start,"(6, 2)",35265,23
5,18,1,6,3,CA_start,"(6, 3)",27950,21
5,19,1,6,4,CA_start,"(6, 4)",20772,15
5,20,1,6,5,CA_start,"(6, 5)",20675,13
5,21,1,7,0,KCA_start,"(1, 7, 0)",7176,4
5,22,1,7,1,CA_start,"(7, 1)",40363,24
5,23,1,7,2,CA_start,"(7, 2)",34708,21
5,24,1,7,3,CA_start,"(7, 3)",28357,23
5,25,1,7,4,CA_start,"(7, 4)",21671,15
5,26,1,7,5,CA_start,"(7, 5)",14728,12
5,27,1,7,6,CA_start,"(7, 6)",8830,10
5,28,1,8,0,KCA_start,"(1, 8, 0)",7177,4
5,29,1,8,1,CA_start,"(8, 1)",40540,24
5,30,1,8,2,CA_start,"(8, 2)",34840,22
5,31,1,8,3,CA_start,"(8, 3)",28371,22
5,32,1,8,4,CA_start,"(8, 4)",21571,15
5,33,1,8,5,CA_start,"(8, 5)",14478,11
5,34,1,8,6,CA_start,"(8, 6)",7300,10
5,35,1,8,7,CA_start,"(8, 7)",1102,7
5,36,2,1,0,KCA_start,"(2, 1, 0)",14368,4
5,37,2,2,0,KCA_start,"(2, 2, 0)",7176,4
5,38,2,2,1,KCA_start,"(2, 2, 1)",7188,4
5,39,2,3,0,KCA_start,"(2, 3, 0)",7180,4
5,40,2,3,1,KCA_start,"(2, 3, 1)",7181,4
5,41,2,3,2,CA_start,"(3, 2)",110983,26
5,42,2,4,0,KCA_start,"(2, 4, 0)",7181,4
5,43,2,4,1,KCA_start,"(2, 4, 1)",7177,4
5,44,2,4,2,CA_start,"(4, 2)",35581,22
5,45,2,4,3,CA_start,"(4, 3)",73648,21
5,46,2,5,0,KCA_start,"(2, 5, 0)",7173,4
5,47,2,5,1,KCA_start,"(2, 5, 1)",7174,4
5,48,2,5,2,CA_start,"(5, 2)",35585,23
5,49,2,5,3,CA_start,"(5, 3)",28266,18
5,50,2,5,4,CA_start,"(5, 4)",43044,16
5,51,2,6,0,KCA_start,"(2, 6, 0)",7157,4
5,52,2,6,1,KCA_start,"(2, 6, 1)",7158,4
5,53,2,6,2,CA_start,"(6, 2)",35265,23
5,54,2,6,3,CA_start,"(6, 3)",27950,21
5,55,2,6,4,CA_start,"(6, 4)",20772,15
5,56,2,6,5,CA_start,"(6, 5)",20675,13
5,57,2,7,0,KCA_start,"(2, 7, 0)",7157,4
5,58,2,7,1,KCA_start,"(2, 7, 1)",7158,4
5,59,2,7,2,CA_start,"(7, 2)",34708,21
5,60,2,7,3,CA_start,"(7, 3)",28357,23
5,61,2,7,4,CA_start,"(7, 4)",21671,15
5,62,2,7,5,CA_start,"(7, 5)",14728,12
5,63,2,7,6,CA_start,"(7, 6)",8830,10
5,64,2,8,0,KCA_start,"(2, 8, 0)",7157,4
5,65,2,8,1,KCA_start,"(2, 8, 1)",7159,4
5,66,2,8,2,CA_start,"(8, 2)",34840,22
5,67,2,8,3,CA_start,"(8, 3)",28371,22
5,68,2,8,4,CA_start,"(8, 4)",21571,15
5,69,2,8,5,CA_start,"(8, 5)",14478,11
5,70,2,8,6,CA_start,"(8, 6)",7300,10
5,71,2,8,7,CA_start,"(8, 7)",1102,7
5,72,3,1,0,KCA_start,"(3, 1, 0)",21521,4
5,73,3,2,0,KCA_start,"(3, 2, 0)",7165,4
5,74,3,2,1,KCA_start,"(3, 2, 1)",14366,4
5,75,3,3,0,KCA_start,"(3, 3, 0)",7160,4
5,76,3,3,1,KCA_start,"(3, 3, 1)",7162,4
5,77,3,3,2,KCA_start,"(3, 3, 2)",7192,4
5,78,3,4,0,KCA_start,"(3, 4, 0)",7162,4
5,79,3,4,1,KCA_start,"(3, 4, 1)",7161,4
5,80,3,4,2,KCA_start,"(3, 4, 2)",7161,4
5,81,3,4,3,CA_start,"(4, 3)",73648,21
5,82,3,5,0,KCA_start,"(3, 5, 0)",7159,4
5,83,3,5,1,KCA_start,"(3, 5, 1)",7159,4
5,84,3,5,2,KCA_start,"(3, 5, 2)",7161,4
5,85,3,5,3,CA_start,"(5, 3)",28266,18
5,86,3,5,4,CA_start,"(5, 4)",43044,16
5,87,3,6,0,KCA_start,"(3, 6, 0)",7139,4
5,88,3,6,1,KCA_start,"(3, 6, 1)",7139,4
5,89,3,6,2,KCA_start,"(3, 6, 2)",7137,4
5,90,3,6,3,CA_start,"(6, 3)",27950,21
5,91,3,6,4,CA_start,"(6, 4)",20772,15
5,92,3,6,5,CA_start,"(6, 5)",20675,13
5,93,3,7,0,KCA_start,"(3, 7, 0)",7132,4
5,94,3,7,1,KCA_start,"(3, 7, 1)",7134,4
5,95,3,7,2,KCA_start,"(3, 7, 2)",7134,4
5,96,3,7,3,CA_start,"(7, 3)",28357,23
5,97,3,7,4,CA_start,"(7, 4)",21671,15
5,98,3,7,5,CA_start,"(7, 5)",14728,12
5,99,3,7,6,CA_start,"(7, 6)",8830,10
5,100,3,8,0,KCA_start,"(3, 8, 0)",7131,4
5,101,3,8,1,KCA_start,"(3, 8, 1)",7136,4
5,102,3,8,2,KCA_start,"(3, 8, 2)",7132,4
5,103,3,8,3,CA_start,"(8, 3)",28371,22
5,104,3,8,4,CA_start,"(8, 4)",21571,15
5,105,3,8,5,CA_start,"(8, 5)",14478,11
5,106,3,8,6,CA_start,"(8, 6)",7300,10
5,107,3,8,7,CA_start,"(8, 7)",1102,7
5,108,4,1,0,KCA_start,"(4, 1, 0)",28693,4
5,109,4,2,0,KCA_start,"(4, 2, 0)",7151,4
5,110,4,2,1,KCA_start,"(4, 2, 1)",21555,4
5,111,4,3,0,KCA_start,"(4, 3, 0)",7151,4
5,112,4,3,1,KCA_start,"(4, 3, 1)",7154,4
5,113,4,3,2,KCA_start,"(4, 3, 2)",14390,4
5,114,4,4,0,KCA_start,"(4, 4, 0)",7156,4
5,115,4,4,1,KCA_start,"(4, 4, 1)",7159,4
5,116,4,4,2,KCA_start,"(4, 4, 2)",7157,4
5,117,4,4,3,KCA_start,"(4, 4, 3)",7214,4
5,118,4,5,0,KCA_start,"(4, 5, 0)",7112,4
5,119,4,5,1,KCA_start,"(4, 5, 1)",7119,4
5,120,4,5,2,KCA_start,"(4, 5, 2)",7143,4
5,121,4,5,3,KCA_start,"(4, 5, 3)",7079,4
5,122,4,5,4,CA_start,"(5, 4)",43044,16
5,123,4,6,0,KCA_start,"(4, 6, 0)",7109,4
5,124,4,6,1,KCA_start,"(4, 6, 1)",7114,4
5,125,4,6,2,KCA_start,"(4, 6, 2)",7122,4
5,126,4,6,3,KCA_start,"(4, 6, 3)",7117,4
5,127,4,6,4,CA_start,"(6, 4)",20772,15
5,128,4,6,5,CA_start,"(6, 5)",20675,13
5,129,4,7,0,KCA_start,"(4, 7, 0)",7103,4
5,130,4,7,1,KCA_start,"(4, 7, 1)",7113,4
5,131,4,7,2,KCA_start,"(4, 7, 2)",7124,4
5,132,4,7,3,KCA_start,"(4, 7, 3)",7095,4
5,133,4,7,4,CA_start,"(7, 4)",21671,15
5,134,4,7,5,CA_start,"(7, 5)",14728,12
5,135,4,7,6,CA_start,"(7, 6)",8830,10
5,136,4,8,0,KCA_start,"(4, 8, 0)",7107,4
5,137,4,8,1,KCA_start,"(4, 8, 1)",7110,4
5,138,4,8,2,KCA_start,"(4, 8, 2)",7114,4
5,139,4,8,3,KCA_start,"(4, 8, 3)",7103,4
5,140,4,8,4,CA_start,"(8, 4)",21571,15
5,141,4,8,5,CA_start,"(8, 5)",14478,11
5,142,4,8,6,CA_start,"(8, 6)",7300,10
5,143,4,8,7,CA_start,"(8, 7)",1102,7
5,144,5,1,0,KCA_start,"(5, 1, 0)",35851,4
5,145,5,2,0,KCA_start,"(5, 2, 0)",7118,4
5,146,5,2,1,KCA_start,"(5, 2, 1)",28726,4
5,147,5,3,0,KCA_start,"(5, 3, 0)",7133,4
5,148,5,3,1,KCA_start,"(5, 3, 1)",7137,4
5,149,5,3,2,KCA_start,"(5, 3, 2)",21574,4
5,150,5,4,0,KCA_start,"(5, 4, 0)",7129,4
5,151,5,4,1,KCA_start,"(5, 4, 1)",7136,4
5,152,5,4,2,KCA_start,"(5, 4, 2)",7144,4
5,153,5,4,3,KCA_start,"(5, 4, 3)",14411,4
5,154,5,5,0,KCA_start,"(5, 5, 0)",7073,4
5,155,5,5,1,KCA_start,"(5, 5, 1)",7080,4
5,156,5,5,2,KCA_start,"(5, 5, 2)",7088,4
5,157,5,5,3,KCA_start,"(5, 5, 3)",7092,4
5,158,5,5,4,KCA_start,"(5, 5, 4)",7082,4
5,159,5,6,0,KCA_start,"(5, 6, 0)",7051,4
5,160,5,6,1,KCA_start,"(5, 6, 1)",7057,4
5,161,5,6,2,KCA_start,"(5, 6, 2)",7061,4
5,162,5,6,3,KCA_start,"(5, 6, 3)",7063,4
5,163,5,6,4,KCA_start,"(5, 6, 4)",7051,4
5,164,5,6,5,CA_start,"(6, 5)",20675,13
5,165,5,7,0,KCA_start,"(5, 7, 0)",7052,4
5,166,5,7,1,KCA_start,"(5, 7, 1)",7058,4
5,167,5,7,2,KCA_start,"(5, 7, 2)",7059,4
5,168,5,7,3,KCA_start,"(5, 7, 3)",7061,4
5,169,5,7,4,KCA_start,"(5, 7, 4)",7059,4
5,170,5,7,5,CA_start,"(7, 5)",14728,12
5,171,5,7,6,CA_start,"(7, 6)",8830,10
5,172,5,8,0,KCA_start,"(5, 8, 0)",7050,4
5,173,5,8,1,KCA_start,"(5, 8, 1)",7056,4
5,174,5,8,2,KCA_start,"(5, 8, 2)",7057,4
5,175,5,8,3,KCA_start,"(5, 8, 3)",7079,4
5,176,5,8,4,KCA_start,"(5, 8, 4)",7036,4
5,177,5,8,5,CA_start,"(8, 5)",14478,11
5,178,5,8,6,CA_start,"(8, 6)",7300,10
5,179,5,8,7,CA_start,"(8, 7)",1102,7
5,180,6,1,0,KCA_start,"(6, 1, 0)",42989,4
5,181,6,2,0,KCA_start,"(6, 2, 0)",7023,4
5,182,6,2,1,KCA_start,"(6, 2, 1)",35957,4
5,183,6,3,0,KCA_start,"(6, 3, 0)",7076,4
5,184,6,3,1,KCA_start,"(6, 3, 1)",7083,4
5,185,6,3,2,KCA_start,"(6, 3, 2)",28816,4
5,186,6,4,0,KCA_start,"(6, 4, 0)",7082,4
5,187,6,4,1,KCA_start,"(6, 4, 1)",7088,4
5,188,6,4,2,KCA_start,"(6, 4, 2)",7095,4
5,189,6,4,3,KCA_start,"(6, 4, 3)",21542,4
5,190,6,5,0,KCA_start,"(6, 5, 0)",6912,4
5,191,6,5,1,KCA_start,"(6, 5, 1)",6972,4
5,192,6,5,2,KCA_start,"(6, 5, 2)",6978,4
5,193,6,5,3,KCA_start,"(6, 5, 3)",6982,4
5,194,6,5,4,KCA_start,"(6, 5, 4)",13965,4
5,195,6,6,0,KCA_start,"(6, 6, 0)",6926,4
5,196,6,6,1,KCA_start,"(6, 6, 1)",6940,4
5,197,6,6,2,KCA_start,"(6, 6, 2)",6947,4
5,198,6,6,3,KCA_start,"(6, 6, 3)",6955,4
5,199,6,6,4,KCA_start,"(6, 6, 4)",6954,4
5,200,6,6,5,KCA_start,"(6, 6, 5)",6960,4
5,201,6,7,0,KCA_start,"(6, 7, 0)",6917,4
5,202,6,7,1,KCA_start,"(6, 7, 1)",6934,4
5,203,6,7,2,KCA_start,"(6, 7, 2)",6928,4
5,204,6,7,3,KCA_start,"(6, 7, 3)",6942,4
5,205,6,7,4,KCA_start,"(6, 7, 4)",6932,4
5,206,6,7,5,KCA_start,"(6, 7, 5)",6933,4
5,207,6,7,6,CA_start,"(7, 6)",8830,10
5,208,6,8,0,KCA_start,"(6, 8, 0)",6916,4
5,209,6,8,1,KCA_start,"(6, 8, 1)",6936,4
5,210,6,8,2,KCA_start,"(6, 8, 2)",6941,4
5,211,6,8,3,KCA_start,"(6, 8, 3)",6939,4
5,212,6,8,4,KCA_start,"(6, 8, 4)",6943,4
5,213,6,8,5,KCA_start,"(6, 8, 5)",6933,4
5,214,6,8,6,CA_start,"(8, 6)",7300,10
5,215,6,8,7,CA_start,"(8, 7)",1102,7
5,216,7,1,0,KCA_start,"(7, 1, 0)",50115,4
5,217,7,2,0,KCA_start,"(7, 2, 0)",1014,3
5,218,7,2,1,KCA_start,"(7, 2, 1)",49106,4
5,219,7,3,0,KCA_start,"(7, 3, 0)",4472,4
5,220,7,3,1,KCA_start,"(7, 3, 1)",6654,4
5,221,7,3,2,KCA_start,"(7, 3, 2)",39004,4
5,222,7,4,0,KCA_start,"(7, 4, 0)",5664,4
5,223,7,4,1,KCA_start,"(7, 4, 1)",6510,4
5,224,7,4,2,KCA_start,"(7, 4, 2)",7022,4
5,225,7,4,3,KCA_start,"(7, 4, 3)",30456,4
5,226,7,5,0,KCA_start,"(7, 5, 0)",4474,4
5,227,7,5,1,KCA_start,"(7, 5, 1)",6135,4
5,228,7,5,2,KCA_start,"(7, 5, 2)",7212,4
5,229,7,5,3,KCA_start,"(7, 5, 3)",7110,4
5,230,7,5,4,KCA_start,"(7, 5, 4)",21989,4
5,231,7,6,0,KCA_start,"(7, 6, 0)",4009,4
5,232,7,6,1,KCA_start,"(7, 6, 1)",7312,4
5,233,7,6,2,KCA_start,"(7, 6, 2)",6994,4
5,234,7,6,3,KCA_start,"(7, 6, 3)",6810,4
5,235,7,6,4,KCA_start,"(7, 6, 4)",6764,4
5,236,7,6,5,KCA_start,"(7, 6, 5)",13701,4
5,237,7,7,0,KCA_start,"(7, 7, 0)",2690,4
5,238,7,7,1,KCA_start,"(7, 7, 1)",4966,4
5,239,7,7,2,KCA_start,"(7, 7, 2)",6462,4
5,240,7,7,3,KCA_start,"(7, 7, 3)",7251,4
5,241,7,7,4,KCA_start,"(7, 7, 4)",7677,4
5,242,7,7,5,KCA_start,"(7, 7, 5)",7789,4
5,243,7,7,6,KCA_start,"(7, 7, 6)",8806,4
5,244,7,8,0,KCA_start,"(7, 8, 0)",2767,4
5,245,7,8,1,KCA_start,"(7, 8, 1)",5143,4
5,246,7,8,2,KCA_start,"(7, 8, 2)",6594,4
5,247,7,8,3,KCA_start,"(7, 8, 3)",7241,4
5,248,7,8,4,KCA_start,"(7, 8, 4)",7588,4
5,249,7,8,5,KCA_start,"(7, 8, 5)",7540,4
5,250,7,8,6,KCA_start,"(7, 8, 6)",7289,4
5,251,7,8,7,KCA_start,"(7, 8, 7)",1096,4
