fold,run,K,C,A_start,training_n,training_runs,test_n,train_W_q25_ns,train_W_q75_ns,test_low_n,test_high_n,test_low_service_mean_ms,test_high_service_mean_ms,high_minus_low_ms,heldout_spearman_W_S,heldout_service_CDF_mean
1,105,3,6,1,7138,4,1785,44021.25,131067.75,500,382,11.957342624,11.833312259162303,-0.12403036483769725,-0.07430805444654573,0.4941737636494777
1,105,3,6,2,7135,4,1785,45463.5,131257.0,384,468,11.9933067578125,11.657662228632478,-0.33564452918002097,-0.25467157492363646,0.4844009194427596
1,110,3,7,0,7135,4,1782,43390.0,90529.0,562,348,11.713102366548043,12.566917126436781,0.8538147598887385,0.25658993139227143,0.4665074005648638
1,110,3,7,1,7138,4,1782,42010.0,140788.75,418,406,12.07068616507177,12.060715226600985,-0.009970938470784674,0.026746711711754384,0.4993428415722242
1,110,3,7,2,7133,4,1784,43111.0,161234.0,418,368,11.95151244736842,11.60779635054348,-0.34371609682494153,-0.13884967609908194,0.49054008432982804
1,115,3,8,0,7132,4,1782,39683.75,71441.75,438,444,11.630182358447488,12.108724990990991,0.47854263254350293,0.15953469634613926,0.48708245287045066
1,115,3,8,1,7139,4,1782,45876.0,131209.5,455,389,12.255631624175825,12.109169812339331,-0.14646181183649354,-0.06764042272462699,0.4800258581833966
1,115,3,8,2,7133,4,1784,42278.0,161932.0,412,381,11.929043308252428,11.503098167979003,-0.42594514027342534,-0.17231529686271424,0.4805444630181579
1,120,4,1,0,28700,4,7172,2584673.25,11128630.5,1803,1803,4.923388038824182,4.560063000554631,-0.36332503826955076,-0.7387397414673202,0.5227804557405784
1,125,4,2,0,7148,4,1789,34740.0,58938.5,247,650,7.374088222672065,7.8172039323076925,0.4431157096356273,0.22374609614945426,0.36509753223626445
1,125,4,2,1,21552,4,5388,218613.75,7519087.5,1495,428,8.289165738461538,7.247567551401869,-1.0415981870596687,-0.37044392196983816,0.4469532847886006
1,130,4,3,0,7148,4,1790,36889.75,101789.5,315,447,10.985304349206348,12.549817684563758,1.5645133353574092,0.4565380855155368,0.5173605618479834
1,130,4,3,1,7150,4,1791,41939.0,214037.75,368,471,12.233540682065216,12.519966876857751,0.2864261947925346,0.15730144660082054,0.5163028819310226
1,130,4,3,2,14389,4,3601,60047.0,9932724.0,821,960,12.087789269183922,5.287968010416667,-6.799821258767255,-0.8469488191449503,0.4942400518122345
1,135,4,4,0,7157,4,1791,34751.0,58019.0,290,539,14.434435824137932,15.839949846011132,1.4055140218732003,0.3308476955650297,0.5378925272349357
1,135,4,4,1,7157,4,1793,36482.0,76482.0,399,463,15.930069285714286,16.267015624190066,0.33694633847578004,0.12168417696538977,0.5436969769182173
1,135,4,4,2,7157,4,1791,39945.0,121030.0,464,383,16.254677577586207,16.02741928981723,-0.22725828776897572,-0.0995165002472734,0.5420069936567473
1,135,4,4,3,7219,4,1804,43398.0,222402.0,464,459,16.252996053879308,15.703492557734204,-0.5495034961451033,-0.19830060544388245,0.5434623125903588
1,140,4,5,0,7111,4,1781,41487.0,123515.0,347,467,11.225684798270894,12.970387785867239,1.7447029875963445,0.18166036685618447,0.25856580314513794
1,140,4,5,1,7118,4,1784,38334.0,122693.75,349,511,12.713293575931232,13.873833133072408,1.1605395571411758,0.1612790053380735,0.2478163583260779
1,140,4,5,2,7128,4,1799,40093.75,127777.5,370,453,14.094687143243243,14.070303580573952,-0.02438356266929098,0.04714129921356747,0.2394037184893216
1,140,4,5,3,7105,4,1754,39325.0,129974.0,419,373,13.641597136038186,13.459366364611261,-0.18223077142692468,-0.02965253935127689,0.24231333708334907
1,145,4,6,0,7103,4,1779,40820.0,101839.5,409,402,15.453051520782397,16.85909291044776,1.4060413896653632,0.2971332921578979,0.5946032034695139
1,145,4,6,1,7107,4,1780,45608.0,200110.5,477,363,16.564699610062892,16.69932328374656,0.13462367368366657,0.04491309802875909,0.5770126145610516
1,145,4,6,2,7123,4,1785,41584.0,162378.0,494,426,16.59257902834008,16.155795525821596,-0.43678350251848386,-0.15000482732071208,0.5975268501335673
1,145,4,6,3,7090,4,1781,40898.25,204276.25,436,442,16.48552539678899,15.792861429864255,-0.6926639669247354,-0.24134364147119908,0.6025035458914779
1,150,4,7,0,7104,4,1775,39137.25,87355.25,427,421,14.645306348946136,16.394890897862233,1.749584548916097,0.34217228866461014,0.5570165588123335
1,150,4,7,1,7110,4,1780,41038.0,126663.0,429,405,15.856939268065268,16.382065750617283,0.5251264825520146,0.1686791166916102,0.5553310734998973
1,150,4,7,2,7124,4,1779,46986.75,182675.0,449,418,16.175869481069043,15.82097174401914,-0.35489773704990313,-0.13624526904970755,0.5554075575708741
1,150,4,7,3,7099,4,1773,41394.5,213596.0,401,424,15.939980229426434,15.408321271226415,-0.5316589582000191,-0.15271764971487073,0.5661160540949859
1,155,4,8,0,7106,4,1774,37028.25,63804.0,557,402,14.309124062836625,15.879039029850746,1.569914967014121,0.3360120065458922,0.464032173773152
1,155,4,8,1,7110,4,1775,40077.75,95195.75,468,429,15.77691327991453,16.23841064102564,0.46149736111111217,0.14224058185037977,0.46514886789088966
1,155,4,8,2,7113,4,1775,43009.0,125001.0,419,455,16.072650233890215,15.897903931868132,-0.17474630202208274,-0.06660682320884537,0.4611115137330379
1,155,4,8,3,7104,4,1773,44638.75,175053.0,416,396,15.95862916826923,15.492832522727273,-0.4657966455419569,-0.13657143805902078,0.45275637312439343
1,160,5,1,0,35839,4,8970,3880129.0,12814789.0,2133,2549,4.945012936708861,5.005514220870929,0.06050128416206846,-0.30749881173857035,0.5995617555447326
1,165,5,2,0,7116,4,1780,37878.0,111081.0,389,383,8.231738881748072,8.626548681462141,0.3948097997140696,0.2563576422255582,0.5090528702528248
1,165,5,2,1,28729,4,7181,1912379.0,9422782.0,1778,1845,8.418645492125984,4.997804906233062,-3.420840585892922,-0.5372378253961817,0.4971857576306386
1,170,5,3,0,7132,4,1782,40004.5,110444.0,280,509,11.48563354642857,12.745543687622789,1.2599101411942186,0.2974150534058036,0.5684316367387969
1,170,5,3,1,7136,4,1782,37194.75,93242.0,384,464,12.276537635416666,12.395231605603449,0.11869397018678285,0.07156064563146772,0.5529106932554242
1,170,5,3,2,21579,4,5396,102978.0,10660490.0,1354,1831,12.8482376211226,8.558567498634625,-4.2896701224879745,-0.7823961696993205,0.47160828807322386
1,175,5,4,0,7132,4,1781,37534.75,98142.5,219,533,12.315789735159818,14.42242390619137,2.1066341710315513,0.1671273414815408,0.42327673268308874
1,175,5,4,1,7136,4,1786,39639.75,118482.0,299,562,14.730207909698997,15.504231715302492,0.7740238056034947,0.11953282907974933,0.428648613531252
1,175,5,4,2,7141,4,1787,43251.0,162353.0,403,451,15.5878342382134,15.606234042128603,0.01839980391520335,0.03849013326223861,0.4214269968725724
1,175,5,4,3,14416,4,3601,59781.25,12002324.25,893,548,15.294545445688689,8.676899833941604,-6.6176456117470845,-0.7442475239045375,0.5366937011269222
1,180,5,5,0,7070,4,1767,37139.25,76824.75,389,459,17.86337134190231,19.482148845315905,1.6187775034135932,0.25781261724097887,0.5357908504893661
1,180,5,5,1,7074,4,1769,38602.0,97535.5,367,498,19.67030741689373,20.454740759036145,0.7844333421424139,0.17438062650057023,0.5311495067966788
1,180,5,5,2,7082,4,1771,39833.0,120126.25,454,499,20.14754118061674,20.319938408817634,0.17239722820089298,0.033497085784318655,0.5274736805009511
1,180,5,5,3,7087,4,1770,40709.0,144020.0,482,467,20.448684479253114,19.913559689507494,-0.5351247897456197,-0.1684927880823485,0.5264835191992341
1,180,5,5,4,7081,4,1770,41761.0,189409.0,419,446,20.309339599045348,19.660423381165916,-0.6489162178794317,-0.19109576719475152,0.5227321941345384
1,185,5,6,0,7054,4,1761,44593.0,100728.0,409,474,18.82255750855746,20.235434481012657,1.412876972455198,0.20732332374592485,0.5009150631125477
1,185,5,6,1,7059,4,1764,42366.0,127368.0,402,458,19.81096848507463,20.636627683406115,0.8256591983314863,0.16276842277608833,0.5240669909178196
1,185,5,6,2,7065,4,1765,41288.0,152891.0,415,457,20.357152920481926,20.380315037199125,0.0231621167171987,-0.02041183279057178,0.519104871999984
1,185,5,6,3,7067,4,1762,41047.0,176418.5,445,445,20.397061047191013,19.950005883146066,-0.44705516404494716,-0.1249261363102291,0.5164029163381398
1,185,5,6,4,7052,4,1763,40341.0,148449.75,463,460,20.28503568898488,19.80614956521739,-0.4788861237674915,-0.11545258007667253,0.5206272567547002
