K,C,model,n_mean,n_std,Brier_mean,Brier_std,logloss_mean,logloss_std,true_class_exact_zero_mean,true_class_exact_zero_std,Queue_observed_mean,Queue_observed_std,Queue_predicted_mean,Queue_predicted_std,Queue_absolute_error_mean,Queue_absolute_error_std,Service_observed_mean,Service_observed_std,Service_predicted_mean,Service_predicted_std,Service_absolute_error_mean,Service_absolute_error_std,On_time_observed_mean,On_time_observed_std,On_time_predicted_mean,On_time_predicted_std,On_time_absolute_error_mean,On_time_absolute_error_std,n_valid_runs
3,8,B0,5351.4,2.701851217221293,0.002954089786213548,0.00023329874950522216,0.03307895827476716,0.0020902133549512572,0.0,0.0,0.0,0.0,0.0022240115967766235,0.0003485883056958119,0.0022240115967766235,0.0003485883056958119,0.00029900260737696435,0.000167215930155057,0.029284565899669275,0.0019127775797225049,0.02898556329229231,0.0018380520836349464,0.9997009973926231,0.0001672159301550429,0.9684914225035541,0.0021919695612820666,0.031209574889068857,0.0021249023169795616,5
3,8,B1,5351.4,2.701851217221293,0.0034743461801922905,0.00021298889687503436,0.033915475681982,0.0015657699979615316,0.0,0.0,0.0,0.0,0.0027266391582275017,0.00023241007739111333,0.0027266391582275017,0.00023241007739111333,0.00029900260737696435,0.000167215930155057,0.029437178008381814,0.0015145125167855583,0.02913817540100485,0.001427819560788964,0.9997009973926231,0.0001672159301550429,0.9678361828333907,0.001735423635285046,0.03186481455923229,0.0016484915299315353,5
3,8,P,5351.4,2.701851217221293,0.00016990501239528592,0.00023517084233893,0.000435008924692699,0.0005923845723257027,0.0,0.0,0.0,0.0,2.301175166024929e-06,4.47699161088825e-06,2.301175166024929e-06,4.47699161088825e-06,0.00029900260737696435,0.000167215930155057,0.0003943813329527565,0.00013395616731389512,9.567864668156393e-05,0.000129525239391622,0.9997009973926231,0.0001672159301550429,0.9996033174918812,0.00013528372482671767,9.797982184760468e-05,0.00013333347147732893,5
4,1,B0,7174.4,6.0249481325568945,0.009183901637263642,0.0015989626704508565,0.036107622148678145,0.004174750548947653,0.0,0.0,0.0048786187319364484,0.0007187020056733026,0.019370576899118794,0.0039950373826464665,0.014491958167182342,0.0036301116088657452,0.00033447554311222537,7.606291752609905e-05,0.002022252712817449,0.00011036016111079572,0.001687777169705224,0.00014789715254055638,0.9947869057249512,0.0006737300784180602,0.9786071703880637,0.004076145391465463,0.016179735336887567,0.003719008778839962,5
4,1,B1,7174.4,6.0249481325568945,0.008538529531071357,0.0012665837085796756,0.0286488791591749,0.0027161702565167527,0.0,0.0,0.0048786187319364484,0.0007187020056733026,0.009048474917715155,0.0018744968343480158,0.004169856185778706,0.0017212322239079628,0.00033447554311222537,7.606291752609905e-05,0.0025807876951606692,9.376497223389679e-05,0.002246312152048444,0.00013135573603288665,0.9947869057249512,0.0006737300784180602,0.9883707373871242,0.0019363555561646493,0.006416168337827144,0.0017506883067224628,5
4,1,P,7174.4,6.0249481325568945,0.009564883322265355,0.0013601947180883207,0.025323166526729633,0.0032490359038551274,0.0,0.0,0.0048786187319364484,0.0007187020056733026,0.00023238198118496955,8.848570062749294e-05,0.00464623675075148,0.0007543540045641898,0.00033447554311222537,7.606291752609905e-05,0.00043905467205855266,0.00020790098947088786,0.00017901843648366372,0.0001498151567928608,0.9947869057249512,0.0006737300784180602,0.9993285633467565,0.00020102692010477678,0.004541657621805162,0.0005846823996945193,5
4,2,B0,7175.4,3.781534080237741,0.027752935984306542,0.049921776729748346,0.057641376273031564,0.08183328530637103,0.0,0.0,0.0028432100515099383,0.00045920925212198656,0.03181686435376145,0.05024111942393545,0.02897365430225151,0.05050012453272706,0.00041806028184679985,0.0001705772851082965,0.0031800063062614875,0.00392724190171785,0.0027619460244146877,0.0037728283004942334,0.9967387296666432,0.00033708937483853407,0.965003129339977,0.05416795347759462,0.031735600326666134,0.054272295859309594,5
4,2,B1,7175.4,3.781534080237741,0.024810744778768754,0.043507098254560256,0.05321333792367792,0.07104237979685982,0.0,0.0,0.0028432100515099383,0.00045920925212198656,0.0309568057538465,0.04691725661668733,0.028113595702336562,0.04717586994655183,0.00041806028184679985,0.0001705772851082965,0.002974476079182964,0.002539862968436419,0.0025564157973361644,0.0023863293016753557,0.9967387296666432,0.00033708937483853407,0.9660687181669705,0.04945628694849966,0.030670011499672745,0.049560200155407075,5
4,2,P,7175.4,3.781534080237741,0.008909630055282046,0.006612465777908014,0.02111769132270288,0.012070629807626548,0.0,0.0,0.0028432100515099383,0.00045920925212198656,0.00020308404824087787,0.00015422494017156387,0.0026401260032690604,0.000556757554330868,0.00041806028184679985,0.0001705772851082965,0.005341418275196924,0.010577715377740413,0.004923357993350124,0.01042121088626853,0.9967387296666432,0.00033708937483853407,0.9944554976765622,0.010705604608005015,0.006367547829792453,0.00854234367298521,5
4,3,B0,7173.8,5.118593556827807,0.004511511680360915,0.0008999389670621606,0.015559827186816578,0.0024704184389592403,0.0,0.0,0.002565039875772504,0.0004145936382925459,0.002480525424757777,0.00045114621456992355,0.0005890595088520526,0.000499698398702363,0.0004739493645558691,7.636999590313017e-05,0.0019799064152656617,7.319000698837755e-05,0.0015059570507097927,0.00012566168712669693,0.9969610107596717,0.00044636459813711187,0.9955395681599766,0.00043042758182528895,0.0014214425996950109,0.0008140917397755257,5
