fold,model,scope,stage,bin,n,predicted,observed
4,B1,ALL,On_time,7,14668,0.7510687021789175,0.8601036269430051
4,B1,ALL,On_time,8,19775,0.8547968548635952,0.9079646017699115
4,B1,ALL,On_time,9,200274,0.9784035532352849,0.9873523273115832
4,B1,K5,Queue,0,70870,0.006958332544727134,0.0023987582898264428
4,B1,K5,Queue,1,170,0.1373179207456619,0.14705882352941177
4,B1,K5,Queue,2,64,0.2394212460575868,0.21875
4,B1,K5,Queue,3,26,0.3327156833462745,0.3076923076923077
4,B1,K5,Queue,4,14,0.45430091747660667,0.42857142857142855
4,B1,K5,Queue,5,6,0.5377757738892962,0.5
4,B1,K5,Queue,6,7,0.6304040418500177,0.7142857142857143
4,B1,K5,Queue,7,10,0.7521624250692602,0.8
4,B1,K5,Queue,8,6,0.843360320830801,0.5
4,B1,K5,Queue,9,11,0.955119728364124,0.9090909090909091
4,B1,K5,Service,0,50463,0.027775694763751625,0.04775776311356836
4,B1,K5,Service,1,7816,0.1433353467289816,0.16440634595701126
4,B1,K5,Service,2,5084,0.2468751444577846,0.2104642014162077
4,B1,K5,Service,3,3394,0.34660632780080325,0.2292280494991161
4,B1,K5,Service,4,2411,0.4462217408810891,0.27581916217337205
4,B1,K5,Service,5,1193,0.5444083983065596,0.3327745180217938
4,B1,K5,Service,6,427,0.6446130702652074,0.30679156908665106
4,B1,K5,Service,7,248,0.7423374593553593,0.3387096774193548
4,B1,K5,Service,8,130,0.8392229757480628,0.3
4,B1,K5,Service,9,18,0.9177148516348659,0.5
4,B1,K5,On_time,0,96,0.04142964858699292,0.3333333333333333
4,B1,K5,On_time,1,167,0.1563874934419999,0.6167664670658682
4,B1,K5,On_time,2,292,0.2564720354273519,0.6198630136986302
4,B1,K5,On_time,3,484,0.3568108917611159,0.7045454545454546
4,B1,K5,On_time,4,1273,0.4567212986626175,0.6771406127258445
4,B1,K5,On_time,5,2570,0.5542908092333302,0.7280155642023346
4,B1,K5,On_time,6,3576,0.6540539197851459,0.7737695749440716
4,B1,K5,On_time,7,5098,0.7519223243258834,0.7907022361710475
4,B1,K5,On_time,8,8018,0.8564280331616464,0.8344973808929907
4,B1,K5,On_time,9,49610,0.9679514347735572,0.9511187260632937
4,B1,K6,Queue,0,71040,0.025658650538377757,0.005194256756756757
4,B1,K6,Queue,1,7824,0.1459874667391159,0.05547034764826176
4,B1,K6,Queue,2,4221,0.2364039346773049,0.26297085998578534
4,B1,K6,Queue,3,864,0.3385997273845664,0.41203703703703703
4,B1,K6,Queue,4,323,0.4445198285253662,0.47368421052631576
4,B1,K6,Queue,5,183,0.54529104593883,0.6666666666666666
4,B1,K6,Queue,6,89,0.647099091797277,0.6292134831460674
4,B1,K6,Queue,7,58,0.7493526132176002,0.8448275862068966
4,B1,K6,Queue,8,38,0.8443893268702825,0.868421052631579
4,B1,K6,Queue,9,21,0.9552539887802857,0.9047619047619048
4,B1,K6,Service,0,9075,0.0657809564856128,0.0027548209366391185
4,B1,K6,Service,1,8930,0.14717012065906723,0.026651735722284433
4,B1,K6,Service,2,9048,0.2524800124286481,0.10377984084880637
4,B1,K6,Service,3,12522,0.3508718097533831,0.4119150295479955
4,B1,K6,Service,4,6914,0.4469482150139105,0.4950824414231993
4,B1,K6,Service,5,7443,0.550152041464274,0.7548031707644767
4,B1,K6,Service,6,5250,0.6469707231617348,0.7862857142857143
4,B1,K6,Service,7,5137,0.7523757055550172,0.8429044189215495
4,B1,K6,Service,8,7441,0.853871973886433,0.9564574653944362
4,B1,K6,Service,9,12901,0.9476849548572135,0.9955817378497791
4,B1,K6,On_time,0,15405,0.042984881368376276,0.00655631288542681
4,B1,K6,On_time,1,7241,0.14590207757349047,0.06228421488744648
4,B1,K6,On_time,2,6060,0.24914563250137342,0.15115511551155114
4,B1,K6,On_time,3,8384,0.3548743508082795,0.18869274809160305
4,B1,K6,On_time,4,10318,0.4481491496938215,0.3017057569296375
4,B1,K6,On_time,5,8377,0.5492905093060356,0.5807568341888504
4,B1,K6,On_time,6,7684,0.6461251054559061,0.8537220197813639
4,B1,K6,On_time,7,6074,0.7515318985426508,0.9413895291405993
4,B1,K6,On_time,8,8495,0.8552084776159437,0.968569746909947
4,B1,K6,On_time,9,6623,0.9315589435648418,0.9974331873773215
4,B1,K7,Queue,0,51046,0.040448550566380664,0.021372879363711163
4,B1,K7,Queue,1,10772,0.1379070114390666,0.1110285926476049
4,B1,K7,Queue,2,4096,0.24803776438017008,0.23291015625
4,B1,K7,Queue,3,3969,0.34981055574149417,0.25245653817082386
4,B1,K7,Queue,4,3276,0.44646180901957044,0.4545177045177045
4,B1,K7,Queue,5,2386,0.5473778708334045,0.6948868398994132
4,B1,K7,Queue,6,2007,0.6491803950225079,0.8584952665670155
4,B1,K7,Queue,7,1980,0.7508991871671215,0.9702020202020202
4,B1,K7,Queue,8,2542,0.8524550315159647,0.99213217938631
4,B1,K7,Queue,9,13944,0.9892112646440228,0.9994979919678715
4,B1,K7,Service,0,17035,0.019379048882375134,0.001115350748459055
4,B1,K7,Service,1,10592,0.14939269369429953,0.02199773413897281
4,B1,K7,Service,2,6873,0.2473031722684891,0.14375090935544885
4,B1,K7,Service,3,4151,0.3508962115975698,0.19368826788725607
4,B1,K7,Service,4,5632,0.45351448027973523,0.3673650568181818
4,B1,K7,Service,5,8753,0.5530429069624438,0.6862789900605507
4,B1,K7,Service,6,5727,0.6540288277691854,0.8096734765147546
4,B1,K7,Service,7,8074,0.7465082062697109,0.9046321525885559
4,B1,K7,Service,8,10764,0.8519280441625052,0.9153660349312523
4,B1,K7,Service,9,18417,0.9473541763714772,0.9528153336591193
4,B1,K7,On_time,0,50936,0.025793213925392137,0.00963954766766138
4,B1,K7,On_time,1,11974,0.14565375079689724,0.10881910806747953
4,B1,K7,On_time,2,7831,0.2471081262854296,0.20316690077895544
4,B1,K7,On_time,3,5824,0.348363829373648,0.30357142857142855
4,B1,K7,On_time,4,4599,0.44884248738908583,0.4709719504240052
4,B1,K7,On_time,5,3680,0.5482090509012287,0.6317934782608695
4,B1,K7,On_time,6,3397,0.6502727907667236,0.7347659699735061
4,B1,K7,On_time,7,3408,0.7487724125702244,0.8163145539906104
4,B1,K7,On_time,8,2900,0.8475094244847842,0.9251724137931034
4,B1,K7,On_time,9,1469,0.931400524374439,0.9925119128658951
4,P,ALL,Queue,0,360937,0.000729206355905294,0.0028010428412714684
4,P,ALL,Queue,1,1838,0.14310329057764767,0.17573449401523394
4,P,ALL,Queue,2,838,0.24452979043523096,0.25178997613365156
4,P,ALL,Queue,3,758,0.35030339967839214,0.4841688654353562
4,P,ALL,Queue,4,920,0.45308982411833704,0.4608695652173913
4,P,ALL,Queue,5,897,0.5472786041788897,0.45707915273132665
4,P,ALL,Queue,6,924,0.6489348469409443,0.6742424242424242
4,P,ALL,Queue,7,1193,0.7677736362548706,0.8097233864207879
4,P,ALL,Queue,8,1517,0.8537782289242932,0.8134475939353988
4,P,ALL,Queue,9,25219,0.996665737086828,0.9912367659304493
4,P,ALL,Service,0,244378,0.005443919496611113,0.0038014878589725755
4,P,ALL,Service,1,15468,0.14985360688907737,0.15768037238169125
4,P,ALL,Service,2,13767,0.24705529687053743,0.21645964988741193
4,P,ALL,Service,3,10557,0.34349734834614987,0.28578194562849296
4,P,ALL,Service,4,6485,0.4481334608919191,0.38781804163454126
4,P,ALL,Service,5,9721,0.5503889969272713,0.47525974693961526
4,P,ALL,Service,6,5310,0.6477947245581624,0.5116760828625235
4,P,ALL,Service,7,7113,0.7600784642200306,0.653170251651905
4,P,ALL,Service,8,17907,0.8508410602498944,0.7786898978053275
4,P,ALL,Service,9,64335,0.9752265754205971,0.9697365353229191
4,P,ALL,On_time,0,98885,0.019115047632623342,0.018769277443494967
4,P,ALL,On_time,1,16784,0.1464465143740455,0.20608913250714966
4,P,ALL,On_time,2,5446,0.2407902350809837,0.38597135512302605
4,P,ALL,On_time,3,4625,0.35309973010268114,0.5113513513513513
4,P,ALL,On_time,4,8950,0.449323222420549,0.5075977653631285
4,P,ALL,On_time,5,5465,0.5515412616061619,0.632387923147301
4,P,ALL,On_time,6,9753,0.6572823032993678,0.7310571106326259
4,P,ALL,On_time,7,12871,0.7525344383843048,0.785331365084298
4,P,ALL,On_time,8,13461,0.8487683469009627,0.8381249535695714
4,P,ALL,On_time,9,218801,0.9944441119463701,0.9962385912313015
4,P,K5,Queue,0,71094,0.00036386879396371996,0.003038231074352266
4,P,K5,Queue,1,29,0.14430316168483365,0.1724137931034483
4,P,K5,Queue,2,26,0.2524039488507559,0.34615384615384615
4,P,K5,Queue,3,9,0.34883335253552167,0.1111111111111111
4,P,K5,Queue,4,3,0.4306367209454933,1.0
4,P,K5,Queue,5,5,0.5572110581193291,0.2
4,P,K5,Queue,6,2,0.6508637415485772,0.5
4,P,K5,Queue,7,3,0.7448940269749519,1.0
4,P,K5,Queue,8,4,0.825026736053976,1.0
4,P,K5,Queue,9,9,0.9824817413445115,1.0
4,P,K5,Service,0,38225,0.02146209334829164,0.012034009156311315
4,P,K5,Service,1,10678,0.15016266915335483,0.1610788537179247
4,P,K5,Service,2,8704,0.24509598994871945,0.17359834558823528
4,P,K5,Service,3,4963,0.34050392094371584,0.17308079790449324
4,P,K5,Service,4,1619,0.4448499173349369,0.26436071649166154
4,P,K5,Service,5,2243,0.5526486122823638,0.15470352206865803
4,P,K5,Service,6,1284,0.6415726512641381,0.22975077881619937
4,P,K5,Service,7,1058,0.7542211274267008,0.3393194706994329
4,P,K5,Service,8,1981,0.8359006504812937,0.3447753659767794
4,P,K5,Service,9,429,0.9478718174976275,0.4801864801864802
4,P,K5,On_time,0,538,0.05328268957122091,0.4646840148698885
4,P,K5,On_time,1,1962,0.15481274214929153,0.6518858307849134
4,P,K5,On_time,2,1021,0.2463529441203075,0.6611165523996082
4,P,K5,On_time,3,1265,0.3587206451840052,0.7707509881422925
4,P,K5,On_time,4,2242,0.4474237074711571,0.8421052631578947
4,P,K5,On_time,5,1619,0.5550813660287564,0.7344039530574429
4,P,K5,On_time,6,4964,0.6595374382472422,0.82232070910556
4,P,K5,On_time,7,8688,0.754865109236834,0.8179097605893186
4,P,K5,On_time,8,10671,0.8498276132753568,0.8354418517477274
4,P,K5,On_time,9,38214,0.9785178609568217,0.9866802742450411
4,P,K6,Queue,0,81775,0.0012878353829122195,0.0053439315194130236
4,P,K6,Queue,1,306,0.13576180516118364,0.1437908496732026
4,P,K6,Queue,2,79,0.2444726000028733,0.17721518987341772
4,P,K6,Queue,3,61,0.34367572491323245,0.3114754098360656
4,P,K6,Queue,4,34,0.45052110754331204,0.35294117647058826
4,P,K6,Queue,5,34,0.5425242377375349,0.5
4,P,K6,Queue,6,378,0.6523268464172306,0.9708994708994709
4,P,K6,Queue,7,258,0.7674848692095796,0.8333333333333334
4,P,K6,Queue,8,614,0.8535436182396322,0.8436482084690554
4,P,K6,Queue,9,1122,0.969622085131805,0.9429590017825312
4,P,K6,Service,0,28747,0.009530973469651524,0.0054266532159877555
4,P,K6,Service,1,2570,0.1487645520118129,0.1529182879377432
4,P,K6,Service,2,2351,0.2440548269484597,0.3241173968524032
4,P,K6,Service,3,1605,0.3469908319554641,0.3925233644859813
4,P,K6,Service,4,2628,0.4537169760228278,0.3371385083713851
4,P,K6,Service,5,4155,0.5433456526845805,0.44885679903730447
4,P,K6,Service,6,1923,0.6423682357968529,0.609984399375975
4,P,K6,Service,7,1928,0.7664569875838099,0.6862033195020747
4,P,K6,Service,8,9509,0.8521314522686212,0.8489851719423703
4,P,K6,Service,9,29245,0.9778540931129456,0.9765429988032143
4,P,K6,On_time,0,33062,0.022337478756290986,0.017875506623918697
4,P,K6,On_time,1,8010,0.15050329437671006,0.15917602996254682
4,P,K6,On_time,2,2086,0.2355820209420936,0.2684563758389262
4,P,K6,On_time,3,1913,0.35638600722807395,0.37062205959226346
4,P,K6,On_time,4,4131,0.4566189091700673,0.5318324860808521
4,P,K6,On_time,5,2563,0.5461636860574566,0.6468981662114709
4,P,K6,On_time,6,1581,0.6527131691786593,0.5977229601518027
4,P,K6,On_time,7,2114,0.7544113463828884,0.6589403973509934
4,P,K6,On_time,8,1918,0.8496751018417834,0.8446298227320125
4,P,K6,On_time,9,27283,0.9923207241740828,0.9966645896712238
4,P,K7,Queue,0,64901,0.0020200397112533812,0.0038212046039352242
4,P,K7,Queue,1,1503,0.14457481304959022,0.1823020625415835
4,P,K7,Queue,2,733,0.24425665254348825,0.25648021828103684
4,P,K7,Queue,3,686,0.3509413962005531,0.5029154518950437
4,P,K7,Queue,4,882,0.4532754038943292,0.46258503401360546
4,P,K7,Queue,5,858,0.5474091242130434,0.4568764568764569
4,P,K7,Queue,6,544,0.6465708146040848,0.46875
4,P,K7,Queue,7,931,0.7679034697128543,0.8023630504833512
4,P,K7,Queue,8,898,0.8540561436268164,0.7917594654788419
4,P,K7,Queue,9,24082,0.9979326701549776,0.99348060792293
4,P,K7,Service,0,36116,0.006394448244982611,0.008278879167128142
4,P,K7,Service,1,2202,0.14957598374401274,0.14759309718437782
4,P,K7,Service,2,2206,0.25107546221591603,0.31958295557570265
4,P,K7,Service,3,2774,0.35013714232521514,0.5508291276135544
4,P,K7,Service,4,2157,0.44442252597039167,0.5558646267964766
4,P,K7,Service,5,3313,0.557730129602716,0.7265318442499246
4,P,K7,Service,6,2099,0.6565441132629513,0.5950452596474511
4,P,K7,Service,7,4121,0.7585850127096733,0.7190002426595486
4,P,K7,Service,8,6411,0.853547795502362,0.8089221650288566
4,P,K7,Service,9,34619,0.9733334715218507,0.9705941823853953
4,P,K7,On_time,0,65234,0.017208477389574012,0.015482723733022657
4,P,K7,On_time,1,6806,0.13925656242938883,0.1326770496620629
4,P,K7,On_time,2,2332,0.2430212700834892,0.37006861063464835
4,P,K7,On_time,3,1442,0.3438693815116826,0.47018030513176146
4,P,K7,On_time,4,2566,0.4391600520590006,0.17614964925954793
4,P,K7,On_time,5,1204,0.5571053290240678,0.44601328903654486
4,P,K7,On_time,6,1994,0.6511639853003096,0.4473420260782347
4,P,K7,On_time,7,1564,0.7466467969458799,0.7097186700767263
4,P,K7,On_time,8,856,0.8336696204468196,0.8621495327102804
4,P,K7,On_time,9,12020,0.9850397453213374,0.9883527454242929
5,B0,ALL,Queue,0,320676,0.015730790520504256,0.002460427347228979
5,B0,ALL,Queue,1,26995,0.14699237862938155,0.048897944063715504
5,B0,ALL,Queue,2,15360,0.24362932233058235,0.11998697916666666
5,B0,ALL,Queue,3,7826,0.3441591824586595,0.38142090467671863
5,B0,ALL,Queue,4,3743,0.4465677021259551,0.5372695698637456
5,B0,ALL,Queue,5,3018,0.5501075909983575,0.5878064943671305
5,B0,ALL,Queue,6,3494,0.6529860722913201,0.5924441900400687
5,B0,ALL,Queue,7,5101,0.7534697980324881,0.732601450695942
5,B0,ALL,Queue,8,7178,0.8512823258391705,0.9476177208135971
5,B0,ALL,Queue,9,1330,0.9169819042765365,0.9984962406015038
5,B0,ALL,Service,0,202862,0.020015752520926057,0.012767299937888811
5,B0,ALL,Service,1,45815,0.14173489891971075,0.0919131288879188
5,B0,ALL,Service,2,22398,0.2497487218047788,0.20555406732743994
5,B0,ALL,Service,3,16907,0.3442217374217633,0.36416868752587683
5,B0,ALL,Service,4,12657,0.45110639671265046,0.4892154538990282
5,B0,ALL,Service,5,12558,0.5467140714518489,0.5269151138716356
5,B0,ALL,Service,6,15369,0.6545200322942937,0.7140347452664454
5,B0,ALL,Service,7,16769,0.7469544354812021,0.8093505873934045
5,B0,ALL,Service,8,28636,0.8527834874235146,0.9311007123899986
5,B0,ALL,Service,9,20750,0.9235753400902759,0.9953734939759036
5,B0,ALL,On_time,0,58448,0.04031130347208405,0.01820421571311251
5,B0,ALL,On_time,1,24676,0.14568314793692513,0.10791862538498946
5,B0,ALL,On_time,2,18588,0.24976537837790067,0.2112115343232193
5,B0,ALL,On_time,3,16337,0.3488939504367993,0.33249678643569813
5,B0,ALL,On_time,4,14761,0.4489329163563216,0.49393672515412235
5,B0,ALL,On_time,5,13109,0.5489833477851533,0.648867190479823
5,B0,ALL,On_time,6,13611,0.6525282440179397,0.7830431268826684
5,B0,ALL,On_time,7,18539,0.7511152261626418,0.8722153298451912
5,B0,ALL,On_time,8,23801,0.8525198398952161,0.9208856770723919
5,B0,ALL,On_time,9,192851,0.9777472784608662,0.9862536362269316
5,B0,K5,Queue,0,70864,0.006547907291141735,0.002652969067509596
5,B0,K5,Queue,1,135,0.13612147615178324,0.21481481481481482
5,B0,K5,Queue,2,48,0.241633363392046,0.375
5,B0,K5,Queue,3,21,0.35535585582983786,0.2857142857142857
5,B0,K5,Queue,4,14,0.4307744890475095,0.7142857142857143
5,B0,K5,Queue,5,15,0.5386398948843562,0.8666666666666667
5,B0,K5,Queue,6,9,0.6391243348263659,0.8888888888888888
5,B0,K5,Queue,7,7,0.7616257998571943,1.0
5,B0,K5,Queue,8,7,0.8503424641670557,1.0
5,B0,K5,Queue,9,3,0.9319230922800897,1.0
5,B0,K5,Service,0,50456,0.02602226605489925,0.050796733787854764
5,B0,K5,Service,1,8835,0.14642370135153285,0.16898698358800227
5,B0,K5,Service,2,6728,0.24734415600672738,0.21863852556480382
5,B0,K5,Service,3,2992,0.34088302722293584,0.26370320855614976
5,B0,K5,Service,4,992,0.4417542788607015,0.2913306451612903
5,B0,K5,Service,5,499,0.5448722221280816,0.31462925851703405
5,B0,K5,Service,6,298,0.6452962410323163,0.2751677852348993
5,B0,K5,Service,7,178,0.7482797843042852,0.33707865168539325
5,B0,K5,Service,8,102,0.8390114583192972,0.3333333333333333
5,B0,K5,Service,9,43,0.9282306880722164,0.4883720930232558
5,B0,K5,On_time,0,111,0.037351258129245266,0.36936936936936937
5,B0,K5,On_time,1,133,0.15931999758834678,0.6240601503759399
5,B0,K5,On_time,2,190,0.2536453181380321,0.6368421052631579
5,B0,K5,On_time,3,306,0.35678293261212146,0.7058823529411765
5,B0,K5,On_time,4,534,0.4527845472852434,0.6741573033707865
5,B0,K5,On_time,5,1083,0.5582642640503575,0.7063711911357341
5,B0,K5,On_time,6,3183,0.6585330621658962,0.7389255419415646
5,B0,K5,On_time,7,6737,0.7518780273408356,0.7758646281727772
5,B0,K5,On_time,8,9054,0.8541189196649701,0.823282527059863
5,B0,K5,On_time,9,49792,0.9682685997291587,0.9490681233933161
5,B0,K6,Queue,0,69326,0.024826498959455427,0.005625595014857341
5,B0,K6,Queue,1,5582,0.1466201275084694,0.04711572912934432
5,B0,K6,Queue,2,5089,0.24807827368754115,0.043426999410493224
5,B0,K6,Queue,3,3394,0.3449462225035617,0.37271655863288156
5,B0,K6,Queue,4,915,0.4393033572201539,0.5497267759562842
5,B0,K6,Queue,5,288,0.5401919141161139,0.6493055555555556
5,B0,K6,Queue,6,81,0.6388186420598401,0.8765432098765432
5,B0,K6,Queue,7,10,0.73933367980758,0.9
5,B0,K6,Queue,8,7,0.8434626921784858,1.0
5,B0,K6,Queue,9,5,0.912694779398454,1.0
5,B0,K6,Service,0,6263,0.07283141865253756,0.0003193357815743254
5,B0,K6,Service,1,10002,0.14762977596343546,0.010097980403919217
5,B0,K6,Service,2,10958,0.2507441444057845,0.23562693922248584
5,B0,K6,Service,3,9077,0.3413894883535402,0.42447945356395284
5,B0,K6,Service,4,5233,0.4500349843451202,0.472195681253583
5,B0,K6,Service,5,5426,0.5513836012294953,0.4636933284187247
5,B0,K6,Service,6,6499,0.6522086120144327,0.6322511155562395
5,B0,K6,Service,7,7292,0.7507734397034801,0.7727646736149204
5,B0,K6,Service,8,12477,0.8572987545283486,0.9145627955438006
5,B0,K6,Service,9,11470,0.9331254768628163,0.9941586748038361
5,B0,K6,On_time,0,16696,0.054924137611320964,0.02665309056061332
5,B0,K6,On_time,1,10173,0.14573395311718518,0.11314263245846849
5,B0,K6,On_time,2,8300,0.25233723944072217,0.21397590361445784
5,B0,K6,On_time,3,8791,0.34982699706284853,0.32055511318393815
5,B0,K6,On_time,4,8632,0.4492568327118611,0.4710379981464319
5,B0,K6,On_time,5,7279,0.5473499025235221,0.6292073086962495
5,B0,K6,On_time,6,5993,0.6503725686978984,0.7907558818621725
5,B0,K6,On_time,7,7197,0.7514481992850114,0.9262192580241767
5,B0,K6,On_time,8,8777,0.8527766553419146,0.98120086589951
5,B0,K6,On_time,9,2859,0.922048422995696,0.9933543196922001
5,B0,K7,Queue,0,38102,0.05475441994816595,0.0037793291690724896
5,B0,K7,Queue,1,20685,0.14733522029502263,0.049214406574812665
5,B0,K7,Queue,2,10150,0.24148711419787933,0.15783251231527093
5,B0,K7,Queue,3,4384,0.3435144919480401,0.3907390510948905
5,B0,K7,Queue,4,2799,0.4490515320576089,0.5344765987852804
5,B0,K7,Queue,5,2703,0.5512763577248759,0.5812060673325934
5,B0,K7,Queue,6,3397,0.6533714192672248,0.5852222549308214
5,B0,K7,Queue,7,5070,0.753483459462811,0.7329388560157791
5,B0,K7,Queue,8,7158,0.8512942610116571,0.9476110645431685
5,B0,K7,Queue,9,1304,0.916352354954402,1.0
5,B0,K7,Service,0,5955,0.07847727562820278,0.00033585222502099076
5,B0,K7,Service,1,25091,0.138263482077365,0.10414092702562672
5,B0,K7,Service,2,4323,0.2515998201053232,0.12491325468424705
5,B0,K7,Service,3,4507,0.3516400536571232,0.3350343909474151
5,B0,K7,Service,4,6167,0.4540909278910232,0.5558618453056592
5,B0,K7,Service,5,6572,0.5430684838356262,0.5996652465003043
5,B0,K7,Service,6,8554,0.6566590897873246,0.7923778349310264
5,B0,K7,Service,7,9293,0.7439232678279714,0.8476272463144302
5,B0,K7,Service,8,16053,0.8493689099557434,0.9478602130442908
5,B0,K7,Service,9,9237,0.9116948324856136,0.9992421781963841
5,B0,K7,On_time,0,41561,0.03449277465713535,0.013209499290199947
5,B0,K7,On_time,1,14354,0.14551064478510323,0.09857879336770238
5,B0,K7,On_time,2,10053,0.24755110737266986,0.1976524420570974
5,B0,K7,On_time,3,7121,0.3471850245819595,0.32032017975003513
5,B0,K7,On_time,4,5354,0.4480425070866993,0.49084796413896153
5,B0,K7,On_time,5,4517,0.549235405943987,0.6493247730794776
5,B0,K7,On_time,6,4212,0.6509260249594181,0.795346628679962
5,B0,K7,On_time,7,4062,0.7480934096614399,0.9212210733628754
5,B0,K7,On_time,8,3736,0.845646860240164,0.971627408993576
5,B0,K7,On_time,9,782,0.918455665028793,0.9808184143222506
5,B1,ALL,Queue,0,331945,0.015423382791546593,0.004398318998629291
5,B1,ALL,Queue,1,27404,0.1403577667473643,0.06473507517150781
5,B1,ALL,Queue,2,9916,0.24099942431701676,0.2417305365066559
5,B1,ALL,Queue,3,3454,0.3437079067467297,0.27243775332947306
5,B1,ALL,Queue,4,2239,0.44832435060471304,0.3135328271549799
5,B1,ALL,Queue,5,2101,0.5494748877945457,0.40218943360304615
5,B1,ALL,Queue,6,1863,0.646927361787125,0.6044015029522276
5,B1,ALL,Queue,7,1348,0.7487440121834087,0.7952522255192879
5,B1,ALL,Queue,8,1288,0.850630265138808,0.9332298136645962
5,B1,ALL,Queue,9,13163,0.9928429042628399,0.9982526779609512
5,B1,ALL,Service,0,219654,0.018784543653882622,0.013817185209465796
5,B1,ALL,Service,1,26032,0.1449947416775257,0.07037492317148125
5,B1,ALL,Service,2,22251,0.24684818670222075,0.20682216529594175
5,B1,ALL,Service,3,18457,0.3481101877588928,0.3460475700276318
5,B1,ALL,Service,4,13479,0.4484103651317369,0.42332517249054086
5,B1,ALL,Service,5,15034,0.5510648138869781,0.6237195689769856
5,B1,ALL,Service,6,11665,0.6515654952850642,0.6990141448778396
5,B1,ALL,Service,7,15836,0.7517721131336793,0.8274185400353624
5,B1,ALL,Service,8,21727,0.8517140418752293,0.9309614765038892
5,B1,ALL,Service,9,30586,0.9472823814461949,0.9746616098868763
5,B1,ALL,On_time,0,64200,0.02965422011071046,0.00984423676012461
5,B1,ALL,On_time,1,20451,0.14659251103641255,0.10630287027529216
5,B1,ALL,On_time,2,15180,0.24760007971844983,0.20527009222661396
5,B1,ALL,On_time,3,15026,0.35146213980331065,0.3053374151470784
5,B1,ALL,On_time,4,15597,0.44882861853288575,0.4227736103096749
5,B1,ALL,On_time,5,15025,0.5494279237789992,0.6695507487520799
5,B1,ALL,On_time,6,13406,0.6487658866122475,0.8381321796210652
5,B1,ALL,On_time,7,14622,0.7520958240403245,0.8936533989878266
5,B1,ALL,On_time,8,22363,0.8557357126952908,0.9217904574520414
5,B1,ALL,On_time,9,198851,0.9780242401063542,0.9843903224022006
5,B1,K5,Queue,0,70903,0.005973031477329357,0.0027361324626602544
5,B1,K5,Queue,1,108,0.14175951493102842,0.3148148148148148
5,B1,K5,Queue,2,33,0.24760508568070566,0.2727272727272727
5,B1,K5,Queue,3,25,0.34653110669604703,0.52
5,B1,K5,Queue,4,10,0.4402867497342643,0.5
5,B1,K5,Queue,5,10,0.5373611126871649,0.6
5,B1,K5,Queue,6,7,0.6303379798081813,0.5714285714285714
5,B1,K5,Queue,7,4,0.7620494709778163,1.0
5,B1,K5,Queue,8,5,0.8617341104950755,0.8
5,B1,K5,Queue,9,18,0.9429007924282513,0.8888888888888888
5,B1,K5,Service,0,52388,0.02610276336354125,0.05650148889058563
5,B1,K5,Service,1,6918,0.14241077982816452,0.18300086730268864
5,B1,K5,Service,2,4172,0.247667414341207,0.1991850431447747
5,B1,K5,Service,3,3052,0.3452914569020157,0.2119921363040629
5,B1,K5,Service,4,2560,0.44581525144843653,0.251953125
5,B1,K5,Service,5,1145,0.5413978757905801,0.2925764192139738
5,B1,K5,Service,6,521,0.6440889554461054,0.31669865642994244
5,B1,K5,Service,7,236,0.742010611423532,0.2754237288135593
5,B1,K5,Service,8,120,0.8407206082328195,0.325
5,B1,K5,Service,9,11,0.9246118624806828,0.5454545454545454
5,B1,K5,On_time,0,92,0.03955768004581051,0.3804347826086957
5,B1,K5,On_time,1,131,0.15889644152044183,0.6030534351145038
5,B1,K5,On_time,2,285,0.2563708872596207,0.7087719298245614
5,B1,K5,On_time,3,551,0.35505087272033253,0.6860254083484574
5,B1,K5,On_time,4,1224,0.45854349925334165,0.7091503267973857
5,B1,K5,On_time,5,2652,0.5530964635538881,0.7469834087481146
5,B1,K5,On_time,6,3117,0.6551727911167562,0.7869746551170997
5,B1,K5,On_time,7,4196,0.7524812384929576,0.7950428979980935
5,B1,K5,On_time,8,7159,0.8574841725457493,0.8138008101690181
5,B1,K5,On_time,9,51716,0.9696534605602547,0.9420102096063114
5,B1,K6,Queue,0,68833,0.02770197004597827,0.005288161201749161
5,B1,K6,Queue,1,9262,0.14352973819182854,0.06553660116605485
5,B1,K6,Queue,2,4791,0.24093610708956867,0.26737633061991234
5,B1,K6,Queue,3,1093,0.3376572451668457,0.2616651418115279
5,B1,K6,Queue,4,333,0.4434011839360668,0.4294294294294294
5,B1,K6,Queue,5,183,0.543052243451799,0.5245901639344263
5,B1,K6,Queue,6,110,0.6470333605782432,0.6363636363636364
5,B1,K6,Queue,7,52,0.7449524595094914,0.7307692307692307
5,B1,K6,Queue,8,21,0.8418132582824672,0.8571428571428571
5,B1,K6,Queue,9,19,0.9582231869069169,0.9473684210526315
5,B1,K6,Service,0,7756,0.06959390531417854,0.0023207839092315627
5,B1,K6,Service,1,8786,0.14745640923357545,0.02310493967675848
5,B1,K6,Service,2,8796,0.25288407971611354,0.1135743519781719
5,B1,K6,Service,3,11662,0.34829662635350755,0.4250557365803464
5,B1,K6,Service,4,6633,0.44606224379262355,0.4470073873058948
5,B1,K6,Service,5,6123,0.5484482794371066,0.6446186509880777
5,B1,K6,Service,6,5347,0.6479989790015308,0.6446605573218628
5,B1,K6,Service,7,6268,0.7551027005182988,0.7527121888959796
5,B1,K6,Service,8,9746,0.8498996685913314,0.95752103427047
