stream_id,frame_id,scheduled_arrival_s,actual_arrival_enqueue_s,front_end_start_s,ready_s,inference_start_s,completion_s,scheduler_lag_ms,arrival_queue_wait_ms,scheduled_to_front_end_ms,front_end_observed_ms,ready_queue_wait_ms,inference_ms,local_e2e_ms
0,0,26960.403962503,26960.40424806,26960.404343774,26960.557413821,26960.619090695,26960.624181746,0.28555700191645883,0.09571400005370378,0.3812710019701626,153.07004699934623,61.67687400011346,5.091050999908475,220.21924300133833
0,1,26960.43729583633,26960.437402538,26960.557439294,26960.574323704,26960.650902635,26960.655291882,0.10670166739146225,120.03675600135466,120.14345766874612,16.884410000784555,76.57893099894864,4.389247002109187,217.9960456705885
0,2,26960.470629169664,26960.470704722,26960.574343565,26960.592476548,26960.681191055,26960.685702182,0.07555233605671674,103.63884300022619,103.7143953362829,18.132983001123648,88.71450699734851,4.511127001023851,215.0730123357789
0,3,26960.503962502997,26960.507040744,26960.592494993,26960.606625596,26960.70325461,26960.707903174,3.0782410030951723,85.45424900148646,88.53249000458163,14.130602998193353,96.62901400224655,4.648563997761812,203.94067100278335
0,4,26960.537295836333,26960.537396137,26960.606642586,26960.617077408,26960.726410309,26960.730758287,0.10030066550825723,69.24644900209387,69.34674966760213,10.434821997478139,109.33290100001614,4.347978003352182,193.46245066844858
0,5,26960.570629169666,26960.572242527,26960.617097269,26960.628781153,26960.745782318,26960.750624441,1.6133573335537221,44.85474200191675,46.46809933547047,11.683883996738587,117.0011650028755,4.842122998525156,179.9952713336097
0,6,26960.603962503,26960.604049569,26960.62879607,26960.643447004,26960.764016051,26960.768415788,0.08706600056029856,24.746500999754062,24.83356700031436,14.650934001110727,120.56904700148152,4.399736997584114,164.45328500049072
0,7,26960.63729583633,26960.637396568,26960.643464245,26960.653616349,26960.789435616,26960.794037828,0.1007316677714698,6.067677000828553,6.168408668600023,10.15210399782518,135.81926700135227,4.6022120004636236,156.7419916682411
0,8,26960.670629169665,26960.670714474,26960.67078955,26960.680283506,26960.79526127,26960.799826861,0.08530433478881605,0.075076000939589,0.16038033572840504,9.493956000369508,114.97776399846771,4.565590999845881,129.1976913344115
0,9,26960.703962502997,26960.704056473,26960.704134437,26960.714383894,26960.827532966,26960.831872692,0.09397000394528732,0.07796399950166233,0.17193400344694965,10.249456998280948,113.14907199994195,4.3397260014899075,127.91018900315976
