acquisition_id,round,trace,policy,phase,K,window,arrival_start_s,arrival_end_s,arrival_count,miss_count,DMR_percent,local_mean_ms,local_p95_ms,local_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,calendar_completed_fps,time_mean_ready_queue,peak_ready_queue,time_mean_unfinished_backlog,peak_unfinished_backlog,time_mean_generated_unfinished,peak_generated_unfinished,time_mean_A,peak_A
primary_18,3,A,FIXED_C2,0,6,startup,0,1,180,180,100,247.551171888889,319.6114344,322.93831592,163.142671711111,227.5201547,235.25557788,10.3150278833333,13.22468445,36.4238612800001,52.1600211444444,188.8827601,208.857234,21.93345115,56.7606778499999,216.02090955,149,27.288644554,54,42.183141567,60,42.116283959,58,1.557672,2
primary_18,3,A,FIXED_C2,0,6,phase_remainder,1,15,2520,911,36.1507936507937,32.8331120555556,42.9631305999999,145.85885412,11.3324717944444,19.2312142499998,120.61817043,8.67839566865079,10.1657779,11.50285826,0.586658612698413,2.0038912,3.47908263,12.2355859797619,15.27229805,17.13873278,182.071428571429,2.18820466257143,32,6.07890762814286,37,6.04998681521429,37,1.58269893892857,2
primary_18,3,A,FIXED_C2,1,7,transition,15,16,210,90,42.8571428571429,31.6530089047619,44.58126045,46.60190029,9.5989555,22.2383376,23.39891089,8.49112581904762,10.29671245,11.40139474,0.681320914285714,2.0431494,3.73304482,12.8816066714286,16.03518325,18.43815731,209,2.011121873,5,6.634968627,10,6.592495919,10,1.775631961,2
primary_18,3,A,FIXED_C2,1,7,phase_remainder,16,30,2940,1269,43.1632653061224,31.8943502663265,44.89528535,47.84382895,9.60340211292517,22.07493335,24.17344601,8.48985134115646,10.4970947,12.10670642,0.706410825170068,2.47791765,4.32325962000001,13.0946859870748,16.9079866,18.81910628,210,2.01685292464286,6,6.69827684257143,12,6.66111509814286,12,1.78319358735714,2
primary_18,3,A,FIXED_C2,2,6,transition,30,31,180,60,33.3333333333333,28.9822987666667,38.56653455,39.66707525,7.59630237222222,16.2647288,16.91342188,8.83103531666667,9.8955962,10.48270998,0.5316666,1.8928187,2.51990122,12.0232944777778,14.98699835,16.88731109,181,1.370054476,4,5.226545471,9,5.197055433,9,1.596598001,2
primary_18,3,A,FIXED_C2,2,6,phase_remainder,31,45,2520,828,32.8571428571429,28.7339458734127,38.5699901,40.07952649,7.41684032698413,15.9260923,16.97953606,8.6386671531746,10.12522905,11.21438096,0.620892957936508,1.9538999,3.74075841,12.0575454353175,14.65994395,16.57456238,180,1.33503125885714,6,5.17207144942857,12,5.14222964221429,12,1.55492127978571,2
primary_18,3,A,FIXED_C2,3,7,transition,45,46,210,90,42.8571428571429,31.709412252381,44.4271046,46.69185016,9.4711965047619,22.35345265,23.60555979,8.43227906666667,10.2832927,11.22116904,0.769712166666667,2.5164986,4.12103509,13.0362245142857,16.7258134,18.06272025,209,1.983140917,5,6.643794935,10,6.610553571,10,1.761407315,2
primary_18,3,A,FIXED_C2,3,7,phase_remainder,46,60,2940,1282,43.6054421768707,31.9615652870748,45.07471455,48.950064,9.79339146190476,22.60226935,24.50178359,8.52657679863946,10.6111444,12.2005754,0.715180145578231,2.6280081,4.51589242000001,12.9264168809524,16.54132785,18.68972202,210,2.05613373228571,7,6.71077199964286,12,6.67431356871429,12,1.78990289178571,2
primary_19,4,B,K_LOOKUP_C2_C4,0,7,startup,0,1,210,210,100,201.874444290476,303.6899123,326.08717102,124.933260661905,163.99109025,168.7075871,17.9926047095238,21.64526475,55.15716044,36.3919114666667,169.3853161,215.13144856,22.556667452381,34.5022016,235.77108328,179,24.616834904,40,40.275978336,55,40.186188141,55,3.279941859,4
primary_19,4,B,K_LOOKUP_C2_C4,0,7,phase_remainder,1,15,2940,1756,59.7278911564626,42.2963815608843,89.8842598,140.9480436,10.5269920534014,55.1464797999999,108.02017573,15.606404987415,20.60666375,24.64278381,1.0929233547619,4.1444347,7.06129078,15.0700611653061,19.5821221,21.6728175,211.857142857143,2.32546395614286,30,9.02956838614286,38,8.97949458571428,38,3.30987768078571,4
primary_19,4,B,K_LOOKUP_C2_C4,1,6,transition,15,16,180,62,34.4444444444444,30.4165782722222,40.83528955,42.21886806,6.90763495,14.87590375,16.67886178,8.86127945555556,10.4017051,11.55336297,0.683127755555556,2.98058764999999,4.11718462000001,13.9645361111111,16.93429595,18.0971187,183,1.255385377,5,5.516160404,11,5.48849669,11,1.624195531,4
primary_19,4,B,K_LOOKUP_C2_C4,1,6,phase_remainder,16,30,2520,847,33.6111111111111,30.2726287837302,40.8280108,42.49453361,6.9017768234127,15.3016044,16.75662219,8.95450485357143,10.91553565,12.14322551,0.646148423412698,2.38784455,4.91486777999999,13.7701986833333,17.65982565,19.4343986,180,1.24231982821429,5,5.4496249685,10,5.42139421792857,10,1.61236266107143,2
primary_19,4,B,K_LOOKUP_C2_C4,2,7,transition,30,31,210,128,60.952380952381,37.845934652381,49.6228486,53.25613744,6.0564802047619,16.44056965,18.91702458,15.7158256761905,20.70592275,24.45734952,1.09071162857143,4.16339054999999,7.54473602,14.9829171428571,19.177989,20.53311452,209,1.271860843,6,7.934443359,14,7.885073385,14,3.287120474,4
primary_19,4,B,K_LOOKUP_C2_C4,2,7,phase_remainder,31,45,2940,1690,57.4829931972789,37.4665251510204,48.50792655,54.80031235,5.67094353231292,16.1493578,19.38623598,15.535952347619,20.93011065,24.78915807,1.05611591496599,4.3615161,6.95759391000001,15.2035133561224,19.72614885,21.75857828,209.928571428571,1.19072600114286,6,7.86789041578571,14,7.82079592085714,14,3.26264226771429,4
primary_19,4,B,K_LOOKUP_C2_C4,3,6,transition,45,46,180,60,33.3333333333333,30.1131902277778,40.64906605,41.71320165,6.80762183333333,14.7450432,16.24293135,8.86248055555556,10.1188507,11.27591185,0.640136522222222,1.89419485,3.87313165000001,13.8029513166667,17.6179192,18.92782639,182,1.227781899,4,5.431600888,10,5.398062942,9,1.604063178,3
primary_19,4,B,K_LOOKUP_C2_C4,3,6,phase_remainder,46,60,2520,846,33.5714285714286,30.0222588686508,40.6907422,41.93902026,6.68771357936508,15.23223625,16.57001257,8.9214447702381,10.9892273,12.23775774,0.632902763492064,2.2606492,5.20755472999999,13.7801977555556,17.63113275,19.44131455,180,1.20378844428571,4,5.40389961221429,10,5.3755906385,10,1.6057530745,2
primary_20,4,A,FIXED_C4,0,6,startup,0,1,180,180,100,194.379400438889,289.3129609,298.38280212,104.276162138889,159.95147015,165.83573127,18.2793523222222,24.1656993,42.6450640400001,48.1288108111111,195.6526286,211.91457841,23.6950751666667,32.731357,242.31824971,166,18.445277608,40,34.388861553,54,34.327246478,54,3.015284469,4
primary_20,4,A,FIXED_C4,0,6,phase_remainder,1,15,2520,857,34.0079365079365,31.9296866853175,39.61148815,61.48229893,4.88982793531746,15.6107234,31.0712995499998,14.3068240793651,18.8330235,20.403578,0.609697778968254,2.16631854999999,3.586109,12.1233368916667,15.10479175,17.47105503,180.857142857143,0.903342712428571,13,5.789446257,21,5.76015799485714,21,2.59415730385714,4
primary_20,4,A,FIXED_C4,1,7,transition,15,16,210,107,50.9523809523809,35.3487154380952,46.91344275,50.53666567,5.67034120952381,16.1598809,19.35717075,15.2473492571429,20.01868515,22.99500744,0.818213328571428,2.38252085,4.86092114,13.6128116428571,17.81159025,21.06597344,206,1.189689114,6,7.405626457,14,7.366544335,14,3.185422099,4
primary_20,4,A,FIXED_C4,1,7,phase_remainder,16,30,2940,1326,45.1020408163265,34.8019733622449,45.6006826,48.1179921,5.59328332108844,15.34259955,17.29746487,15.1112819323129,19.0508812,20.88252861,0.96741411292517,3.35941635,4.82692257,13.1299939959184,16.67685455,18.74433012,210.214285714286,1.17466682171429,6,7.30760515871429,14,7.26186227407143,14,3.17248263414286,4
primary_20,4,A,FIXED_C4,2,6,transition,30,31,180,64,35.5555555555556,32.0138099222222,40.89944605,42.61271102,4.40772913888889,15.02631065,16.78571025,14.4373066388889,18.7267683,19.80655216,0.702376572222222,2.9893951,3.96479474,12.4663975722222,15.66864025,17.49244067,181,0.793391245,3,5.792074293,10,5.763621703,10,2.628303702,4
primary_20,4,A,FIXED_C4,2,6,phase_remainder,31,45,2520,836,33.1746031746032,31.2722987670635,38.9422114,40.90076784,4.39039877777778,15.1620757,16.91326939,14.225969515873,18.767418,20.01610502,0.634477035714286,2.14410305,3.66873537,12.0214534376984,14.54611975,16.38471956,180,0.79027178,4,5.62916567742857,12,5.59767961392857,12,2.56082641221429,4
primary_20,4,A,FIXED_C4,3,7,transition,45,46,210,91,43.3333333333333,34.7741787238095,45.0033711,46.69848015,5.6554128,15.4616041,17.94112758,15.2428558190476,19.0961711,20.74383275,1.07271504285714,3.4602668,6.09754294999999,12.8031950619048,16.334487,17.30961156,209,1.187636688,4,7.276579936,12,7.231166061,12,3.175002126,4
primary_20,4,A,FIXED_C4,3,7,phase_remainder,46,60,2940,1331,45.2721088435374,34.7179097068027,45.72214055,47.965352,5.66300648605442,15.3848569,17.54994029,15.1223894486395,19.22810865,21.4009027,0.95973489659864,3.22330775,5.0303565,12.9727788755102,16.4692353,18.60626093,210,1.18923136207143,6,7.290064981,14,7.24438503342857,14,3.17500572678571,4
primary_21,4,B,FIXED_C4,0,7,startup,0,1,210,210,100,168.478496714286,223.00606645,280.75400638,104.949208919048,142.46094905,148.27199445,18.1236986285714,22.89557485,58.3578937,24.0345148,105.00486615,153.93523027,21.3710743666667,40.696291,143.89817283,186,21.106051304,35,34.065360282,47,33.986208781,47,3.424135253,4
primary_21,4,B,FIXED_C4,0,7,phase_remainder,1,15,2940,1449,49.2857142857143,37.9358692139456,63.15859995,109.05052819,8.28435306326531,27.6820211499998,72.98262008,15.1623070248299,19.35191845,22.30348168,1.00583156088435,3.42556225,5.60313139000001,13.483377564966,17.5980563,20.37368457,211.5,1.80637718392857,23,8.0588136455,31,8.01308821957143,31,3.20970254514286,4
primary_21,4,B,FIXED_C4,1,6,transition,15,16,180,59,32.7777777777778,31.6003817444444,39.22256685,41.11225021,4.28119980555556,15.0482475,17.24406131,14.3095399388889,19.0200108,19.70355692,0.804373333333333,3.05773755,4.53750033,12.2052686666667,15.55125445,17.230646,181,0.770615965,3,5.700639037,9,5.663713353,9,2.588287512,4
primary_21,4,B,FIXED_C4,1,6,phase_remainder,16,30,2520,825,32.7380952380952,31.2672299674603,38.991371,40.93770003,4.37778890357143,15.2199348,16.49541215,14.2228177972222,18.54979295,19.89472681,0.596806059920635,1.97812,3.22698447,12.069817206746,14.7073275,16.63507981,180,0.788002002642857,4,5.62809879435714,12,5.59896720135714,12,2.56010460371429,4
primary_21,4,B,FIXED_C4,2,7,transition,30,31,210,94,44.7619047619048,34.8308079238095,45.3363434,48.0410348,5.59865126190476,15.2400275,16.89651824,14.9410087190476,19.2004898,20.74441819,0.8789313,3.2901492,4.17134889,13.4122166428571,16.72555215,19.88744285,209,1.175716765,4,7.307375301,13,7.267408754,13,3.130517468,4
primary_21,4,B,FIXED_C4,2,7,phase_remainder,31,45,2940,1363,46.3605442176871,34.9917299537415,45.7977216,50.66482343,5.72662844115646,15.6432986,18.17635631,15.1174781816327,19.22751085,22.14296066,0.907986125170068,3.16384275,4.74763300000001,13.2396372057823,16.8624507,18.8928573,209.928571428571,1.20259197264286,9,7.34766632142857,17,7.30481352157143,17,3.17407344928571,4
primary_21,4,B,FIXED_C4,3,6,transition,45,46,180,64,35.5555555555556,31.6275306055556,39.12627745,41.6211260700001,4.64536516111111,15.05086065,16.62679768,14.4136759722222,18.90806035,21.06697779,0.73801565,2.96388085,5.1581423,11.8304738222222,14.1984983,18.28747459,182,0.836165729,4,5.71031749,12,5.664509608,12,2.611823656,4
primary_21,4,B,FIXED_C4,3,6,phase_remainder,46,60,2520,831,32.9761904761905,31.3433198357143,38.9230936,40.30736228,4.48392832579365,15.3211571,16.73923702,14.2880646900794,18.7141211,19.70254055,0.584536173809524,2.01646294999999,3.41173973,11.9867906460317,14.5317563,16.23220597,179.928571428571,0.807107098642857,4,5.64098255392857,11,5.61134457635714,11,2.57103662771429,4
primary_22,4,A,FIXED_C2,0,6,startup,0,1,180,180,100,182.696394466667,263.3956944,272.78389796,117.051475666667,170.5791839,178.82292632,10.1972317944444,14.86745035,21.9197968000002,34.5671332888889,151.6348163,181.76863626,20.8805537166667,41.9485337499997,181.49918241,158,19.970366186,38,31.568046277,46,31.512785173,46,1.61709643,2
primary_22,4,A,FIXED_C2,0,6,phase_remainder,1,15,2520,887,35.1984126984127,31.3218930436508,40.02352935,112.84691628,9.92549664444444,17.1418282,83.93723425,8.66085644325397,10.02973145,11.44639534,0.570303891269841,1.8425516,3.51229743,12.1652360646825,14.97971565,17.18077813,181.428571428571,1.86508221271429,24,5.73106144407143,28,5.70208804021429,28,1.57358203928571,2
primary_22,4,A,FIXED_C2,1,7,transition,15,16,210,91,43.3333333333333,32.1833124714286,45.64323945,48.18049636,9.56884964285714,21.97090865,24.56907461,8.6263308952381,10.7930772,13.22170384,0.739668971428571,2.5737219,4.59963833,13.2484629619048,17.46123055,19.02887145,209,2.004136079,6,6.748460911,11,6.704903009,11,1.806817126,2
primary_22,4,A,FIXED_C2,1,7,phase_remainder,16,30,2940,1303,44.3197278911565,32.229749547619,45.46656995,49.96961563,9.95286201666667,22.62221415,24.85106927,8.51902020408163,10.5062848,12.1926728,0.702652473129252,2.59772635,4.35455427,13.0552148537415,16.7990417,19.06998888,210,2.09011072557143,8,6.76840621557143,14,6.73253981257143,14,1.78914335135714,2
primary_22,4,A,FIXED_C2,2,6,transition,30,31,180,58,32.2222222222222,28.6430241722222,38.1732498,40.59328366,7.21559035555556,15.7963072,17.24027195,8.58204419444444,10.06103165,11.79370776,0.605916544444444,1.98105535,2.9174782,12.2394730777778,15.47437705,17.28225958,181,1.303992781,4,5.16958961,9,5.138916007,9,1.553426697,2
primary_22,4,A,FIXED_C2,2,6,phase_remainder,31,45,2520,827,32.8174603174603,28.8239184507936,38.59079275,40.24878382,7.41559872460317,15.8629863,16.9949324,8.65998466825397,10.1093903,11.20373809,0.606048946825397,1.9843325,3.56593821999999,12.1422861111111,14.86286015,16.33118385,180.071428571429,1.33480777042857,6,5.18854349221429,10,5.15745944321429,10,1.55903541135714,2
primary_22,4,A,FIXED_C2,3,7,transition,45,46,210,89,42.3809523809524,31.6297044571429,45.14528145,47.47641884,9.51643382380952,22.36043855,24.01662993,8.50231804761905,10.86603795,12.05629258,0.673748580952381,2.0218349,3.37521727,12.9372040047619,16.4876153,17.51732231,208,1.991378177,5,6.620058007,10,6.584745301,10,1.770379787,2
primary_22,4,A,FIXED_C2,3,7,phase_remainder,46,60,2940,1262,42.9251700680272,31.6881009795918,44.7706176,47.67609608,9.57793555442177,22.1670217,24.20872332,8.4751741792517,10.51841275,12.31391025,0.691935475170068,2.53175945,4.08881381,12.9430557707483,16.6385884,18.51011538,210,2.0114901325,7,6.65480703407143,12,6.61996822378571,12,1.77996873992857,2
primary_23,4,A,K_LOOKUP_C2_C4,0,6,startup,0,1,180,180,100,242.00044945,306.09685735,316.76358728,164.848516577778,225.11738485,234.03875327,10.0326976722222,14.1751119,26.3676529600001,45.38136195,189.88041555,205.71579716,21.73787325,23.16868315,238.60037844,147,27.506503904,52,41.113097857,56,40.937304583,56,1.525131617,2
primary_23,4,A,K_LOOKUP_C2_C4,0,6,phase_remainder,1,15,2520,929,36.8650793650794,34.0692408115079,79.8919144999997,154.55357993,12.4565060007937,51.1687989,130.11024972,8.68038958253968,10.2992563,12.34420081,0.584517946825397,2.05755624999999,3.67994583,12.3478272813492,15.7834662,18.47634562,182.214285714286,2.39690172871429,33,6.30666273957143,39,6.27804190592857,39,1.58193886978571,2
primary_23,4,A,K_LOOKUP_C2_C4,1,7,transition,15,16,210,103,49.047619047619,35.4076292809524,45.93230145,48.79028216,5.63327060476191,15.82187025,17.26644838,15.1995939666667,20.76216295,23.19421314,1.1180426047619,3.50732305,5.30158323,13.4567221047619,17.31478175,18.60804369,209,1.182986827,5,7.42157054,13,7.373327479,13,3.177883124,4
primary_23,4,A,K_LOOKUP_C2_C4,1,7,phase_remainder,16,30,2940,1346,45.7823129251701,34.8027237493197,45.4749927,48.0205275,5.50839586190476,15.2670805,17.19239911,14.981193822449,18.97160785,21.57614814,0.980331782312925,3.51130405,5.3724725,13.3328022826531,16.9817944,18.70327316,210,1.156763131,5,7.30751252342857,14,7.26520289892857,14,3.14499123878571,4
primary_23,4,A,K_LOOKUP_C2_C4,2,6,transition,30,31,180,59,32.7777777777778,29.0488803666667,38.75544005,41.01536805,7.40480421111111,15.67689985,16.74354615,8.80394186111111,9.9360353,10.73902444,0.634947194444445,2.29384245,3.45405582000001,12.2051871,14.3722006,15.55332275,181,1.332864758,4,5.257361062,9,5.226802632,9,1.613272131,3
primary_23,4,A,K_LOOKUP_C2_C4,2,6,phase_remainder,31,45,2520,823,32.6587301587302,28.8013457984127,38.8323427,40.31362035,7.33848979484127,15.8028735,16.89840886,8.66637604484127,10.0070753,11.19546927,0.589282011507937,1.83639714999999,3.30775109,12.2071979472222,14.9971461,16.85736633,180,1.32092816307143,8,5.18444599357143,12,5.15479412471429,12,1.56015143792857,2
primary_23,4,A,K_LOOKUP_C2_C4,3,7,transition,45,46,210,97,46.1904761904762,34.1985065095238,44.94663475,48.24726092,5.40107217619048,15.8843233,17.33316,14.8838574714286,18.9742905,20.98801809,0.891580080952381,3.4309766,5.18773436,13.0219967809524,15.62885545,17.34767338,209,1.134225157,4,7.169024729,12,7.123920874,12,3.112948431,4
primary_23,4,A,K_LOOKUP_C2_C4,3,7,phase_remainder,46,60,2940,1329,45.2040816326531,34.8070420081633,45.5985095,47.69859153,5.53892757517007,15.2948056,16.87258669,15.0157237982993,19.034455,21.72409456,0.996775746598639,3.4144984,5.28522276,13.2556148880952,16.72622125,18.60004169,210,1.16317479078571,5,7.30969326528571,14,7.26392013271429,14,3.15351644121429,4
primary_24,4,B,FIXED_C2,0,7,startup,0,1,210,210,100,234.2107914,264.2998388,307.1590382,177.34957262381,223.83308495,229.44951107,10.0546721619048,13.98451075,26.63868382,26.059611352381,131.39619595,160.45453936,20.7469352619048,25.0818162,189.9411248,163,32.424865319,49,43.942094152,55,43.872482731,55,1.687854044,2
primary_24,4,B,FIXED_C2,0,7,phase_remainder,1,15,2940,2940,100,259.526982521088,284.95260955,294.27931196,234.738868727551,258.1768429,268.67500718,9.43179274523809,13.1866333,15.57044785,0.811811452380952,3.42023105,6.30635334000001,14.5445095959184,19.2043119,22.06019493,209.714285714286,49.2298797035714,60,54.4325239951429,65,54.394048921,65,1.97781687142857,2
primary_24,4,B,FIXED_C2,1,6,transition,15,16,180,180,100,176.858868361111,240.2229292,254.73391336,153.199241877778,221.2191271,233.4750308,9.31694418888889,13.40974885,14.65939377,0.596519288888889,2.17182775,4.7650734,13.7461630055556,18.39966105,20.36596949,210,32.519260968,52,37.070274875,57,37.040474709,57,1.969331094,2
primary_24,4,B,FIXED_C2,1,6,phase_remainder,16,30,2520,891,35.3571428571429,31.2896821928571,41.4314021,82.75069989,8.04354144246032,15.9827719,59.33916554,8.86824144126984,10.91416585,12.81034097,0.645583894047619,2.9971426,4.96568881,13.7323154150794,17.3887093,19.35069884,181.357142857143,1.50420215328571,21,5.69960972735714,27,5.67148032435714,27,1.60738569842857,2
primary_24,4,B,FIXED_C2,2,7,transition,30,31,210,104,49.5238095238095,35.2220056333333,50.0352393,52.88314034,10.4494922619048,23.10696625,24.49355096,9.04192355714286,12.4340936,13.52399152,0.805360314285714,3.30404009999999,5.52599873,14.9252295,19.47056195,20.68750947,209,2.186989505,6,7.38399373,12,7.350532577,12,1.893580364,2
primary_24,4,B,FIXED_C2,2,7,phase_remainder,31,45,2940,1400,47.6190476190476,33.7148117193878,50.8651096,65.4036882,11.0485150187075,25.12363615,40.18760353,8.61911389591837,10.94213155,12.77645549,0.715152799319728,2.5628247,4.37169805,13.3320300054422,17.39605205,19.51469943,210,2.32063193071429,11,7.08061193492857,17,7.04565938342857,17,1.81007161521429,2
primary_24,4,B,FIXED_C2,3,6,transition,45,46,180,54,30,28.1034944944444,37.68731835,38.82339146,7.1248917,15.40827335,16.59589689,8.47668112777778,9.72792485,10.45228585,0.576479805555556,1.8267927,2.98488065,11.9254418611111,14.384942,15.20924893,181,1.283671501,4,5.071263697,9,5.037886689,8,1.537246296,2
primary_24,4,B,FIXED_C2,3,6,phase_remainder,46,60,2520,811,32.1825396825397,28.3518322988095,38.27884345,39.6036506,7.23317382380952,15.7335328,16.58106357,8.63804452976191,10.0416675,11.1498653,0.542687815873016,1.84616125,3.18103903,11.9379261293651,14.53701825,16.03392002,180,1.301886761,4,5.10265732314286,8,5.07504160257143,8,1.554260052,2
primary_25,5,A,FIXED_C2,0,6,startup,0,1,180,180,100,192.401350716667,273.30433625,285.94490067,129.154252194444,177.5379527,185.43961671,10.1932442611111,13.78174025,36.5062564700001,32.1512631388889,145.6756823,162.73428923,20.9025911222222,35.41734055,185.2389664,159,22.18723491,42,33.352215881,50,33.232722593,50,1.615287204,2
primary_25,5,A,FIXED_C2,0,6,phase_remainder,1,15,2520,920,36.5079365079365,32.5184860928571,69.2183858999999,118.98640286,10.9229622488095,44.6192232999999,91.62977684,8.67635335238095,10.2880647,12.11659313,0.549681811904762,1.82444445,3.31811911,12.3694886797619,15.779439,18.62158139,181.357142857143,2.04188538228571,22,5.94389566271429,27,5.915233765,27,1.57655959192857,2
primary_25,5,A,FIXED_C2,1,7,transition,15,16,210,95,45.2380952380952,32.4375421714286,46.30916725,50.13416598,9.79389700952381,22.16704965,24.28439196,8.67313488095238,11.3145109,13.30105968,0.62424259047619,1.9879896,2.88523127,13.3462676904762,17.67704165,19.70901495,209,2.053398852,6,6.807608337,11,6.773434858,11,1.820402326,2
primary_25,5,A,FIXED_C2,1,7,phase_remainder,16,30,2940,1285,43.7074829931973,32.1175742027211,45.4987942,49.19673876,9.68315555918367,22.1027349,24.11964367,8.55775241428571,10.67039805,12.37138674,0.708235941496599,2.6180766,4.55161662,13.1684302877551,16.86959935,18.94132165,210,2.03335165057143,7,6.74412840485714,12,6.70614637042857,12,1.79667684614286,2
primary_25,5,A,FIXED_C2,2,6,transition,30,31,180,60,33.3333333333333,28.5981956444444,38.3690157,39.4931649,7.28418040555556,15.54616045,16.60041998,8.595277,9.76836855,10.30995372,0.528800505555556,1.77643145,3.23127291,12.1899377333333,15.00267395,17.12685396,181,1.316026229,4,5.162519853,9,5.135185189,9,1.557120741,2
primary_25,5,A,FIXED_C2,2,6,phase_remainder,31,45,2520,811,32.1825396825397,28.555646172619,38.39731215,39.99813174,7.21500873968254,15.6764414,16.72782009,8.63877144444444,10.0723079,11.33861364,0.596366032142857,1.89018695,3.36641851999999,12.1054999563492,14.74397305,16.56249354,180.071428571429,1.29870157314286,5,5.14037907728571,12,5.10923724735714,10,1.55534162621429,2
primary_25,5,A,FIXED_C2,3,7,transition,45,46,210,90,42.8571428571429,31.8135188666667,44.11214365,47.97562783,9.51070928095238,22.2204,23.92243012,8.41462800952381,10.06838965,11.40020505,0.7580761,2.62120935,5.16880713,13.1301054761905,16.95907695,18.10857381,208,1.993436109,6,6.667835365,10,6.630624968,10,1.757881125,2
primary_25,5,A,FIXED_C2,3,7,phase_remainder,46,60,2940,1345,45.7482993197279,33.0025465863946,47.6059835,52.11711996,10.0001176704082,22.4664232,25.9511004800001,8.66298016768708,11.31030695,13.296979,0.74536098877551,2.7277557,5.32921011,13.5940877595238,17.9253026,20.03831775,209.857142857143,2.0994156715,8,6.92893013757143,12,6.89344099542857,12,1.81823022892857,2
primary_26,5,A,K_LOOKUP_C2_C4,0,6,startup,0,1,180,180,100,191.674859688889,280.17514235,304.46280664,127.153965516667,186.1888905,194.66312383,9.92193241666667,14.5276606,32.7419049000001,34.04525445,157.74985355,190.28550661,20.5537073055556,23.02325645,223.06747653,160,22.049765555,43,33.480782428,50,33.410670407,49,1.603203757,2
primary_26,5,A,K_LOOKUP_C2_C4,0,6,phase_remainder,1,15,2520,872,34.6031746031746,30.5894408380952,39.4483056,98.50439493,9.26401609007937,16.7935421,75.1997245,8.6657889702381,10.0495149,11.43801628,0.592048513095238,1.9689053,3.50132973,12.0675872646825,15.0091803,17.36071743,181.285714285714,1.72737634178571,20,5.57810633514286,26,5.54606410842857,26,1.57199555335714,2
primary_26,5,A,K_LOOKUP_C2_C4,1,7,transition,15,16,210,93,44.2857142857143,34.5270825047619,45.81639925,47.74449742,5.31707342380952,14.67109465,16.96415588,15.0094473095238,18.90528965,21.63207965,0.963796380952381,3.14354479999999,6.46114281999999,13.2367653904762,16.74157745,18.86343265,209,1.116585419,4,7.246061335,12,7.200728558,12,3.147357944,4
primary_26,5,A,K_LOOKUP_C2_C4,1,7,phase_remainder,16,30,2940,1339,45.5442176870748,34.6610400272109,45.44944165,48.28771255,5.50859437993197,15.4833208,17.16479669,15.0291880248299,19.1371239,21.36383544,0.978249736054422,3.25340405,5.09384873,13.1450078863946,16.93244825,18.91786584,210,1.15680481978571,5,7.27889575214286,14,7.22772567692857,14,3.15620683164286,4
primary_26,5,A,K_LOOKUP_C2_C4,2,6,transition,30,31,180,60,33.3333333333333,28.6726448222222,38.46368925,39.3458549,7.28898911666667,15.69036725,16.92409777,8.66032851111111,10.07681795,10.96432212,0.553177561111111,1.71136605,3.85085341,12.1701496333333,15.6358531,16.90581834,181,1.312018041,4,5.169946019,9,5.142030739,9,1.567729083,3
primary_26,5,A,K_LOOKUP_C2_C4,2,6,phase_remainder,31,45,2520,816,32.3809523809524,28.7265760507937,38.74516385,40.67260966,7.42736276468254,16.0447149,17.08156773,8.69255500396825,10.0710125,11.34923875,0.59915145952381,1.88865395,3.8609082,12.007506822619,14.53091425,16.33254246,180,1.33692529764286,8,5.17071956142857,12,5.13909011321429,12,1.564595773,2
primary_26,5,A,K_LOOKUP_C2_C4,3,7,transition,45,46,210,93,44.2857142857143,33.2572960238095,43.208241,46.87195019,5.15936217619048,15.03982055,17.49235312,14.5441046380952,19.0416685,21.5377249,0.86090779047619,3.46257515,5.8486084,12.6929214190476,15.79644875,17.44379173,206,1.080253082,4,6.958333695,11,6.911281914,11,3.031776479,4
primary_26,5,A,K_LOOKUP_C2_C4,3,7,phase_remainder,46,60,2940,1327,45.1360544217687,34.8132993336735,45.533426,48.62357123,5.66651278231292,15.5587715,17.3062559,15.0996523462585,19.12711725,21.18395551,0.957789813945578,3.4482943,4.98679785000001,13.0893443911565,16.80974025,18.72981042,210.214285714286,1.1901971825,6,7.31245968214286,14,7.26947142385714,14,3.17236431657143,4
primary_27,5,B,FIXED_C2,0,7,startup,0,1,210,210,100,396.726109228571,430.3706555,447.35140125,284.259129180952,388.21066785,392.12557025,10.3397425,15.33766155,19.14557305,76.7067352,236.65916375,250.63899518,25.420502347619,26.7470428,283.48480478,129,44.84137814,84,67.727593121,89,67.554718602,89,1.439495096,2
primary_27,5,B,FIXED_C2,0,7,phase_remainder,1,15,2940,2940,100,325.86210087551,413.15239375,425.03316072,301.858877529252,385.97880255,400.4222129,9.22344815544218,12.4610124,15.67440309,0.786442473809524,2.8833225,5.75303600000001,13.9933327170068,18.85428455,21.96696636,214.357142857143,64.3989891861429,88,69.4799933544286,93,69.4437711347143,93,1.97725137821429,2
primary_27,5,B,FIXED_C2,1,6,transition,15,16,180,98,54.4444444444444,43.2921727611111,95.1217387,107.32061117,21.9491891333333,74.07939285,84.74595609,8.67569865,10.42684475,13.90123525,0.487682288888889,1.2761713,2.5085473,12.1796026888889,14.6090356,16.64440756,198,4.683144362,21,8.683894413,26,8.656083234,26,1.720638755,2
