acquisition_id,round,trace,policy,phase,boundary_s,boundary_ns,K_before,K_after,C_before,C_after,logical_boundary_ns,notification_ns,apply_ns,cap_apply_delay_ms,offset_ms,sample_ns,sample_side,C,A,ready_queue,unfinished_backlog,generated_unfinished,due_not_generated,online_active_counter,observed_K,latest_event_seq,latest_event_ns,unfinished_slack_min_ms,unfinished_slack_p10_ms,unfinished_slack_median_ms,unfinished_slack_p90_ms,unfinished_late_count,unfinished_late_fraction,unfinished_urgent_5ms_count,unfinished_urgent_10ms_count,ready_slack_min_ms,ready_slack_p10_ms,ready_slack_median_ms,ready_slack_p90_ms,ready_late_count,ready_late_fraction,ready_urgent_5ms_count,ready_urgent_10ms_count,generated_slack_min_ms,generated_slack_p10_ms,generated_slack_median_ms,generated_slack_p90_ms,generated_late_count,generated_late_fraction,generated_urgent_5ms_count,generated_urgent_10ms_count
primary_09,2,A,FIXED_C4,1,15,86024418098535,6,7,4,4,86024418098535,86024418197718,86024418240014,0.141479,50,86024468098535,RIGHT_CONTINUOUS,4,3,0,7,7,0,3,7,10843,86024467716804,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,,,,,0,,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_09,2,A,FIXED_C4,1,15,86024418098535,6,7,4,4,86024418098535,86024418197718,86024418240014,0.141479,100,86024518098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,10883,86024516305423,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_09,2,A,FIXED_C4,1,15,86024418098535,6,7,4,4,86024418098535,86024418197718,86024418240014,0.141479,500,86024918098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,11219,86024916327913,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_09,2,A,FIXED_C4,1,15,86024418098535,6,7,4,4,86024418098535,86024418197718,86024418240014,0.141479,1000,86025418098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,11639,86025416810480,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,1,86039419098535,RIGHT_CONTINUOUS,4,4,0,10,10,0,4,6,23406,86039418398935,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,4,0.4,0,0,,,,,0,,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,4,0.4,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,5,86039423098535,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,23407,86039421442030,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,10,86039428098535,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,23407,86039421442030,-10.0000006666667,-10.0000006666667,23.3333333333333,23.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-10.0000006666667,-10.0000006666667,23.3333333333333,23.3333333333333,3,0.333333333333333,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,20,86039438098535,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,23420,86039433608269,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,50,86039468098535,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,23444,86039465063513,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,100,86039518098535,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,23474,86039515617608,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,500,86039918098535,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,23762,86039916113546,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,1000,86040418098535,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,24122,86040414196153,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,1,86054419098535,RIGHT_CONTINUOUS,4,1,0,8,8,0,1,7,34212,86054418501843,-1.00000066666667,22.3333331333333,32.3333333333333,32.3333333333333,1,0.125,0,0,,,,,0,,0,0,-1.00000066666667,22.3333331333333,32.3333333333333,32.3333333333333,1,0.125,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,5,86054423098535,RIGHT_CONTINUOUS,4,0,0,7,7,0,0,7,34213,86054421907053,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,0,0,0,0,,,,,0,,0,0,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,0,0,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,10,86054428098535,RIGHT_CONTINUOUS,4,1,2,7,7,0,1,7,34217,86054428032085,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,20,86054438098535,RIGHT_CONTINUOUS,4,4,3,7,7,0,4,7,34224,86054434128627,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,50,86054468098535,RIGHT_CONTINUOUS,4,4,3,7,7,0,4,7,34252,86054465910113,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,100,86054518098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,34287,86054517247824,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,500,86054918098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,34623,86054913925766,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_09,2,A,FIXED_C4,3,45,86054418098535,6,7,4,4,86054418098535,86054418208554,86054418233054,0.134519,1000,86055418098535,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,35043,86055417926970,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,1,86088354303326,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,12605,86088353583013,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,5,86088358303326,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,12605,86088353583013,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,10,86088363303326,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,12605,86088353583013,-10.0000006666667,-10.0000006666667,23.3333333333333,23.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-10.0000006666667,-10.0000006666667,23.3333333333333,23.3333333333333,3,0.333333333333333,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,20,86088373303326,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,12618,86088368553929,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,50,86088403303326,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,12642,86088402110946,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,100,86088453303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,12672,86088449639510,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,500,86088853303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,12960,86088852034850,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,1000,86089353303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,13320,86089349853320,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,1,86103354303326,RIGHT_CONTINUOUS,4,1,0,8,8,0,1,7,23410,86103353730453,-1.00000066666667,22.3333331333333,32.3333333333333,32.3333333333333,1,0.125,0,0,,,,,0,,0,0,-1.00000066666667,22.3333331333333,32.3333333333333,32.3333333333333,1,0.125,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,5,86103358303326,RIGHT_CONTINUOUS,4,0,0,7,7,0,0,7,23411,86103356625099,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,0,0,0,0,,,,,0,,0,0,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,10,86103363303326,RIGHT_CONTINUOUS,4,0,0,7,7,0,0,7,23411,86103356625099,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0,,,,,0,,0,0,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,20,86103373303326,RIGHT_CONTINUOUS,4,4,3,7,7,0,4,7,23422,86103370715183,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,50,86103403303326,RIGHT_CONTINUOUS,4,4,3,7,7,0,4,7,23450,86103402468573,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,100,86103453303326,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,23485,86103450896613,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,500,86103853303326,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,23821,86103850923276,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_10,2,B,FIXED_C4,2,30,86103353303326,6,7,4,4,86103353303326,86103353401411,86103353422384,0.119058,1000,86104353303326,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,24241,86104352283365,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,1,86118354303326,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,36009,86118353661768,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,5,86118358303326,RIGHT_CONTINUOUS,4,3,0,9,9,0,3,6,36009,86118353661768,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0,,,,,0,,0,0,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,3,0.333333333333333,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,10,86118363303326,RIGHT_CONTINUOUS,4,0,0,6,6,0,0,6,36012,86118362763663,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0,,,,,0,,0,0,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,20,86118373303326,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,36022,86118369524153,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,50,86118403303326,RIGHT_CONTINUOUS,4,4,2,6,6,0,4,6,36046,86118400177324,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,100,86118453303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,36076,86118450307390,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,500,86118853303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,36364,86118848573301,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,1000,86119353303326,RIGHT_CONTINUOUS,4,2,0,8,2,6,2,6,36724,86119351165503,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,1,86152239928731,RIGHT_CONTINUOUS,2,2,0,9,9,0,2,7,10807,86152239182347,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,2,0.222222222222222,0,0,,,,,0,,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,2,0.222222222222222,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,5,86152243928731,RIGHT_CONTINUOUS,2,1,0,8,8,0,1,7,10808,86152243316037,-5.00000066666667,18.3333331333333,28.3333333333333,28.3333333333333,1,0.125,0,0,,,,,0,,0,0,-5.00000066666667,18.3333331333333,28.3333333333333,28.3333333333333,1,0.125,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,10,86152248928731,RIGHT_CONTINUOUS,2,0,0,7,7,0,0,7,10809,86152243957611,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0,,,,,0,,0,0,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,0,0,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,20,86152258928731,RIGHT_CONTINUOUS,2,2,4,7,7,0,2,7,10817,86152258668176,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,50,86152288928731,RIGHT_CONTINUOUS,2,2,4,8,8,0,2,7,10842,86152287213702,-16.6666666666667,6.66666643333333,16.6666663333333,16.6666663333333,1,0.125,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,-16.6666666666667,6.66666643333333,16.6666663333333,16.6666663333333,1,0.125,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,100,86152338928731,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,10882,86152337630139,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,500,86152738928731,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,11218,86152734476493,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_11,2,A,FIXED_C2,1,15,86152238928731,6,7,2,2,86152238928731,86152239024020,86152239049808,0.121077,1000,86153238928731,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,11638,86153234673260,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,1,86167239928731,RIGHT_CONTINUOUS,2,2,1,9,9,0,2,6,23406,86167239181521,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0,-1.00000066666667,-1.00000066666667,-1.00000066666667,-1.00000066666667,1,1,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,3,0.333333333333333,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,5,86167243928731,RIGHT_CONTINUOUS,2,2,0,8,8,0,2,6,23408,86167243798644,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,2,0.25,0,0,,,,,0,,0,0,-5.00000066666667,-5.00000066666667,28.3333333333333,28.3333333333333,2,0.25,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,10,86167248928731,RIGHT_CONTINUOUS,2,1,0,7,7,0,1,6,23409,86167244214028,-10.0000006666667,9.99999973333333,23.3333333333333,23.3333333333333,1,0.142857142857143,0,0,,,,,0,,0,0,-10.0000006666667,9.99999973333333,23.3333333333333,23.3333333333333,1,0.142857142857143,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,20,86167258928731,RIGHT_CONTINUOUS,2,2,4,6,6,0,2,6,23418,86167255114945,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,50,86167288928731,RIGHT_CONTINUOUS,2,2,3,6,6,0,2,6,23441,86167288059112,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0,16.6666663333333,16.6666663333333,16.6666663333333,16.6666663333333,0,0,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,100,86167338928731,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,23474,86167335786482,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,500,86167738928731,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,23762,86167734002767,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,1000,86168238928731,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,24122,86168234585075,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_11,2,A,FIXED_C2,3,45,86182238928731,6,7,2,2,86182238928731,86182239015244,86182239034225,0.105494,1,86182239928731,RIGHT_CONTINUOUS,2,2,0,9,9,0,2,7,34211,86182239351340,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,2,0.222222222222222,0,0,,,,,0,,0,0,-1.00000066666667,-1.00000066666667,32.3333333333333,32.3333333333333,2,0.222222222222222,0,0
