acquisition_id,round,trace,policy,phase,K,arrival_start_s,arrival_end_s,arrival_count,miss_count,DMR_percent,local_mean_ms,local_p95_ms,local_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,calendar_completed_fps,time_mean_ready_queue,peak_ready_queue,time_mean_unfinished_backlog,peak_unfinished_backlog,time_mean_generated_unfinished,peak_generated_unfinished,time_mean_A,peak_A
primary_10,2,B,FIXED_C4,2,7,30,45,3150,1427,45.3015873015873,34.4402581146032,45.38218085,48.2312800299999,5.36032782984127,15.11099705,17.02163819,14.8671990390476,18.86125915,21.11977134,0.918780936825397,3.2808661,5.08055859,13.2939503088889,16.99763855,19.1923432,209.933333333333,1.12566884426667,6,7.23113152653333,14,7.18485561606667,14,3.12078912066667,4
primary_10,2,B,FIXED_C4,3,6,45,60,2700,871,32.2592592592593,30.9709587159259,38.7414953,40.11749632,4.20589178185185,14.7881803,16.34572504,14.0614900637037,18.3431858,19.64033311,0.57013579,1.87967635,3.30986234999999,12.1334410803704,14.6962979,16.33670536,180.133333333333,0.757060520733333,4,5.57597946746667,10,5.5464220174,10,2.53227511006667,4
primary_11,2,A,FIXED_C2,0,6,0,15,2700,1056,39.1111111111111,41.1808623577778,150.59203985,250.08192584,17.1875856688889,107.31315515,169.79644706,8.74513289666667,10.3453426,12.310296,2.63981114148148,2.3792322,103.121226849999,12.6083326507407,15.6113497,20.29373863,179.866666666667,3.0937654204,43,7.41193000593333,49,7.3776364772,49,1.57349870293333,2
primary_11,2,A,FIXED_C2,1,7,15,30,3150,1365,43.3333333333333,31.8178211473016,44.8808081,48.44266256,9.73927187015873,22.42943645,24.21643193,8.50743682507937,10.4816854,11.90779327,0.696250966666667,2.49958795,4.1550644,12.8748614853968,16.46815985,18.54162998,209.933333333333,2.04492192633333,7,6.6808852592,12,6.64597771113333,12,1.78602971793333,2
primary_11,2,A,FIXED_C2,2,6,30,45,2700,878,32.5185185185185,28.5671589137037,38.4512287,39.7980728,7.3546484237037,15.84886495,16.86701336,8.63479417518518,10.03233715,11.19823539,0.618534101851852,2.03414705,3.59408629,11.959182212963,14.4380067,16.50937972,180.066666666667,1.32416188266667,5,5.1428483844,10,5.10854300646667,10,1.55469756506667,2
primary_11,2,A,FIXED_C2,3,7,45,60,3150,1370,43.4920634920635,31.8268404180952,44.86058675,48.55472625,9.61443118888889,22.11845365,23.7512647,8.50355457079365,10.55230845,12.27298392,0.706839866666667,2.5106506,4.2970412,13.002014791746,16.93335525,18.92151096,209.8,2.0177512424,7,6.68126160866667,12,6.64424087353333,12,1.784650888,2
primary_12,2,A,K_LOOKUP_C2_C4,0,6,0,15,2700,1131,41.8888888888889,49.2615084388889,215.5402382,291.06008941,23.3858655081482,146.91008915,215.95914418,8.79694552111111,10.83202425,13.3933362599999,4.25147574592593,2.89671975,163.16928091,12.8272216637037,16.1180492,19.04105727,179.866666666667,4.20945579146667,50,8.86641425673333,56,8.8330819262,56,1.58279293153333,2
primary_12,2,A,K_LOOKUP_C2_C4,1,7,15,30,3150,1417,44.984126984127,34.6299632853968,45.21065135,48.29288149,5.5764074215873,15.4141251,17.09137321,15.0045009092063,18.9529552,21.5342919,0.987835216825397,3.3922681,5.33304458999999,13.0612197377778,16.605614,18.59015414,209.933333333333,1.17104555853333,6,7.2716613988,14,7.2277756624,14,3.1503142998,4
primary_12,2,A,K_LOOKUP_C2_C4,2,6,30,45,2700,878,32.5185185185185,28.6017639385185,38.4360139,39.95723345,7.4706483337037,16.0900095,16.99693859,8.68454938592593,10.0604846,11.25834098,0.576187014814815,1.946301,3.46811329999999,11.8703792040741,14.36606,16.22827943,180.066666666667,1.34471670006667,6,5.14899669346667,12,5.12027635433333,12,1.563898074,3
primary_12,2,A,K_LOOKUP_C2_C4,3,7,45,60,3150,1416,44.952380952381,34.6159285126984,45.3138771,47.56025689,5.65848348857143,15.49633075,16.94432086,15.0992723260317,19.01432955,20.82674517,0.924698505396825,3.1942208,4.91038884,12.9334741926984,16.3589671,18.17112807,209.933333333333,1.1882815326,6,7.26917811933333,14,7.2253789838,14,3.17068032013333,4
