trace,round,phase,K,window,fixed,lookup_acquisition,fixed_acquisition,DMR_percent_lookup,DMR_percent_fixed,delta_DMR_percent,miss_count_lookup,miss_count_fixed,delta_miss_count,queue_mean_ms_lookup,queue_mean_ms_fixed,delta_queue_mean_ms,queue_p95_ms_lookup,queue_p95_ms_fixed,delta_queue_p95_ms,service_mean_ms_lookup,service_mean_ms_fixed,delta_service_mean_ms,service_p95_ms_lookup,service_p95_ms_fixed,delta_service_p95_ms,local_mean_ms_lookup,local_mean_ms_fixed,delta_local_mean_ms,local_p95_ms_lookup,local_p95_ms_fixed,delta_local_p95_ms,start_lag_mean_ms_lookup,start_lag_mean_ms_fixed,delta_start_lag_mean_ms,front_end_mean_ms_lookup,front_end_mean_ms_fixed,delta_front_end_mean_ms,time_mean_ready_queue_lookup,time_mean_ready_queue_fixed,delta_time_mean_ready_queue,time_mean_unfinished_backlog_lookup,time_mean_unfinished_backlog_fixed,delta_time_mean_unfinished_backlog,calendar_completed_fps_lookup,calendar_completed_fps_fixed,delta_calendar_completed_fps
B,3,0,7,whole_phase,FIXED_C4,primary_15,primary_17,55.0793650793651,56.6666666666667,-1.58730158730158,1735,1785,-50,19.7513968784127,26.7035685730159,-6.95217169460318,123.0160404,173.07254805,-50.05650765,15.5240079987302,15.5497002965079,-0.0256922977777805,19.819816,19.76125375,0.0585622499999978,53.0790271463492,62.1612090377778,-9.08218189142857,179.29404085,241.19254645,-61.8985056000001,3.48490218349206,5.31106618634921,-1.82616400285714,14.3187200857143,14.5968739819048,-0.278153896190476,4.14779334446667,5.60774940033333,-1.45995605586667,11.1446368123333,13.0525530070667,-1.90791619473333,209.8,209.8,0
B,3,1,6,whole_phase,FIXED_C2,primary_15,primary_14,32.5925925925926,38.3703703703704,-5.77777777777778,880,1036,-156,7.39458287592592,16.5951025137037,-9.20051963777778,15.9682202,97.0879855999997,-81.1197653999997,8.67512674407407,8.70741340407407,-0.0322866600000005,10.03336485,10.20837765,-0.175012799999999,28.7415791007407,38.058692457037,-9.3171133562963,38.6693924,120.9813039,-82.3119114999996,0.560268677777778,0.59187530962963,-0.0316066318518519,12.111600802963,12.1643012296296,-0.052700426666668,1.33102491766667,3.3225051952,-1.99148027753333,5.17486782786667,7.21357718113333,-2.03870935326667,180.066666666667,183.2,-3.13333333333333
B,3,1,6,whole_phase,FIXED_C4,primary_15,primary_17,32.5925925925926,32.8518518518519,-0.25925925925926,880,887,-7,7.39458287592592,4.38053862444444,3.01404425148148,15.9682202,15.34672305,0.621497149999998,8.67512674407407,14.2580237081481,-5.58289696407407,10.03336485,18.6958009,-8.66243605,28.7415791007407,31.2628154622222,-2.52123636148148,38.6693924,38.9553571,-0.285964699999994,0.560268677777778,0.583589577777778,-0.0233209000000001,12.111600802963,12.0406635518519,0.0709372511111113,1.33102491766667,0.7884969524,0.542527965266667,5.17486782786667,5.62822225633333,-0.453354428466667,180.066666666667,180.066666666667,0
B,3,2,7,whole_phase,FIXED_C2,primary_15,primary_14,45.8095238095238,43.4920634920635,2.31746031746032,1443,1370,73,5.55208861269841,9.82899879936508,-4.27691018666667,15.485362,22.4799343,-6.9945723,15.0318263031746,8.48935185269841,6.54247445047619,19.11902795,10.4671346,8.65189335,34.825195807619,31.9084809130159,2.91671489460317,45.6330749,44.7742427,0.858832200000002,0.936032042857143,0.71463836952381,0.221393673333333,13.3052488488889,12.8754918914286,0.429756957460317,1.16593860866667,2.06370850566667,-0.897769897,7.31174989913333,6.7001075626,0.611642336533333,209.866666666667,209.933333333333,-0.0666666666666629
B,3,2,7,whole_phase,FIXED_C4,primary_15,primary_17,45.8095238095238,46.2222222222222,-0.412698412698411,1443,1456,-13,5.55208861269841,5.52779212920635,0.024296483492062,15.485362,15.3161224,0.169239599999999,15.0318263031746,15.0596223053968,-0.0277960022222228,19.11902795,19.0717391,0.0472888499999975,34.825195807619,34.8653147412698,-0.0401189336507954,45.6330749,45.6958809,-0.0628059999999948,0.936032042857143,0.967917923174603,-0.0318858803174603,13.3052488488889,13.3099823834921,-0.00473353460317583,1.16593860866667,1.16083634713333,0.00510226153333337,7.31174989913333,7.32044098093333,-0.00869108180000033,209.866666666667,209.933333333333,-0.0666666666666629
B,3,3,6,whole_phase,FIXED_C2,primary_15,primary_14,32.3703703703704,32.4814814814815,-0.111111111111107,874,877,-3,7.39655754037037,7.35225724481481,0.0443002955555558,15.95863145,15.97381545,-0.0151839999999996,8.67601293148148,8.66551064222222,0.0105022892592608,9.9542106,10.0163348,-0.0621241999999977,28.6783878748148,28.662648457037,0.0157394177777768,38.5901727,38.6165149,-0.026342200000002,0.570396697777778,0.613154671481482,-0.0427579737037037,12.0354207051852,12.0317258985185,0.00369480666666711,1.33103262073333,1.3230050916,0.00802752913333338,5.16309282833333,5.15838635906667,0.00470646926666696,180.066666666667,179.933333333333,0.133333333333326
B,3,3,6,whole_phase,FIXED_C4,primary_15,primary_17,32.3703703703704,32.962962962963,-0.592592592592588,874,890,-16,7.39655754037037,4.38207419111111,3.01448334925926,15.95863145,15.15961885,0.799012600000003,8.67601293148148,14.2282900737037,-5.55227714222222,9.9542106,18.53644245,-8.58223185,28.6783878748148,31.2801704792593,-2.60178260444444,38.5901727,38.99295565,-0.402782950000002,0.570396697777778,0.597616011111111,-0.0272193133333334,12.0354207051852,12.0721902033333,-0.0367694981481481,1.33103262073333,0.7887733544,0.542259266333333,5.16309282833333,5.63187188673333,-0.4687790584,180.066666666667,180.066666666667,0
B,4,0,7,whole_phase,FIXED_C2,primary_19,primary_24,62.4126984126984,100,-37.5873015873016,1966,3150,-1184,18.1540766273016,230.912915653968,-212.758839026667,117.3251465,257.673562,-140.3484155,15.7654849688889,9.47331803968254,6.29216692920635,20.7277041,13.20882085,7.51888325,52.9349190761905,257.839236446349,-204.904317370159,172.7653995,284.8535408,-112.0881413,3.44618922888889,2.49499811238095,0.951191116507936,15.5691682511111,14.9580046403175,0.61116361079365,3.81155535266667,48.1095454112667,-44.2979900586,11.1126623828,53.7331620056,-42.6204996228,209.666666666667,206.6,3.06666666666666
B,4,0,7,whole_phase,FIXED_C4,primary_19,primary_21,62.4126984126984,52.6666666666667,9.74603174603175,1966,1659,307,18.1540766273016,14.7286767869841,3.42539984031746,117.3251465,92.7115006999999,24.6136458,15.7654849688889,15.359733131746,0.405751837142857,20.7277041,19.5719006,1.15580349999999,52.9349190761905,46.6387110473016,6.29620802888888,172.7653995,146.1325923,26.6328072,3.44618922888889,2.54107711015873,0.905112118730159,15.5691682511111,14.0092240184127,1.55994423269841,3.81155535266667,3.09302212526667,0.7185332274,11.1126623828,9.79258342126667,1.32007896153333,209.666666666667,209.8,-0.133333333333354
B,4,1,6,whole_phase,FIXED_C2,primary_19,primary_24,33.6666666666667,39.6666666666667,-6,909,1071,-162,6.90216736518519,17.7205881381481,-10.818420772963,15.287824,115.40142665,-100.11360265,8.94828982703704,8.89815495777778,0.05013486925926,10.89196045,11.05132395,-0.1593635,30.2822254162963,40.9942946040741,-10.7120691877778,40.82988705,140.949282,-100.11939495,0.648613712222222,0.64231292037037,0.00630079185185195,13.7831545118518,13.7332385877778,0.0499159240740727,1.2431908648,3.57187274093333,-2.32868187613333,5.4540606642,7.79098740386667,-2.33692673966667,180.2,183.266666666667,-3.06666666666669
