trace,phase,K,window,fixed,n_pairs,delta_DMR_percent_mean,delta_DMR_percent_SD,delta_DMR_percent_positive_rounds,delta_DMR_percent_negative_rounds,delta_DMR_percent_values,delta_miss_count_mean,delta_miss_count_SD,delta_miss_count_positive_rounds,delta_miss_count_negative_rounds,delta_miss_count_values,delta_queue_mean_ms_mean,delta_queue_mean_ms_SD,delta_queue_mean_ms_positive_rounds,delta_queue_mean_ms_negative_rounds,delta_queue_mean_ms_values,delta_queue_p95_ms_mean,delta_queue_p95_ms_SD,delta_queue_p95_ms_positive_rounds,delta_queue_p95_ms_negative_rounds,delta_queue_p95_ms_values,delta_service_mean_ms_mean,delta_service_mean_ms_SD,delta_service_mean_ms_positive_rounds,delta_service_mean_ms_negative_rounds,delta_service_mean_ms_values,delta_service_p95_ms_mean,delta_service_p95_ms_SD,delta_service_p95_ms_positive_rounds,delta_service_p95_ms_negative_rounds,delta_service_p95_ms_values,delta_local_mean_ms_mean,delta_local_mean_ms_SD,delta_local_mean_ms_positive_rounds,delta_local_mean_ms_negative_rounds,delta_local_mean_ms_values,delta_local_p95_ms_mean,delta_local_p95_ms_SD,delta_local_p95_ms_positive_rounds,delta_local_p95_ms_negative_rounds,delta_local_p95_ms_values,delta_start_lag_mean_ms_mean,delta_start_lag_mean_ms_SD,delta_start_lag_mean_ms_positive_rounds,delta_start_lag_mean_ms_negative_rounds,delta_start_lag_mean_ms_values,delta_front_end_mean_ms_mean,delta_front_end_mean_ms_SD,delta_front_end_mean_ms_positive_rounds,delta_front_end_mean_ms_negative_rounds,delta_front_end_mean_ms_values,delta_time_mean_ready_queue_mean,delta_time_mean_ready_queue_SD,delta_time_mean_ready_queue_positive_rounds,delta_time_mean_ready_queue_negative_rounds,delta_time_mean_ready_queue_values,delta_time_mean_unfinished_backlog_mean,delta_time_mean_unfinished_backlog_SD,delta_time_mean_unfinished_backlog_positive_rounds,delta_time_mean_unfinished_backlog_negative_rounds,delta_time_mean_unfinished_backlog_values,delta_calendar_completed_fps_mean,delta_calendar_completed_fps_SD,delta_calendar_completed_fps_positive_rounds,delta_calendar_completed_fps_negative_rounds,delta_calendar_completed_fps_values
B,1,6,whole_phase,FIXED_C2,5,-3.45185185185185,2.74116613315343,0,5,"[-0.18518518518518334, -4.407407407407412, -5.777777777777779, -6.0, -0.8888888888888928]",-93.2,74.0114855951426,0,5,"[-5, -119, -156, -162, -24]",-5.96060236096296,5.01951539914967,0,5,"[-0.07928061037037004, -8.702102184444445, -9.200519637777777, -10.818420772962963, -1.0026885992592591]",-48.7073414299998,46.205409464789,0,5,"[-0.2054100500000029, -61.63095789999955, -81.11976539999972, -100.1136026499999, -0.4669711500000009]",0.00490066362963013,0.0381788573033129,3,2,"[-0.0332844133333321, 0.035609688888889934, -0.03228666000000047, 0.05013486925926003, 0.004329833333333255]",-0.0534548699999998,0.105459927202774,3,2,"[0.010527800000000198, 0.051057049999995385, -0.1750127999999993, -0.15936349999999955, 0.005517100000004049]",-5.87929382414815,5.07484359677766,0,5,"[-0.001613824444444134, -8.583585422592591, -9.3171133562963, -10.712069187777772, -0.7820873296296291]",-48.6348735399999,46.4018684213389,1,4,"[0.018543399999998655, -60.332075499999924, -82.31191149999955, -100.1193949499999, -0.42952915000000047]",0.00280617362962967,0.0201958708963567,4,1,"[0.019773087777777754, 0.004789612222222295, -0.03160663185185186, 0.00630079185185195, 0.014774008148148221]",0.0736016995555559,0.0911041749810569,4,1,"[0.09117811148148292, 0.07811746074074044, -0.052700426666667965, 0.04991592407407275, 0.20149742814815141]",-1.31695065216,1.10149929846894,0,5,"[-0.014532065466666744, -2.020755739266667, -1.9914802775333336, -2.3286818761333334, -0.22930330239999996]",-1.32106981817333,1.12425934211693,1,4,"[0.00021029173333353413, -2.0309644284, -2.0387093532666665, -2.3369267396666666, -0.19895886126666706]",-2.18666666666667,1.54589060990026,0,4,"[0.0, -3.5999999999999943, -3.1333333333333258, -3.0666666666666913, -1.1333333333333258]"
B,1,6,whole_phase,FIXED_C4,5,0.0296296296296291,0.575207960246434,2,3,"[-0.518518518518519, -0.2592592592592595, -0.2592592592592595, 0.9259259259259238, 0.2592592592592595]",0.8,15.5306149266537,2,3,"[-14, -7, -7, 25, 7]",2.96277258696296,0.244166533880088,5,0,"[3.076333904074075, 3.0778647974074067, 3.0140442514814803, 2.530817734814815, 3.114802247037037]",0.70098661,0.420404430062633,5,0,"[0.8152842499999977, 0.7679786000000028, 0.6214971499999979, 0.06788919999999976, 1.23228385]",-5.47195871014815,0.113525855091074,0,5,"[-5.5089763092592605, -5.4840360025925925, -5.582896964074072, -5.280309446296297, -5.50357482851852]",-8.34035617,0.383814557246916,0,5,"[-8.550392099999996, -8.484018550000002, -8.662436049999998, -7.692284099999998, -8.312650049999995]",-2.16577727674074,0.64945230945267,0,5,"[-2.47158443333333, -2.4405490003703747, -2.5212363614814812, -1.0072146696296294, -2.388301918888885]",0.176680840000003,0.922020718248775,1,4,"[-0.2544405000000012, -0.31089764999999403, -0.28596469999999385, 1.8183508999999987, -0.0836438499999943]",-0.00325873162962966,0.0259020500573605,2,3,"[0.005438479259259221, -0.0236595637037037, -0.02332090000000009, 0.03796983407407406, -0.012721507777777807]",0.346667578074074,0.760108815716978,3,2,"[-0.044380507407407066, -0.010718231481481766, 0.07093725111111127, 1.7043072077777754, 0.013192170370372125]",0.533459213466667,0.0435958616659688,5,0,"[0.5537401027333333, 0.5540156635333334, 0.5425279652666667, 0.4563479313333334, 0.5606644044666667]",-0.389620684466667,0.118109112954678,0,5,"[-0.44485047573333336, -0.44101523693333267, -0.4533544284666666, -0.17887414633333343, -0.43000913486666725]",0.0133333333333326,0.073029674334018,1,1,"[0.0, 0.0, 0.0, 0.13333333333332575, -0.06666666666666288]"
B,2,7,whole_phase,FIXED_C2,5,3.49206349206349,3.64989637006583,5,0,"[1.4920634920634868, 2.349206349206348, 2.3174603174603163, 9.968253968253968, 1.3333333333333286]",110,114.971735657074,5,0,"[47, 74, 73, 314, 42]",-4.63394191815873,0.400277948607433,0,5,"[-4.450847313650794, -4.491805730476189, -4.276910186666667, -5.311934191111111, -4.63821216888889]",-7.63720896,0.54291199213624,0,5,"[-7.5583887999999995, -7.428878049999998, -6.9945723, -8.479041049999985, -7.725164600000003]",6.56972876907936,0.191625175946827,5,0,"[6.425864261904765, 6.529641854920634, 6.54247445047619, 6.900642696190475, 6.450020581904763]",8.78092466,0.619761305422398,5,0,"[8.31170665, 8.6479776, 8.651893349999998, 9.858773750000003, 8.434271950000001]",2.85254595384127,0.492755080695669,5,0,"[2.5323693511111074, 2.678913151428567, 2.9167148946031745, 3.6765278041269838, 2.458204567936505]",-0.391510569999986,1.04537093662365,1,4,"[-0.07643305000000566, -0.23391509999999727, 0.8588322000000019, -2.0274029499999457, -0.4786339499999812]",0.258131236634921,0.0524178384684781,5,0,"[0.20123967555555577, 0.2697626847619048, 0.22139367333333337, 0.33725566222222203, 0.2610044873015872]",0.658627866285714,0.611029481812628,5,0,"[0.3561127273015874, 0.37131434222222204, 0.4297569574603166, 1.7505636368253974, 0.38539166761904475]",-0.97293927816,0.0842381400175508,0,5,"[-0.9344323611333334, -0.9429154175999999, -0.8977698970000001, -1.1155874450666667, -0.9739912700000002]",0.598824500013333,0.103188957067832,5,0,"[0.5318796817333338, 0.5630810629333327, 0.6116423365333326, 0.7714898907333332, 0.5160295281333331]",-0.0399999999999977,0.036514837167009,0,3,"[0.0, 0.0, -0.06666666666666288, -0.06666666666666288, -0.06666666666666288]"
B,2,7,whole_phase,FIXED_C4,5,2.58412698412698,5.01976943295107,4,1,"[0.03174603174602453, 1.6190476190476133, -0.41269841269841123, 11.460317460317462, 0.22222222222222143]",81.4,158.122737137959,4,1,"[1, 51, -13, 361, 7]",0.065500261142857,0.128087036348756,4,1,"[0.03275659809523823, 0.2914668860317473, 0.024296483492062038, -0.021450652063492726, 0.0004319901587299668]",0.294538099999999,0.17419590124104,5,0,"[0.13534700000000477, 0.4449049999999968, 0.16923959999999916, 0.5176934499999977, 0.20550544999999687]",0.139799558222222,0.195405798227125,4,1,"[0.039943820000001296, 0.2286067907936502, -0.027796002222222782, 0.44223035206349337, 0.016012830476189066]",0.459393780000001,0.693163952086776,4,1,"[-0.009684450000001732, 0.4678368500000012, 0.047288849999997495, 1.6544242500000017, 0.13710340000000443]",0.669631939809523,1.05967402440943,4,1,"[0.14038811777777482, 0.629793665396825, -0.04011893365079544, 2.5108172993650797, 0.10727955015872936]",0.699018470000004,1.20755083126036,3,2,"[-0.19446740000000062, 0.5979366000000113, -0.06280599999999481, 2.781653900000002, 0.37277525000000367]",0.0322268029841269,0.0813869310132503,3,2,"[0.0045202088888889325, 0.07629074888888887, -0.03188588031746031, 0.15237315904761894, -0.04016422158730171]",0.432105317460317,0.843098338553152,4,1,"[0.06316749079364925, 0.03342923968254041, -0.004733534603175826, 1.9376644403174605, 0.13099895111110982]",0.01366763036,0.0269608789849229,3,2,"[0.00687888559999994, 0.06120804606666663, 0.005102261533333374, -0.0046653015333333325, -0.00018573986666670095]",0.1412292548,0.222330273721063,4,1,"[0.031572576000000296, 0.1333172276000001, -0.008691081800000333, 0.5273470252666668, 0.022600526933333143]",-0.0133333333333326,0.0557773351022685,1,2,"[0.06666666666666288, 0.0, -0.06666666666666288, 0.0, -0.06666666666666288]"
B,3,6,whole_phase,FIXED_C2,5,0.22962962962963,0.763268547217469,2,3,"[-0.14814814814814525, -0.4074074074074048, -0.11111111111110716, 1.518518518518519, 0.2962962962962905]",6.2,20.6082507748717,2,3,"[-4, -11, -3, 41, 8]",-0.132053669703703,0.226971637391494,1,4,"[-0.058920389629628644, -0.057922394814814204, 0.04430029555555581, -0.5302475525925914, -0.05747830703703816]",-0.227338750000001,0.198105907171958,0,5,"[-0.1883695999999997, -0.18382095000000298, -0.015183999999999642, -0.5551518500000032, -0.19416735000000074]",0.0522729562962958,0.133737772325139,3,2,"[-0.015883158148149334, -0.02469425666666858, 0.010502289259260777, 0.290226852962963, 0.0012130540740731277]",0.19354194,0.425773124360963,4,1,"[0.058077249999998415, 0.00045705000000140217, -0.06212419999999774, 0.9512029000000002, 0.020096699999999856]",0.370433074962961,0.739917258879868,5,0,"[0.08607936407407735, 0.01610834962962926, 0.015739417777776765, 1.6930445140740709, 0.04119372925925191]",0.533311460000003,1.06042442153407,4,1,"[0.18748025000000013, 0.0799300000000045, -0.02634220000000198, 2.4244324499999976, 0.0010568000000148459]",0.00446109437037037,0.051412092132684,2,3,"[-0.030238368148148176, -0.0030440314814813574, -0.04275797370370371, 0.08844439888888878, 0.009901446296296301]",0.445752694,0.784810945827747,5,0,"[0.1911212800000026, 0.10176903259259262, 0.0036948066666671053, 1.8446208148148138, 0.08755753592592619]",-0.0240148411866667,0.0406788466950434,1,4,"[-0.010851244866666665, -0.01078981686666669, 0.008027529133333378, -0.09528440240000013, -0.011176270933333399]",0.0666750956533333,0.133414184283016,5,0,"[0.014995547733333225, 0.0024953471333333255, 0.004706469266666957, 0.30518194919999964, 0.0059961649333333256]",0.0266666666666652,0.0760116950066049,2,1,"[0.0, 0.0, 0.13333333333332575, 0.06666666666666288, -0.06666666666666288]"
B,3,6,whole_phase,FIXED_C4,5,0.0296296296296291,0.519443619197864,2,3,"[0.7037037037037024, -0.22222222222222143, -0.5925925925925881, 0.4074074074074048, -0.14814814814815236]",0.8,14.0249777183424,2,3,"[19, -6, -16, 11, -4]",2.90386891125926,0.39822839746815,5,0,"[3.174005348518519, 3.105282191111111, 3.014483349259259, 2.201016681481481, 3.0245569859259254]",0.694656369999999,0.49167197549324,4,1,"[1.0898464999999984, 0.9757864499999958, 0.7990126000000028, -0.15182760000000428, 0.7604639000000031]",-5.45984055703704,0.0672699873466004,0,5,"[-5.438729613333335, -5.429156728518521, -5.5522771422222235, -5.37892495296296, -5.5001143481481485]",-8.32016804,0.324978737323205,0,5,"[-8.460529399999997, -8.333957799999997, -8.58223185, -7.760451149999996, -8.463669999999997]",-2.24711157259259,0.525633284563312,0,5,"[-2.2948261396296274, -2.4225816718518516, -2.601782604444441, -1.3339462611111124, -2.5824211859259307]",0.0622494400000022,0.951154491047735,1,4,"[-0.2914199499999981, -0.29241684999999507, -0.4027829500000024, 1.7587212500000007, -0.46085429999999405]",-0.00536860814814817,0.0273377634183776,2,3,"[-0.01001762555555552, 7.914037037037858e-05, -0.027219313333333384, 0.038616875185185084, -0.0283021174074074]",0.314228681333334,0.834155078376427,1,4,"[-0.020084249259257447, -0.09878627481481317, -0.036769498148148116, 1.8053451351851848, -0.07856170629629489]",0.52255490316,0.0715470704334824,5,0,"[0.5713209627333333, 0.5589507944, 0.5422592663333334, 0.3963436672666666, 0.5438998250666666]",-0.40536039072,0.0951617956791477,0,5,"[-0.41483818679999995, -0.4369565809333329, -0.4687790584, -0.2398585190666669, -0.46636960839999997]",-0.0133333333333326,0.0557773351022685,1,2,"[-0.06666666666666288, -0.06666666666666288, 0.0, 0.06666666666666288, 0.0]"
A,0,6,startup,FIXED_C2,5,0,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,0,0,0,"[0, 0, 0, 0, 0]",18.8323568422222,38.4835319246913,3,2,"[55.106093522222224, 30.902317977777784, -37.643381522222214, 47.797040911111154, -2.0002866777777513]",26.15840057,51.2605953163958,4,1,"[77.84184915, 43.721464449999985, -53.96044950000001, 54.538200949999975, 8.65093779999998]",-0.0915171233333318,0.188889031780522,1,4,"[0.2290391777777785, -0.12734327222221964, -0.12343555555555241, -0.1645341222222214, -0.271311844444444]",0.246416459999995,0.611724446229388,4,1,"[0.13938944999998704, 0.19908890000000135, 0.84002205, -0.6923384500000118, 0.7459203500000005]",29.59291369,60.4013860954962,3,2,"[92.7142718888889, 56.87285996111112, -60.200127355555594, 59.30405498333337, -0.7264910277777119]",30.39869484,60.3733280555069,4,1,"[107.12395175000009, 51.69950920000002, -56.40195580000005, 42.701162950000025, 6.870806100000038]",9.95294154222222,21.722025444936,4,1,"[34.71013688333333, 24.136295383333337, -21.789944527777777, 10.814228661111109, 1.8939913111111082]",0.89913242888889,1.43176889707342,3,2,"[2.669002305555555, 1.9615898722222234, -0.6433657499999974, 0.8573195333333352, -0.34888381666666746]",2.754426373,5.73861123450831,3,2,"[7.9150341709999985, 4.179603705999998, -5.721174375, 7.536137717999999, -0.13746935500000035]",4.653500416,9.54160411891637,4,1,"[14.518358200999998, 8.76027818, -9.684752428000003, 9.545051579999999, 0.12856654699999837]",-6.4,10.4067285925982,2,3,"[-16.0, -14.0, 8.0, -11.0, 1.0]"
A,0,6,startup,FIXED_C4,5,1.77777777777778,3.97523195999963,1,0,"[0.0, 0.0, 0.0, 0.0, 8.888888888888886]",3.2,7.15541752799933,1,0,"[0, 0, 0, 0, 16]",64.51959516,26.5997560731655,5,0,"[73.01697990000002, 96.63459917777776, 23.39599426111114, 60.57235443888892, 68.97804802222224]",77.12540598,30.2452818491313,5,0,"[75.24988620000002, 128.52927085, 49.271949949999936, 65.16591469999997, 67.41000819999996]",-7.92627912333333,0.240904765619542,0,5,"[-7.618378511111111, -8.06827638888889, -7.812965972222219, -8.246654650000002, -7.8851200944444475]",-9.56324679000001,1.71517506265703,0,5,"[-10.616131900000012, -7.9183442, -7.676213350000003, -9.99058740000002, -11.6149571]",37.7664466588889,88.5179634853852,4,1,"[87.2410117, 96.8303557055556, -117.08537902222224, 47.6210490111111, 74.22519590000003]",16.51498603,96.0342646207209,4,1,"[87.76471625000005, 61.60857145, -148.98507850000004, 16.783896449999986, 65.40282450000004]",-15.10389862,59.0671448356461,3,2,"[21.706939311111107, 12.601495661111116, -119.59210281666671, -2.747448861111124, 12.51162360555556]",-3.72297075777778,5.58424026029614,2,3,"[0.13547100000000256, -4.337462744444441, -13.076304494444443, -1.9572019166666692, 0.6206443666666672]",10.3703861488,3.38313868539856,5,0,"[10.448202439, 14.997593616, 5.766807987, 9.061226295999997, 11.578100406]",5.5899197598,13.9231649803268,4,1,"[12.813829810999998, 14.796835389000002, -18.731508063, 6.7242363040000015, 12.346205357999999]",-14.8,18.2948080066449,1,4,"[-26.0, -28.0, 17.0, -19.0, -18.0]"
A,0,6,phase_remainder,FIXED_C2,5,0.880952380952381,2.45509558491432,3,2,"[3.2142857142857153, 2.9761904761904816, -1.547619047619051, 1.6666666666666643, -1.904761904761905]",22.2,61.8684087398407,3,2,"[81, 75, -39, 42, -48]",1.61335533595238,3.24944895639961,3,2,"[4.743747304365078, 4.433705686507938, -1.9827395087301571, 2.531009356349209, -1.6589461587301582]",21.45749348,35.4503831440241,3,2,"[49.49699264999981, 54.22223079999974, -2.6330455499997605, 34.02697070000001, -27.825681199999853]",0.0163432677777774,0.0333790981719637,3,2,"[0.027430566269842416, 0.06460947420634611, -0.019292458730157946, 0.01953313928571454, -0.010564382142858264]",0.0153073299999999,0.193170483896345,2,3,"[-0.00214429999999588, 0.12319764999999627, -0.07549174999999941, 0.2695248499999998, -0.23854980000000126]",1.62112020960317,3.44042697525537,3,2,"[4.844171851587301, 4.595487946825397, -2.152361263492061, 2.747347767857132, -1.929045254761899]",22.37176981,37.2139455912824,3,2,"[50.26130779999996, 55.02384624999996, -3.524609849999912, 39.86838514999969, -29.77008029999986]",0.0100117964285714,0.022147770772476,4,1,"[0.009772653968253997, 0.002762405952381086, -0.019056834523809463, 0.014214055555555438, 0.04236670119047614]",-0.0185901905555561,0.195511352690823,3,2,"[0.06322132698412553, 0.09441038015873104, -0.1312724615079386, 0.18259121666666722, -0.3019014150793655]",0.3357895218,0.67141010721749,3,2,"[0.9970218478571429, 0.8968394185714286, -0.4322241329285714, 0.5318195159999999, -0.31450904050000017]",0.339843761828572,0.712949317898241,3,2,"[1.0269553924999997, 0.9326418272857149, -0.4701903785714281, 0.5756012954999994, -0.3657893275714281]",0.457142857142856,0.743337756614162,3,2,"[1.1428571428571388, 1.0, -0.5714285714285836, 0.785714285714306, -0.07142857142858361]"
A,0,6,phase_remainder,FIXED_C4,5,2.85714285714286,2.43474291067215,4,1,"[4.841269841269842, 5.158730158730158, -0.9126984126984183, 2.857142857142861, 2.3412698412698347]",72,61.3555213489381,4,1,"[122, 130, -23, 72, 59]",6.61841415412699,3.1760179442142,5,0,"[9.299861133730158, 9.323158984523811, 1.8890261964285733, 7.566678065476193, 5.013346390476191]",28.7852766799999,26.8004428623407,4,1,"[51.11298879999981, 55.98937049999974, -0.6880932499999943, 35.5580755, 1.9540418500000012]",-5.54248695555556,0.13506308258986,0,5,"[-5.387837293253968, -5.474150745238097, -5.729625785714283, -5.626434496825398, -5.494386456746033]",-8.48504626,0.110810060497805,0,5,"[-8.501388399999993, -8.320939800000003, -8.620121899999992, -8.533767199999996, -8.449013999999995]",0.963013132777778,3.4888178848455,3,2,"[3.7627290448412722, 3.85915993095238, -4.404782675793648, 2.139554126190472, -0.5415947623015889]",29.0109939699999,27.5231115093267,4,1,"[50.423979299999964, 55.41289949999995, -1.5389820500000013, 40.28042634999967, 0.47664674999999335]",-0.0818981073015873,0.165073574586527,2,3,"[-0.016236265873015854, 0.0022577416666667016, -0.37629162539682537, -0.02517983214285724, 0.005959445238095218]",-0.0310159584920633,0.160530531044913,2,3,"[-0.13305852976190558, 0.007893949999999705, -0.18789146111111066, 0.22449038968254165, -0.06651414126984179]",1.28011033202857,0.692722027891406,5,0,"[1.8664645714285713, 1.8493567769285715, 0.2289154996428573, 1.493559016285714, 0.9622557958571427]",0.259495842957143,0.77724450499919,3,2,"[0.8839987592857144, 0.882941444928572, -0.9612105327857137, 0.5172164825714285, -0.025466939214285667]",1.04285714285713,1.30403612069667,4,1,"[1.8571428571428328, 2.0, -1.2142857142857224, 1.3571428571428612, 1.214285714285694]"
A,1,7,transition,FIXED_C2,5,2.47619047619047,2.41405559154982,4,1,"[2.3809523809523796, 3.3333333333333286, 1.9047619047619122, 5.714285714285708, -0.9523809523809561]",5.2,5.06951674225463,4,1,"[5, 7, 4, 12, -2]",-4.34789282380952,0.31338882776801,0,5,"[-4.762208971428572, -4.396432442857143, -4.168420080952382, -3.935579038095238, -4.476823585714285]",-7.17620669,0.594658420037158,0,5,"[-7.641971599999998, -7.222786899999997, -7.371281550000001, -6.1490383999999985, -7.4959550000000075]",6.42753198095238,0.10199199785886,5,0,"[6.341943904761907, 6.489128466666669, 6.397012033333333, 6.5732630714285705, 6.3363124285714285]",8.71735804,0.899874027307128,5,0,"[8.214952399999996, 9.105381949999998, 8.706591349999998, 9.969085750000001, 7.590778750000004]",2.60696296666666,0.490726963951371,5,0,"[2.1884640999999974, 2.5558710761904777, 2.976622514285708, 3.224316809523806, 2.089540333333325]",-0.293398940000003,1.30438744277232,3,2,"[-2.4628547500000053, 0.35017224999998575, 0.8493937999999943, 0.28906200000000837, -0.4927679999999981]",0.258039777142857,0.0976160924956442,5,0,"[0.14414614761904765, 0.20537065714285707, 0.22275465714285714, 0.3783736333333333, 0.3395537904761906]",0.269284032380952,0.250503711413158,4,1,"[0.4645830190476179, 0.25780439523809484, 0.5252759047619033, 0.2082591428571412, -0.1095022999999955]",-0.9081565938,0.0650904956035513,0,5,"[-0.9918654290000002, -0.9202454199999999, -0.870709435, -0.8211492519999999, -0.936813433]",0.5483782598,0.102793112204545,5,0,"[0.4621069689999997, 0.5360075970000002, 0.6322141060000002, 0.6731096290000007, 0.4384529980000007]",-0.2,0.447213595499958,0,1,"[-1.0, 0.0, 0.0, 0.0, 0.0]"
A,1,7,transition,FIXED_C4,5,-0.476190476190477,2.04817268262919,3,2,"[0.4761904761904745, 1.4285714285714235, -3.3333333333333286, -1.904761904761905, 0.952380952380949]",-1,4.30116263352131,3,2,"[1, 3, -7, -4, 2]",0.0408000666666661,0.247372182738336,3,2,"[0.34465209999999846, 0.19894973809523808, -0.30552569047619205, -0.03707060476190449, 0.0029947904761904454]",0.011876869999999,0.730900946039215,3,2,"[0.25418769999999924, 0.8116759500000015, -1.0678774500000028, -0.3380106499999975, 0.39940879999999446]",0.0392954323809526,0.316322921701354,3,2,"[0.22428790000000198, 0.11160894285714384, -0.45736472857142907, -0.04775529047619109, 0.3657003380952375]",0.323323880000002,0.540819625761591,4,1,"[0.47301194999999296, 0.09583395000000294, -0.5038450999999995, 0.743477800000008, 0.8081408000000039]",-0.0485939695238088,0.316551280714154,3,2,"[0.3326196238095207, -0.3356066857142821, -0.4151714999999996, 0.058913842857144516, 0.11627487142857262]",0.133692330000001,0.871953102891226,3,2,"[0.34897575000000103, -0.17962580000001083, 0.06251495000000062, -0.9811412999999902, 1.417738050000004]",0.038854458095238,0.207987780056752,3,2,"[-0.12389461904761889, -0.21726676190476213, 0.10407306190476173, 0.2998292761904763, 0.13153133333333322]",-0.167543926666666,0.268041414083852,1,4,"[-0.11242575714285685, -0.4288986047619048, 0.24364585714285703, -0.15608953809523918, -0.38395159047618677]",0.00878452199999993,0.0518651543416346,3,2,"[0.07237694099999992, 0.04177944499999997, -0.06416039500000004, -0.0067022870000001955, 0.0006289059999999846]",-0.00827358999999976,0.0567451408266647,3,2,"[0.04649058700000008, -0.06979506899999954, -0.06875852699999996, 0.015944082999999942, 0.034750976000000655]",0.6,1.51657508881031,2,1,"[-1.0, 0.0, 0.0, 3.0, 1.0]"
A,1,7,phase_remainder,FIXED_C2,5,1.47619047619048,0.861357202485948,5,0,"[0.10204081632653583, 1.5306122448979664, 2.448979591836732, 1.4625850340136068, 1.8367346938775526]",43.4,25.3239017530869,5,0,"[3, 45, 72, 43, 54]",-4.3360286177551,0.255209694614246,0,5,"[-4.737789208843538, -4.1461810204081635, -4.177145525510205, -4.444466154761904, -4.1745611792517]",-7.10710243,0.406712116044711,0,5,"[-7.664953450000004, -6.932543500000001, -6.96346745, -7.355133649999994, -6.619414099999998]",6.44312480394558,0.0524964918712707,5,0,"[6.421346165646257, 6.497630913945578, 6.363037711224489, 6.462173618367345, 6.471435610544219]",8.40641666,0.0777922229124844,5,0,"[8.2789817, 8.430847649999999, 8.390205049999997, 8.465323050000004, 8.46672585]",2.56243579482993,0.224465168309161,5,0,"[2.2140748741496594, 2.8304472139455754, 2.6512168598639434, 2.5729742017006814, 2.543465824489793]",-0.120223909999997,0.584224280967456,3,2,"[-1.1273327499999795, 0.32437374999999236, 0.24276925000000205, 0.008422750000001145, -0.04935255000000183]",0.256417346462585,0.040592830926231,5,0,"[0.24425305782312912, 0.29774236394557807, 0.19239820680272102, 0.27767930918367345, 0.27001379455782304]",0.198922262176871,0.131380024400903,4,1,"[0.2862648595238113, 0.18125495646258472, 0.27292646734693804, 0.27758742891156274, -0.023422401360543077]",-0.910615552142857,0.0537515629147196,0,5,"[-0.9952800014285716, -0.870564292642857, -0.8773390412857143, -0.9333475945714285, -0.876546830785714]",0.537869529771428,0.0476163588180692,5,0,"[0.4639180273571428, 0.5946881783571429, 0.5568677879999999, 0.5391063078571428, 0.5347673472857135]",0.0142857142857167,0.0319438282500024,1,0,"[0.07142857142858361, 0.0, 0.0, 0.0, 0.0]"
A,1,7,phase_remainder,FIXED_C4,5,0.149659863945577,0.830935046781084,2,3,"[-0.4761904761904745, -0.408163265306122, 1.360544217687071, 0.680272108843532, -0.408163265306122]",4.4,24.429490375364,2,3,"[-14, -12, 40, 20, -12]",-0.0112534821088436,0.111798646636914,2,3,"[0.019120008503401564, 0.15229354217687163, -0.14092797891156472, -0.08488745918367346, -0.0018655231292532548]",0.101298559999999,0.333297427035893,2,3,"[-0.036456050000003515, 0.562861599999998, -0.26397099999999973, -0.07551905000000048, 0.31957729999999884]",-0.0307013906122457,0.10379961932413,2,3,"[0.05865424727890911, 0.09015116394557765, -0.13348962448979584, -0.13008810986394614, -0.038734629931973075]",0.0187222699999978,0.100855544627592,3,2,"[-0.08764360000000337, 0.14751629999999594, 0.06930055000000124, -0.07927335000000113, 0.04371144999999643]",-0.0393271978231326,0.105143808198942,2,3,"[0.06075427687074608, -0.019935152721089366, -0.02037575714285822, 0.0007503870748237773, -0.2178297431972851]",-0.0548732799999968,0.142179402593371,2,3,"[-0.24813494999999364, -0.061842699999999695, 0.051385750000008557, -0.12568989999999758, 0.10991539999999844]",0.00459534108843529,0.0412518648108426,4,1,"[0.036822164625850196, 0.011764071088435246, -0.06674595068027223, 0.01291766938775507, 0.02821875102040816]",-0.00196766619047715,0.257040631469568,2,3,"[-0.05384214353741257, -0.2741439299319737, 0.320787796938772, 0.2028082867346903, -0.20544834115646182]",-0.00237261048571429,0.0234925442386959,2,3,"[0.004045629857142963, 0.03198164385714275, -0.02959487557142859, -0.01790369071428577, -0.0003917598571427927]",-0.00755895567142844,0.0223864436194116,1,4,"[0.01387307121428627, -0.0027575434999995707, -0.0032116272857143358, -9.263528571423763e-05, -0.045606043500000304]",0.0285714285714334,0.156492159287198,3,1,"[0.2142857142857224, 0.07142857142858361, 0.07142857142858361, -0.2142857142857224, 0.0]"
