trace,phase,K,window,fixed,n_pairs,delta_DMR_percent_mean,delta_DMR_percent_SD,delta_DMR_percent_positive_rounds,delta_DMR_percent_negative_rounds,delta_DMR_percent_values,delta_miss_count_mean,delta_miss_count_SD,delta_miss_count_positive_rounds,delta_miss_count_negative_rounds,delta_miss_count_values,delta_queue_mean_ms_mean,delta_queue_mean_ms_SD,delta_queue_mean_ms_positive_rounds,delta_queue_mean_ms_negative_rounds,delta_queue_mean_ms_values,delta_queue_p95_ms_mean,delta_queue_p95_ms_SD,delta_queue_p95_ms_positive_rounds,delta_queue_p95_ms_negative_rounds,delta_queue_p95_ms_values,delta_service_mean_ms_mean,delta_service_mean_ms_SD,delta_service_mean_ms_positive_rounds,delta_service_mean_ms_negative_rounds,delta_service_mean_ms_values,delta_service_p95_ms_mean,delta_service_p95_ms_SD,delta_service_p95_ms_positive_rounds,delta_service_p95_ms_negative_rounds,delta_service_p95_ms_values,delta_local_mean_ms_mean,delta_local_mean_ms_SD,delta_local_mean_ms_positive_rounds,delta_local_mean_ms_negative_rounds,delta_local_mean_ms_values,delta_local_p95_ms_mean,delta_local_p95_ms_SD,delta_local_p95_ms_positive_rounds,delta_local_p95_ms_negative_rounds,delta_local_p95_ms_values,delta_start_lag_mean_ms_mean,delta_start_lag_mean_ms_SD,delta_start_lag_mean_ms_positive_rounds,delta_start_lag_mean_ms_negative_rounds,delta_start_lag_mean_ms_values,delta_front_end_mean_ms_mean,delta_front_end_mean_ms_SD,delta_front_end_mean_ms_positive_rounds,delta_front_end_mean_ms_negative_rounds,delta_front_end_mean_ms_values,delta_time_mean_ready_queue_mean,delta_time_mean_ready_queue_SD,delta_time_mean_ready_queue_positive_rounds,delta_time_mean_ready_queue_negative_rounds,delta_time_mean_ready_queue_values,delta_time_mean_unfinished_backlog_mean,delta_time_mean_unfinished_backlog_SD,delta_time_mean_unfinished_backlog_positive_rounds,delta_time_mean_unfinished_backlog_negative_rounds,delta_time_mean_unfinished_backlog_values,delta_calendar_completed_fps_mean,delta_calendar_completed_fps_SD,delta_calendar_completed_fps_positive_rounds,delta_calendar_completed_fps_negative_rounds,delta_calendar_completed_fps_values
A,2,6,transition,FIXED_C2,5,0.555555555555557,1.24225998749988,3,1,"[2.2222222222222214, 1.1111111111111143, -1.1111111111111072, 0.5555555555555571, 0.0]",1,2.23606797749979,3,1,"[4, 2, -2, 1, 0]",-0.0350847855555552,0.197686880917913,3,2,"[0.011174838888887706, -0.025858638888887953, -0.3547626944444433, 0.1892138555555558, 0.0048087111111119185]",0.0908805699999999,0.257535163787062,3,2,"[0.28301659999999984, 0.37387440000000005, -0.22728759999999681, -0.11940734999999947, 0.14420679999999564]",-0.0124409144444446,0.163832400362166,2,3,"[-0.07124966111111064, -0.06487109444444528, -0.21303299444444512, 0.221897666666667, 0.06505151111111118]",-0.0164399400000018,0.182756043308993,1,4,"[-0.08064480000000174, -0.10935285000000228, -0.07565510000000053, -0.12499634999999998, 0.3084493999999953]",0.156758048888888,0.343910343773232,4,1,"[0.580253683333332, 0.020841805555548376, -0.2976106166666703, 0.4058561944444463, 0.07444917777778315]",0.102327210000001,0.507726150591888,3,2,"[0.634336900000001, -0.31745985000000587, -0.4821047999999948, 0.5821902500000107, 0.094673549999996]",0.00731163000000001,0.0555497489974519,3,2,"[-0.020532177777777827, -0.0714561222222223, 0.07513874444444446, 0.029030650000000158, 0.024377055555555582]",0.196972118888888,0.281005363188632,3,2,"[0.6608606833333361, 0.1830276611111099, 0.1950463277777743, -0.034285977777781085, -0.01978809999999953]",-0.0105225668000001,0.0347178099294597,1,4,"[-0.0013672380000000484, -0.009532051000000097, -0.06657733399999999, 0.028871976999999882, -0.004008188000000024]",0.0299439482000002,0.0710625659527082,3,2,"[0.11655111900000037, -0.00440795699999974, -0.05762103899999982, 0.08777145200000014, 0.007426166000000123]",0,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
A,2,6,transition,FIXED_C4,5,-7.105427357601e-16,1.75682092231577,3,2,"[0.5555555555555571, 1.6666666666666679, -0.5555555555555571, -2.7777777777777786, 1.1111111111111072]",0,3.16227766016838,3,2,"[1, 3, -1, -5, 2]",3.02673342444445,0.199010884593546,5,0,"[3.3483446944444433, 2.8730340611111114, 2.8553144555555567, 2.9970750722222235, 3.0598988388888912]",0.934743550000001,0.288394495333254,5,0,"[1.420504949999998, 0.8580010500000039, 0.8384533500000018, 0.6505892000000042, 0.9061691999999955]",-5.55939266,0.0622192161040626,0,5,"[-5.476579933333333, -5.533241194444445, -5.607376233333335, -5.633364777777777, -5.546401161111113]",-8.63229759,0.197743528955742,0,5,"[-8.5021209, -8.649206949999996, -8.84747, -8.790733, -8.371957100000001]",-2.58751952555555,0.272080878706085,0,5,"[-2.228053399999993, -2.6045232166666707, -2.4615146277777775, -2.964929555555546, -2.678576827777782]",-0.646393850000001,0.866871768213404,0,5,"[-0.09940695000000233, -0.032589900000004945, -0.354795849999995, -2.1440060000000045, -0.6011705499999991]",0.00796826555555562,0.0887082335357851,2,3,"[-0.02297557222222235, 0.15490395555555553, 0.022457905555555602, -0.06742937777777747, -0.04711558333333321]",-0.0628285555555557,0.198196938381658,1,4,"[-0.07684258888888884, -0.09922003888888753, 0.26808924444444493, -0.26121047222222593, -0.14495892222222118]",0.5447268178,0.0356499464709245,5,0,"[0.6022760519999999, 0.517146131, 0.5139566019999999, 0.5394735129999999, 0.550781791]",-0.4765289082,0.0507746220827537,0,5,"[-0.39764842599999994, -0.4958603409999993, -0.4643647240000002, -0.5347132309999996, -0.49005781899999956]",-0.8,0.836660026534076,0,3,"[-2.0, -1.0, -1.0, 0.0, 0.0]"
A,2,6,phase_remainder,FIXED_C2,5,0.111111111111111,0.61437491661918,2,3,"[1.1111111111111143, -0.07936507936508264, -0.5158730158730123, -0.15873015873015817, 0.19841269841269593]",2.8,15.4822478988033,2,3,"[28, -2, -13, -4, 5]",0.0790864711904762,0.141008836601914,3,2,"[0.19907375317460296, 0.12613266349206143, -0.06501915595237939, -0.07710892976190387, 0.21235402499999978]",0.116439909999999,0.204641674301531,3,2,"[0.14816144999999992, 0.2448601499999956, -0.11898275000000069, -0.060112799999998856, 0.3682735000000008]",0.0404895037301582,0.0341326392917216,5,0,"[0.08096245714285644, 0.057942803968252576, 0.0033673214285698805, 0.006391376587300712, 0.05378355952381142]",-0.0488692300000004,0.0984345832972612,2,3,"[0.04036194999999765, 0.01481044999999881, -0.1959081499999975, -0.10231500000000082, -0.0012954000000000576]",0.0750123015873029,0.135024737024094,3,2,"[0.2565009142857164, 0.035588111904765185, -0.0653847440476234, -0.022572652380951297, 0.1709298781746078]",0.143758179999999,0.167637776721923,3,2,"[0.18640534999999403, -0.03184064999999947, -0.02517544999999899, 0.24154994999999957, 0.34785169999999965]",-0.0160343365079365,0.0218734279570263,2,3,"[0.008866744047619113, -0.040267870238095305, -0.034789048412698365, -0.016766935317460208, 0.0027854273809524432]",-0.0285293368253971,0.0766035547371256,2,3,"[-0.032402040079366756, -0.10821948531746273, 0.031056138888891027, 0.0649118361111114, -0.09799313373015828]",0.0142355648142857,0.0253815905883447,3,2,"[0.03583327557142857, 0.02270387942857144, -0.011703448071428646, -0.013879607357142998, 0.03822372450000011]",0.0134939201142858,0.024190460645696,3,2,"[0.046119767714285054, 0.006902328071428876, -0.011795480714285489, -0.0040974986428565785, 0.03034048414285717]",-0.0285714285714334,0.0391230398218043,0,2,"[0.0, 0.0, 0.0, -0.07142857142858361, -0.07142857142858361]"
A,2,6,phase_remainder,FIXED_C4,5,-0.214285714285712,0.483247965980027,2,3,"[0.43650793650793673, -0.4761904761904745, -0.6746031746031704, -0.5158730158730123, 0.15873015873015817]",-5.4,12.1778487426967,2,3,"[11, -12, -17, -13, 4]",3.09101250126984,0.167929853562839,5,0,"[3.3280381976190467, 3.1925075499999993, 2.935061210714287, 2.9480910170634926, 3.051364530952381]",0.926840940000001,0.411336087471139,5,0,"[1.4526759999999985, 1.1289304499999968, 0.4059030999999962, 0.6407978000000014, 1.0058973500000121]",-5.50847419460318,0.0667394281754844,0,5,"[-5.413181593253967, -5.490689336507938, -5.583538631746032, -5.5595934710317465, -5.495367940476193]",-8.56022305,0.17599233677554,0,5,"[-8.439985199999999, -8.5399526, -8.713721149999998, -8.760342699999997, -8.347113599999997]",-2.48913979325397,0.170678179342916,0,5,"[-2.2135319150793613, -2.6732101357142852, -2.5311160912698405, -2.4709529686507956, -2.5568878555555514]",-0.246455539999998,0.224218985442091,1,4,"[0.022877250000000515, -0.49727389999998906, -0.456222750000002, -0.10986869999999982, -0.1917895999999999]",-0.0326817599999999,0.0293140874349846,1,4,"[0.01774041428571438, -0.05534748928571431, -0.032942206349206304, -0.04519502420634913, -0.047664494444444316]",-0.0389963399206348,0.210530141967533,2,3,"[-0.146128933730159, -0.319680859920636, 0.15030353611111202, 0.18574450952381127, -0.0652199515873022]",0.556382250228571,0.0302273736413111,5,0,"[0.5990468755714285, 0.5746513590000001, 0.5283110179285714, 0.5306563830714285, 0.5492456155714286]",-0.447884995385714,0.0309682042721675,0,5,"[-0.397871700214286, -0.4813528379285712, -0.45545824949999947, -0.44471968385714256, -0.46002250542857137]",-0.0142857142857167,0.0319438282500024,0,1,"[0.0, -0.07142857142858361, 0.0, 0.0, 0.0]"
A,3,7,transition,FIXED_C2,5,2.76190476190476,1.69700282678147,5,0,"[1.4285714285714306, 1.904761904761905, 5.238095238095241, 3.80952380952381, 1.4285714285714306]",5.8,3.56370593624109,5,0,"[3, 4, 11, 8, 3]",-4.04204272761905,0.230687242718485,0,5,"[-3.7537396999999997, -4.105006980952382, -3.884758204761904, -4.115361647619047, -4.351347104761904]",-7.00628928,0.437771555256623,0,5,"[-6.714645349999996, -7.613259699999999, -7.046846649999999, -6.476115249999998, -7.1805794500000015]",6.35161236190476,0.189121813308838,5,0,"[6.401304423809524, 6.222616409523811, 6.623124923809524, 6.381539423809526, 6.129476628571428]",8.24629161,0.620216251409157,5,0,"[7.525423399999999, 7.831234399999996, 8.793268849999999, 8.108252549999996, 8.973278849999996]",2.40423151428571,0.661617622809741,5,0,"[2.575909680952382, 2.1791631666666653, 3.253505514285713, 2.5688020523809563, 1.4437771571428577]",-0.344900950000002,0.597167081111909,1,4,"[-0.5725724500000098, -0.6710885500000003, 0.6217055999999985, -0.19864669999999762, -0.9039026499999991]",0.136123206666667,0.0880404646649046,5,0,"[0.056157871428571426, 0.24225182380952404, 0.06154314761904767, 0.21783150000000007, 0.10283169047619045]",-0.0414613266666667,0.33333971314829,2,3,"[-0.1278129142857125, -0.18069808571428858, 0.45359564761904814, 0.08479277619047743, -0.4371840571428578]",-0.8445313406,0.0495734042153625,0,5,"[-0.7845091519999998, -0.8576676900000002, -0.8101438140000001, -0.8571530200000002, -0.9131830269999999]",0.4978293476,0.142900731180317,5,0,"[0.5320593980000003, 0.4416103790000001, 0.6760119090000005, 0.5489667220000003, 0.29049833000000014]",-0.8,1.30384048104053,1,3,"[0.0, -1.0, -2.0, 1.0, -2.0]"
A,3,7,transition,FIXED_C4,5,0.476190476190476,2.77664375945014,2,3,"[-0.952380952380949, -0.4761904761904816, 3.80952380952381, 2.857142857142854, -2.857142857142854]",1,5.8309518948453,2,3,"[-2, -1, 8, 6, -6]",0.059717564761905,0.244794297517404,3,2,"[0.38840904285714384, 0.12388232380952413, 0.13390700000000155, -0.25434062380952493, -0.09326991904761961]",0.257834300000002,0.460695007657685,4,1,"[0.9710310500000023, -0.22823874999999383, 0.05862495000000045, 0.42271920000000307, 0.06503504999999699]",-0.120905873333334,0.232167527609358,1,4,"[0.24495183333333337, -0.12729569523809658, -0.0876246190476202, -0.3589983476190479, -0.27556253809523845]",-0.204290379999998,0.369188320956544,2,3,"[0.12079260000000147, -0.8277215500000032, 0.005533199999998573, -0.12188059999999723, -0.19817554999998777]",-0.26979745142857,0.738749650433344,2,3,"[0.43742339047619083, -0.16256995714285694, 0.32693345238094906, -0.57567221428571, -1.375101928571425]",-0.490602640000003,1.41648537211006,1,4,"[1.436651199999993, -0.6331662500000093, -0.6938304000000031, -0.05673634999999422, -2.5059314000000015]",-0.144831840952381,0.0317972066750429,0,5,"[-0.15775359999999994, -0.15960596190476173, -0.12493916190476184, -0.18113496190476197, -0.10072551904761906]",-0.0637773019047625,0.503365664602594,3,2,"[-0.03818388571428777, 0.00044937619047580313, 0.4055902333333332, 0.2188017190476188, -0.9055439523809525]",0.0118671056,0.051914200922424,3,2,"[0.08156589900000011, 0.02601528799999997, 0.027965529999999905, -0.05341153100000007, -0.022799658000000056]",-0.0593869027999997,0.156340195258608,2,3,"[0.07934965900000002, -0.03434586199999945, 0.06840370500000059, -0.10755520699999987, -0.30278680899999966]",-1,1.4142135623731,0,2,"[0.0, 0.0, -2.0, 0.0, -3.0]"
A,3,7,phase_remainder,FIXED_C2,5,1.45578231292517,1.26432739559293,4,1,"[2.6530612244898037, 1.4285714285714306, 1.5306122448979593, 2.2789115646258438, -0.6122448979591866]",42.8,37.1712254304321,4,1,"[78, 42, 45, 67, -18]",-4.13950253190476,0.167024760273075,0,5,"[-4.08723198707483, -3.945300608843536, -4.292367196258505, -4.039007979251701, -4.333604888095239]",-6.95554541,0.324707878836581,0,5,"[-7.0107736, -6.542673950000006, -7.4444117, -6.8722160999999975, -6.907651700000001]",6.52342074462585,0.0747563452051266,5,0,"[6.555204609523809, 6.6223678513605435, 6.462309464625852, 6.540549619047619, 6.436672178571426]",8.33275732,0.2934545065299,5,0,"[8.457332349999996, 8.498031749999997, 8.375569949999996, 8.516042250000003, 7.816810299999998]",2.73373528006803,0.558284248009253,5,0,"[3.218081112244896, 2.8326541608843527, 2.688247351360541, 3.118941028571424, 1.8107527472789116]",0.0695592099999985,1.22203938542827,4,1,"[0.7779321999999951, 0.6071474999999964, 0.20738194999999848, 0.8278919000000045, -2.072557500000002]",0.252581073945578,0.0473466686870561,5,0,"[0.30347218843537427, 0.21611626836734688, 0.2260478163265307, 0.3048402714285713, 0.2124288251700679]",0.097235993401361,0.385274893909427,3,2,"[0.44663630136054167, -0.060529349999997706, 0.29225726666666496, 0.3125591173469413, -0.504743368367345]",-0.868875057014286,0.0350001517695581,0,5,"[-0.8584783166428571, -0.8274555683571427, -0.9009075693571429, -0.8483153417142857, -0.9092184890000001]",0.5756368115,0.115756521884938,5,0,"[0.6747120343571424, 0.598366948642858, 0.5666892987142864, 0.6548862312142862, 0.38352954457142907]",0.1,0.217827866885389,3,1,"[-0.2142857142857224, 0.2142857142857224, 0.1428571428571388, 0.0, 0.3571428571428612]"
A,3,7,phase_remainder,FIXED_C4,5,-0.108843537414968,0.292002394984149,2,3,"[0.2380952380952408, 0.06802721088435248, -0.27210884353741704, -0.06802721088435959, -0.5102040816326578]",-3.2,8.5848704125339,2,3,"[7, 2, -8, -2, -15]",0.0474406900680268,0.193046475978811,3,2,"[0.23906475612244904, 0.2137275391156459, -0.18342637687074959, -0.12407891088435363, 0.0919164428571424]",0.10832737,0.270905389377764,3,2,"[0.3505098500000017, 0.3701493999999954, -0.24485785000000249, -0.0900512999999954, 0.1558867500000023]",0.0579144391836731,0.163742363546386,3,2,"[0.16896445578231045, 0.25771411462585014, -0.1079841098639438, -0.10666565034013509, 0.07754338571428399]",0.0119347999999995,0.181711622466584,2,3,"[-0.1287623999999994, 0.23067079999999507, -0.008058650000002388, -0.19365364999999812, 0.1594779000000024]",0.125218102993196,0.17237507922049,4,1,"[0.37589800782312466, 0.17879250034013694, -0.09798035374149805, 0.08913230136054295, 0.08024805918367406]",0.19697245,0.351158936975647,3,2,"[0.30447095000000246, 0.6990829999999946, -0.15372290000000532, -0.12363105000000019, 0.25866225000000753]",0.00765939013605435,0.0421407310614696,3,2,"[0.06117206496598637, -0.03188483197278924, -0.0349097680272108, 0.03704084999999979, 0.006878635714285597]",0.012203583605443,0.233092031420363,2,3,"[-0.09330326904762032, -0.2607643214285691, 0.22833990102040858, 0.28283601258503666, -0.09609040510204103]",0.00993120031428578,0.0404426489893027,3,2,"[0.04975830428571437, 0.04488278321428574, -0.03850847199999996, -0.026056571285714147, 0.019579957357142908]",0.026607092257143,0.0358260532021675,4,1,"[0.07791834807142806, 0.03808689207142901, -0.02083344121428521, 0.01962828428571406, 0.018235378071429054]",0.0571428571428612,0.184888272936363,3,1,"[-0.2142857142857224, 0.07142857142858361, 0.1428571428571388, 0.0, 0.285714285714306]"
B,0,7,startup,FIXED_C2,5,0,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,0,0,0,"[0, 0, 0, 0, 0]",-85.3041626638095,39.0126425810245,0,5,"[-75.71530252857144, -92.92214538095237, -56.64237226666667, -52.41631196190478, -148.8246811809524]",-113.51114276,59.5365804339753,0,5,"[-85.63566690000005, -145.92892304999998, -73.79641055000002, -59.841994700000015, -202.3527186]",7.88100947238095,0.256691631429689,5,0,"[7.808700057142854, 7.590767238095239, 8.282970823809526, 7.937932547619049, 7.784676695238099]",8.48225621,2.18341128718615,5,0,"[11.272873749999997, 6.244823349999997, 10.284441400000002, 7.660754000000004, 6.948388550000008]",-78.3850991304762,57.2752771796311,0,5,"[-71.97162062380957, -65.06572064285723, -45.6283852190476, -32.33634710952384, -176.92342205714286]",-54.13660622,67.9921625809575,1,4,"[-54.00105780000007, -54.24824115000001, -49.10162735000006, 39.390073499999914, -152.7221783]",-2.49764807142857,19.0900888105739,3,2,"[-4.228468442857135, 14.848220038095235, 0.3778745619047612, 10.332300114285708, -33.81816662857142]",1.53570213238095,2.76862362886863,4,1,"[0.16345029047619164, 5.417437461904761, 2.3531416619047647, 1.8097321904761934, -2.0652509428571406]",-11.6866028828,4.25867978128422,0,5,"[-11.113501971000002, -12.163522178999997, -8.721866343000002, -7.8080304149999975, -18.626093506000004]",-10.2849424756,8.22836984548764,0,5,"[-10.387798374999996, -6.495898414999999, -6.505727895, -3.6661158160000014, -24.369171877]",23.6,12.280065146407,5,0,"[21.0, 21.0, 15.0, 16.0, 45.0]"
B,0,7,startup,FIXED_C4,5,0,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,0,0,0,"[0, 0, 0, 0, 0]",-6.54793813428572,38.7197758009362,2,3,"[-16.459893195238095, 45.51740424761904, -32.9833384952381, 19.98405174285712, -48.79791497142858]",-7.50324049000001,44.1848953624066,2,3,"[-11.987452900000022, 50.083675950000014, -37.24094210000004, 21.530141200000003, -59.90162460000002]",0.015805376190476,0.152000376446759,3,2,"[0.17293632380951962, 0.014632657142854555, 0.16310560476190616, -0.13109391904761836, -0.1405537857142818]",0.259341820000006,2.74196445390739,2,3,"[3.2272567999999957, -1.3895078999999875, 3.2049896000000047, -1.2503101, -2.4957192999999833]",-13.8046555790476,80.2386536059372,2,3,"[-37.49807147142863, 100.13682702857139, -66.17415404761906, 33.39594757619045, -98.88382698095236]",-3.73735864000006,81.2311267232862,2,3,"[-40.55426960000011, 85.47984024999997, -54.94650430000007, 80.6838458499999, -89.3497054]",-5.96337167238095,36.0579550795274,2,3,"[-18.160855838095245, 47.278584052380964, -27.917679319047615, 12.357396666666663, -43.37430392380952]",-1.30915114857143,5.66888660071983,2,3,"[-3.050258761904761, 7.326206071428572, -5.436241838095238, 1.185593085714288, -6.5710543]",-0.7528067822,5.15296204193762,2,3,"[-2.387452402000001, 5.784063230000001, -4.7766738419999974, 3.5107836, -5.894754497000001]",-2.2271643192,13.5158258522738,2,3,"[-6.680241069999994, 16.844999805, -11.505369836, 6.210618054000001, -16.005828549]",3,18.1796589626978,3,2,"[8.0, -23.0, 14.0, -7.0, 23.0]"
B,0,7,phase_remainder,FIXED_C2,5,-42.3333333333333,8.13403923579279,0,5,"[-28.97959183673469, -46.08843537414966, -48.12925170068028, -40.27210884353741, -48.197278911564624]",-1244.6,239.140753532308,0,5,"[-852, -1355, -1415, -1184, -1417]",-226.839963832041,86.8557188017769,0,5,"[-83.21434617108842, -300.55624102312925, -235.9470324697279, -224.21187667414964, -290.2703228221089]",-225.55925135,54.1084412291581,0,5,"[-177.67119760000023, -206.64816885000025, -222.45978315000002, -203.03036310000007, -317.98674405]",6.01660620836735,0.163043642443899,5,0,"[6.21192119897959, 5.870329819047619, 5.927022013945578, 6.174612242176872, 5.899145767687074]",7.01862056,0.484747777024044,5,0,"[7.654270750000002, 6.657904849999998, 6.591274700000003, 7.420030449999993, 6.769622049999997]",-220.670688945578,87.2142610178995,0,5,"[-76.5550914047619, -294.6506753479591, -230.39897919081633, -217.23060096020407, -284.51809782414966]",-216.62206205,56.2732499936245,0,5,"[-167.69204465000047, -197.38271065000004, -209.46083229999994, -195.06834975000004, -313.50637290000003]",0.227610864353742,0.0501388286302011,5,0,"[0.24544487414965988, 0.24912190952380953, 0.21360904557823146, 0.2811119023809524, 0.14876659013605464]",-0.074942186258502,0.439661382435127,2,3,"[0.20188869319727942, -0.21388605340136024, -0.5925777806122436, 0.5255515693877566, -0.29568735986394223]",-47.8197236810714,18.2645063755886,0,5,"[-17.816640426357143, -63.154986912, -49.41617901092857, -46.90441574742857, -61.80639630864285]",-46.5003198688571,18.3321772409346,0,5,"[-16.414585621, -61.868498755000005, -48.21574800878571, -45.402955609, -60.599811350500005]",0.657142857142855,2.2058595436996,3,2,"[-1.5, 2.357142857142861, 2.2857142857142776, 2.142857142857139, -2.0]"
B,0,7,phase_remainder,FIXED_C4,5,2.31972789115646,5.38519273569594,3,2,"[0.9183673469387728, 4.727891156462583, -1.7006802721088476, 10.442176870748298, -2.7891156462585016]",68.2,158.324666429461,3,2,"[27, 139, -50, 307, -82]",-1.32125294605442,8.65628911686733,2,3,"[-2.1518816129251714, 10.850582849999999, -5.092802637414962, 2.2426389901360544, -12.454802320068028]",-7.86494669999999,73.2461101695948,2,3,"[-19.33819960000011, 95.79690470000011, -47.08858520000001, 27.464458650000136, -96.15931205000008]",0.140849219183672,0.2113716353209,3,2,"[0.1795586914965952, 0.20083231836734683, -0.03917786224489994, 0.44409796258503675, -0.0810650142857181]",0.347012939999998,0.532652989316257,3,2,"[0.3138033500000006, 0.24603624999999596, -0.054127649999998084, 1.2547452999999962, -0.025392550000002956]",-0.7625149985034,9.06612800327339,2,3,"[-1.7768445023809463, 11.20993202857143, -5.004183880272109, 4.360512346938776, -12.601990985374151]",-7.53808890000013,72.9352433075306,2,3,"[-19.79870970000063, 95.80995619999996, -43.599817699999974, 26.725659849999957, -96.82753314999995]",0.0322490688435375,0.0581768253785775,3,2,"[-0.004983501700680182, 0.0873493054421769, 0.03751566258503425, 0.08709179387755106, -0.045727915986394474]",0.38563965952381,0.675979206834392,4,1,"[0.20046192074829783, 0.07116755476190484, 0.0902809568027223, 1.5866836003401357, -0.02039573503401293]",-0.322081864614286,2.036119685867,2,3,"[-0.5282612222142857, 2.548236088642857, -1.2230476425714287, 0.5190867722142856, -2.9264233191428572]",-0.208558595828572,2.14426676569778,2,3,"[-0.4584833084285709, 2.6538433054285715, -1.222383791785715, 0.9707547406428567, -2.986523925]",-0.228571428571428,1.26107340089662,2,3,"[-0.5714285714285836, 1.6428571428571388, -1.0, 0.3571428571428612, -1.5714285714285552]"
B,1,6,transition,FIXED_C2,5,-44.1111111111111,31.5338344647362,0,4,"[0.0, -67.22222222222223, -66.66666666666667, -65.55555555555556, -21.111111111111114]",-79.4,56.7609020365251,0,4,"[0, -121, -120, -118, -38]",-83.6007373622222,70.2940230104572,1,4,"[0.053017933333332934, -129.05308613333332, -128.23798837222222, -146.2916069277778, -14.47402331111111]",-135.44090191,99.5371359253825,0,5,"[-0.07022890000000004, -219.51701734999992, -192.7830624, -206.34322335000002, -58.49097754999997]",-0.206002894444445,0.253079135237422,1,4,"[0.01882180555555557, -0.005934911111111774, -0.5033072444444464, -0.4556647333333341, -0.08392938888888857]",-1.1005944,1.29242536149482,0,5,"[-0.24047914999999698, -0.23443079999999838, -1.886548150000003, -3.0080437500000006, -0.1334701499999973]",-83.9201610433333,70.7323277727405,1,4,"[0.35376172222222735, -128.58718982222223, -130.52905981666666, -146.44229008888888, -14.396027211111114]",-133.24398147,98.5756585175062,1,4,"[0.33178704999999553, -219.4220985, -191.13463144999997, -199.3876396499999, -56.60732479999995]",0.00166169000000002,0.0697143687684957,3,2,"[0.018820649999999994, -0.07050406111111118, -0.06931674444444436, 0.08660846666666677, 0.04270013888888885]",-0.115082476666666,0.909957848445372,4,1,"[0.2631013333333314, 0.5423352833333333, -1.7184474555555553, 0.21837310555555867, 0.11922535000000423]",-18.4779077248,15.4419431171358,1,4,"[0.00561989400000007, -29.982220048, -27.811448365, -31.263875590999998, -3.337614514]",-18.7570707756,15.6626263649695,1,4,"[0.07120239099999992, -30.319240229, -28.522040717000003, -31.554114471000002, -3.461160852000001]",-25.6,18.4878338374186,0,4,"[0.0, -49.0, -35.0, -27.0, -17.0]"
B,1,6,transition,FIXED_C4,5,-0.111111111111112,2.64691761101591,3,2,"[-4.444444444444443, -0.55555555555555, 0.55555555555555, 1.6666666666666643, 2.222222222222218]",-0.2,4.76445169982864,3,2,"[-8, -1, 1, 3, 4]",2.96113574444444,0.241421008436505,5,0,"[3.036401555555556, 2.973471305555556, 2.878814283333335, 2.6264351444444447, 3.2905564333333324]",0.295168390000002,0.569880570626038,3,2,"[-0.30445969999999534, 1.1245372499999995, 0.36499445000000286, -0.17234374999999247, 0.4631136999999974]",-5.60591640888889,0.193546299912667,0,5,"[-5.933025116666668, -5.6242156777777765, -5.508511666666669, -5.448260483333334, -5.5155691000000004]",-8.71559667,0.840152143170823,0,5,"[-10.08038385, -8.13706165, -7.9356414000000015, -8.618305700000004, -8.806590749999994]",-2.29638685666667,0.757005554997236,0,5,"[-3.2244155944444373, -2.1116577722222196, -2.6941489277777784, -1.1838034722222233, -2.267908516666676]",-0.218514589999999,1.33890403683983,2,3,"[-1.8729352499999905, 0.4192399499999979, -0.21250585000000655, 1.6127227000000062, -1.0390945000000045]",-0.0843568533333333,0.055702992436523,0,5,"[-0.12049166666666666, -0.12610261666666667, -0.00036312777777769423, -0.12124557777777767, -0.05358127777777777]",0.432750661111111,0.813684199663627,3,2,"[-0.20730036666666685, 0.6651892166666684, -0.06408841666666731, 1.7592674444444434, 0.010685427777778145]",0.5354066512,0.0394391631832246,5,0,"[0.5465522800000001, 0.5352248350000001, 0.518186571, 0.4847694120000001, 0.592300158]",-0.408576814,0.146315283466827,0,5,"[-0.583091059, -0.3949232010000001, -0.4774213679999999, -0.18447863300000034, -0.402969809]",0,1.22474487139159,1,2,"[-1.0, 0.0, 0.0, 2.0, -1.0]"
