trace,policy,round,K,earlier_phase,later_phase,DMR_percent_earlier,DMR_percent_later,delta_DMR_percent,queue_mean_ms_earlier,queue_mean_ms_later,delta_queue_mean_ms,local_p95_ms_earlier,local_p95_ms_later,delta_local_p95_ms,time_mean_unfinished_backlog_earlier,time_mean_unfinished_backlog_later,delta_time_mean_unfinished_backlog
B,FIXED_C4,5,6,1,3,32.1481481481481,32.8148148148148,0.6666666666667,4.23153848888889,4.31743022,0.0858917311111105,38.8112367,38.9449237,0.133686999999995,5.6097851498,5.61873633206667,0.00895118226666991
B,K_LOOKUP_C2_C4,1,7,0,2,54.4126984126984,45.5238095238095,-8.8888888888889,20.5520358431746,5.45641310190476,-15.0956227412698,192.65700945,45.33403725,-147.3229722,11.1771731434,7.28568587033333,-3.89148727306667
B,K_LOOKUP_C2_C4,1,6,1,3,32.2592592592593,32.2962962962963,0.0370370370369955,7.31586856703704,7.34803904666667,0.03217047962963,38.5482262,38.44703225,-0.101193950000003,5.15768311273333,5.147110211,-0.0105729017333296
B,K_LOOKUP_C2_C4,2,7,0,2,56.984126984127,46.9206349206349,-10.0634920634921,29.4898719346032,5.65179471587302,-23.8380772187302,257.939157549999,45.98011745,-211.959040099999,13.8518182200667,7.36444875413333,-6.48736946593337
B,K_LOOKUP_C2_C4,2,6,1,3,32.7037037037037,32.037037037037,-0.6666666666667,7.34068707962963,7.31117397296296,-0.0295131066666698,38.53841745,38.44907845,-0.0893389999999954,5.16816594846667,5.13902288653333,-0.0291430619333397
B,K_LOOKUP_C2_C4,3,7,0,2,55.0793650793651,45.8095238095238,-9.26984126984129,19.7513968784127,5.55208861269841,-14.1993082657143,179.29404085,45.6330749,-133.66096595,11.1446368123333,7.31174989913333,-3.83288691319997
B,K_LOOKUP_C2_C4,3,6,1,3,32.5925925925926,32.3703703703704,-0.2222222222222,7.39458287592592,7.39655754037037,0.00197466444445027,38.6693924,38.5901727,-0.079219700000003,5.17486782786667,5.16309282833333,-0.0117749995333405
B,K_LOOKUP_C2_C4,4,7,0,2,62.4126984126984,57.7142857142857,-4.6984126984127,18.1540766273016,5.69664597714286,-12.4574306501587,172.7653995,48.55539095,-124.21000855,11.1126623828,7.87232727866667,-3.24033510413333
B,K_LOOKUP_C2_C4,4,6,1,3,33.6666666666667,33.5555555555556,-0.1111111111111,6.90216736518519,6.69570746296296,-0.20645990222223,40.82988705,40.68812575,-0.141761300000006,5.4540606642,5.40574636393333,-0.0483143002666697
B,K_LOOKUP_C2_C4,5,7,0,2,55.015873015873,46.2539682539683,-8.7619047619047,19.8449475933333,5.51253838634921,-14.3324092069841,193.6381074,45.8193087,-147.8187987,11.1787312866,7.34927115846667,-3.82946012813333
B,K_LOOKUP_C2_C4,5,6,1,3,32.4074074074074,32.6666666666667,0.259259259259302,7.34634073592593,7.34198720592593,-0.00435352999999949,38.72759285,38.4840694,-0.243523449999998,5.17977601493333,5.15236672366667,-0.0274092912666593
