acquisition_id,round,trace,policy,second,sample_ns,sample_side,C,A,ready_queue,unfinished_backlog,generated_unfinished,due_not_generated,online_active_counter,observed_K,latest_event_seq,latest_event_ns,unfinished_slack_min_ms,unfinished_slack_p10_ms,unfinished_slack_median_ms,unfinished_slack_p90_ms,unfinished_late_count,unfinished_late_fraction,unfinished_urgent_5ms_count,unfinished_urgent_10ms_count,ready_slack_min_ms,ready_slack_p10_ms,ready_slack_median_ms,ready_slack_p90_ms,ready_late_count,ready_late_fraction,ready_urgent_5ms_count,ready_urgent_10ms_count,generated_slack_min_ms,generated_slack_p10_ms,generated_slack_median_ms,generated_slack_p90_ms,generated_late_count,generated_late_fraction,generated_urgent_5ms_count,generated_urgent_10ms_count
primary_03,1,A,K_LOOKUP_C2_C4,37,85663099785040,RIGHT_CONTINUOUS,2,1,0,7,1,6,1,6,28443,85663099680380,-6.66666666666667e-07,19.9999997333333,33.3333333333333,33.3333333333333,1,0.142857142857143,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,38,85664099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,29162,85664095150251,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,39,85665099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,29882,85665095214823,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,40,85666099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,30602,85666095557405,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,41,85667099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,31322,85667095843676,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,42,85668099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,32042,85668095735396,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,43,85669099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,32762,85669095997357,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,44,85670099785040,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,33482,85670096527427,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,45,85671099785040,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,6,34202,85671095693273,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.222222222222222,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,46,85672099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,35043,85672098473718,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,47,85673099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,35883,85673097147416,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,48,85674099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,36723,85674098045182,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,49,85675099785040,RIGHT_CONTINUOUS,4,4,0,11,4,7,4,7,37562,85675098651021,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,4,0.363636363636364,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,50,85676099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,38403,85676096938744,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,51,85677099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,39243,85677097658030,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,52,85678099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,40083,85678097454817,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,53,85679099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,40923,85679099191104,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,54,85680099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,41763,85680097604254,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,55,85681099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,42603,85681098909338,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,56,85682099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,43443,85682095683049,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,57,85683099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,44283,85683098486599,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,58,85684099785040,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,45124,85684099149993,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.222222222222222,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,59,85685099785040,RIGHT_CONTINUOUS,4,3,0,10,3,7,3,7,45963,85685098911667,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_03,1,A,K_LOOKUP_C2_C4,60,85686099785040,RIGHT_CONTINUOUS,4,3,3,6,6,0,4,7,46802,85686084570489,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,6,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,6,1,0,0
primary_04,1,B,FIXED_C2,0,85689983847952,RIGHT_CONTINUOUS,2,0,0,7,0,7,0,7,0,85689883865378,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,,,,,0,,0,0,,,,,0,,0,0
primary_04,1,B,FIXED_C2,1,85690983847952,RIGHT_CONTINUOUS,2,2,54,63,56,7,2,7,730,85690983098164,-233.333333666667,-226.666667066667,-100.000000666667,26.6666665333335,56,0.888888888888889,0,0,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,54,1,0,0,-233.333333666667,-233.333333666667,-116.666667166667,-6.66666666666667e-07,56,1,0,0
primary_04,1,B,FIXED_C2,2,85691983847952,RIGHT_CONTINUOUS,2,2,52,61,54,7,2,7,1574,85691978168641,-233.333333666667,-200.000000666667,-100.000000666667,33.3333333333333,54,0.885245901639344,0,0,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,52,1,0,0,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,54,1,0,0
primary_04,1,B,FIXED_C2,3,85692983847952,RIGHT_CONTINUOUS,2,2,42,51,44,7,2,7,2434,85692983235150,-200.000000666667,-166.666666666667,-66.6666666666667,33.3333333333333,44,0.862745098039216,0,0,-166.666666666667,-166.666666666667,-83.3333336666667,-6.66666666666667e-07,42,1,0,0,-200.000000666667,-166.666666666667,-100.000000666667,-6.66666666666667e-07,44,1,0,0
primary_04,1,B,FIXED_C2,4,85693983847952,RIGHT_CONTINUOUS,2,2,36,45,38,7,2,7,3286,85693978532871,-166.666666666667,-133.333333666667,-66.6666666666667,33.3333333333333,38,0.844444444444444,0,0,-166.666666666667,-133.333333666667,-66.6666666666667,-6.66666666666667e-07,36,1,0,0,-166.666666666667,-133.333333666667,-66.6666666666667,-6.66666666666667e-07,38,1,0,0
primary_04,1,B,FIXED_C2,5,85694983847952,RIGHT_CONTINUOUS,2,2,33,42,35,7,2,7,4132,85694977971601,-133.333333666667,-133.333333666667,-50.0000001666667,33.3333333333333,35,0.833333333333333,0,0,-133.333333666667,-133.333333666667,-66.6666666666667,-6.66666666666667e-07,33,1,0,0,-133.333333666667,-133.333333666667,-66.6666666666667,-6.66666666666667e-07,35,1,0,0
primary_04,1,B,FIXED_C2,6,85695983847952,RIGHT_CONTINUOUS,2,2,26,35,28,7,2,7,4986,85695978317672,-100.000000666667,-100.000000666667,-33.3333336666667,33.3333333333333,28,0.8,0,0,-100.000000666667,-100.000000666667,-33.3333336666667,-6.66666666666667e-07,26,1,0,0,-100.000000666667,-100.000000666667,-50.0000001666667,-6.66666666666667e-07,28,1,0,0
primary_04,1,B,FIXED_C2,7,85696983847952,RIGHT_CONTINUOUS,2,2,27,36,29,7,2,7,5824,85696980134380,-133.333333666667,-100.000000666667,-33.3333336666667,33.3333333333333,29,0.805555555555556,0,0,-100.000000666667,-100.000000666667,-33.3333336666667,-6.66666666666667e-07,27,1,0,0,-133.333333666667,-100.000000666667,-66.6666666666667,-6.66666666666667e-07,29,1,0,0
primary_04,1,B,FIXED_C2,8,85697983847952,RIGHT_CONTINUOUS,2,2,18,27,20,7,2,7,6682,85697983217199,-66.6666666666667,-66.6666666666667,-6.66666666666667e-07,33.3333333333333,20,0.740740740740741,0,0,-66.6666666666667,-66.6666666666667,-33.3333336666667,-6.66666666666667e-07,18,1,0,0,-66.6666666666667,-66.6666666666667,-33.3333336666667,-6.66666666666667e-07,20,1,0,0
primary_04,1,B,FIXED_C2,9,85698983847952,RIGHT_CONTINUOUS,2,1,7,15,8,7,1,7,7545,85698983815421,-33.3333336666667,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,8,0.533333333333333,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,7,1,0,0,-33.3333336666667,-10.0000005666667,-6.66666666666667e-07,-6.66666666666667e-07,8,1,0,0
primary_04,1,B,FIXED_C2,10,85699983847952,RIGHT_CONTINUOUS,2,2,4,13,6,7,2,7,8390,85699982411211,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,6,0.461538461538462,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,6,1,0,0
primary_04,1,B,FIXED_C2,11,85700983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,9236,85700978788132,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,12,85701983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,10076,85701982002748,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,13,85702983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,10916,85702981729514,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,14,85703983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,11756,85703980459120,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,15,85704983847952,RIGHT_CONTINUOUS,2,2,1,9,3,6,2,7,12596,85704979278550,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.333333333333333,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,16,85705983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,13320,85705981915376,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,17,85706983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,14040,85706979359673,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,18,85707983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,14760,85707978440580,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,19,85708983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,15480,85708979307358,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,20,85709983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,16200,85709979618206,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,21,85710983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,16920,85710979499864,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,22,85711983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,17640,85711979435652,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,23,85712983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,18360,85712979069270,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,24,85713983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,19080,85713979701356,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,25,85714983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,19800,85714979050253,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,26,85715983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,20520,85715978377267,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,27,85716983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,21240,85716979873807,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,28,85717983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,21960,85717979339025,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,29,85718983847952,RIGHT_CONTINUOUS,2,2,0,8,2,6,2,6,22680,85718980646094,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.25,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,30,85719983847952,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,6,23400,85719977883178,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,2,0.222222222222222,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_04,1,B,FIXED_C2,31,85720983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,24240,85720980973719,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,32,85721983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,25080,85721980728524,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,33,85722983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,25920,85722981994930,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,34,85723983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,26760,85723981101779,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,35,85724983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,27600,85724979713184,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,36,85725983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,28440,85725979775283,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,37,85726983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,29280,85726981141442,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,38,85727983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,30120,85727979683764,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,39,85728983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,30960,85728979369316,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,40,85729983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,31800,85729980220310,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,41,85730983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,32640,85730981846407,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,42,85731983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,33480,85731979135767,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_04,1,B,FIXED_C2,43,85732983847952,RIGHT_CONTINUOUS,2,2,1,10,3,7,2,7,34320,85732983338668,-6.66666666666667e-07,-6.66666666666667e-07,33.3333333333333,33.3333333333333,3,0.3,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
