acquisition_id,round,trace,policy,phase,boundary_s,boundary_ns,K_before,K_after,C_before,C_after,logical_boundary_ns,notification_ns,apply_ns,cap_apply_delay_ms,before_sample_ns,before_sample_side,before_C,before_A,before_ready_queue,before_unfinished_backlog,before_generated_unfinished,before_due_not_generated,before_online_active_counter,before_observed_K,before_latest_event_seq,before_latest_event_ns,before_unfinished_slack_min_ms,before_unfinished_slack_p10_ms,before_unfinished_slack_median_ms,before_unfinished_slack_p90_ms,before_unfinished_late_count,before_unfinished_late_fraction,before_unfinished_urgent_5ms_count,before_unfinished_urgent_10ms_count,before_ready_slack_min_ms,before_ready_slack_p10_ms,before_ready_slack_median_ms,before_ready_slack_p90_ms,before_ready_late_count,before_ready_late_fraction,before_ready_urgent_5ms_count,before_ready_urgent_10ms_count,before_generated_slack_min_ms,before_generated_slack_p10_ms,before_generated_slack_median_ms,before_generated_slack_p90_ms,before_generated_late_count,before_generated_late_fraction,before_generated_urgent_5ms_count,before_generated_urgent_10ms_count,apply_sample_ns,apply_sample_side,apply_C,apply_A,apply_ready_queue,apply_unfinished_backlog,apply_generated_unfinished,apply_due_not_generated,apply_online_active_counter,apply_observed_K,apply_latest_event_seq,apply_latest_event_ns,apply_unfinished_slack_min_ms,apply_unfinished_slack_p10_ms,apply_unfinished_slack_median_ms,apply_unfinished_slack_p90_ms,apply_unfinished_late_count,apply_unfinished_late_fraction,apply_unfinished_urgent_5ms_count,apply_unfinished_urgent_10ms_count,apply_ready_slack_min_ms,apply_ready_slack_p10_ms,apply_ready_slack_median_ms,apply_ready_slack_p90_ms,apply_ready_late_count,apply_ready_late_fraction,apply_ready_urgent_5ms_count,apply_ready_urgent_10ms_count,apply_generated_slack_min_ms,apply_generated_slack_p10_ms,apply_generated_slack_median_ms,apply_generated_slack_p90_ms,apply_generated_late_count,apply_generated_late_fraction,apply_generated_urgent_5ms_count,apply_generated_urgent_10ms_count,before_first_admission_sample_ns,before_first_admission_sample_side,before_first_admission_C,before_first_admission_A,before_first_admission_ready_queue,before_first_admission_unfinished_backlog,before_first_admission_generated_unfinished,before_first_admission_due_not_generated,before_first_admission_online_active_counter,before_first_admission_observed_K,before_first_admission_latest_event_seq,before_first_admission_latest_event_ns,before_first_admission_unfinished_slack_min_ms,before_first_admission_unfinished_slack_p10_ms,before_first_admission_unfinished_slack_median_ms,before_first_admission_unfinished_slack_p90_ms,before_first_admission_unfinished_late_count,before_first_admission_unfinished_late_fraction,before_first_admission_unfinished_urgent_5ms_count,before_first_admission_unfinished_urgent_10ms_count,before_first_admission_ready_slack_min_ms,before_first_admission_ready_slack_p10_ms,before_first_admission_ready_slack_median_ms,before_first_admission_ready_slack_p90_ms,before_first_admission_ready_late_count,before_first_admission_ready_late_fraction,before_first_admission_ready_urgent_5ms_count,before_first_admission_ready_urgent_10ms_count,before_first_admission_generated_slack_min_ms,before_first_admission_generated_slack_p10_ms,before_first_admission_generated_slack_median_ms,before_first_admission_generated_slack_p90_ms,before_first_admission_generated_late_count,before_first_admission_generated_late_fraction,before_first_admission_generated_urgent_5ms_count,before_first_admission_generated_urgent_10ms_count,first_A_service_le_C_ns,first_A_service_le_C_ns_delay_from_apply_ms,first_A_service_lt_C_ns,first_A_service_lt_C_ns_delay_from_apply_ms,first_counter_le_C_ns,first_counter_le_C_ns_delay_from_apply_ms,first_counter_lt_C_ns,first_counter_lt_C_ns_delay_from_apply_ms,first_new_admission_ns,first_new_admission_ns_delay_from_apply_ms,ready_change_apply_to_first_admission,backlog_change_apply_to_first_admission
primary_07,2,B,FIXED_C2,3,45,85926655229147,7,6,2,2,85926655229147,85926655323018,85926655348213,0.119066,85926655229147,LEFT_LIMIT,2,2,1,3,3,0,2,7,36000,85926652026598,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,85926655348213,RIGHT_CONTINUOUS,2,2,1,9,3,6,2,6,36002,85926655348213,-0.119066666666667,-0.119066666666667,33.2142673333333,33.2142673333333,3,0.333333333333333,0,0,-0.119066666666667,-0.119066666666667,-0.119066666666667,-0.119066666666667,1,1,0,0,-0.119066666666667,-0.119066666666667,-0.119066666666667,-0.119066666666667,3,1,0,0,85926660667980,LEFT_LIMIT,2,1,1,8,8,0,1,6,36009,85926660633851,-5.43883366666667,-5.43883366666667,27.8945003333333,27.8945003333333,2,0.25,0,0,-5.43883366666667,-5.43883366666667,-5.43883366666667,-5.43883366666667,1,1,0,0,-5.43883366666667,-5.43883366666667,27.8945003333333,27.8945003333333,2,0.25,0,0,85926655348213,0,85926660613304,5.265091,85926655348213,0,85926660633851,5.285638,85926660667980,5.319767,0,-1
primary_08,2,B,K_LOOKUP_C2_C4,1,15,85960583811350,7,6,4,2,85960583811350,85960583931808,85960583980595,0.169245,85960583811350,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,85960580122624,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,85960583980595,RIGHT_CONTINUOUS,2,3,0,9,3,6,3,6,12599,85960583980595,-0.169245666666667,-0.169245666666667,33.1640883333333,33.1640883333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.169245666666667,-0.169245666666667,-0.169245666666667,-0.169245666666667,3,1,0,0,85960595325062,LEFT_LIMIT,2,0,2,6,6,0,0,6,12610,85960595263071,21.8196213333333,21.8196213333333,21.8196213333333,21.8196213333333,0,0,0,0,21.8196213333333,21.8196213333333,21.8196213333333,21.8196213333333,0,0,0,0,21.8196213333333,21.8196213333333,21.8196213333333,21.8196213333333,0,0,0,0,85960590751679,6.771084,85960592415533,8.434938,85960590765262,6.784667,85960592443247,8.462652,85960595325062,11.344467,2,-3
primary_08,2,B,K_LOOKUP_C2_C4,3,45,85990583811350,7,6,4,2,85990583811350,85990583895527,85990583909823,0.098473,85990583811350,LEFT_LIMIT,4,3,0,3,3,0,3,7,36001,85990581369565,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,85990583909823,RIGHT_CONTINUOUS,2,3,0,9,3,6,3,6,36003,85990583909823,-0.0984736666666667,-0.0984736666666667,33.2348603333333,33.2348603333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.0984736666666667,-0.0984736666666667,-0.0984736666666667,-0.0984736666666667,3,1,0,0,85990595713182,LEFT_LIMIT,2,0,1,6,6,0,0,6,36013,85990595638978,21.4315013333333,21.4315013333333,21.4315013333333,21.4315013333333,0,0,0,0,21.4315013333333,21.4315013333333,21.4315013333333,21.4315013333333,0,0,0,0,21.4315013333333,21.4315013333333,21.4315013333333,21.4315013333333,0,0,0,0,85990588349742,4.439919,85990591332143,7.42232,85990588365604,4.455781,85990591347652,7.437829,85990595713182,11.803359,1,-3
primary_09,2,A,FIXED_C4,2,30,86039418098535,7,6,4,4,86039418098535,86039418245258,86039418272536,0.174001,86039418098535,LEFT_LIMIT,4,4,0,4,4,0,4,7,23398,86039417502483,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,86039418272536,RIGHT_CONTINUOUS,4,4,0,10,4,6,4,6,23400,86039418272536,-0.174001666666667,-0.174001666666667,33.1593323333333,33.1593323333333,4,0.4,0,0,,,,,0,,0,0,-0.174001666666667,-0.174001666666667,-0.174001666666667,-0.174001666666667,4,1,0,0,86039428856386,LEFT_LIMIT,4,3,1,9,9,0,3,6,23408,86039428763912,-10.7578516666667,-10.7578516666667,22.5754823333333,22.5754823333333,3,0.333333333333333,0,0,22.5754823333333,22.5754823333333,22.5754823333333,22.5754823333333,0,0,0,0,-10.7578516666667,-10.7578516666667,22.5754823333333,22.5754823333333,3,0.333333333333333,0,0,86039418272536,0,86039421407010,3.134474,86039418272536,0,86039421442030,3.169494,86039428856386,10.58385,1,-1
primary_10,2,B,FIXED_C4,1,15,86088353303326,7,6,4,4,86088353303326,86088353413067,86088353462938,0.159612,86088353303326,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,86088352636999,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86088353462938,RIGHT_CONTINUOUS,4,3,0,9,3,6,3,6,12599,86088353462938,-0.159612666666667,-0.159612666666667,33.1737213333333,33.1737213333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.159612666666667,-0.159612666666667,-0.159612666666667,-0.159612666666667,3,1,0,0,86088364293021,LEFT_LIMIT,4,3,1,9,9,0,3,6,12606,86088364214612,-10.9896956666667,-10.9896956666667,22.3436383333333,22.3436383333333,3,0.333333333333333,0,0,22.3436383333333,22.3436383333333,22.3436383333333,22.3436383333333,0,0,0,0,-10.9896956666667,-10.9896956666667,22.3436383333333,22.3436383333333,3,0.333333333333333,0,0,86088353462938,0,86088353462938,0,86088353462938,0,86088353462938,0,86088364293021,10.830083,1,0
primary_10,2,B,FIXED_C4,3,45,86118353303326,7,6,4,4,86118353303326,86118353390598,86118353405348,0.102022,86118353303326,LEFT_LIMIT,4,3,0,3,3,0,3,7,36001,86118351211954,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86118353405348,RIGHT_CONTINUOUS,4,3,0,9,3,6,3,6,36003,86118353405348,-0.102022666666667,-0.102022666666667,33.2313113333333,33.2313113333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.102022666666667,-0.102022666666667,-0.102022666666667,-0.102022666666667,3,1,0,0,86118365544548,LEFT_LIMIT,4,0,1,6,6,0,0,6,36013,86118365460991,21.0921113333333,21.0921113333333,21.0921113333333,21.0921113333333,0,0,0,0,21.0921113333333,21.0921113333333,21.0921113333333,21.0921113333333,0,0,0,0,21.0921113333333,21.0921113333333,21.0921113333333,21.0921113333333,0,0,0,0,86118353405348,0,86118353405348,0,86118353405348,0,86118353405348,0,86118365544548,12.1392,1,-3
primary_11,2,A,FIXED_C2,2,30,86167238928731,7,6,2,2,86167238928731,86167239024982,86167239049529,0.120798,86167238928731,LEFT_LIMIT,2,2,1,3,3,0,2,7,23398,86167235856928,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86167239049529,RIGHT_CONTINUOUS,2,2,1,9,3,6,2,6,23400,86167239049529,-0.120798666666667,-0.120798666666667,33.2125353333333,33.2125353333333,3,0.333333333333333,0,0,-0.120798666666667,-0.120798666666667,-0.120798666666667,-0.120798666666667,1,1,0,0,-0.120798666666667,-0.120798666666667,-0.120798666666667,-0.120798666666667,3,1,0,0,86167243782680,LEFT_LIMIT,2,1,1,8,8,0,1,6,23407,86167243739337,-4.85394966666667,-4.85394966666667,28.4793843333333,28.4793843333333,2,0.25,0,0,-4.85394966666667,-4.85394966666667,-4.85394966666667,-4.85394966666667,1,1,0,0,-4.85394966666667,-4.85394966666667,28.4793843333333,28.4793843333333,2,0.25,0,0,86167239049529,0,86167243721271,4.671742,86167239049529,0,86167243739337,4.689808,86167243782680,4.733151,0,-1
primary_12,2,A,K_LOOKUP_C2_C4,2,30,86231194458231,7,6,4,2,86231194458231,86231194550690,86231194570597,0.112366,86231194458231,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,86231193027030,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86231194570597,RIGHT_CONTINUOUS,2,3,0,9,3,6,3,6,23401,86231194570597,-0.112366666666667,-0.112366666666667,33.2209673333333,33.2209673333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.112366666666667,-0.112366666666667,-0.112366666666667,-0.112366666666667,3,1,0,0,86231205334225,LEFT_LIMIT,2,0,1,6,6,0,0,6,23411,86231205248659,22.4573393333333,22.4573393333333,22.4573393333333,22.4573393333333,0,0,0,0,22.4573393333333,22.4573393333333,22.4573393333333,22.4573393333333,0,0,0,0,22.4573393333333,22.4573393333333,22.4573393333333,22.4573393333333,0,0,0,0,86231198846813,4.276216,86231200600290,6.029693,86231198862498,4.291901,86231200615689,6.045092,86231205334225,10.763628,1,-3
primary_13,3,A,K_LOOKUP_C2_C4,2,30,86295134034313,7,6,4,2,86295134034313,86295134145767,86295134175498,0.141185,86295134034313,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,86295131433047,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86295134175498,RIGHT_CONTINUOUS,2,3,0,9,3,6,3,6,23401,86295134175498,-0.141185666666667,-0.141185666666667,33.1921483333333,33.1921483333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.141185666666667,-0.141185666666667,-0.141185666666667,-0.141185666666667,3,1,0,0,86295145755630,LEFT_LIMIT,2,0,1,6,6,0,0,6,23411,86295145671980,21.6120163333333,21.6120163333333,21.6120163333333,21.6120163333333,0,0,0,0,21.6120163333333,21.6120163333333,21.6120163333333,21.6120163333333,0,0,0,0,21.6120163333333,21.6120163333333,21.6120163333333,21.6120163333333,0,0,0,0,86295135948401,1.772903,86295140655499,6.480001,86295135967327,1.791829,86295140672481,6.496983,86295145755630,11.580132,1,-3
primary_14,3,B,FIXED_C2,1,15,86344070465255,7,6,2,2,86344070465255,86344070564808,86344070594152,0.128897,86344070465255,LEFT_LIMIT,2,2,48,50,50,0,2,7,12502,86344062420661,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,50,1,0,0,-200.000000666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,48,1,0,0,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,50,1,0,0,86344070594152,RIGHT_CONTINUOUS,2,2,48,56,50,6,2,6,12504,86344070594152,-233.462230666667,-200.128897666667,-100.128897666667,16.5377693333333,50,0.892857142857143,0,0,-200.128897666667,-200.128897666667,-100.128897666667,-0.128897666666667,48,1,0,0,-233.462230666667,-200.128897666667,-100.128897666667,-0.128897666666667,50,1,0,0,86344070914832,LEFT_LIMIT,2,1,48,55,55,0,1,6,12511,86344070886192,-233.782910666667,-200.449577666667,-100.449577666667,19.5504227333334,49,0.890909090909091,0,0,-200.449577666667,-200.449577666667,-100.449577666667,-0.449577666666667,48,1,0,0,-233.782910666667,-200.449577666667,-100.449577666667,19.5504227333334,49,0.890909090909091,0,0,86344070594152,0,86344070867812,0.27366,86344070594152,0,86344070886192,0.29204,86344070914832,0.32068,0,-1
primary_14,3,B,FIXED_C2,3,45,86374070465255,7,6,2,2,86374070465255,86374070556690,86374070579643,0.114388,86374070465255,LEFT_LIMIT,2,2,1,3,3,0,2,7,36000,86374067098250,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86374070579643,RIGHT_CONTINUOUS,2,2,1,9,3,6,2,6,36002,86374070579643,-0.114388666666667,-0.114388666666667,33.2189453333333,33.2189453333333,3,0.333333333333333,0,0,-0.114388666666667,-0.114388666666667,-0.114388666666667,-0.114388666666667,1,1,0,0,-0.114388666666667,-0.114388666666667,-0.114388666666667,-0.114388666666667,3,1,0,0,86374076169286,LEFT_LIMIT,2,1,1,8,8,0,1,6,36009,86374076141722,-5.70403166666667,-5.70403166666667,27.6293023333333,27.6293023333333,2,0.25,0,0,-5.70403166666667,-5.70403166666667,-5.70403166666667,-5.70403166666667,1,1,0,0,-5.70403166666667,-5.70403166666667,27.6293023333333,27.6293023333333,2,0.25,0,0,86374070579643,0,86374076131693,5.55205,86374070579643,0,86374076141722,5.562079,86374076169286,5.589643,0,-1
primary_15,3,B,K_LOOKUP_C2_C4,1,15,86407939401197,7,6,4,2,86407939401197,86407939508722,86407939558564,0.157367,86407939401197,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,86407936958774,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86407939558564,RIGHT_CONTINUOUS,2,3,0,9,3,6,3,6,12599,86407939558564,-0.157367666666667,-0.157367666666667,33.1759663333333,33.1759663333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.157367666666667,-0.157367666666667,-0.157367666666667,-0.157367666666667,3,1,0,0,86407950741799,LEFT_LIMIT,2,0,1,6,6,0,0,6,12609,86407950689919,21.9927313333333,21.9927313333333,21.9927313333333,21.9927313333333,0,0,0,0,21.9927313333333,21.9927313333333,21.9927313333333,21.9927313333333,0,0,0,0,21.9927313333333,21.9927313333333,21.9927313333333,21.9927313333333,0,0,0,0,86407949101854,9.54329,86407949202735,9.644171,86407949130243,9.571679,86407949223624,9.66506,86407950741799,11.183235,1,-3
primary_15,3,B,K_LOOKUP_C2_C4,3,45,86437939401197,7,6,4,2,86437939401197,86437939509162,86437939530117,0.12892,86437939401197,LEFT_LIMIT,4,4,0,4,4,0,4,7,36000,86437936230652,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,86437939530117,RIGHT_CONTINUOUS,2,4,0,10,4,6,4,6,36002,86437939530117,-0.128920666666667,-0.128920666666667,33.2044133333333,33.2044133333333,4,0.4,0,0,,,,,0,,0,0,-0.128920666666667,-0.128920666666667,-0.128920666666667,-0.128920666666667,4,1,0,0,86437951447756,LEFT_LIMIT,2,0,1,6,6,0,0,6,36013,86437951389228,21.2867743333333,21.2867743333333,21.2867743333333,21.2867743333333,0,0,0,0,21.2867743333333,21.2867743333333,21.2867743333333,21.2867743333333,0,0,0,0,21.2867743333333,21.2867743333333,21.2867743333333,21.2867743333333,0,0,0,0,86437948128311,8.598194,86437949798848,10.268731,86437948155774,8.625657,86437949816635,10.286518,86437951447756,11.917639,1,-4
primary_16,3,A,FIXED_C4,2,30,86487078494760,7,6,4,4,86487078494760,86487078736155,86487078762591,0.267831,86487078494760,LEFT_LIMIT,4,4,0,4,4,0,4,7,23398,86487076993247,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,86487078762591,RIGHT_CONTINUOUS,4,4,0,10,4,6,4,6,23400,86487078762591,-0.267831666666667,-0.267831666666667,33.0655023333333,33.0655023333333,4,0.4,0,0,,,,,0,,0,0,-0.267831666666667,-0.267831666666667,-0.267831666666667,-0.267831666666667,4,1,0,0,86487089830680,LEFT_LIMIT,4,2,1,8,8,0,2,6,23409,86487089761679,-11.3359206666667,-11.3359206666667,21.9974133333333,21.9974133333333,2,0.25,0,0,21.9974133333333,21.9974133333333,21.9974133333333,21.9974133333333,0,0,0,0,-11.3359206666667,-11.3359206666667,21.9974133333333,21.9974133333333,2,0.25,0,0,86487078762591,0,86487079112216,0.349625,86487078762591,0,86487079128799,0.366208,86487089830680,11.068089,1,-2
primary_17,3,B,FIXED_C4,1,15,86536280570497,7,6,4,4,86536280570497,86536280670405,86536280704054,0.133557,86536280570497,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,86536278992590,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86536280704054,RIGHT_CONTINUOUS,4,3,0,9,3,6,3,6,12599,86536280704054,-0.133557666666667,-0.133557666666667,33.1997763333333,33.1997763333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.133557666666667,-0.133557666666667,-0.133557666666667,-0.133557666666667,3,1,0,0,86536291273662,LEFT_LIMIT,4,0,1,6,6,0,0,6,12609,86536291140493,22.6301683333333,22.6301683333333,22.6301683333333,22.6301683333333,0,0,0,0,22.6301683333333,22.6301683333333,22.6301683333333,22.6301683333333,0,0,0,0,22.6301683333333,22.6301683333333,22.6301683333333,22.6301683333333,0,0,0,0,86536280704054,0,86536280704054,0,86536280704054,0,86536280704054,0,86536291273662,10.569608,1,-3
primary_17,3,B,FIXED_C4,3,45,86566280570497,7,6,4,4,86566280570497,86566280664739,86566280690314,0.119817,86566280570497,LEFT_LIMIT,4,3,0,3,3,0,3,7,36001,86566278400530,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86566280690314,RIGHT_CONTINUOUS,4,3,0,9,3,6,3,6,36003,86566280690314,-0.119817666666667,-0.119817666666667,33.2135163333333,33.2135163333333,3,0.333333333333333,0,0,,,,,0,,0,0,-0.119817666666667,-0.119817666666667,-0.119817666666667,-0.119817666666667,3,1,0,0,86566292108124,LEFT_LIMIT,4,0,1,6,6,0,0,6,36013,86566292047613,21.7957063333333,21.7957063333333,21.7957063333333,21.7957063333333,0,0,0,0,21.7957063333333,21.7957063333333,21.7957063333333,21.7957063333333,0,0,0,0,21.7957063333333,21.7957063333333,21.7957063333333,21.7957063333333,0,0,0,0,86566280690314,0,86566280690314,0,86566280690314,0,86566280690314,0,86566292108124,11.41781,1,-3
primary_18,3,A,FIXED_C2,2,30,86615340495720,7,6,2,2,86615340495720,86615340591093,86615340620806,0.125086,86615340495720,LEFT_LIMIT,2,2,1,3,3,0,2,7,23398,86615338488441,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,86615340620806,RIGHT_CONTINUOUS,2,2,1,9,3,6,2,6,23400,86615340620806,-0.125086666666667,-0.125086666666667,33.2082473333333,33.2082473333333,3,0.333333333333333,0,0,-0.125086666666667,-0.125086666666667,-0.125086666666667,-0.125086666666667,1,1,0,0,-0.125086666666667,-0.125086666666667,-0.125086666666667,-0.125086666666667,3,1,0,0,86615343190797,LEFT_LIMIT,2,1,1,8,8,0,1,6,23407,86615343138574,-2.69507766666667,-2.69507766666667,30.6382563333333,30.6382563333333,2,0.25,0,0,-2.69507766666667,-2.69507766666667,-2.69507766666667,-2.69507766666667,1,1,0,0,-2.69507766666667,-2.69507766666667,30.6382563333333,30.6382563333333,2,0.25,0,0,86615340620806,0,86615343115953,2.495147,86615340620806,0,86615343138574,2.517768,86615343190797,2.569991,0,-1
primary_19,4,B,K_LOOKUP_C2_C4,1,15,86664555518716,7,6,4,2,86664555518716,86664555625058,86664555656733,0.138017,86664555518716,LEFT_LIMIT,4,4,1,5,5,0,4,7,12594,86664550866833,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,5,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,5,1,0,0,86664555656733,RIGHT_CONTINUOUS,2,4,1,11,5,6,4,6,12596,86664555656733,-0.138017666666667,-0.138017666666667,33.1953163333333,33.1953163333333,5,0.454545454545455,0,0,-0.138017666666667,-0.138017666666667,-0.138017666666667,-0.138017666666667,1,1,0,0,-0.138017666666667,-0.138017666666667,-0.138017666666667,-0.138017666666667,5,1,0,0,86664567509894,LEFT_LIMIT,2,1,1,8,8,0,1,6,12605,86664567467264,-11.9911786666667,-11.9911786666667,21.3421553333333,21.3421553333333,2,0.25,0,0,-11.9911786666667,-11.9911786666667,-11.9911786666667,-11.9911786666667,1,1,0,0,-11.9911786666667,-11.9911786666667,21.3421553333333,21.3421553333333,2,0.25,0,0,86664561542999,5.886266,86664567446689,11.789956,86664561564777,5.908044,86664567467264,11.810531,86664567509894,11.853161,0,-3
primary_19,4,B,K_LOOKUP_C2_C4,3,45,86694555518716,7,6,4,2,86694555518716,86694556246825,86694556259723,0.741007,86694555518716,LEFT_LIMIT,4,3,1,4,4,0,4,7,35998,86694552227849,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,86694556259723,RIGHT_CONTINUOUS,2,3,1,10,4,6,3,6,36001,86694556259723,-0.741007666666667,-0.741007666666667,32.5923263333333,32.5923263333333,4,0.4,0,0,-0.741007666666667,-0.741007666666667,-0.741007666666667,-0.741007666666667,1,1,0,0,-0.741007666666667,-0.741007666666667,-0.741007666666667,-0.741007666666667,4,1,0,0,86694557909305,LEFT_LIMIT,2,1,1,8,8,0,1,6,36009,86694557871452,-2.39058966666667,-2.39058966666667,30.9427443333333,30.9427443333333,2,0.25,0,0,-2.39058966666667,-2.39058966666667,-2.39058966666667,-2.39058966666667,1,1,0,0,-2.39058966666667,-2.39058966666667,30.9427443333333,30.9427443333333,2,0.25,0,0,86694556294121,0.034398,86694557853785,1.594062,86694556314843,0.05512,86694557871452,1.611729,86694557909305,1.649582,0,-2
