acquisition_id,round,trace,policy,phase,boundary_s,boundary_ns,K_before,K_after,C_before,C_after,logical_boundary_ns,notification_ns,apply_ns,cap_apply_delay_ms,before_sample_ns,before_sample_side,before_C,before_A,before_ready_queue,before_unfinished_backlog,before_generated_unfinished,before_due_not_generated,before_online_active_counter,before_observed_K,before_latest_event_seq,before_latest_event_ns,before_unfinished_slack_min_ms,before_unfinished_slack_p10_ms,before_unfinished_slack_median_ms,before_unfinished_slack_p90_ms,before_unfinished_late_count,before_unfinished_late_fraction,before_unfinished_urgent_5ms_count,before_unfinished_urgent_10ms_count,before_ready_slack_min_ms,before_ready_slack_p10_ms,before_ready_slack_median_ms,before_ready_slack_p90_ms,before_ready_late_count,before_ready_late_fraction,before_ready_urgent_5ms_count,before_ready_urgent_10ms_count,before_generated_slack_min_ms,before_generated_slack_p10_ms,before_generated_slack_median_ms,before_generated_slack_p90_ms,before_generated_late_count,before_generated_late_fraction,before_generated_urgent_5ms_count,before_generated_urgent_10ms_count,apply_sample_ns,apply_sample_side,apply_C,apply_A,apply_ready_queue,apply_unfinished_backlog,apply_generated_unfinished,apply_due_not_generated,apply_online_active_counter,apply_observed_K,apply_latest_event_seq,apply_latest_event_ns,apply_unfinished_slack_min_ms,apply_unfinished_slack_p10_ms,apply_unfinished_slack_median_ms,apply_unfinished_slack_p90_ms,apply_unfinished_late_count,apply_unfinished_late_fraction,apply_unfinished_urgent_5ms_count,apply_unfinished_urgent_10ms_count,apply_ready_slack_min_ms,apply_ready_slack_p10_ms,apply_ready_slack_median_ms,apply_ready_slack_p90_ms,apply_ready_late_count,apply_ready_late_fraction,apply_ready_urgent_5ms_count,apply_ready_urgent_10ms_count,apply_generated_slack_min_ms,apply_generated_slack_p10_ms,apply_generated_slack_median_ms,apply_generated_slack_p90_ms,apply_generated_late_count,apply_generated_late_fraction,apply_generated_urgent_5ms_count,apply_generated_urgent_10ms_count,before_first_admission_sample_ns,before_first_admission_sample_side,before_first_admission_C,before_first_admission_A,before_first_admission_ready_queue,before_first_admission_unfinished_backlog,before_first_admission_generated_unfinished,before_first_admission_due_not_generated,before_first_admission_online_active_counter,before_first_admission_observed_K,before_first_admission_latest_event_seq,before_first_admission_latest_event_ns,before_first_admission_unfinished_slack_min_ms,before_first_admission_unfinished_slack_p10_ms,before_first_admission_unfinished_slack_median_ms,before_first_admission_unfinished_slack_p90_ms,before_first_admission_unfinished_late_count,before_first_admission_unfinished_late_fraction,before_first_admission_unfinished_urgent_5ms_count,before_first_admission_unfinished_urgent_10ms_count,before_first_admission_ready_slack_min_ms,before_first_admission_ready_slack_p10_ms,before_first_admission_ready_slack_median_ms,before_first_admission_ready_slack_p90_ms,before_first_admission_ready_late_count,before_first_admission_ready_late_fraction,before_first_admission_ready_urgent_5ms_count,before_first_admission_ready_urgent_10ms_count,before_first_admission_generated_slack_min_ms,before_first_admission_generated_slack_p10_ms,before_first_admission_generated_slack_median_ms,before_first_admission_generated_slack_p90_ms,before_first_admission_generated_late_count,before_first_admission_generated_late_fraction,before_first_admission_generated_urgent_5ms_count,before_first_admission_generated_urgent_10ms_count,first_A_service_le_C_ns,first_A_service_le_C_ns_delay_from_apply_ms,first_A_service_lt_C_ns,first_A_service_lt_C_ns_delay_from_apply_ms,first_counter_le_C_ns,first_counter_le_C_ns_delay_from_apply_ms,first_counter_lt_C_ns,first_counter_lt_C_ns_delay_from_apply_ms,first_new_admission_ns,first_new_admission_ns_delay_from_apply_ms,ready_change_apply_to_first_admission,backlog_change_apply_to_first_admission
primary_01,1,B,FIXED_C4,2,30,85528225180489,6,7,4,4,85528225180489,85528225281565,85528225305250,0.124761,85528225180489,LEFT_LIMIT,4,2,0,2,2,0,2,6,23400,85528221689271,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85528225305250,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,23402,85528225305250,-0.124761666666667,-0.124761666666667,33.2085723333333,33.2085723333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.124761666666667,-0.124761666666667,-0.124761666666667,-0.124761666666667,2,1,0,0,85528234800255,LEFT_LIMIT,4,0,1,7,7,0,0,7,23412,85528234723810,23.7135673333333,23.7135673333333,23.7135673333333,23.7135673333333,0,0,0,0,23.7135673333333,23.7135673333333,23.7135673333333,23.7135673333333,0,0,0,0,23.7135673333333,23.7135673333333,23.7135673333333,23.7135673333333,0,0,0,0,85528225305250,0,85528225305250,0,85528225305250,0,85528225305250,0,85528234800255,9.495005,1,-2
primary_02,1,A,FIXED_C2,1,15,85577271800980,6,7,2,2,85577271800980,85577271901636,85577271943571,0.142591,85577271800980,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,85577269667796,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85577271943571,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,7,10800,85577271943571,-0.142591666666667,-0.142591666666667,33.1907423333333,33.1907423333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.142591666666667,-0.142591666666667,-0.142591666666667,-0.142591666666667,2,1,0,0,85577287577248,LEFT_LIMIT,2,0,1,7,7,0,0,7,10810,85577287467312,17.5570653333333,17.5570653333333,17.5570653333333,17.5570653333333,0,0,0,0,17.5570653333333,17.5570653333333,17.5570653333333,17.5570653333333,0,0,0,0,17.5570653333333,17.5570653333333,17.5570653333333,17.5570653333333,0,0,0,0,85577271943571,0,85577273805677,1.862106,85577271943571,0,85577273820612,1.877041,85577287577248,15.633677,1,-2
primary_02,1,A,FIXED_C2,3,45,85607271800980,6,7,2,2,85607271800980,85607271887046,85607271912296,0.111316,85607271800980,LEFT_LIMIT,2,2,0,2,2,0,2,6,34202,85607267963572,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85607271912296,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,7,34204,85607271912296,-0.111316666666667,-0.111316666666667,33.2220173333333,33.2220173333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.111316666666667,-0.111316666666667,-0.111316666666667,-0.111316666666667,2,1,0,0,85607285806720,LEFT_LIMIT,2,0,1,7,7,0,0,7,34214,85607285725524,19.3275933333333,19.3275933333333,19.3275933333333,19.3275933333333,0,0,0,0,19.3275933333333,19.3275933333333,19.3275933333333,19.3275933333333,0,0,0,0,19.3275933333333,19.3275933333333,19.3275933333333,19.3275933333333,0,0,0,0,85607271912296,0,85607275865796,3.9535,85607271912296,0,85607275877027,3.964731,85607285806720,13.894424,1,-2
primary_03,1,A,K_LOOKUP_C2_C4,1,15,85641099785040,6,7,2,4,85641099785040,85641099880526,85641099908869,0.123829,85641099785040,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,85641095196002,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85641099908869,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,10800,85641099908869,-0.123829666666667,-0.123829666666667,33.2095043333333,33.2095043333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.123829666666667,-0.123829666666667,-0.123829666666667,-0.123829666666667,2,1,0,0,85641112884887,LEFT_LIMIT,4,0,1,7,7,0,0,7,10810,85641112811813,20.2334863333333,20.2334863333333,20.2334863333333,20.2334863333333,0,0,0,0,20.2334863333333,20.2334863333333,20.2334863333333,20.2334863333333,0,0,0,0,20.2334863333333,20.2334863333333,20.2334863333333,20.2334863333333,0,0,0,0,85641099908869,0,85641099908869,0,85641099908869,0,85641099908869,0,85641112884887,12.976018,1,-2
primary_03,1,A,K_LOOKUP_C2_C4,3,45,85671099785040,6,7,2,4,85671099785040,85671099869053,85671099884775,0.099735,85671099785040,LEFT_LIMIT,2,2,0,2,2,0,2,6,34202,85671095693273,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85671099884775,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,34204,85671099884775,-0.0997356666666667,-0.0997356666666667,33.2335983333333,33.2335983333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.0997356666666667,-0.0997356666666667,-0.0997356666666667,-0.0997356666666667,2,1,0,0,85671110559461,LEFT_LIMIT,4,0,1,7,7,0,0,7,34214,85671110468943,22.5589123333333,22.5589123333333,22.5589123333333,22.5589123333333,0,0,0,0,22.5589123333333,22.5589123333333,22.5589123333333,22.5589123333333,0,0,0,0,22.5589123333333,22.5589123333333,22.5589123333333,22.5589123333333,0,0,0,0,85671099884775,0,85671099884775,0,85671099884775,0,85671099884775,0,85671110559461,10.674686,1,-2
primary_04,1,B,FIXED_C2,2,30,85719983847952,6,7,2,2,85719983847952,85719983948739,85719983972091,0.124139,85719983847952,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,85719977883178,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85719983972091,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,7,23402,85719983972091,-0.124139666666667,-0.124139666666667,33.2091943333333,33.2091943333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.124139666666667,-0.124139666666667,-0.124139666666667,-0.124139666666667,2,1,0,0,85719994546600,LEFT_LIMIT,2,0,1,7,7,0,0,7,23412,85719994384923,22.6346853333333,22.6346853333333,22.6346853333333,22.6346853333333,0,0,0,0,22.6346853333333,22.6346853333333,22.6346853333333,22.6346853333333,0,0,0,0,22.6346853333333,22.6346853333333,22.6346853333333,22.6346853333333,0,0,0,0,85719983972091,0,85719988235251,4.26316,85719983972091,0,85719988252880,4.280789,85719994546600,10.574509,1,-2
primary_05,1,B,K_LOOKUP_C2_C4,2,30,85783868303206,6,7,2,4,85783868303206,85783868398369,85783868426129,0.122923,85783868303206,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,85783867768920,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85783868426129,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,23402,85783868426129,-0.122923666666667,-0.122923666666667,33.2104103333333,33.2104103333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.122923666666667,-0.122923666666667,-0.122923666666667,-0.122923666666667,2,1,0,0,85783878948406,LEFT_LIMIT,4,0,1,7,7,0,0,7,23412,85783878810877,22.6881333333333,22.6881333333333,22.6881333333333,22.6881333333333,0,0,0,0,22.6881333333333,22.6881333333333,22.6881333333333,22.6881333333333,0,0,0,0,22.6881333333333,22.6881333333333,22.6881333333333,22.6881333333333,0,0,0,0,85783868426129,0,85783868426129,0,85783868426129,0,85783868426129,0,85783878948406,10.522277,1,-2
primary_06,1,A,FIXED_C4,1,15,85832767672224,6,7,4,4,85832767672224,85832767809591,85832767845036,0.172812,85832767672224,LEFT_LIMIT,4,2,0,2,2,0,2,6,10798,85832764607708,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85832767845036,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,10800,85832767845036,-0.172812666666667,-0.172812666666667,33.1605213333333,33.1605213333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.172812666666667,-0.172812666666667,-0.172812666666667,-0.172812666666667,2,1,0,0,85832780390345,LEFT_LIMIT,4,0,1,7,7,0,0,7,10810,85832780287020,20.6152123333333,20.6152123333333,20.6152123333333,20.6152123333333,0,0,0,0,20.6152123333333,20.6152123333333,20.6152123333333,20.6152123333333,0,0,0,0,20.6152123333333,20.6152123333333,20.6152123333333,20.6152123333333,0,0,0,0,85832767845036,0,85832767845036,0,85832767845036,0,85832767845036,0,85832780390345,12.545309,1,-2
primary_06,1,A,FIXED_C4,3,45,85862767672224,6,7,4,4,85862767672224,85862767759310,85862767775718,0.103494,85862767672224,LEFT_LIMIT,4,2,0,2,2,0,2,6,34202,85862764727021,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85862767775718,RIGHT_CONTINUOUS,4,2,0,9,2,7,2,7,34204,85862767775718,-0.103494666666667,-0.103494666666667,33.2298393333333,33.2298393333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.103494666666667,-0.103494666666667,-0.103494666666667,-0.103494666666667,2,1,0,0,85862782634572,LEFT_LIMIT,4,0,1,7,7,0,0,7,34214,85862782494617,18.3709853333333,18.3709853333333,18.3709853333333,18.3709853333333,0,0,0,0,18.3709853333333,18.3709853333333,18.3709853333333,18.3709853333333,0,0,0,0,18.3709853333333,18.3709853333333,18.3709853333333,18.3709853333333,0,0,0,0,85862767775718,0,85862767775718,0,85862767775718,0,85862767775718,0,85862782634572,14.858854,1,-2
primary_07,2,B,FIXED_C2,2,30,85911655229147,6,7,2,2,85911655229147,85911655324947,85911655348067,0.11892,85911655229147,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,85911649982290,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,85911655348067,RIGHT_CONTINUOUS,2,2,0,9,2,7,2,7,23402,85911655348067,-0.118920666666667,-0.118920666666667,33.2144133333333,33.2144133333333,2,0.222222222222222,0,0,,,,,0,,0,0,-0.118920666666667,-0.118920666666667,-0.118920666666667,-0.118920666666667,2,1,0,0,85911668398472,LEFT_LIMIT,2,0,1,7,7,0,0,7,23412,85911668262591,20.1640083333333,20.1640083333333,20.1640083333333,20.1640083333333,0,0,0,0,20.1640083333333,20.1640083333333,20.1640083333333,20.1640083333333,0,0,0,0,20.1640083333333,20.1640083333333,20.1640083333333,20.1640083333333,0,0,0,0,85911655348067,0,85911659740830,4.392763,85911655348067,0,85911659757672,4.409605,85911668398472,13.050405,1,-2
