acquisition_id,round,trace,policy,phase,boundary_s,boundary_ns,K_before,K_after,C_before,C_after,logical_boundary_ns,notification_ns,apply_ns,cap_apply_delay_ms,sample_ns,sample_side,C,A,ready_queue,unfinished_backlog,generated_unfinished,due_not_generated,online_active_counter,observed_K,latest_event_seq,latest_event_ns,unfinished_slack_min_ms,unfinished_slack_p10_ms,unfinished_slack_median_ms,unfinished_slack_p90_ms,unfinished_late_count,unfinished_late_fraction,unfinished_urgent_5ms_count,unfinished_urgent_10ms_count,ready_slack_min_ms,ready_slack_p10_ms,ready_slack_median_ms,ready_slack_p90_ms,ready_late_count,ready_late_fraction,ready_urgent_5ms_count,ready_urgent_10ms_count,generated_slack_min_ms,generated_slack_p10_ms,generated_slack_median_ms,generated_slack_p90_ms,generated_late_count,generated_late_fraction,generated_urgent_5ms_count,generated_urgent_10ms_count
primary_17,3,B,FIXED_C4,1,15,86536280570497,7,6,4,4,86536280570497,86536280670405,86536280704054,0.133557,86536280570497,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,86536278992590,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_17,3,B,FIXED_C4,2,30,86551280570497,6,7,4,4,86551280570497,86551280668831,86551280688729,0.118232,86551280570497,LEFT_LIMIT,4,2,0,2,2,0,2,6,23400,86551275251383,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_17,3,B,FIXED_C4,3,45,86566280570497,7,6,4,4,86566280570497,86566280664739,86566280690314,0.119817,86566280570497,LEFT_LIMIT,4,3,0,3,3,0,3,7,36001,86566278400530,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_18,3,A,FIXED_C2,1,15,86600340495720,6,7,2,2,86600340495720,86600340602926,86600340655351,0.159631,86600340495720,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,86600336918849,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_18,3,A,FIXED_C2,2,30,86615340495720,7,6,2,2,86615340495720,86615340591093,86615340620806,0.125086,86615340495720,LEFT_LIMIT,2,2,1,3,3,0,2,7,23398,86615338488441,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_18,3,A,FIXED_C2,3,45,86630340495720,6,7,2,2,86630340495720,86630340574450,86630340587885,0.092165,86630340495720,LEFT_LIMIT,2,2,0,2,2,0,2,6,34202,86630337402240,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_19,4,B,K_LOOKUP_C2_C4,1,15,86664555518716,7,6,4,2,86664555518716,86664555625058,86664555656733,0.138017,86664555518716,LEFT_LIMIT,4,4,1,5,5,0,4,7,12594,86664550866833,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,5,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,5,1,0,0
primary_19,4,B,K_LOOKUP_C2_C4,2,30,86679555518716,6,7,2,4,86679555518716,86679555620597,86679555636005,0.117289,86679555518716,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,86679552549519,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_19,4,B,K_LOOKUP_C2_C4,3,45,86694555518716,7,6,4,2,86694555518716,86694556246825,86694556259723,0.741007,86694555518716,LEFT_LIMIT,4,3,1,4,4,0,4,7,35998,86694552227849,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0
primary_20,4,A,FIXED_C4,1,15,86728468470632,6,7,4,4,86728468470632,86728468568349,86728468601043,0.130411,86728468470632,LEFT_LIMIT,4,2,0,2,2,0,2,6,10798,86728464121859,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_20,4,A,FIXED_C4,2,30,86743468470632,7,6,4,4,86743468470632,86743468597446,86743468629520,0.158888,86743468470632,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,86743466789928,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_20,4,A,FIXED_C4,3,45,86758468470632,6,7,4,4,86758468470632,86758468557753,86758468573569,0.102937,86758468470632,LEFT_LIMIT,4,2,0,2,2,0,2,6,34202,86758463946688,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_21,4,B,FIXED_C4,1,15,86792377068815,7,6,4,4,86792377068815,86792377312022,86792377362207,0.293392,86792377068815,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,86792373641458,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_21,4,B,FIXED_C4,2,30,86807377068815,6,7,4,4,86807377068815,86807377167882,86807377191291,0.122476,86807377068815,LEFT_LIMIT,4,2,0,2,2,0,2,6,23400,86807372700173,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_21,4,B,FIXED_C4,3,45,86822377068815,7,6,4,4,86822377068815,86822377170841,86822377192081,0.123266,86822377068815,LEFT_LIMIT,4,4,0,4,4,0,4,7,36000,86822373665834,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0
primary_22,4,A,FIXED_C2,1,15,86856231895326,6,7,2,2,86856231895326,86856232030455,86856232069020,0.173694,86856231895326,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,86856229104140,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_22,4,A,FIXED_C2,2,30,86871231895326,7,6,2,2,86871231895326,86871232013082,86871232042166,0.14684,86871231895326,LEFT_LIMIT,2,2,1,3,3,0,2,7,23398,86871228089711,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_22,4,A,FIXED_C2,3,45,86886231895326,6,7,2,2,86886231895326,86886231911239,86886231922518,0.027192,86886231895326,LEFT_LIMIT,2,1,0,1,1,0,1,6,34203,86886231876230,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0
primary_23,4,A,K_LOOKUP_C2_C4,1,15,86920159772923,6,7,2,4,86920159772923,86920159867768,86920159901203,0.12828,86920159772923,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,86920155241410,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_23,4,A,K_LOOKUP_C2_C4,2,30,86935159772923,7,6,4,2,86935159772923,86935159879820,86935159910903,0.13798,86935159772923,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,86935159222573,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_23,4,A,K_LOOKUP_C2_C4,3,45,86950159772923,6,7,2,4,86950159772923,86950159871040,86950159898429,0.125506,86950159772923,LEFT_LIMIT,2,2,0,2,2,0,2,6,34202,86950155670048,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_24,4,B,FIXED_C2,1,15,86984067542541,7,6,2,2,86984067542541,86984067657026,86984067681517,0.138976,86984067542541,LEFT_LIMIT,2,2,49,51,51,0,2,7,12500,86984064259671,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,51,1,0,0,-200.000000666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,49,1,0,0,-233.333333666667,-200.000000666667,-100.000000666667,-6.66666666666667e-07,51,1,0,0
primary_24,4,B,FIXED_C2,2,30,86999067542541,6,7,2,2,86999067542541,86999067642090,86999067668534,0.125993,86999067542541,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,86999066016953,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_24,4,B,FIXED_C2,3,45,87014067542541,7,6,2,2,87014067542541,87014068059121,87014068071223,0.528682,87014067542541,LEFT_LIMIT,2,1,2,3,3,0,2,7,35998,87014060097391,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_25,5,A,FIXED_C2,1,15,87047987016229,6,7,2,2,87047987016229,87047987113599,87047987151729,0.1355,87047987016229,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,87047982169267,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_25,5,A,FIXED_C2,2,30,87062987016229,7,6,2,2,87062987016229,87062987128803,87062987165914,0.149685,87062987016229,LEFT_LIMIT,2,2,1,3,3,0,2,7,23398,87062982915311,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_25,5,A,FIXED_C2,3,45,87077987016229,6,7,2,2,87077987016229,87077987113332,87077987139961,0.123732,87077987016229,LEFT_LIMIT,2,1,0,1,1,0,1,6,34203,87077986527094,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0
primary_26,5,A,K_LOOKUP_C2_C4,1,15,87112062720723,6,7,2,4,87112062720723,87112062817393,87112062856468,0.135745,87112062720723,LEFT_LIMIT,2,2,0,2,2,0,2,6,10798,87112057259232,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_26,5,A,K_LOOKUP_C2_C4,2,30,87127062720723,7,6,4,2,87127062720723,87127062835123,87127062871188,0.150465,87127062720723,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,87127059279100,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_26,5,A,K_LOOKUP_C2_C4,3,45,87142062720723,6,7,2,4,87142062720723,87142062809694,87142062828509,0.107786,87142062720723,LEFT_LIMIT,2,2,0,2,2,0,2,6,34202,87142058245718,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_27,5,B,FIXED_C2,1,15,87175786609181,7,6,2,2,87175786609181,87175786709707,87175786732151,0.12297,87175786609181,LEFT_LIMIT,2,2,18,20,20,0,2,7,12562,87175785718420,-66.6666666666667,-66.6666666666667,-33.3333336666667,-6.66666666666667e-07,20,1,0,0,-66.6666666666667,-66.6666666666667,-33.3333336666667,-6.66666666666667e-07,18,1,0,0,-66.6666666666667,-66.6666666666667,-33.3333336666667,-6.66666666666667e-07,20,1,0,0
primary_27,5,B,FIXED_C2,2,30,87190786609181,6,7,2,2,87190786609181,87190786713084,87190786740528,0.131347,87190786609181,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,87190782111959,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_27,5,B,FIXED_C2,3,45,87205786609181,7,6,2,2,87205786609181,87205786722910,87205786749596,0.140415,87205786609181,LEFT_LIMIT,2,2,1,3,3,0,2,7,36000,87205782733653,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_28,5,B,K_LOOKUP_C2_C4,1,15,87239738876449,7,6,4,2,87239738876449,87239738993066,87239739037603,0.161154,87239738876449,LEFT_LIMIT,4,3,0,3,3,0,3,7,12597,87239735467303,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_28,5,B,K_LOOKUP_C2_C4,2,30,87254738876449,6,7,2,4,87254738876449,87254738977847,87254739006051,0.129602,87254738876449,LEFT_LIMIT,2,2,0,2,2,0,2,6,23400,87254735459678,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_28,5,B,K_LOOKUP_C2_C4,3,45,87269738876449,7,6,4,2,87269738876449,87269739040958,87269739055384,0.178935,87269738876449,LEFT_LIMIT,4,3,1,4,4,0,4,7,35998,87269733578781,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0
primary_29,5,A,FIXED_C4,1,15,87303628532061,6,7,4,4,87303628532061,87303628645233,87303628683420,0.151359,87303628532061,LEFT_LIMIT,4,1,0,1,1,0,1,6,10799,87303627842050,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,1,1,0,0
primary_29,5,A,FIXED_C4,2,30,87318628532061,7,6,4,4,87318628532061,87318628632937,87318628655483,0.123422,87318628532061,LEFT_LIMIT,4,3,0,3,3,0,3,7,23399,87318624595235,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
primary_29,5,A,FIXED_C4,3,45,87333628532061,6,7,4,4,87333628532061,87333628627564,87333628646676,0.114615,87333628532061,LEFT_LIMIT,4,2,0,2,2,0,2,6,34202,87333623902644,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_30,5,B,FIXED_C4,1,15,87367636843253,7,6,4,4,87367636843253,87367636954015,87367636991201,0.147948,87367636843253,LEFT_LIMIT,4,4,0,4,4,0,4,7,12596,87367636301204,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,4,1,0,0
primary_30,5,B,FIXED_C4,2,30,87382636843253,6,7,4,4,87382636843253,87382636940888,87382636966083,0.12283,87382636843253,LEFT_LIMIT,4,2,0,2,2,0,2,6,23400,87382633548526,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,2,1,0,0
primary_30,5,B,FIXED_C4,3,45,87397636843253,7,6,4,4,87397636843253,87397636942044,87397636973360,0.130107,87397636843253,LEFT_LIMIT,4,3,0,3,3,0,3,7,36001,87397635224345,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0,,,,,0,,0,0,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,-6.66666666666667e-07,3,1,0,0
