K,run_count,e2e_mean_ms,frame_start_lag_mean_ms,frame_start_lag_share_pct,front_end_mean_ms,front_end_share_pct,inference_queue_wait_mean_ms,inference_queue_wait_share_pct,inference_mean_ms,inference_share_pct,sum_components_ms,sum_error_ms
1,5,22.266509264444444,0.3586158356666667,1.6105615451781248,9.632852412555556,43.26161904478429,0.17942347466666667,0.8057997440720233,12.095617541555557,54.32201966596557,22.266509264444444,0.0
2,5,19.355928070111112,0.5583925572222223,2.884865841615089,9.971580631111111,51.51693370109672,3.0153986605,15.578682921209523,5.8105562212777775,30.019517536078663,19.355928070111112,0.0
3,5,20.01400855774074,0.7159966035925927,3.57747725312963,10.296887942481481,51.44840381563139,4.358202218481481,21.775758743721912,4.642921793185185,23.19836018751706,20.01400855774074,0.0
4,5,22.931368381388886,0.8459570692777778,3.689082374885038,10.956694404,47.78037761101278,6.513386474472222,28.403828180434672,4.615330433638889,20.126711833667525,22.93136838138889,3.552713678800501e-15
5,5,25.730042962066666,0.9679646914,3.7620018467402203,11.162738469244445,43.38406463487631,8.975442342933334,34.883122255822364,4.623897458488889,17.97081126256111,25.73004296206667,3.552713678800501e-15
6,5,43.62081068418518,1.0224259367592592,2.343894853678045,11.917328987888888,27.32028314230653,25.777952383537034,59.09553715122238,4.903103375999999,11.24028485279305,43.62081068418518,0.0
7,5,4294.063544687191,0.9893734525555556,0.023040493981036986,13.446460126984126,0.3131406879998479,4274.372473500397,99.54143503043507,5.255237607253968,0.12238378758404694,4294.063544687191,0.0
