C,K,metric,n_runs,mean,sample_sd,median,min,max,run01,run02,run03,run04,run05
2,4,local_latency_mean_ms,5,23.152913021361112,0.6475652830106043,23.20921158263889,22.080388096666667,23.712737576666665,23.61168832013889,23.712737576666665,23.20921158263889,22.080388096666667,23.150539530694445
2,4,local_latency_median_ms,5,22.8470868,1.4306475965390908,23.4178675,20.2983335,23.644866,23.644866,23.4178675,23.310305,20.2983335,23.564062
2,4,local_latency_p95_ms,5,27.7883513,0.1160964237150622,27.83745635,27.62288115,27.89574695,27.7136281,27.89574695,27.87204395,27.62288115,27.83745635
2,4,local_latency_p99_ms,5,29.386949382,0.6358301131236545,29.65812609,28.69011974,29.95406542,29.95406542,29.91887232,29.65812609,28.71356334,28.69011974
2,4,start_lag_mean_ms,5,0.8110931301944444,0.17550397943626278,0.6979431138888889,0.6581492141666667,1.0112423481944444,1.0112423481944444,0.9936946245833334,0.6979431138888889,0.6944363501388889,0.6581492141666667
2,4,front_end_mean_ms,5,10.380299351666666,0.1771238434806128,10.472247216388888,10.108524714722222,10.54730899013889,10.299526493333333,10.54730899013889,10.472247216388888,10.108524714722222,10.47388934375
2,4,queue_wait_mean_ms,5,3.8679100070833337,0.25654556902214665,3.906044341111111,3.446615458888889,4.076948951666667,4.076948951666667,4.067804155416667,3.906044341111111,3.446615458888889,3.8421371283333334
2,4,queue_wait_p95_ms,5,8.36532117,0.08752448902349146,8.32030035,8.2837034,8.50161785,8.31968535,8.50161785,8.4012989,8.2837034,8.32030035
2,4,inference_mean_ms,5,8.093610532416667,0.15375413095244106,8.13297691125,7.830811572916667,8.223970526944445,8.223970526944445,8.103929806527777,8.13297691125,7.830811572916667,8.176363844444445
2,4,inference_p95_ms,5,9.18403502,0.10311610347425466,9.22526735,9.0095845,9.26819365,9.1760645,9.22526735,9.26819365,9.2410651,9.0095845
2,4,deadline_miss_pct,5,0.6527777777777778,0.16839382851364085,0.5833333333333334,0.4444444444444444,0.8333333333333334,0.8333333333333334,0.8194444444444444,0.5833333333333334,0.5833333333333334,0.4444444444444444
2,4,peak_waiting_queue,5,17.2,3.5637059362410923,18,11,20,18,19,18,20,11
2,4,time_weighted_waiting_queue,5,0.46517436635493015,0.031045235277190164,0.469507316316009,0.4144014300684257,0.4906787370440441,0.4906787370440441,0.4895873900886302,0.469507316316009,0.4144014300684257,0.4616969582575417
2,4,max_active_inferences,5,2,0.0,2,2,2,2,2,2,2,2
2,4,service_overlap_pair_count,5,5373.8,83.78663377890294,5409,5224,5414,5414,5414,5409,5224,5408
2,4,service_overlap_time_ms,5,27210.207151,1260.5911019083887,27452.988188,25029.685518,28179.247297,28179.247297,27435.218413,27452.988188,25029.685518,27953.896339
2,4,start_lag_p95_ms,5,1.41862521,0.009558808148861989,1.41579045,1.40763095,1.4335176,1.42076045,1.40763095,1.4154266000000002,1.41579045,1.4335176
2,4,front_end_p95_ms,5,11.64222319,0.14492799479354557,11.719602199999999,11.3960721,11.7368125,11.3960721,11.625742449999999,11.7368125,11.7328867,11.719602199999999
2,4,queue_wait_p99_ms,5,9.328177420000001,0.2807996712781976,9.39496547,8.9132285,9.67914432,9.67914432,9.41500385,9.39496547,9.23854496,8.9132285
2,4,inference_p99_ms,5,9.807915732,0.3216058596028012,9.81301666,9.40797408,10.29113747,9.673356199999999,9.81301666,9.85409425,10.29113747,9.40797408
2,4,time_weighted_active_offered,5,0.9712301231166667,0.018448656994747497,0.97595722935,0.93969738875,0.9868683906166666,0.9868683906166666,0.9724639455333334,0.97595722935,0.93969738875,0.9811636613333333
