C,K,run_id,frames,local_latency_mean_ms,local_latency_median_ms,local_latency_p95_ms,local_latency_p99_ms,start_lag_mean_ms,front_end_mean_ms,queue_wait_mean_ms,queue_wait_p95_ms,inference_mean_ms,inference_p95_ms,deadline_miss_pct,peak_waiting_queue,time_weighted_waiting_queue,max_active_inferences,service_overlap_pair_count,service_overlap_time_ms,start_lag_p95_ms,front_end_p95_ms,queue_wait_p99_ms,inference_p99_ms,time_weighted_active_offered,active_0_offered_pct,active_1_offered_pct,active_2_offered_pct,time_weighted_waiting_offered,waiting_positive_offered_pct,workers_actually_used,submitted_overlap_time_ms,completion_elapsed_s,drain_after_offered_end_s,wall_clock_duration_s,queue_depth_wait_pearson
2,3,run02,5400,21.563908325925926,20.0262065,24.80180855,25.55063762,0.8037653848148149,10.342770756666667,2.751143526296296,8.4406636,7.666228658148148,9.74325045,0.5555555555555556,13,0.2482785756873521,2,3610,16163.560365,1.1133466,11.40196515,9.17616452,10.118364609999999,0.6899605792333333,57.94320935166667,15.117523373333333,26.939267275,0.24760291736666667,22.830782623333334,2,5024.365233,59.990485981,0.0,62.392103441,0.6697713923959384
2,3,run03,5400,21.420559691111112,19.88071,24.61022005,25.44073145,0.8255209822222223,10.230513407037037,2.7793149455555555,8.25542745,7.5852103562962965,9.76126205,0.6111111111111112,14,0.2508926746924754,2,3610,15907.347436,0.9817486999999999,11.0081095,9.20322338,10.22051197,0.6826689320666667,58.24535252,15.242401753333333,26.512245726666666,0.2501383451,22.75228542833333,2,4096.182207,59.989365852,0.0,62.096131555,0.783333612485074
2,3,run04,5400,20.623160094444444,19.1099465,23.66762235,24.46279591,0.7395482094444444,10.05053638574074,2.6735968585185184,8.0402554,7.1594786407407405,8.9209691,0.5,11,0.24120121021904378,2,3609,14898.06144,1.04640815,10.8024629,8.53116016,9.21961057,0.6443530776666667,60.39479463333333,14.775102966666667,24.8301024,0.24062371726666668,22.54368477333333,2,4313.326759,59.994614733,0.0,62.120868682,0.6501359194565667
2,3,run05,5400,20.58939972851852,19.130331,23.56837865,24.18990368,0.720012725,10.212107449814814,2.5360566379629628,7.7920004,7.1212229157407405,8.8440396,0.5,11,0.2287397864996888,2,3609,14837.705944,0.95433765,11.0301966,8.36758293,9.148888880000001,0.6409100624166667,60.638503665,14.631986428333333,24.729509906666667,0.22824509741666665,21.543102515,2,4449.087357,59.995343693,0.0,62.09888012,0.5931220291880711
2,4,run01,7200,23.61168832013889,23.644866,27.7136281,29.95406542,1.0112423481944444,10.299526493333333,4.076948951666667,8.31968535,8.223970526944445,9.1760645,0.8333333333333334,18,0.4906787370440441,2,5414,28179.247297,1.42076045,11.3960721,9.67914432,9.673356199999999,0.9868683906166666,48.2785731,4.7560147383333335,46.96541216166667,0.4892338742,25.009070195000007,2,8472.337653,60.000484357,0.000484357,62.21727268,0.8554356774695551
2,4,run02,7200,23.712737576666665,23.4178675,27.89574695,29.91887232,0.9936946245833334,10.54730899013889,4.067804155416667,8.50161785,8.103929806527777,9.22526735,0.8194444444444444,19,0.4895873900886302,2,5414,27435.218413,1.40763095,11.625742449999999,9.41500385,9.81301666,0.9724639455333334,48.47896946833333,5.79566651,45.725364021666664,0.48813649865,25.23847614,2,8209.654377,60.000457875,0.000457875,62.24225633,0.8703683046242963
2,4,run03,7200,23.20921158263889,23.310305,27.87204395,29.65812609,0.6979431138888889,10.472247216388888,3.906044341111111,8.4012989,8.13297691125,9.26819365,0.5833333333333334,18,0.469507316316009,2,5409,27452.988188,1.4154266000000002,11.7368125,9.39496547,9.85409425,0.97595722935,48.159257378333336,6.085762308333333,45.754980313333334,0.46872532093333336,24.97713240666667,2,7947.233536,59.997709487,0.0,62.668533891,0.8272760561437131
2,4,run04,7200,22.080388096666667,20.2983335,27.62288115,28.71356334,0.6944363501388889,10.108524714722222,3.446615458888889,8.2837034,7.830811572916667,9.2410651,0.5833333333333334,20,0.4144014300684257,2,5224,25029.685518,1.41579045,11.7328867,9.23854496,10.29113747,0.93969738875,47.746403655,10.537453815,41.71614253,0.4135938550666667,23.79661803166667,2,7735.650305,59.997129358,0.0,62.334731956,0.8392917501311838
2,4,run05,7200,23.150539530694445,23.564062,27.83745635,28.69011974,0.6581492141666667,10.47388934375,3.8421371283333334,8.32030035,8.176363844444445,9.0095845,0.4444444444444444,11,0.4616969582575417,2,5408,27953.896339,1.4335176,11.719602199999999,8.9132285,9.40797408,0.9811636613333333,48.47346109833333,4.93671167,46.58982723166667,0.4610564554,24.972252485000002,2,8492.713233,59.996019278,0.0,62.619392694,0.7100151446724625
2,5,run01,9000,26.83242732277778,27.24617,33.62486625,43.17273278,1.0333715672222221,12.276224619666667,5.759207082222222,14.420407,7.763624053666667,9.1197806,5.711111111111111,28,0.866159212179529,2,7219,30317.080619,3.19372675,15.21937985,16.93455454,9.749854529999999,1.1645219530333333,34.076272395,15.395259906666666,50.52846769833333,0.8638810623333333,44.127434040000004,2,9094.172904,60.001299301,0.001299301,62.60938379,0.9459042258560679
2,5,run02,9000,25.726622038333332,26.897977,32.15317435,34.9524602,0.8236600184444445,10.94796491,6.266705283888889,15.1880446,7.688291826,9.0318712,1.2777777777777777,25,0.9421175882779418,2,7216,30433.8592,1.6023262,12.3411917,16.513856490000002,9.43252213,1.1531582403333334,35.40727463333333,13.8696267,50.723098666666665,0.9400057925833334,46.43721999666667,2,10107.78499,60.005132014,0.005132014,62.396825992,0.923624093354585
2,5,run03,9000,26.13607671188889,26.938609,32.3442401,48.81741892,0.8995069593333334,11.080891838333333,6.4407004472222225,15.18149775,7.714977467,9.0951255,1.5333333333333334,27,0.9685553590684695,2,7219,30539.608395,1.63665065,12.538147050000001,25.15936357,9.67589914,1.1571686989166667,35.18247743333333,13.918175241666667,50.899347325,0.9661050670833333,46.329662545000005,2,9653.927551,60.004675268,0.004675268,62.728173261,0.9496040156181295
2,5,run04,9000,23.61101481111111,24.144931,32.0414102,35.53802227,0.6954274467777778,10.521672788666667,4.7281079805555555,14.5876941,7.665806595111111,9.1562431,1.4444444444444444,21,0.7105186863423836,2,6952,29633.018619,1.6641411000000002,13.27589335,16.37488764,10.37161836,1.1498308458,34.405279785,16.20635585,49.388364365,0.7092161970833334,37.147498926666664,2,8400.927391,60.002408608,0.002408608,62.691261643,0.8945023641878149
2,5,run05,9000,26.301229848444443,26.8629525,32.32616675,82.30273755,0.8419035776666667,10.984582714333333,6.7487448472222225,15.37912415,7.725998709222222,9.08910285,1.788888888888889,32,1.0146503546872152,2,7222,30577.298899,1.6356148000000001,12.5948849,50.1291121,9.83810785,1.1587544482833334,35.086637795,13.951279581666666,50.96208262333333,1.01227959775,46.83730509,2,10397.405677,60.008672161,0.008672161,62.404522613,0.9512557145702499
2,6,run01,10800,31.004247095833332,28.0883965,38.19254505,168.36389339,0.9360618086111111,11.887965767777779,9.70641459111111,16.09071685,8.473804928333333,9.84459965,31.60185185185185,42,1.7521928023950117,2,9048,43238.905459,1.99157785,14.0335999,122.15561165000001,11.43328374,1.5249861536166667,19.553069531666665,8.395245575,72.05168489333333,1.74714741,52.02466996166666,2,12930.431252,60.010029486,0.010029486,62.66496751,0.9853452746923319
2,6,run02,10800,30.76408906546296,28.3895915,39.39011425,142.1542019,1.0517445030555554,12.21871008324074,8.877657854166667,16.04881815,8.615976625,10.227576,33.18518518518518,37,1.6025884928488192,2,9040,44422.412725,2.2699093500000003,15.2600529,87.84379609999999,11.74491342,1.55060284315,18.965276701666667,7.009162281666667,74.02556101666667,1.5979752120333333,51.88573511833333,2,14420.568551,60.009300846,0.009300846,62.642800365,0.9783726164553244
2,6,run03,10800,31.890027147592594,28.090601,38.0881214,204.96275145,1.329466233425926,11.883462794907407,10.210780111666667,16.0501048,8.466318007592593,9.8266767,31.935185185185187,51,1.8451748562224197,2,9050,43270.119553,2.0539681499999998,13.897311949999999,146.22305816,11.375530529999999,1.5236703103333333,19.736567581666666,8.159833803333333,72.103598615,1.8379404201,51.98881762666667,2,12830.314656,60.008055478,0.008055478,62.671415268,0.9901139183225847
2,6,run04,10800,32.76632959203704,28.262188,42.06513175,206.62120595,1.2207921298148148,12.288878085925926,10.680371948333333,16.36524375,8.576287427962964,10.8229473,31.796296296296298,48,1.9290656181277566,2,9106,43224.734261,2.29463625,16.83589495,158.05161628,13.88089624,1.5434198385666666,17.686302316666666,10.28541151,72.02828617333333,1.9224094146,52.78656615833333,2,13204.210081,60.010951351,0.010951351,62.661582432,0.9909719002462396
2,6,run05,10800,30.26780146759259,28.2023015,38.0888511,143.30127966,0.8484131348148148,11.690912463981482,9.177526311944444,16.18608025,8.550949556851851,9.78189125,32.407407407407405,37,1.6558770861684684,2,9039,44172.428292,1.8875174,13.710921,96.97691191,11.21974598,1.5389294505166666,19.720559638333334,6.6659356716666665,73.61350469,1.6518488096333332,52.272609034999995,2,14136.131261,60.010162705,0.010162705,62.62894009,0.9792338675720998
2,7,run01,12600,136.04992762992063,159.938233,252.39127725,264.45304187,1.1148287483333332,13.605748591269842,112.28779307166667,226.96516325,9.041557218650794,12.3709393,78.16666666666667,54,23.634688797331325,2,12083,54807.517053,3.09665165,18.483188350000002,238.45540908,15.4811877,1.8982100125666668,1.50435915,7.170280443333334,91.32536040666666,23.580095568583335,90.34260407666666,2,14695.454801,60.018719392,0.018719392,62.847558947,0.997618981769094
2,7,run02,12600,122.61083114825396,66.4737555,270.643104,290.12162546,1.3291230556349207,13.476155048015872,98.91037004896826,243.839611,8.89518299563492,11.97268075,71.64285714285714,60,20.845902526359986,2,11899,53304.068385,2.9762391,18.473241050000002,262.88111888,15.01766174,1.86752128065,2.073782298333333,9.100307338333334,88.82591036333334,20.770958257566665,87.613122525,2,14705.120322,60.019506739,0.019506739,62.873639422,0.9975536263074198
2,7,run03,12600,135.27748977738096,161.0962615,258.8039941,274.34647296,1.330111397142857,13.417604254523809,111.5422207663492,233.67982205,8.98755335936508,12.16622775,75.32539682539682,58,23.497945417939746,2,12024,54225.288125,2.99766215,18.171624350000002,245.40457846,15.0431791,1.8871424589166668,1.6544827683333334,7.976788571666667,90.36872866,23.42376449325,89.23155892166666,2,15008.152849,60.010573864,0.010573864,62.855692825,0.9976414323987274
2,7,run04,12600,212.23708472928573,223.4889785,260.9964341,273.99884177,1.0530495319841269,14.339785063095238,187.40485430238095,236.51682735,9.439395831825397,13.33403655,100.0,57,39.426662643950415,2,12599,58967.071336,3.45365785,19.76552475,247.41209981999998,16.51768276,1.9797475552,0.19472120666666667,1.6358020666666666,98.16947672666667,39.345586639416666,99.80505053333333,2,15545.527115,60.086148869,0.086148869,62.962215278,0.9783837058287282
2,7,run05,12600,88.06787538198412,38.0167285,253.54689595,267.16167987,1.1762983476984128,12.98297095436508,65.17272251992064,226.7984913,8.73588356,11.3154271,60.611111111111114,55,13.719457696432466,2,11708,51510.576235,2.679745,17.1214549,240.60560672999998,14.32523014,1.8340167233166667,2.430540028333333,11.737247611666668,85.83221236,13.686066317433333,83.023477725,2,14635.32753,60.019880638,0.019880638,62.848085443,0.9983131485862584
