stream_id,frame_id,scheduled_arrival_s,actual_arrival_enqueue_s,front_end_start_s,ready_s,inference_start_s,completion_s,scheduler_lag_ms,arrival_queue_wait_ms,scheduled_to_front_end_ms,front_end_observed_ms,ready_queue_wait_ms,inference_ms,local_e2e_ms
0,0,27521.891817206,27521.89195699,27521.892014324,27521.918465276,27521.918533333,27521.945908515,0.13978399874758907,0.05733400030294433,0.1971179990505334,26.450952002051054,0.06805699740652926,27.375182002288057,54.09130900079617
0,1,27521.925150539333,27521.925281748,27521.925330081,27521.941788853,27521.946755948,27521.963076792,0.1312086678808555,0.048333000449929386,0.1795416683307849,16.458771999168675,4.96709499930148,16.320843998983037,37.92625266578398
0,2,27521.958483872666,27521.958606849,27521.958657034,27521.96993106,27521.969987949,27521.97463896,0.12297633293201216,0.05018500087317079,0.17316133380518295,11.274026001046877,0.05688899909728207,4.65101100053289,16.155087334482232
0,3,27521.991817206,27521.991933969,27521.991983312,27522.001261683,27522.001319906,27522.005988758,0.11676299982354976,0.04934300159220584,0.1661060014157556,9.2783709987998,0.05822300227009691,4.668851997848833,14.171552000334486
0,4,27522.025150539335,27522.025234394,27522.02525908,27522.035138984,27522.035194994,27522.039919625,0.08385466571780853,0.024685999960638583,0.10854066567844711,9.879903998808004,0.05601000157184899,4.724630998680368,14.769085664738668
0,5,27522.058483872668,27522.058555654,27522.058577246,27522.067827803,27522.067865405,27522.072547702,0.07178133091656491,0.02159200084861368,0.09337333176517859,9.250556999177206,0.037601999792968854,4.682296999817481,14.063829330552835
0,6,27522.091817206,27522.091890626,27522.091916136,27522.101150349,27522.101223534,27522.106087676,0.07342000026255846,0.02550999852246605,0.09892999878502451,9.23421300103655,0.07318499774555676,4.864141999860294,14.270469997427426
0,7,27522.125150539334,27522.125223654,27522.125246321,27522.134520247,27522.134574452,27522.139282517,0.07311466470127925,0.022667001758236438,0.09578166645951569,9.273925999877974,0.0542050001968164,4.7080650001589675,14.131977666693274
0,8,27522.158483872667,27522.158584033,27522.158630488,27522.167810358,27522.167876867,27522.172713647,0.10016033411375247,0.046454999392153695,0.14661533350590616,9.179870001389645,0.06650899740634486,4.836780000914587,14.229774333216483
0,9,27522.191817206,27522.191932053,27522.191979432,27522.201179173,27522.201230266,27522.206124,0.114847000077134,0.0473789987154305,0.1622259987925645,9.199741001793882,0.05109300036565401,4.893733999779215,14.306794000731315
0,10,27522.225150539332,27522.225266274,27522.225489442,27522.234962815,27522.235021205,27522.23993179,0.11573466690606438,0.2231680009572301,0.3389026678632945,9.473373000218999,0.05839000004925765,4.910585001198342,14.781250669329893
0,11,27522.258483872665,27522.258559079,27522.258589487,27522.267865349,27522.267947071,27522.273041223,0.07520633516833186,0.03040799856535159,0.10561433373368345,9.275862001231872,0.0817219988675788,5.094152002129704,14.557350335962838
0,12,27522.291817206,27522.291889366,27522.291932487,27522.301277784,27522.301348905,27522.306713699,0.07215999721665867,0.04312100281822495,0.11528100003488362,9.345296999526909,0.07112099774531089,5.364794000342954,14.896492997650057
0,13,27522.325150539335,27522.325219616,27522.325244014,27522.33442882,27522.33448219,27522.339599926,0.06907666465849616,0.024397999368375167,0.09347466402687132,9.18480600012117,0.05337000038707629,5.117736000102013,14.449386664637132
0,14,27522.358483872667,27522.358587486,27522.358635987,27522.367802042,27522.367851033,27522.373022649,0.10361333261243999,0.048500998673262075,0.15211433128570206,9.1660550024244,0.04899099803878926,5.171616001462098,14.53877633321099
0,15,27522.391817206,27522.391899588,27522.391921764,27522.401111199,27522.401161024,27522.406202925,0.08238200098276138,0.022175998310558498,0.10455799929331988,9.189435000735102,0.049825001042336226,5.041901000367943,14.385719001438702
0,16,27522.425150539333,27522.425224976,27522.425249495,27522.434538107,27522.434584246,27522.439565749,0.0744366661820095,0.024519002181477845,0.09895566836348735,9.288612000091234,0.046138997277012095,4.981502999726217,14.415209665457951
0,17,27522.458483872666,27522.458555309,27522.458601494,27522.467917624,27522.467978134,27522.47323088,0.07143633411033079,0.04618499951902777,0.11762133362935856,9.316129999206169,0.06050999945728108,5.252746002952335,14.747007335245144
0,18,27522.491817206,27522.491890594,27522.491913669,27522.501248364,27522.501295641,27522.506555156,0.07338800060097128,0.023075001081451774,0.09646300168242306,9.334694997960469,0.04727700070361607,5.259515000943793,14.7379500012903
0,19,27522.525150539335,27522.525261463,27522.525311565,27522.534907688,27522.534969115,27522.540710818,0.11092366548837163,0.050102000386686996,0.16102566587505862,9.596122999937506,0.06142699930933304,5.741703000239795,15.560278665361693
0,20,27522.558483872668,27522.558568081,27522.558592748,27522.567967796,27522.568030268,27522.573803787,0.08420833182753995,0.024666998797329143,0.1088753306248691,9.375048000947572,0.06247200144571252,5.773518998466898,15.319914331485052
0,21,27522.591817206,27522.5919177,27522.591963405,27522.601342369,27522.601394887,27522.607161554,0.1004939986160025,0.04570500095724128,0.14619899957324378,9.37896399773308,0.05251800030237064,5.766666999988956,15.344347997597652
0,22,27522.625150539334,27522.625232097,27522.625255977,27522.634649867,27522.634699182,27522.64060947,0.08155766772688366,0.0238799984799698,0.10543766620685346,9.393889999046223,0.04931500006932765,5.910288000450237,15.458930665772641
0,23,27522.658483872667,27522.658596688,27522.658647577,27522.668253405,27522.66830671,27522.674413315,0.11281533443252556,0.05088899706606753,0.1637043314985931,9.605828003259376,0.053304996981751174,6.106605000240961,15.929442331980681
0,24,27522.691817206,27522.691903937,27522.69193027,27522.701405004,27522.701458874,27522.707657906,0.08673100091982633,0.02633300027810037,0.1130640011979267,9.474734000832541,0.05386999691836536,6.199032002768945,15.840700001717778
0,25,27522.725150539332,27522.725265159,27522.725316104,27522.734750087,27522.734800235,27522.740870572,0.11461966641945764,0.0509450001118239,0.16556466653128155,9.433982999325963,0.05014800262870267,6.070336999982828,15.720032668468775
